htid,author,title,year,authgender,female_category,clubs
mdp.39015032971148,"Coyne, Kevin,",Show business / | $c: Kevin Coyne.,1993,m,mixed,28.74389192296637
inu.30000092565518,"Ferney, Alice.",The lovers / | $c: Alice Ferney ; translated by Helen Stevenson.,2002,f,high_female,28.719876765619695
uc1.b2834851,"Szymański, Leszek,",On the wallaby track.,1967,u,mixed,28.513315718440513
uc1.$b391310,"Freeman, Gillian.",Jack would be a gentleman / | $c: by Gillian Freeman.,1959,f,,28.462458017874425
uc2.ark:/13960/t8df6pd80,"Mathews, Basil,","John Williams, the shipbuilder",1915,m,high_male,28.33698839415519
uc1.b3782596,"Duncan, Dorothy.",Portrait of Jan.,1948,f,,28.292265684113563
mdp.39015054439123,"Graham, Laurie,",Mr Starlight / | $c: Laurie Graham.,2004,f,mixed,28.231464797854407
mdp.39015019671166,"Bell, Sam Hanna.",The hollow ball / | $c: Sam Hanna Bell.,1990,m,high_male,28.159495381842756
uc1.b3885939,"Johnson, Pamela Hansford,",An error of judgement.,1962,f,high_female,27.971727038977527
mdp.39015004256973,"Ekwensi, Cyprian,","Lokotown, and other stories.",1966,m,,27.795793569906422
mdp.39015074239040,"Tsutsui, Yasutaka,",Hell / | $c: Yasutaka Tsutsui ; trans. by Evan Emswiler.,2007,u,high_male,27.734763214459058
uc2.ark:/13960/t6vx08p6p,"Hudson, Stephen,",War-time silhouettes,1916,m,high_male,27.72557838637134
mdp.39015019820920,"Bedford, William.",Happiland / | $c: William Bedford.,1990,m,,27.690177678640104
uc1.32106011414155,"Simenon, Georges,",Maigret loses his temper / | $c: translated from the French by Robert Eglesfield,1967,m,high_male,27.674883978371014
uiuo.ark:/13960/t0ks72319,"Dowling, Richard,",An isle of Surrey,1889,m,mixed,27.64021651502937
njp.32101066459668,"Gore,",The dowager,1840,f,,27.613820717268993
mdp.39015030754231,"Johnson, Pamela Hansford,",The Philistines.,1949,f,high_female,27.57491184384244
mdp.39015082699292,"Anderson, Lin.",Easy kill / | $c: Lin Anderson.,2008,u,,27.556071685152197
mdp.39015046012889,"Carr, Rocky.",Brixton bwoy : | a novel / | $c: Rocky Carr.,1998,m,high_male,27.555041194786586
uc1.$b469407,"Meek, George,",George Meek,1910,m,high_female,27.531661410622217
uc1.b3548418,"Birrell, Francis,",A letter from a black sheep | $c: [by] Francis Birrell.,1932,m,,27.31867231252561
mdp.39015030855491,"Bean, David,",The hard case / | $c: David Bean.,1976,m,,27.20187338119286
uiuo.ark:/13960/t8tb1p00j,"Middlemass, Jean.",Baiting the trap,1875,f,high_female,27.177078075862873
nyp.33433075768519,"Wilde, Oscar,","Lord Arthur Savile's crime, & other stories",1891,m,,27.15423606082549
inu.30000125114367,"Jones, Nina.",Bush town blues : | a '70s African tale / | $c: Nina Jones.,2007,f,,27.0634612635062
mdp.39015070685337,"Davidar, David.",The solitude of emperors / | $c: David Davidar.,2007,m,high_male,27.018214002888154
mdp.39015073748405,,The British essayists;,1823,m,high_male,26.99480350032619
uc1.32106007959502,"Baron, Dunsany, Edward John Moreton Drax Plunkett,",The man who ate the phoenix.,1949,m,mixed,26.923076923076923
mdp.39015003941658,"Glanville, Brian.",The comic / | $c: Brian Glanville.,1974,m,,26.88268396716728
pst.000047287587,"Riordan, James,",Korean folk-tales / | $c: retold by James Riordan.,1994,m,high_male,26.850443032310032
wu.89006404990,"Orczy, Emmuska Orczy,",The case of Miss Elliott,1909,f,,26.78503099410729
uiuo.ark:/13960/t43r1f081,"Murray, David Christie,",A rising star,1894,m,mixed,26.70726170445744
uiuo.ark:/13960/t6vx0zb4h,"Phillpotts, Eden,",Some every-day folks,1894,m,,26.707172545026623
mdp.39015063944022,"McNeile, H. C. (Herman Cyril),","Jim Maitland, | $c: by ""Sapper"" (H. C. McNeile)",1923,m,high_male,26.704052339942585
uc1.$b243364,"Joseph, George,",When the rainbow is pale.,1962,m,high_male,26.643108549633308
uc2.ark:/13960/t9h41n20f,"Reid, Eric.",Spears of deliverance,1920,m,mixed,26.59417292122215
uc1.32106005864431,"Fitzgerald, F. Scott (Francis Scott),",The Bodley Head Scott Fitzgerald / | $n: Scott Fitzgerald with an introd. by J.B. Priestley.,1963,m,high_female,26.49612795221062
njp.32101065762294,"Braddon, M. E.",Hostages to fortune;,1875,f,mixed,26.472972749383676
mdp.39015001347403,"Thirkell, Angela,",Ankle deep : | a novel / | $c: by Angela Thirkell.,1933,f,high_female,26.424268047775076
mdp.39015059704976,"Cochrane, Louise.",Social work for Jill.,1954,f,high_female,26.416858019548474
uc2.ark:/13960/t1td9nv23,"Tibbits, Charles John.","English fairy tales, folklore and legends",1902,m,high_male,26.32519132772983
mdp.39015009044911,"Baudiš, Josef,",Czech folk tales,1917,u,high_male,26.31453040524377
mdp.39015066896856,"Markham, E. A. (Edward Archibald),",At home with Miss Vanesa / | $c: E.A. Markham.,2006,m,,26.29416598192276
uc2.ark:/13960/t49p2zb2c,"Schwann, Duncan,",The book of a bachelor,1910,m,,26.2726930386121
uc1.$b389149,"Fielding, Gabriel,",New Queens for old; | a novella and nine stories | $c: [by] Gabriel Fielding.,1972,m,,26.2661477112634
nyp.33433075929434,"Humphry,",Manners for girls,1901,f,high_male,26.09906043382438
uva.x030742634,"Deeping, Warwick,",Joan of the tower,1911,m,mixed,26.094087825244166
uc1.$b248811,"Mitcalfe, Barry.",Salvation Jones. | $c: Drawings by Anthony Stones.,1962,m,high_male,26.08071982786725
uiuo.ark:/13960/t77s7zw0q,"Brooke, Laurence.",The queen of two worlds,1879,m,,26.063968425363964
mdp.39015012314137,"Scott, James George,",Wholly without morals,1911,m,,26.018579192845856
inu.30000086849753,"Ellis, Ron,",Single shot / | $c: Ron Ellis.,2002,m,mixed,26.00468084255166
mdp.39015058691372,,Tales from  Blackwood.,1858,u,mixed,25.966032582562367
uc1.$b244280,"Dunsany, Edward John Moreton Drax Plunkett, Baron,",Jorkens borrows another whiskey / | $c: Lord Dunsany.,1954,m,high_male,25.94678746337719
mdp.39015063761228,"Black, William,",Madcap Violet,1876,m,,25.89197866500958
uc1.b3327072,"Massie, W.",Sydenham;,1830,u,,25.81206102514638
uc2.ark:/13960/t8z894r87,"Cavalier, Z. L.",The soul of the Orient,1913,u,high_female,25.776849811184576
mdp.39015063268331,"Denby, Joolz.",Billie Morgan / | $c: Joolz Denby.,2004,u,,25.722438808729553
mdp.39015010468174,"Holtby, Winifred,",Poor Caroline.,1933,f,high_female,25.690771697628477
mdp.39015063256229,"Kelly, Vivien.",Dirty work / | $c: Viv Kelly.,1995,f,,25.684774432641678
mdp.39015013287134,,Folk-lore and legends,1890,u,high_male,25.66358703622232
uiuo.ark:/13960/t8rb7pw6r,"Strange, Calthorpe.",Two worlds of fashion,1872,u,,25.554834778164377
mdp.39015048887064,"Lilburn, Adam.",Rose Campion's Platonic,1908,m,,25.542016617335516
mdp.39015079326008,"Barker, Dennis,",The clients of Miss May / | $c: Dennis Barker.,2008,m,mixed,25.437201907790143
uc1.32106014434168,"Hamilton, Hugo",Headbanger / | $c: Hugo Hamilton,1996,m,high_male,25.401894255543056
mdp.39015004805001,"Theroux, Paul.",The consul's file / | $c: Paul Theroux.,1977,m,mixed,25.383574007220215
wu.89101029130,"Freeman, Gwendolen.",When you are old.,1951,f,high_female,25.38274507708339
mdp.39015022004983,"Dyer, Geoff.",But beautiful : | a book about jazz / | $c: Geoff Dyer.,1991,m,high_male,25.369621287931107
uc1.$b119761,"Kirkbride, Ronald de Levington,","Yuki, | $c: [by] Ronald Kirkbride.",1967,m,,25.36525974025974
njp.32101064792128,"Green, R. E.",Friends of the river-side,1914,u,high_male,25.288286465709085
uc1.b3472568,"Tripp, Miles,",A man without friends.,1970,m,,25.2835976873936
mdp.39015025303614,"(Jerry M.) O'Neill, J. M.",Commissar Connell / | $c: J.M. O'Neill.,1992,u,,25.07195651519862
uc1.32106011376677,"Welsh, Irvine",Marabou stork nightmares : | a novel / | $c: Irvine Welsh,1995,m,mixed,25.053865811494713
uiuo.ark:/13960/t5x645d8f,"Wills, C. J.",The Pit Town coronet;,1888,m,mixed,25.038520801232664
mdp.39015073484035,"Henty, G. A.",The lost heir,1899,m,,25.023285557393685
uc1.b3834532,"Ford, Ford Madox,",Some do not ... | $c: by Ford Madox Ford.,1927,m,,24.987679685710518
mdp.39015080853487,"Duns, Jeremy,",Free agent / | $c: Jeremy Duns.,2009,m,,24.95609575746372
uiuo.ark:/13960/t3qv41p8h,"Lewes, George Henry,","Rose, Blanche, and Violet",1848,m,mixed,24.92439599880363
dul1.ark:/13960/t2b85xw79,"Fox, S. M.",Our own Pompeii,1887,u,mixed,24.918126156913
uc1.b3726462,"Akwanya, Amechi.",Orimili / | $c: Amechi Akwanya.,1991,u,high_male,24.895439155546704
mdp.39015000649551,"(Victor Sawdon), Pritchett, V. S.","Blind love, and other stories, | $c: by V. S. Pritchett.",1969,u,,24.88969340423125
njp.32101067644680,"Fleming, George,",Vestigia,1884,f,high_male,24.86256526423382
mdp.39015007070900,"Waugh, Evelyn,","Work suspended, and other stories : | including Basil Seal rides again / | $c: Evelyn Waugh.",1965,m,,24.812299548783738
wu.89040876070,"Rigaudis, Marc.",Ito-san : | stories / | $c: Marc Rigaudis ; translated from the French and with an introduction by James Kirkup.,1991,m,mixed,24.7686384003963
mdp.39015033354591,"Daudet, Alphonse,",Tartarin on the Alps,1888,m,mixed,24.623668269941067
mdp.39015055899911,"Unsworth, Tania.",The seahorse / | $c: Tania Unsworth.,2002,f,high_female,24.54497394456612
mdp.39015050488132,"Welsh, Irvine.",Glue / | $c: Irvine Welsh.,2001,m,mixed,24.543364249360582
uiuo.ark:/13960/t9m334q7g,"Corkran, John Frazer,","East and West, or, Once upon a time",1861,m,,24.53881463090736
njp.32101067522936,"Erckmann, Émile,",The outbreak of the great French Revolution related by a peasant of Lorraine,1871,m,mixed,24.45970263990076
mdp.39015056804944,,Comma / | $c: Michael Bracewell ... [et al.] ; edited by Ra Page.,2002,u,,24.452637122865095
mdp.39015010377813,"Sciascia, Leonardo.",The wine-dark sea / | $c: Leonardo Sciascia ; translated from the Italian by Avril Bardoni.,1985,m,,24.41818967298409
mdp.39015000550643,"Okoye, Ifeoma.",Behind the clouds / | $c: Ifeoma Okoye.,1982,u,high_female,24.36597697415176
mdp.39015053541333,"Jacob, Alaric,",Eminent nonentities / | $c: by Alaric Jacob ; illustrated by Philippe Jullian.,1970,u,,24.277737314882252
mdp.39015060827642,"O'Farrell, John.",May contain nuts / | $c: John O'Farrell.,2005,m,,24.173274028234385
njp.32101062729072,"Drachmann, Holger,",The cruise of the  Wild Duck,1893,m,high_male,24.170807036390492
mdp.39015032820303,"Charef, Mehdi,",Tea in the harem / | $c: Mehdi Charef ; translated by Ed Emery.,1989,u,mixed,24.14981668093701
njp.32101066459684,"Gore,",The dowager,1840,f,,24.129194601954463
mdp.39015005304228,"Ḥakīm, Tawfīq.",Maze of justice / | $c: by Tewfik el Hakim ; translated by A. S. Eban.,1947,u,high_male,24.035091233200472
uiuo.ark:/13960/t8mc9hw33,"Phillpotts, Eden,",Some every-day folks,1894,m,,24.002194486353037
njp.32101064793076,"Mainwaring, Arthur Edward,",Fishing and philandering,1914,m,high_male,23.928671750642433
mdp.39015078807669,"Campbell, Duncan,",If it bleeds / | $c: Duncan Campbell.,2009,m,high_female,23.90628735357399
mdp.39015055183647,"Riley, Gwendoline,",Cold water / | $c: Gwendoline Riley.,2002,f,,23.905652358691032
mdp.39015002754144,"Scholefield, Alan.",The young masters. -,1971,m,high_male,23.89664700171757
mdp.39015058118558,,Going the distance / | $c: edited by Alan Beard.,2003,u,mixed,23.87824173086107
wu.89013740311,"Sims, George R.,",Behind the veil,1913,m,,23.841059602649008
uc1.b4245224,"Thomas, Gwyn,","Gazooka, and other stories / | $c: by Gwyn Thomas",1957,m,high_male,23.82870564740324
inu.30000005016724,"Wodehouse, P. G. (Pelham Grenville),","Bring on the girls! : | the improbable story of our life in musical comedy, with pictures to prove it / | $c: by P. G. Wodehouse and Guy Bolton.",1954,m,mixed,23.744744001978727
mdp.39015029933374,"Morrison, Blake.",And when did you last see your father? / | $c: Blake Morrison.,1993,m,mixed,23.7221265013609
uiuo.ark:/13960/t41r7cd9q,"Oliphant,",For love and life,1874,f,mixed,23.6540826946731
mdp.39015048850542,"Unsworth, Barry,",Losing Nelson / | $c: Barry Unsworth.,1999,m,mixed,23.640842224069427
mdp.39015022430071,"Nielsen, Carl.",The world is all islands. | $c: Translated by H. H. Lyon.,1957,m,high_male,23.58709112198738
mdp.39015048892155,"Levi, Peter.",To the goat / | $c: Peter Levi ; with illustrations by André Yaniw.,1988,m,,23.553955382078804
mdp.39015011542118,"Keery, Sam,",The streets of Laredo.,1986,m,high_male,23.536057239691207
uc1.b2837788,"Ryan, Isobel.",The crane.,1968,f,high_male,23.525153818313427
mdp.39015015401956,"Aldiss, Brian Wilson,",The hand-reared boy | $c: [by] Brian W. Aldiss.,1970,m,high_female,23.468210353392134
mdp.39015004935352,"Waugh, Alec,",The fatal gift: | a novel. -,1973,m,high_female,23.446325676568595
njp.32101064071192,"Belknap, Jeremy,",The foresters,1831,m,high_male,23.438415563107935
mdp.39015060123653,"Doyle, Roddy,","Oh, play that thing / | $c: Roddy Doyle.",2004,m,,23.404435140459118
uc1.b4101698,"Thackeray, William Makepeace,",The adventures of Philip on his way through the world,1884,m,,23.400223728968335
inu.30000001742802,"Shell, Ray.",Iced / | $c: Ray Shell.,1993,m,,23.330222636981734
mdp.39015019622474,"Renwick, Alistair.",Last night another soldier- / | $c: Aly Renwick.,1989,u,high_male,23.32996344972393
mdp.39015080845087,"Darmstaedter, David.",My monster / | $c: David Darmstaedter.,2009,m,mixed,23.316712702227644
uiuo.ark:/13960/t1zc8d429,"Clarke, Charles.",Lord Falconberg's heir,1868,m,high_male,23.316062176165804
uc1.b3346278,"Dunning, Philip,",Broadway : | a novel / | $c: by Philip Dunning and George Abbott.,1928,m,mixed,23.287990246441733
uiuo.ark:/13960/t1ng4x65k,"Baring-Gould, S.",Court Royal,1886,m,,23.21611471491977
mdp.39015048693579,"Nyamfukudza, S.,",The non-believer's journey / | $c: S. Nyamfukudza.,1980,u,,23.196060238384128
uc2.ark:/13960/t88g8jf6p,"McKenna, Stephen,",The confessions of a well-meaning woman,1922,m,mixed,23.19420877229391
uc1.l0090169798,"Krekorian, Ed.","Vietnam, a surgeon's odyssey / | $c: Ed Krekorian.",2002,m,,23.1759677161159
inu.30000110626037,"Gooch, Ivan A. V.",The new lords of tomorrow / | $c: Ivan A. V. Gooch.,2009,m,,23.154699117548688
inu.30000082344098,"Skiadaresēs, Spyros A.",Cephalonian tales / | $c: by Spyridon Skiadaressi ; translated by Maki Razi and Alec Reid.,1987,u,high_male,23.14439789848867
mdp.39015041311583,"Maynard, Michael.",Games men play / | $c: Michael Maynard.,1996,m,mixed,23.1200508641119
uc2.ark:/13960/t3dz03v4c,"Coxon, Muriel (Hine) ""Mrs. Sidney Coxon.""",Earth,1912,f,high_female,23.06907413158245
uiuo.ark:/13960/t9n30481x,"Besant, Walter,",All in a garden fair;,1883,m,,23.039351211869874
mdp.39015019775629,"p'Bitek, Okot,",Hare and hornbill / | $c: [compiled and translated from the Acholi by] Okot p'Bitek.,1978,u,high_male,23.024800999934214
mdp.39015005658284,"Powell, Anthony,","Afternoon men,",1931,m,,23.011318692381817
inu.39000003273724,"MacInnes, Colin.",City of Spades.,1957,m,mixed,23.00966405890474
mdp.39015054301711,"Jenkins, Janette.",Another Elvis love child / | $c: Janette Jenkins.,2002,f,,22.978421173570638
uiuo.ark:/13960/t3223jg3d,"Smart, Hawley,",Bound to win,1877,m,,22.977061233868188
uc1.$b808697,"Wilde, Oscar,",The picture of Dorian Gray,1891,m,high_male,22.912370597179695
mdp.39015063276755,"Mahjoub, Jamal,",The drift latitudes / | $c: Jamal Mahjoub.,2006,m,,22.90564081544081
mdp.39015016454624,"Bonnar, Robert.",Stewartie.,1964,m,,22.900064120179536
uc2.ark:/13960/t9377c56z,"Mackay, Charles,",Luck;,1881,m,,22.893772893772894
mdp.39015030747268,"Henrey, Robert, Mrs.,",Julia: | reminiscences of a year in Madeleine's life as a London shop-girl.,1971,f,high_female,22.706415508481793
uc2.ark:/13960/t14m93151,"Wallace, Edgar,",The book of all power,1920,m,,22.694851510828688
uc1.b3475417,"Jay, Simon.",Sleepers can kill.,1968,m,high_male,22.692068628708427
uiuo.ark:/13960/t79s21g2v,"Belgrave, Dalrymple J.",Jack Warleigh,1891,m,high_male,22.62155551471108
uc1.$b795568,"Ross, Victor.",Tightrope.,1952,m,high_male,22.504321852719443
umn.319510020453593,"Dickens, Monica,",The angel in the corner.,1956,f,high_female,22.499147209742855
uiuo.ark:/13960/t9q24jn9g,"Barrowcliffe, A. J.",Trust for trust,1859,m,,22.48622718584867
uiuo.ark:/13960/t6zw22598,"Braddon, M. E.","Weavers and weft, and other tales",1877,f,mixed,22.47696111485727
nyp.33433074864913,"Gleig, Charles,",The edge of honesty,1898,m,high_female,22.47675903116178
uc1.b4340672,"Wightman, Frank Armstrong.",The wind is free.,1949,m,high_male,22.463496817671285
mdp.39015038110683,"Ilʹf, Ilʹi͡a,",The twelve chairs / | $c: Ilf & Petrov ; translated from the Russian by John Richardson ; introd. by Maurice Friedberg.,1961,u,,22.44460439449875
uc1.b2802929,"Val Baker, Denys,","The flame swallower, and other stories from Cornwall.",1963,m,mixed,22.427670761793216
uc1.$b323497,"Burnham, David,","This our exile, | $c: by David Burnham.",1931,m,,22.396416573348265
wu.89094558533,"Mercier, Charles Arthur,",Spirit experience,1919,m,high_female,22.39441035517535
uiuo.ark:/13960/t0ht2wt6w,"Bishop, M. C.",Elizabeth Eden,1878,u,high_female,22.389611220393736
umn.31951002058908b,"Standish, Robert.",The gulf of time / | $c: Robert Standish [i.e. D.G. Gerahty].,1947,m,,22.379775844165145
uc1.32106019494522,"George, Christopher",Towards the sun / | $c: Christopher George,2008,m,mixed,22.327450670288677
mdp.39015037470591,"Dé, Shobha,",Snapshots / | $c: Shobha Dé.,1995,u,high_female,22.244714099812033
uiuo.ark:/13960/t2p564c04,"Montgomery, Florence,",Seaforth,1878,f,,22.24199288256228
inu.30000043724412,"Figgis, Diana.",Sydney nocturne / | $c: Diana Figgis.,1995,f,mixed,22.23581077325032
uiuo.ark:/13960/t20c5hk2t,"Muir, Alan,",Golden girls,1883,m,mixed,22.22985671846897
inu.30000095371401,"Sisman, Robyn.",Weekend in Paris / | $c: Robyn Sisman.,2004,f,high_female,22.225580754425113
uc1.$b52455,"Meik, Vivian.","The people of the leaves, | $c: by Vivian Meik.",1931,f,high_male,22.21100454316002
uc1.$b146765,"Pereira, W. D. (Wilfred Dennis),",The wheat from the chaff | $c: [by] W. D. Pereira.,1967,m,mixed,22.204787352153126
uiuo.ark:/13960/t84j0w803,"Gore,","Greville, or, A Season in Paris",1841,f,,22.168735748669874
uiuo.ark:/13960/t52f8cg9g,"Sturgis, Julian,",John Maidment,1885,m,,22.161334515271175
uiuo.ark:/13960/t6rx9nk3x,"Grant, Maria M.",The sun-maid,1876,f,,22.157157553216745
uc1.$b244254,"Dunsany, Edward John Moreton Drax Plunkett, Baron,","The travel tales of Mr. Joseph Jorkens, | $c: by Lord Dunsany.",1931,m,high_male,22.11282194523003
