htid,author,title,year,authgender,female_category,england_as_such_intensity
inu.30000066054184,"Praed, Campbell,",The head station;,1885,f,,70.45819847193782
mdp.39015011361808,"Lewis, Wyndham,",Rotting hill.,1951,m,high_male,70.43320881217514
uc1.b3322743,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,70.31289237105118
uc1.b3327207,"Braddon, M. E.",In high places,1898,f,,70.30812707340715
wu.89092582386,"Birmingham, George A.,",Good intentions / | $c: by George A. Birmingham.,1945,m,high_female,70.30016845512064
mdp.39015043101347,"Barnes, Julian.","England, England / | $c: Julian Barnes.",1998,m,mixed,70.17338674307769
mdp.39015037389247,,More stories from the Raj and after : | from Kipling to the present day / | $c: selected and introduced by Saros Cowasjee.,1986,u,,70.06936867498824
uc1.32106007791715,,More stories from the Raj and after : | from Kipling to the present day / | $c: selected and introduced by Saros Cowasjee.,1986,u,mixed,69.96711545573581
uc2.ark:/13960/t3707zj06,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,69.90002372753099
uc2.ark:/13960/t7sn04s0c,"Gibbs, Philip,",Back to life,1920,m,,69.77766732302281
inu.32000000671380,"Strickland, Agnes,",Tales and stories from history,1846,f,,69.7536056459389
njp.32101079670665,"Lytton, Edward Bulwer Lytton,",The last of the barons,1907,m,,69.70497042470713
uc1.32106000771011,"Fabre, Maurice.",History of fashion; | $c: translated [from the French] by Joan White.,1967,m,mixed,69.63095593355217
uiuo.ark:/13960/t0tq6f34d,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,69.61878441383094
wu.89092582881,"Bibesco, Marthe,",Prince imperial / | $c: Princess Marthe Bibesco ; translated by Roland Grant.,1949,u,,69.59698993018552
uiuo.ark:/13960/t1bk20n9n,"Scargill, William Pitt,","Penelope, or, Love's labour lost",1828,m,,69.39112974664856
mdp.39015063516614,"Borrow, George Henry,",Lavengro;,1851,m,mixed,69.21187765126145
uiuo.ark:/13960/t49p39m5x,"Armstrong, F. C.",The frigate and the lugger,1861,m,,69.1730363504306
uc1.b4102318,"Lawrence, D. H. (David Herbert),","Pornography and so on, | $c: by D. H. Lawrence.",1936,m,high_male,69.15846719688159
mdp.39015016440912,"Haliburton, Thomas Chandler,","The attaché, or, Sam Slick in England",1844,m,high_male,69.13490402983717
mdp.39015003941435,"Gilliatt, Penelope.",A state of change.,1967,f,high_male,68.94528384920052
uc1.$b783880,"Birmingham, George A.,",Up,1919,m,,68.91385767790261
nyp.33433074878178,"Leighton, Robert,",Olaf the Glorious;,1894,m,high_male,68.91153800343707
uiuo.ark:/13960/t20c5br9c,"Everett-Green, Evelyn,",Torwood's trust,1884,f,mixed,68.859424218006
uiuo.ark:/13960/t6058743b,"West,",The loyalists,1812,f,high_male,68.63877588602615
uc1.$b115495,"Dathorne, O. R.,",The scholar-man | $c: [by] O.R. Dathorne.,1964,u,mixed,68.47849347314359
uc1.b3553822,"Corry, John,",The history of Henry Thomson,1803,m,high_male,68.41817186644772
nyp.33433081604062,Author of Spring flowers & summer blossoms.,"Silver blossoms to produce golden fruit for the young and good, or, Golden keys to good old proverbs",1850,f,,68.41282251759186
mdp.39015059406283,"Pickthall, Marmaduke William,",The early hours,1921,m,high_male,68.36061964846421
wu.89097347694,"Shute, Nerina,","We mixed our drinks; | the story of a generation, | $c: by Nerina Shute.",1945,u,high_female,68.10185010026106
uc1.$b243178,"Plaidy, Jean,","The sixth wife, | $c: by Jean Plaidy [pseud.]",1953,f,high_female,67.93423965601298
uc1.$b300352,"Gibbs, Philip,",Called back / | $c: by Philip Gibbs.,1953,m,mixed,67.91206954195921
mdp.39015049864096,"Katiyo, Wilson.",Going to heaven / | $c: Wilson Katiyo.,1982,m,,67.80078895463511
uiuo.ark:/13960/t45q5ff94,Royalist.,The loyalist's daughter,1867,u,,67.77726251203939
uc2.ark:/13960/t2t43qb7v,"Fisher, Thistle Anderson.","Dives' wife, and other fragments",1908,m,,67.69647362914641
mdp.39015073390778,"Mannin, Ethel,",Red Rose : | a novel based on the life of Emma Goldman ('Red Emma') / | $c: Ethel Mannin.,1941,f,,67.61736170730039
njp.32101066120070,"Boswell, Thomas Alexander.",Recollections of a pedestrian,1826,m,mixed,67.47435974329754
uc1.b3327389,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,,67.29767280305661
uiuo.ark:/13960/t79s21p31,"Buxton, Bertha H. (Leopold),",A noble name,1883,f,mixed,67.21364668798962
nyp.33433074932397,"Banim, John,",The Anglo-Irish of the nineteenth century,1828,m,,67.08727054726084
mdp.39015013417376,"Selvon, Samuel.",Moses migrating / | $c: Sam Selvon.,1983,m,,67.04400407421255
uc2.ark:/13960/t40r9p728,"Ayscough, John,",Pages from the past,1922,m,mixed,66.93023690190829
nyp.33433082123674,"Dilke, Charles Wentworth,",The fall of Prince Florestan of Monaco,1874,m,high_male,66.85485069083346
nyp.33433081604534,"Black, William,",Judith Shakespeare;,1884,m,high_female,66.81089335708832
mdp.39015066786636,"Sixsmith, Martin.",I heard Lenin laugh / | $c: Martin Sixsmith.,2006,m,,66.64279462083233
mdp.39015018955651,"Farson, Negley,",Bomber's moon / | $c: Negley Farson ; with 48 illustrations by Tom Purvis.,1970,u,high_female,66.56681644200366
uc2.ark:/13960/t0dv1hg1g,"Howe, Sonia Elizabeth,",Real Russians,1917,f,,66.54445923210206
mdp.39015064466165,"Borrow, George Henry,",The Romany rye;,1858,m,mixed,66.4679145691804
uc1.b3327388,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,,66.46358349487676
mdp.39015056812483,"Keyes, John.",The importance of being Micheál / | $c: John Keyes.,2002,m,,66.34966272254783
uiuo.ark:/13960/t4xg9z618,"Curzon, G.",Delamere,1886,u,,65.96306068601584
mdp.39015014860111,"Stewart, Desmond,","The pyramid inch, | $c: by Desmond Stewart.",1966,m,mixed,65.86811739162255
mdp.39015059376080,,The New British novelist;,1830,u,,65.80775361577047
coo.31924029890195,"Hartland, Edwin Sidney,",English fairy and other folk tales,1906,m,high_male,65.71398769166579
uc1.b4102529,"Lawrence, D. H. (David Herbert),",Assorted articles / | $c: By D.H. Lawrence.,1930,m,high_female,65.63593932322054
nyp.33433076093446,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,,65.5811126395598
uc1.32106013037087,"Gurnah, Abdulrazak,",Admiring silence / | $c: Abdulrazak Gurnah,1996,u,,65.41873730360032
njp.32101067173185,"Scott, Walter,",Tales and romances,1833,m,high_male,65.39426659569614
uc1.b3322726,"Alcock, Deborah,",By far Euphrates,1897,f,high_male,65.18970203291579
uiuo.ark:/13960/t3st86486,"Meeke, Mary,","What shall be, shall be",1823,f,mixed,65.12857960488661
nyp.33433074868542,"Hofland,",The affectionate brothers,1816,f,,65.08298080052066
mdp.39015066189088,"Thackeray, William Makepeace,",Works,1883,m,,65.06131071751145
umn.31951001697946m,"Bartlett, Vernon.","Mud and khaki, sketches from Flanders and France",1917,m,high_male,64.89292667099286
njp.32101066455500,"Bowdler, H. M.","Pen Tamar, or, The history of an old maid",1830,u,,64.80881399870383
uiuo.ark:/13960/t5fb5nt9h,"Picken, Andrew,",The black watch,1834,m,high_male,64.79411669420416
uc1.b3123860,"Hume, Fergus,",The island of fantasy,1892,m,,64.65610138076697
uc1.b3127426,"Disraeli, Benjamin,",Novels and tales by the Earl of Beaconsfield,1881,m,mixed,64.64329617226909
uiuo.ark:/13960/t3dz0s21w,"Marshall, Frederick.","Claire Brandon, a novel",1890,m,high_female,64.60530664983924
uc1.$b106068,"Landau, Rom,",Odysseus : | a novel / | $c: by Rom Landau.,1948,u,,64.56968914306798
uiuo.ark:/13960/t2f76mz7f,"Boldrewood, Rolf,",The miner's right,1890,m,mixed,64.56280959536929
mdp.39015065590286,"Fane, Violet,",The story of Helen Davenant,1889,f,,64.54736162659351
uc2.ark:/13960/t07w6dh59,"Trowbridge, W. R. H.",Seven splendid sinners,1908,m,high_female,64.50780544445878
uc1.b3325753,"Semple, Robert,","Charles Ellis, or, The friends",1806,m,,64.5066165358104
wu.89092530526,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,64.38365699171713
mdp.39015078782094,"Markham, E. A. (Edward Archibald),",The three suitors of Fred Belair / | $c: E.A. Markham.,2009,m,mixed,64.26620490208329
uiuo.ark:/13960/t04x5m49t,"Clarke, Charles.",Charlie Thornhill;,1863,m,,64.22064862855115
uc1.b3322535,"Gore,",Peers and parvenus,1846,f,,64.19135781614244
uc1.$b245001,"McKenna, Stephen,","To-morrow and to-morrow; | a novel, | $c: by Stephen McKenna.",1924,m,,64.18589535261619
uiuo.ark:/13960/t9572451c,"Croffts,",Ankerwick Castle,1800,f,mixed,64.09904217716975
mdp.39015016444047,"Courage, James.","The call home, a novel.",1956,m,,63.97134083930399
uiuo.ark:/13960/t6k07r268,"Smith, J. F.",Stanfield Hall,1888,m,,63.89684263120472
uc1.b4101598,"Belloc, Hilaire,",The Great Inquiry (only authorised version),1903,m,high_male,63.89266033064452
mdp.39015027528697,"Lucas, Charles,",The infernal Quixote,1801,m,high_male,63.87665198237885
uc2.ark:/13960/t23b5wp86,"Henty, G. A.",True to the old flag,1884,m,high_male,63.842780214289675
uc2.ark:/13960/t4zg6j65d,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,63.749747525752376
njp.32101035036035,"Blessington, Marguerite,",Two friends,1835,f,,63.73486297004462
uiuo.ark:/13960/t79s2b97r,"James, G. P. R.",Arabella Stuart,1844,m,,63.724473161623045
uc1.$b273068,"Peterson, Alice Onions.","Siftings, | $c: by Alice Onions Peterson.",1926,f,high_female,63.58434008538469
nyp.33433075766307,"Perrin, Alice,",A free solitude,1907,f,high_female,63.449336666025765
uva.x030581138,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,63.419777801549586
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,mixed,63.38426711941143
mdp.39015025105407,"Trefusis, Violet Keppel,",From dusk to dawn; | $c: illustrations by Philippe Julian.,1972,f,,63.337640292873246
umn.31951002375620f,"Griffith, George Chetwynd.",The world peril of 1910,1907,m,high_male,63.33523339033504
nyp.33433045008178,"Lane, Amelia.",The fortress,1840,f,mixed,63.19820071005037
njp.32101007059791,"James, G. P. R.",Forest days;,1843,m,,63.126784407684255
uc1.b3347084,"Kenyon, F. W. (Frank Wilson),","I, Eugenia.",1962,m,mixed,62.967005289228446
mdp.39015024865944,"Constantine, Murray,",Swastika night / | $c: by Murray Constantine.,1940,m,high_male,62.80702541441421
uiuo.ark:/13960/t9d516b21,"Moriarty, Henrietta Maria.",Brighton in an uproar;,1811,f,high_female,62.72505517481705
uiuo.ark:/13960/t1fj3175q,"Morier, James Justinian,",Abel Allnutt,1837,m,mixed,62.71709764569664
mdp.39015028796061,"Snorri Sturluson,",The sagas of Olaf Tryggvason and of Harald the Tyrant (Harald Haardraade),1911,u,high_male,62.615839302710015
inu.32000006900023,"Collins, Mortimer,",You play me false,1878,m,high_female,62.58381761287439
uc1.$b243901,"Pickthall, Marmaduke William,",The early hours.,1925,m,high_male,62.58052641266335
uc1.$b197957,"Leblanc, Georgette,",Maeterlinck's dogs,1919,f,high_male,62.514651871532394
mdp.39015059774995,"[Weldon, A. E.],",The clanking of chains,1920,u,high_male,62.511811824908776
nyp.33433082548144,"Bayley, Henry,","Employment, the true source of happiness, or, The good uncle and aunt",1825,f,high_female,62.49479210065828
uiuo.ark:/13960/t9b573c1d,"MacCabe, William Bernard,",Agnes Arnold,1860,m,,62.1414913957935
uc1.b3578458,"Gore,","Cecil, a peer",1841,f,,62.046836497722
uiuo.ark:/13960/t6155666f,"Meeke, Mary,","What shall be, shall be",1823,f,mixed,61.95673961769047
uc2.ark:/13960/t7rn32566,"Blessington, Marguerite,",Country quarters,1850,f,,61.93137413922763
uiuo.ark:/13960/t2988wk1s,"Warburton, Eliot,",Reginald Hastings,1850,m,,61.8997224496316
uc1.32106007731786,"Naipaul, V. S. (Vidiadhar Surajprasad),",The enigma of arrival : | a novel in five sections / | $c: V.S. Naipaul.,1987,m,mixed,61.84252470513229
uiuo.ark:/13960/t81j9q53m,"Collins, Mortimer,",Miranda,1873,m,mixed,61.82380216383308
mdp.39015073316740,"Carlyle, Thomas,",[Works],1885,m,high_male,61.78541682441129
uiuo.ark:/13960/t5bc4nw5h,"Collins, Wilkie,",The Queen of Hearts,1859,m,,61.72448721195239
nyp.33433074928833,"Belloc, Hilaire,","Emmanuel Burden, merchant, of Thames St., in the city of London, exporter of hardware",1904,m,high_male,61.63194444444444
mdp.39015027250318,"Ekwensi, Cyprian,",Jagua Nana.,1961,m,high_female,61.61071328931461
uiuo.ark:/13960/t6b28cf90,"Kendall, Edward Augustus,",The English boy at the Cape,1835,m,,61.54879140555058
uiuo.ark:/13960/t5gb2r53h,"Strangford, George Augustus Frederick Percy Sydney Smythe,",Angela Pisani,1875,m,mixed,61.50427553915441
njp.32101065836536,"Meeke, Mary,",Which is the man?,1801,f,high_male,61.4550001059569
uiuo.ark:/13960/t9280v59k,Royalist.,The loyalist's daughter,1867,u,,61.39078022100681
mdp.39015073951314,"Baxter, Stephen.",Weaver / | $c: Stephen Baxter.,2008,m,,61.37815365949399
mdp.39015047768547,"Fleetwood, Hugh.",The man who went down with his ship / | $c: by Hugh Fleetwood.,1988,m,high_female,61.28017759689205
uc1.b3401748,"Disraeli, Benjamin,",Endymion,1880,m,,61.279749180561495
njp.32101072795097,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,61.27450980392157
mdp.39015005724094,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,mixed,61.265779500185225
uc2.ark:/13960/t70v8k70j,"Matthews, Caroline Twigge,",Experiences of a woman doctor in Serbia,1916,f,,61.11251345139562
mdp.39015037289199,"Bell, A. Craig.",Alexandre Dumas : | Le Vicomte de Bragelonne (The man in the iron mask) : a critical study / | $c: A. Craig Bell.,1995,m,,61.11043210630993
mdp.39015078563924,"Swift, Jonathan,",The complete works of Jonathan Swift,1869,m,,60.70296197935015
uc1.$b799073,"Lane, Jane,","Gin and bitters, | $c: by Jane Lane [pseud.].",1945,f,high_male,60.52047609441194
njp.32101064788241,"D'Auvergne, Edmund B.",The night of memory;,1915,m,high_female,60.44054441260745
uiuo.ark:/13960/t17m0tr07,"Meredith, George,",Beauchamp's career,1876,m,high_female,60.383556349934786
uiuo.ark:/13960/t4th8s06z,"Armstrong, F. C.",The frigate and the lugger,1861,m,,60.30352775637375
umn.319510021396669,"Dilnot, Frank,",I warmed both hands.,1933,m,mixed,60.26927084397409
uiuo.ark:/13960/t4xh06r8n,"Prickett,",Warwick Castle,1815,f,mixed,60.12879199317247
uiuo.ark:/13960/t80k30r96,"Scott, Walter,","Anne of Geierstein, or, The maiden of the mist",1829,m,,60.01425338517898
mdp.39015031693701,"Williams-Ellis, Clough, Sir,",The adventure of building : | being something about architecture and planning for intelligent young citizens and their backward elders / | $c: by Clough Williams-Ellis; with drawings by Geoffrey Robson.,1946,u,,60.000705890657535
uiuo.ark:/13960/t0gt5vw09,"Blessington, Marguerite,",Meredith,1843,f,,59.97107277666067
mdp.39015005719573,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,,59.92142122716347
mdp.39015013286086,"Maugham, Robin,","The black tent, | and other stories. | $c: With an introduction by Peter Burton.",1973,m,,59.85849843484746
uc1.32106018018249,"Currer-Briggs, Noel",Young men at war / | $c: Noel Currer-Briggs,1996,u,high_male,59.78527123415068
mdp.39015021233401,"Lawrence, James Henry,",The empire of the Nairs;,1811,m,,59.71529289388015
nyp.33433075744486,"Scott, Walter,","Woodstock ; or, The cavalier",1826,m,,59.63621906371136
mdp.39015033170062,"Morgan,",The princess;,1835,f,,59.545863547345576
nyp.33433074920582,"Bailey, H. C.",THe master of gray,1903,m,high_male,59.52971524952872
uc1.b3327551,"Pemberton, Max,",Kronstadt;,1898,m,,59.49841711758234
mdp.39015070528594,"Donatti, Arthur Louis.","The orphan of Novogorod, an Illyrian tale",1841,m,high_male,59.36153372614546
nyp.33433076087018,"Pope, Alexander,",The works of Alexander Pope,1824,m,mixed,59.33544303797469
mdp.39015064983151,"Smith, Donald,",The English spy / | $c: Donald Smith.,2007,m,high_female,59.267131266477286
mdp.39015056675856,"Phillips, Caryl.",A distant shore / | $c: Caryl Phillips.,2003,f,,59.26462478084436
mdp.39015063938883,"MacArthur, Henry,",Realism and romance,1897,m,high_male,59.24330146761815
nnc1.cu01579681,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,59.13476501711796
inu.30000101133936,"Dunn, Suzannah,",The queen of subtleties / | $c: Suzannah Dunn.,2005,f,,59.133731338447454
uiuo.ark:/13960/t7sn0vg3g,"West,",Alicia de Lacy;,1814,f,high_female,59.10900945744152
uiuo.ark:/13960/t4cn7r52t,"Savile, Charles Stuart,","Leonard Normandale; or, The three brothers",1850,m,high_male,59.10049053407143
wu.89100060540,"Castle, Agnes,",A little house in war time,1915,f,high_female,58.95951963507161
mdp.39015010366766,"Summers, Montague,",Victorian ghost stories.,1933,u,mixed,58.869560847434514
uc2.ark:/13960/t77s7m05b,"Cardigan and Lancastre, Adeline Louis Maria de Horsey,",My recollections,1909,f,mixed,58.803763440860216
njp.32101075689016,"Defoe, Daniel,",Romances and narratives,1899,m,high_female,58.67319032986266
uiuo.ark:/13960/t5h99sm6t,,Wedded life in the upper ranks,1831,u,,58.5480093676815
uc1.b4594152,"Deloney, Thomas,",The history of John Winchcomb,1859,m,high_male,58.5090822052605
mdp.39015005604411,"Collins, Wilkie,",Poor Miss Finch,1872,m,high_female,58.4975869745373
uc1.b3473179,"Rushforth, Peter,",Kindergarten / | $c: P.S. Rushforth.,1979,m,,58.46844284314655
inu.32000006712584,"Ganier-Raymond, Philippe.",The tangled web; | $c: translated from the French by Len Ortzen.,1968,m,high_male,58.44464196568813
dul1.ark:/13960/t13n2vj0t,"Whiteing, Richard,","The island, or, An adventure of a person of quality",1888,m,,58.429417263945155
mdp.39015059415656,"James, G. P. R.","Darnley; or, the field of the cloth of gold",1830,m,,58.34228357001737
mdp.39015026262207,"Stevens, C.L. McCluer",Queens of frailty,1912,u,high_female,58.30782366048187
mdp.39015073316922,"Carlyle, Thomas,",[Works],1885,m,high_male,58.2670822269757
uiuo.ark:/13960/t8v98sq76,"Price, Eleanor C.",Gerald,1885,f,mixed,58.23760944654189
uc1.$b244853,"Smith, Stevie,",The holiday / | $c: Stevie Smith.,1949,u,mixed,58.09369683389352
njp.32101074257377,"Graham, Stephen,",A vagabond in the Caucasus,1915,m,mixed,58.09335246066843
uc1.b2831273,"Leslie, Doris.",The sceptre and the rose.,1967,f,mixed,58.06863712908658
uc1.b3325304,"Wingfield, Lewis Strange,",Lady Grizel,1878,m,mixed,58.058650191155365
uiuo.ark:/13960/t0zp4jn9c,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,58.03482089253552
uc2.ark:/13960/t1cj8886t,"James, Henry,",Daisy Miller,1879,m,,58.00229311391381
mdp.39015060008847,"Stevenson, Jane,",The Empress of the last days / | $c: Jane Stevenson.,2003,f,mixed,57.98841596114094
uiuo.ark:/13960/t2697r439,"Maitland, Edward,",By and by,1873,m,high_female,57.986459378134406
uc2.ark:/13960/t5k93dc12,"Black, William,",Three feathers,1875,m,,57.957111737314385
mdp.49015000999483,"Lubbock, Percy,",Elizabeth Barrett Browning in her letters;,1906,m,,57.85274952804336
