htid,author,title,year,authgender,female_category,gb_intensity
uc1.32106007017350,"Hough, Richard Alexander,",Buller's victory / | $c: Richard Hough.,1984,m,high_male,354.9453117176461
mdp.39015066080386,"Littlewood, Joan.",Joan's book : | Joan Littlewood's peculiar history as she tells it.,1994,f,,354.52749041032195
uc1.$b300332,"Gaye, Phoebe Fenwick,","The good Sir John; | being an account of the rise and fall of Sir John Falstaff, knight, 1343-1413.",1930,f,high_male,354.2911532970229
uiuo.ark:/13960/t88g8zn9s,"Curling, Henry,",Shakespeare,1848,m,high_male,354.1167868561024
mdp.39015062996734,"Converse, Florence,",Long Will.,1933,f,high_male,353.68797798524474
mdp.39015068802886,"Walsh, John,",Sunday at the cross bones : | a novel / | $c: John Walsh.,2007,m,,352.73881338275555
uc1.b4451122,"McEwen, Todd.",McX / | $c: Todd McEwen.,1990,m,high_female,352.3683423738949
mdp.39015002748807,"Hunt, Violet,","The wife of Rossetti; | her life and death, | $c: by Violet Hunt; with thirty illustrations ...",1932,u,mixed,352.02307235558567
mdp.39015063925815,"Rendall, Vernon Horace,",The London nights of Belsize,1917,m,high_male,351.94999320559856
uc1.$b396610,"Pereira, W. D. (Wilfred Dennis),",An uncertainty of marriages | $c: [by] W. D. Pereira.,1969,m,high_female,351.5383317396929
uc1.b4101372,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,351.2431880108992
njp.32101065836619,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,350.80060493615423
uc1.32106011768030,"Marías, Javier.",All souls / | $c: Javier Marías ; translated from the Spanish by Margaret Jull Costa.,1992,m,mixed,350.13201699001263
uiuo.ark:/13960/t9q24kd0d,"Tupper, Martin Farquhar,",Stephan Langton,1858,m,,349.704997460243
mdp.39015024482492,"Radcliffe, Ann Ward,",The posthumous works of Anne Radcliffe,1833,f,,347.754499517402
mdp.39015014860111,"Stewart, Desmond,","The pyramid inch, | $c: by Desmond Stewart.",1966,m,mixed,347.63728623356343
mdp.39015084102576,"Russell, Craig,",Lennox / | $c: Craig Russell.,2009,m,,347.347793542527
mdp.39015059376056,,The New British novelist;,1830,u,high_female,346.5405691459397
uc1.b4091228,"Lewis, Hilda Winifred,",Wife to the Bastard | $c: [by] Hilda Lewis.,1966,f,,346.4166933866475
uc1.b3548775,"Thackeray, William Makepeace,",Works,1883,m,mixed,346.30841658054885
uiuo.ark:/13960/t7hq4g15s,"McCarthy, Justin H.",A London legend,1895,m,,345.80320653882427
mdp.39015014513736,"Hamilton, Patrick,",Hangover square; | a story of darkest Earl's Court. With an introd. by J. B. Priestley.,1972,m,high_male,345.675908633817
uva.x004061217,"Marshall, Emma,",The white king's daughter;,1895,f,,344.099003923936
inu.32000006712584,"Ganier-Raymond, Philippe.",The tangled web; | $c: translated from the French by Len Ortzen.,1968,m,high_male,343.36227154841777
mdp.39015010344334,"Hanley, Clifford.",Dancing in the streets / | $c: Clifford Hanley.,1983,m,mixed,342.38016694157045
uc1.b3553822,"Corry, John,",The history of Henry Thomson,1803,m,high_male,342.09085933223867
mdp.49015001034512,"(Gilbert Keith), Chesterton, G. K.","The sword of wood, | a story | $c: by G.K. Chesterton.",1928,u,high_male,341.4134516899966
uc2.ark:/13960/t47p8wg3g,"Abbott, J. H. M.",Letters from Queer Street ;,1908,u,,341.11379402859217
mdp.39015031332862,"Beresford, J. D.",Goslings,1913,m,high_female,341.0032841239364
mdp.39015002758822,"Salkey, Andrew.",The adventures of Catullus Kelly.,1969,m,,340.5647072943859
uc1.b3575696,"Radcliffe, Ann Ward,",Gaston de Blondeville,1826,f,mixed,339.71587399629396
mdp.39015062281574,"Baring, Maurice,",A triangle : | passages from three notebooks / | $c: by Maurice Baring.,1923,m,,338.90893189023717
uiuo.ark:/13960/t3st8845k,"Wood, Henry,","Lady Grace, and other stories",1887,f,mixed,338.77997892953795
njp.32101067643625,"Conway, Hugh,",Living or dead,1886,m,mixed,338.5645610819102
mdp.39015030851813,"Blackwood, Caroline.",Great Granny Webster / | $c: Caroline Blackwood.,1977,f,,338.56337956997396
uc2.ark:/13960/t9s18647f,"Thackeray, William Makepeace,",The Newcomes,1869,m,mixed,337.69945658604956
njp.32101068179017,"Hardy, Elizabeth,","Owen Glendower, or, The prince in Wales",1849,f,mixed,337.6071129437536
mdp.39015043091290,,Echoes of the sea : | Scotland and the sea : an anthology / | $c: edited by Brian D. Osborne & Ronald Armstrong.,1998,u,,337.42752168632455
mdp.39015038896026,"Barne, Kitty,",Elizabeth Fry; | $c: illustrated by Ruth Gervis.,1953,f,high_female,337.3713504818574
uc1.b4253908,"Tilden, William A.","Sir William Ramsay, K. C. B., F. R. S;",1918,m,high_male,336.5365910594094
uc1.$b322939,"Barke, James,",The well of the silent harp : | a novel of the life and loves of Robert Burns.,1954,m,,336.3041525214861
iau.31858013754290,"Lubbock, Percy,",Earlham.,1963,m,high_female,336.05200220764084
mdp.39015063933876,"Letts, E. F.","Nicholas Mosley, loyalist;",1903,u,mixed,335.91223399503275
uiuo.ark:/13960/t1hh6wn89,"Fitzgerald, G. Beresford",Clare Strong,1889,u,,335.7314148681055
uc1.32106001932869,"Darton, F. J. Harvey (Frederick Joseph Harvey),","Vincent Crummles, | his theatre and his times, | $c: arranged by F. J. Harvey Darton ... With an historical introductory note and appendices from Nicholas Nickleby by Charles Dickens.",1926,m,,335.7127307308913
uiuo.ark:/13960/t1mg86494,"Warden, Florence,",Scheherazade,1887,f,mixed,334.84196195312217
nyp.33433076078959,"Scott, Walter,",The handy volume  Waverly,1877,m,,334.3070726131291
njp.32101068574530,"Orczy, Emmuska Orczy,",Lady Molly of Scotland Yard,1910,f,high_female,333.45242348457776
uc1.b3475523,,Writers of East Anglia / | $c: selected and edited by Angus Wilson ; poetry adviser John Holloway.,1977,u,mixed,333.05678798590816
uc2.ark:/13960/t5w66c784,"Lytton, Edward Bulwer Lytton,","Harold, the last of the Saxon kings;",1848,m,,332.99960823575503
uc1.$b299643,"Baring, Maurice,","Robert Peckham, | $c: by Maurice Baring.",1930,m,,332.3802716225876
mdp.39015031228524,"Davies, W. H.",A poet's pilgrimage,1918,m,mixed,331.33055375005944
mdp.39015026262207,"Stevens, C.L. McCluer",Queens of frailty,1912,u,high_female,331.10514150059345
inu.30000055877900,"Wace,",Arthurian chronicles | $c: [by] Wace and Layamon.,1937,u,high_male,330.94390958560064
uc1.31158010777703,"Grant, John,",Legends of the braes o' Mar,1910,m,high_male,330.7552835854723
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,mixed,330.50367855121675
uc1.b3321849,"Disraeli, Benjamin,",Henrietta Temple,1837,m,mixed,329.9851325379845
mdp.39015019622474,"Renwick, Alistair.",Last night another soldier- / | $c: Aly Renwick.,1989,u,high_male,329.73015008943156
nyp.33433075959621,"Robinson, F. W.","Memoirs of Jane Cameron, female convict",1864,m,high_female,329.5235267923408
uc1.$b675574,"Lubbock, Percy,",Earlham.,1963,m,high_female,329.0882176631067
uiuo.ark:/13960/t0dv26d55,"Turner, Edward.","The intriguers, or, Pevensel",1873,m,,328.88288719970376
mdp.49015002987437,,Queens of literature of the Victorian era,1886,u,high_female,328.17671339853484
mdp.39015024086392,"Harnett, Cynthia.",The wool-pack / | $c: written and illustrated by Cynthia Harnett.,1951,f,high_male,327.7393301827439
inu.39000002347248,"Gore,",The banker's wife,1843,f,mixed,327.5785745905268
mdp.39015042826951,"Tennant, Emma.",Elinor and Marianne : | a sequel to Sense and sensibility / | $c: Emma Tennant ; with illustrations by Nicola Leader.,1996,f,high_female,327.508123736663
uc1.b4948381,"Lom, Herbert.",Enter a spy : | the double life of Christopher Marlowe / | $c: by Herbert Lom.,1978,m,high_male,327.14461469634267
mdp.39015050923211,"Tennant, Emma.",The time of the crack. -,1973,f,,326.6389363819634
njp.32101075688976,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,326.62782290647726
mdp.39015065711627,"Smith, Logan Pearsall,","The youth of Parnassus, and other stories",1895,m,high_male,326.4542050954251
uc1.b3872914,"Earl of, Halsbury, Hardinge Goulburn Giffard,",Nineteen forty-four / | $c: by the Earl of Halsbury.,1926,u,mixed,326.37807536592965
mdp.39015077113697,"Ó Muirí, Pól,",Milltown : | a Belfast novella / | $c: Pól Ó Muirí.,2007,u,high_male,326.12746925083854
uc1.$b149289,"Priestley, J. B. (John Boynton),",The world of J. B. Priestley; | $c: chosen and introduced by Donald G. MacRae.,1967,m,,325.9231568987068
uc1.32106017927358,"Jackson, Ross",Shaker of the speare : | the Francis Bacon story / | $c: Ross Jackson,2005,m,,325.7072182829662
njp.32101064912049,"Marks, Mary A. M.",Thorough,1894,f,,325.48870753463655
uiuo.ark:/13960/t5fb5nt9h,"Picken, Andrew,",The black watch,1834,m,high_male,323.9705834710208
mdp.39015022401213,"Wace,","Wace and Layamon, Arthurian chronicles. | $c: Translated by Eugene Mason. Introd. by Gwyn Jones.",1962,u,high_male,322.7326883043769
mdp.39015046311257,"McHardy, Stuart.",The silver chanter and other piper tales / | $c: by Stuart McHardy.,2004,m,high_male,322.45952691211863
uc2.ark:/13960/t01z4824d,"Braddon, M. E.",Rough justice,1898,f,,322.19772765813127
nyp.33433082132113,"Hugo, Victor,",The man who laughs,1889,m,,322.0383130875423
loc.ark:/13960/t5m90wb3j,"Moore, G. Greville","Memories of an old Etonian, 1860-1912",1919,u,,321.668190206799
njp.32101068584745,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,321.5673153776092
pst.000065163054,"Bailey, Hilary,",Fifty-first state / | $c: Hilary Bailey.,2008,f,,321.40201635792357
mdp.39015059978638,"Ballard, J. G.,",Millennium people / | $c: J.G. Ballard.,2003,m,,321.2802715727578
mdp.39015066896856,"Markham, E. A. (Edward Archibald),",At home with Miss Vanesa / | $c: E.A. Markham.,2006,m,,321.00794302930694
uc2.ark:/13960/t4th8qw59,"Everett-Green, Evelyn,",A clerk of Oxford,1898,f,,320.884725027576
uiuo.ark:/13960/t7sn0vg3g,"West,",Alicia de Lacy;,1814,f,high_female,320.4330512692881
uiuo.ark:/13960/t84j13q2r,"Prickett,",Warwick Castle,1815,f,mixed,320.067869813358
uiuo.ark:/13960/t2t449x5x,"Russell, William.",Autobiography of an English detective,1863,m,,319.9652526422469
mdp.39015016455787,"Brahms, Caryl,",You were there | $c: [by] Caryl Brahms [pseud.] & S. J. Simon [pseud.],1950,f,mixed,319.37645549165916
inu.30000107642666,,The: Brighton book / | $c: Melissa Benn ... [et al.].,2005,u,high_female,319.1458069829691
uiuo.ark:/13960/t58d0d94q,,Eustace Fitz-Richard,1826,u,,319.045178781016
mdp.39015031325395,"Jenkins, Elizabeth,",Dr. Gully.,1972,f,high_female,318.97530219802985
uc2.ark:/13960/t12n5553w,"Rawnsley, H. D.",Lake country sketches;,1903,m,high_male,318.7972952566318
mdp.39015034434293,"Ackroyd, Peter,",Dan Leno and the Limehouse Golem / | $c: Peter Ackroyd.,1994,m,mixed,318.4678641930875
uiuo.ark:/13960/t5j96p02r,"Yorke, Curtis.",A romance of modern London,1892,f,,318.3369769493346
njp.32101067647816,"James, G. P. R.",The woodman,1849,m,,317.93706199096243
uc2.ark:/13960/t5z60fh7d,"Wedmore, Frederick,",English episodes,1894,m,,316.801013763244
mdp.39015073480447,"Henty, G. A.",When London burned,1895,m,high_male,316.5896261933945
coo.31924070489962,"Barbour, John,","The Bruce, the history of Robert, the Bruce, King of Scots / | $c: John Barbour ; translated by George Eyre-Todd.",1996,m,high_male,316.57591490439404
wu.89013740311,"Sims, George R.,",Behind the veil,1913,m,,315.2317880794702
uiuo.ark:/13960/t3xs6030j,"Black, William,",The strange adventures of a phaeton,1872,m,mixed,315.173345339937
mdp.39015047764249,"Elms, Robert,",In search of the crack / | $c: Robert Elms.,1988,m,high_male,314.95871487115875
uc1.$b117555,"Chiang, Yee,",The silent traveller; | a Chinese artist in Lakeland ... | $c: by Chiang Yee ... With a preface by Herbert Read.,1938,m,high_male,314.7913547545012
mdp.39015005315372,"Wilson, A. N.,",Who was Oswald Fish? / | $c: A.N. Wilson.,1981,m,high_female,314.4654088050315
njp.32101065836601,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,314.45713383506137
uc1.$b300163,"Douglas, Ronald MacDonald.",The sword of freedom; | a romance of Lord James of Douglas and Scotland's war of independence | $c: [by] Ronald MacDonald Douglas.,1936,m,high_male,314.24521373798103
mdp.39015038922673,"Williams, Allan.",The man who gave the Beatles away / | $c: Allan Williams and William Marshall.,1975,m,high_male,314.0909837411726
mdp.39015016452875,"Bell, Josephine,",Jacobean adventure / | $c: Josephine Bell.,1969,f,high_male,313.93478004944467
uiuo.ark:/13960/t8df71192,"Lyall, Edna,",To right the wrong,1894,f,high_male,313.8415506699623
mdp.39015021319069,"Webster, Henry Charles,",2750: | legend of a locomotive. | $c: Illustrated by R. Barnard Way.,1953,m,high_male,313.76214159351105
mdp.39015063739745,"Kennard, Nina H.,",Mrs. Siddons,1887,f,high_female,313.75582919648417
uc2.ark:/13960/t9q242h30,"Makino, Yoshio,",My idealed John Bullesses,1912,m,high_male,313.25249856159564
inu.39000002347222,"Gore,",The banker's wife,1843,f,mixed,313.0803926771026
njp.32101068599958,"Roberts, S. C.",Doctor Johnson in Cambridge,1922,u,high_male,313.0625342412147
mdp.39015059449325,"Dilnot, Frank,",The adventures of a newspaper man,1913,m,,312.8991060025543
uc2.ark:/13960/t3zs2pc5m,"Alexander, Alexander,",A wayfarer's log,1919,m,,312.42555842632805
mdp.39015034864994,"Norquay, Glenda,",Voices and votes : | a literary anthology of writings of the women's suffrage campaign / | $c: Glenda Norquay.,1995,f,high_female,312.40237425804435
nyp.33433074936976,"Lyall, Edna,","Hope, the hermit;",1898,f,mixed,312.24744691793404
mdp.39015001068413,"Walker, David Esdaile,",Operation Amsterdam.,1980,m,,312.2383229963525
mdp.39015050556318,"Heppenstall, Rayner,",The Shearers: | a novel.,1969,u,,312.1401297048306
uiuo.ark:/13960/t3805gj3d,"Gore,",The diary of a désennuyée,1836,f,,311.7481617024161
uva.x030825961,"Hardy, Robina F.",The story of a coral necklace,1893,f,high_female,311.68393564147925
mdp.39015077682931,"Esler, Gavin.",A scandalous man / | $c: Gavin Esler.,2008,m,,311.1735884592813
uc1.$b302196,"Parry, Edward Abbott, Sir,","Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry.",1928,m,,311.13607882113996
uc1.b2831273,"Leslie, Doris.",The sceptre and the rose.,1967,f,mixed,311.0819846201067
nyp.33433074879838,"De Longueville, Thomas,",The prigment;,1892,m,high_male,311.0176953446759
uiuo.ark:/13960/t8mc9d00r,"Harwood, John Berwick.",Plain John Orpington,1866,m,,310.909558983702
njp.32101067643609,"Conway, Hugh,",Living or dead,1886,m,mixed,310.8437506988394
mdp.39015015448262,"Higgins, Aidan,",Helsingør Station & other departures : | fictions and autobiographies 1956-1989 / | $c: Aidan Higgins.,1989,m,mixed,310.8393953464375
uc1.b3401748,"Disraeli, Benjamin,",Endymion,1880,m,,310.6740772409862
uiuo.ark:/13960/t41r72r7h,"Black, William,",The strange adventures of a phaeton,1872,m,mixed,310.65137644998185
uiuo.ark:/13960/t3902hh03,"Grant, James,",The white cockade =,1867,m,high_male,310.54779186075905
uc1.b2828899,"Treece, Henry,",Hounds of the king / | $c: by Henry Treece ; with two radio plays by the author ; illustrated by Stuart Tresilian.,1965,m,high_male,310.3001932726918
hvd.hwadan,"Scott, Walter,",The Waverley novels,1829,m,high_male,309.93458026422906
uva.x030581138,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,309.4579519232239
njp.32101067643617,"Conway, Hugh,",Living or dead,1886,m,mixed,308.3970158053471
mdp.39015021848109,"Abse, Dannie.",There was a young man from Cardif / | $c: Dannie Abse.,1991,m,mixed,308.38753015175115
mdp.39015023536017,"Jerrold, Douglas William,",The barber's chair,1874,m,,307.96842813730086
njp.32101066459676,"Gore,",The dowager,1840,f,,307.8140046773972
mdp.39015066189088,"Thackeray, William Makepeace,",Works,1883,m,,307.70172833458355
dul1.ark:/13960/t2j68601c,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,307.39504654839277
mdp.39015050310054,"Hunt, Chris.",The Bisley boy / | $c: Chris Hunt.,1995,m,mixed,307.35441277762607
mdp.39015034428626,"Mount, Ferdinand,",Umbrella : | a Pacific tale / | $c: Ferdinand Mount.,1994,m,,307.237714688649
uc1.b3872923,"Harben, Henry Devenish,","Love letters to a dead woman, | $c: by H. D. Harben.",1923,m,mixed,306.97840442620026
mdp.39015024775663,"Rendell, Ruth,",King Solomon's carpet.,1991,f,mixed,306.8492332502127
mdp.39015080903142,,Whoosh! : | a Queer Writing South anthology / | $c: edited by Maria Jastrzebska & John McCullogh.,2008,u,high_female,306.82856769813293
uiuo.ark:/13960/t6g16fv9b,"Hatton, Joseph,",Three recruits and the girls they left behind them,1880,m,mixed,306.6433377225419
dul1.ark:/13960/t01z4w03g,"Ford, Douglas Morey.",The raid of Dover,1910,m,mixed,306.52414072103187
uiuo.ark:/13960/t2p566t0s,"Somers, Robert,",The martyr of Glencree,1878,m,high_female,306.29034299455765
uc1.$b298774,"Poole, R. Heber.","The Davenham heritage, | $c: by R. Heber Poole.",1928,m,,306.2787136294028
wu.89092530526,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,306.2573954200598
uiuo.ark:/13960/t0tq6f34d,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,305.9007193941056
inu.30000118485907,"Grice, Frederick.",Folk tales of the West Midlands / Frederick Grice ; drawings by N.J.P. Turnbull.,1952,m,high_male,305.81039755351685
uc2.ark:/13960/t87h1gw05,"Lytton, Edward Bulwer Lytton,","Harold, the last of the Saxon kings;",1848,m,,305.69259254656845
nyp.33433076093479,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,mixed,305.6393340522585
