htid,author,title,year,authgender,female_category,walking
mdp.39015060652222,"Evans, Diana.",26a / | $c: Diana Evans.,2005,f,high_female,153.79341653001288
mdp.39015060008623,"Freud, Esther",The sea house / | $c: Esther Freud,2003,f,,153.77463076207846
mdp.39015080841920,"Laguna, Sofie,",One foot wrong / | $c: Sofie Laguna.,2009,f,,153.56217717042298
mdp.39015029174540,"Goodman, Martin,",On bended knees / | $c: Martin Goodman.,1992,m,,153.5397759231389
mdp.39015003449231,"Bradbury, Ray,",The small assassin.,1976,m,,153.37149786884953
uc1.$b391733,"Thomas, Dylan,",The followers : | a story / | $c: by Dylan Thomas ; with illustrations by Meg Stevens.,1976,m,high_female,153.2958610117527
mdp.39015004106830,"Ruyslinck, Ward,",Golden Ophelia : | a novel / | $c: Ward Ruyslinck [i.e. R. K. M. de Belser] ; translated from the Dutch by David Smith.,1975,m,high_male,153.22735108216816
mdp.49015001015685,"Bagley, Michael,",The plutonium factor / | $c: Michael Bagley.,1982,m,high_male,153.09295612929975
mdp.39015012974492,"Saʻdāwī, Nawāl.",God dies by the Nile / | $c: Nawal El Saadawi ; translated from the Arabic by Sherif Hetata.,1985,f,high_male,153.0284830434568
uc1.32106016492172,"Clement, Jennifer",A true story based on lies / | $c: Jennifer Clement,2001,f,high_female,153.0107107497525
mdp.39015061380732,"Enquist, Anna.","The Injury : | ten stories / | $c: Anna Enquist, translated by Jeanette K. Ringold.",1999,f,mixed,152.93118096856415
mdp.39015053111772,"Francis, David,",Agapanthus tango / | $c: David Francis.,2001,m,high_female,152.353867248997
mdp.39015080831624,"Barclay, Alex.",Blood runs cold / | $c: Alex Barclay.,2008,m,high_male,152.12732893854383
wu.89100103373,"La Barre, Georges.",Captive of the kaiser in Belgium (with the fall of Namur),1914,u,high_male,151.82826536206824
mdp.39015053407618,"Boxer, Charlie,",The cloud of dust / | $c: Charlie Boxer.,2000,m,high_female,151.8090579404571
mdp.39015029213868,"Modiano, Patrick,",Honeymoon / | $c: Patrick Modiano ; translated from the French by Barbara Wright.,1992,m,high_female,151.7558627557916
mdp.39015041621841,"Karagiōrgas, Geōrgios,",The fall of a dictator / | $c: George Karagiorgas.,1997,u,high_male,151.6346212167162
uc1.b3472579,"Wheldon, David,",The course of instruction / | $c: by David Wheldon.,1984,m,high_male,151.53641083204715
mdp.39015016716030,"Salkey, Andrew.",The late emancipation of Jerry Stover / | $c: Andrew Salkey.,1982,m,,151.5206176268985
uc2.ark:/13960/t9183883t,"Rae, Herbert,",Maple leaves in Flanders fields,1917,m,,151.25385202567074
inu.39000000650783,"Nwokolo, Chuma.",The extortionist / | $c: Chuma Nwokolo.,1983,u,high_male,151.16505064029195
uc1.32106007964650,"Highsmith, Patricia,",Found in the street / | $c: Patricia Highsmith.,1986,f,,150.85754852450023
mdp.39015019221657,"Kang, Sin-jae,",The waves / | $c: Kang Shin-jae ; translated by Tina L. Sallee.,1989,u,high_male,150.6797145364529
uc1.32106008277110,"Beidao,",Waves : | stories / | $c: by Bei Dao ; edited with an introduction by Bonnie S. McDougall ; translated by Bonnie S. McDougall and Susette Ternent Cooke.,1987,u,high_male,150.58441092812583
uc1.32106012556582,"Özdamar, Emine Sevgi,","Life is a caravanserai : | has two doors, I came in one, I went out the other = ; Das Leben ist eine Karawanserai ; hat Zwei Türen aus einer kam ich rein aus der anderen ging ich raus / | $c: by Emine Sevgi Özdamar ; translated by Luise von Flotow",2000,u,mixed,150.38265685953365
uc1.32106018387123,"Williams, Raymond.",People of the Black Mountains / | $c: Raymond Williams.,1989,m,,150.37687042835748
mdp.39015064950341,"Barker, Pat,",Life class / | $c: Pat Barker.,2007,u,mixed,150.282022756992
inu.30000000878250,"Bednarczyk, Czesław.",Kubus : | my friend the cat / | $c: Czesław Bednarczyk.,1988,u,high_male,150.15015015015015
mdp.39015059231251,"Chaplin, Sid.",The day of the sardine / | $c: Sid Chaplin ; foreword by Alan Plater.,2004,m,mixed,150.05906580249672
mdp.39015001579476,"Walser, Robert,",The walk and other stories / | $c: by Robert Walser.  Translated by Christopher Middleton.,1957,m,high_male,149.7292131251991
uc1.32106010068143,"Miller, David,",True points : | eight prose texts 1981-1987 / | $c: David Miller.,1992,m,mixed,149.55667129580172
mdp.39015060123653,"Doyle, Roddy,","Oh, play that thing / | $c: Roddy Doyle.",2004,m,,149.52833561959991
mdp.39015043089369,"Hill, Susan,",The service of clouds / | $c: Susan Hill.,1998,f,high_female,149.38018371533042
mdp.39015077641952,"West, Clare.","Tess of the d'Urbervilles / | $c: Thomas Hardy, retold by Clare West.",1989,f,high_female,149.3183293659381
mdp.39015002168923,"Robinson, Randall,",The emancipation of Wakefield Clay : | a novel / | $c: by Randall Robinson.,1978,m,high_male,149.2770091125816
uc1.32106010050240,"Ellroy, James,",CLandestine / | $c: James Ellroy.,1984,m,mixed,149.2298284948898
uc1.$b389728,"Duncan, Ronald,",A kettle of fish | $c: [by] Ronald Duncan.,1971,m,mixed,149.07278523640608
mdp.39015032226394,"Gee, Sue.",Letters from Prague / | $c: Sue Gee.,1994,f,high_female,148.80621876735148
uc1.$b704633,"Mallea, Eduardo,",Chaves and other stories. | $c: Translated from the Spanish by Maria Mercedes,1970,m,,148.60647654044124
uc1.b3472750,"Kydd, Lionel",Breakdown in communications / | $c: Lionel Kydd,1979,m,,148.5884101040119
inu.39000003998387,"Parker, Robert B.,",The Judas goat / | $c: Robert B. Parker.,1982,m,high_female,148.39291997491088
inu.30000009539960,"Cameron, Ian,",The children  / | $c: James Vance Marshall.,1959,m,mixed,148.06756715921796
mdp.39015064690574,"Anderson, Martin,",The Hoplite Journals : | I-XXIX / | $c: Martin Anderson.,2006,m,high_male,147.74126337721376
wu.89052496320,"Ball, Richard,",Broncho / | $c: by Richard Ball.,1930,m,high_male,147.72982272421274
uc1.31822019110485,"Z'graggen, J. A",And thus became man and world / | $c: John A. Z'graggen,1992,u,high_female,147.60752798392718
mdp.39015050470502,"Greenlaw, Lavinia,",Mary George of Allnorthover / | $c: Lavinia Greenlaw.,2001,f,high_female,147.5796930342385
mdp.39015003465583,"Ballard, J. G.,",Vermilion sands | $c: [by] J. G. Ballard.,1973,m,mixed,147.5170264979182
mdp.39015066809883,"Wu, Fan,",February flowers / | $c: Fan Wu.,2006,u,high_male,147.50251424740193
inu.39000004256447,"Gilroy, Beryl.",Frangipani House / | $c: Beryl Gilroy.,1986,u,high_female,147.48242885125015
mdp.39015043042426,"North, Sam.",The lie of the land / | $c: Sam North.,1998,m,high_female,147.43749480853893
mdp.39015073951454,"Parsons, Julie.",I saw you / | $c: Julie Parsons.,2007,f,high_female,147.3907950569782
inu.30000127302705,"Satish Kumar,",Earth pilgrim / | $c: Satish Kumar ; in conversation with Echan Deravy and Maya Kumar Mitchell.,2009,u,,147.35567218409366
mdp.39015003449090,"Bradbury, Ray,",Long after midnight / | $c: Ray Bradbury.,1976,m,,147.3094047160996
uc1.b4973448,"Allbeury, Ted.",The choice / | $c: Ted Allbeury.,1986,m,,147.308953954562
mdp.39015014861895,"Hughes, Owain,",The beholding runner.,1966,u,high_male,147.29794356767098
inu.30000035441025,"Bolger, Dermot,",Night shift / | $c: Dermot Bolger.,1993,m,,147.15444372198075
uc1.$b56754,"Holt, William,","I was a prisoner, | $c: by William Holt; illustrations by Arthur Wragg; foreword by H. R. L. ʻDickʼ Sheppard.",1935,m,high_male,146.81208053691276
mdp.39015022251097,"Saʻdāwī, Nawāl.",Searching / | $c: Nawal El Saadawi ; translated by Shirley Eber.,1991,f,high_male,146.6275659824047
mdp.39015013268829,"Anthony, Michael,",The year in San Fernando. | $c: Introd. by Paul Edwards & Kenneth Ramchand.,1970,m,high_female,146.57528819870856
mdp.39015008013065,"Vesaas, Tarjei,",The bridges; | $c: translated from the Norwegian by Elizabeth Rokkan.,1969,m,high_female,146.530165676774
mdp.39015053499847,"Ballard, J. G.,",The atrocity exhibition / | $c: J. G. Ballard.,1969,m,,146.47616760715573
uc1.b4284526,"Saʻdāwī, Nawāl.",Searching / | $c: Nawal El Saadawi ; translated by Shirley Eber.,1991,f,high_male,146.4315273444961
uc1.32106010933874,"Mrabet, Mohammed,",The lemon: a novel; | $c: translated from the Moghrebi and edited by Paul Bowles in collaboration with Mohammed Mrabet.,1969,m,high_male,146.28931525347437
mdp.39015049831566,"Elsner, Gisela,",The giant dwarfs : | a contribution / | $c: Gisela Elsner ; translated from the German by Joel Carmichael.,1965,f,high_male,146.28338152747065
mdp.39015019996431,"Pullinger, Kate.",When the monster dies / | $c: Kate Pullinger.,1989,f,high_female,146.26801462680146
mdp.39015019205106,"Tregenza, L. A.",The Red Sea mountains of Egypt.,1955,u,high_male,146.18385646048847
uc1.b3475417,"Jay, Simon.",Sleepers can kill.,1968,m,high_male,146.01852856734118
mdp.39015014944246,"Ackroyd, Peter,",First light / | $c: by Peter Ackroyd.,1989,m,,145.88434943767538
mdp.39015019594293,"Collins, Merle.",Rain darling :stories / | $c: Merle Collins.,1990,u,high_female,145.80771132608945
mdp.39015002711664,"Powys, Theodore Francis,",God's eyes a-twinkle : | an anthology of the stories of T.F. Powys / | $c: with a preface by Charles Prentice.,1947,m,mixed,145.72963937271962
uc1.32106006454349,"Chukovskai͡a, Lidii͡a Korneevna.",Going under | $c: [by] Lydia Chukovskava; translated from the Russian [MS.] by Peter M. Weston.,1972,u,mixed,145.6911347942362
uc1.$b396466,"Bainbridge, Beryl,",Harriet said ...,1972,f,high_female,145.61462919065357
uc1.$b120399,"Pickering, Robert Easton.",In transit | $c: [by] R. E. Pickering.,1968,m,high_female,145.58366622281403
mdp.39015002711383,"Powys, Theodore Francis,","The white paternoster, and other stories.",1930,m,,145.54762293127894
mdp.39015002218462,"Straub, Peter.",Marriages; | a novel. -,1973,m,mixed,145.4666361879429
mdp.39015029283606,"Bourdouxhe, Madeleine,",La femme de Gilles / | $c: Madeleine Bourdouxhe ; translated by Faith Evans.,1992,f,high_female,145.42936288088643
mdp.49015002777382,"Jetmundsen, Norman.",The Soulbane stratagem : | diabolical subterfuge that threatens to destroy us / | $c: [Norman Jetmundsen].,2000,m,mixed,145.40239615181605
mdp.39015001044786,"Howard, Clark.",The zebra killings / | $c: Clark Howard.,1979,m,high_male,145.23463727054119
mdp.39015060369934,"Hong, Ying,",Peacock cries at the Three Gorges / | $c: by Hong Ying ; translated by Mark Smith and Henry Zhao.,2004,u,high_male,145.2050758643911
mdp.39015060621565,"Donovan, Gerard,",Doctor Salt / | $c: Gerard Donovan.,2005,m,high_male,145.20006664921092
umn.319510020680239,"Rowdon, Maurice.",Perimeter West.,1956,m,,145.19688697874318
mdp.39015017744569,"Ginzburg, Natalia.","The road to the city ; and, The dry heart / | $c: Natalia Ginzburg ; translated by Frances Frenaye.",1989,f,,145.15241003053205
mdp.39015080866216,"Cartwright, Anthony,",Heartland / | $c: Anthony Cartwright.,2009,m,,145.07484753280355
mdp.39015005105880,"Wain, John.",Young shoulders / | $c: John Wain.,1982,m,mixed,144.9196601633969
mdp.39015056807244,"Enquist, Anna.",The masterpiece / | $c: Anna Enquist ; translated by Jeannette K. Ringold.,1999,f,,144.9144099266371
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,mixed,144.878324844369
mdp.39015014612710,"Blyton, Enid.",The big Noddy book / | $c: by Enid Blyton.,1959,f,mixed,144.84881405033497
mdp.39015008365226,"Josipovici, Gabriel,",The echo chamber / | $c: Gabriel Josipovici.,1980,m,,144.66238352550738
mdp.39015055857760,"Wheatle, Alex,",The seven sisters / | $c: Alex Wheatle.,2002,m,high_male,144.58792441541607
mdp.39015056191052,"Gough, Julian.",Juno and Juliet / | $c: Julian Gough.,2001,m,,144.17823000560182
mdp.39015003929489,"Ghose, Zulfikar,",The murder of Aziz Khan: | a novel.,1967,u,,144.16623858683946
mdp.39015053577055,"Mokoso, Ndeley.","Man pass man, and other stories / | $c: Ndeley Mokoso.",1987,u,high_male,144.10180238100517
mdp.39015017965305,"Ng'ombe, James.",Sugarcane with salt / | $c: James Ng'ombe.,1989,m,high_male,143.96987707187418
mdp.39015019639619,"Berberova, Nina Nikolaevna.",Three novels / | $c: Nina Berberova ; translated from the Russian by Marian Schwartz.,1990,f,high_female,143.96559783116763
wu.89119430957,"Love, Robertus.",The life and death of outlaw Harry Tracy : | a fine moral - a thrilling story / | $c: by Frank James.,2007,u,high_male,143.87061566701394
mdp.39015024675343,"Scurfield, George,",The bamboo house / | $c: George Scurfield.,1950,m,high_male,143.64464524683552
mdp.39015070757193,,Dinaane : | short stories by South African women / | $c: edited by Maggie Davey.,2007,u,high_female,143.62419073292529
inu.32000009614910,"Wilson, Colin,",The world of violence.,1963,m,,143.52519971294961
uc1.32106012273410,"Healy, Dermot,",Sudden times,1999,m,mixed,143.40663005536163
uc1.$b285429,"Green, Roger Lancelyn.",Old Greek fairy tales / | $c: [retold] by Roger Lancelyn Green. Illustrated by Ernest H. Shepard.,1958,m,high_male,143.3398177536603
mdp.39015049864096,"Katiyo, Wilson.",Going to heaven / | $c: Wilson Katiyo.,1982,m,,143.30621301775147
wu.89018081877,"Gibson, Ronald.","Nine days, 17th to 25th September, 1944. | $c: Illustrated by Gordon C. Power.",1956,m,high_male,143.0167597765363
mdp.39015001522567,"Tutuola, Amos.",Feather woman of the jungle.,1962,m,high_female,142.97796931008097
inu.32000014254751,"Richter, Hans Werner,",The odds against us / | $c: Hans Werner Richter ; translated by Robert Kee.,1950,m,,142.2297394697137
uc1.b4376308,,The book of masks : | stories / | $c: by Hwang Sun-won ; edited with an introduction by Martin Holman.,1989,u,high_male,142.20416455053328
mdp.39015048881489,"St. Omer, Garth.",The lights on the hill / | $c: Garth St. Omer.,1986,m,,142.07774494203227
mdp.39015030742780,"Douglas, Robin,","16 to 21, | by Robin Douglas.",1925,m,,141.3511810487236
inu.30000087202325,"Johnson, Jason,",Wound Licker / | $c: Jason Johnson.,2005,m,high_male,141.33821592624716
inu.30000050640089,"Kimenye, Barbara.",Kayo's house / | $c: Barbara Kimenye.,1995,f,high_female,141.33077053536095
mdp.39015060400457,"O'Grady, Timothy.",Light / | $c: Timothy O'Grady.,2004,m,,141.18325999361068
uc2.ark:/13960/t4rj49j8h,"Tallentyre, S. G.",The starry pool,1918,u,high_female,140.80611500842323
uc2.ark:/13960/t8bg2m746,"Dunsany, Edward John Moreton Drax Plunkett,",The chronicles of Rodriguez,1922,m,high_male,140.69479780985097
mdp.39015064989190,"Herrad, Imogen Rhia.","The woman who loved an octopus, and other saints' tales / | $c: Imogen Rhia Herrad.",2007,u,,140.6729239213154
mdp.39015070772747,"Adisa, Opal Palmer,",Until judgement comes : | stories about Jamaican men / | $c: Opal Palmer Adisa.,2007,f,mixed,140.66748436789695
uc1.b4938199,"Kiely, Benedict.",A ball of malt and Madame Butterfly; | a dozen stories.,1973,m,,140.34605607953597
uc2.ark:/13960/t7jq17s2g,"Squire, John Collings,",The gold tree,1917,m,high_male,140.1796376096776
uc1.$b318455,"Matveev, Michel, | Les traqués.",Bitter Draught / | $c: Michel Matveev ; translated by Desmond Flower.,1935,m,high_male,140.17027241288187
mdp.39015056498143,"Youngblood, Shay.",Black girl in Paris / | $c: Shay Youngblood.,2000,f,mixed,140.08965738072365
mdp.39015063953999,"Russell, William Clark,",A tale of two tunnels,1897,m,high_female,139.9832923167235
mdp.39015056670584,"Acker, Kathy,",Pussycat fever / | $c: Kathy Acker ; illustrated by Diane DiMassa and Freddie Baer.,1995,f,high_male,139.87970345502868
mdp.39015032107131,"Tennant, Emma.",Woman beware woman / | $c: Emma Tennant.,1983,f,mixed,139.8668086526694
uc1.b3435470,"Marlowe, Derek.",The memoirs of a Venus lackey.,1968,m,high_female,139.83765972836133
mdp.39015033585244,"Strati, Saverio,",The lights of Reggio. | $c: Translated from the Italian by Angus Davidson.,1965,m,,139.7346512517283
inu.30000092687221,"McCall Smith, Alexander,",The girl who married a lion / | $c: Alexander McCall Smith.,2004,m,high_male,139.60819635217294
mdp.39015003976985,"Andrews, Kevin.",The flight of Ikaros; | a journey into Greece.,1959,m,mixed,139.56344554234354
uc1.b3475462,"Konadu, Asare,",A woman in her prime | $c: [by] S. A. Konadu.,1967,u,high_male,139.5262309314151
mdp.39015029913418,"Williams, Eric,",The tunnel.,1951,m,high_male,139.36303530530228
mdp.39015021848307,"Hill, Susan,",Air and angels / | $c: by Susan Hill.,1991,f,high_female,139.2677508833719
mdp.39015040178975,"Williams, N. D. (Noel D.),",Prash and Ras / | $c: N.D. Williams.,1997,m,mixed,139.24711616057724
mdp.39015055084712,"Chalmers, Robert.",Who's who in hell / | $c: Robert Chalmers.,2002,m,,139.2103191851791
mdp.39015015526125,"Dahl, Roald.","Ah, sweet mystery of Life / | $c: Roald Dahl ; illustrated by John Lawrence.",1989,m,high_male,138.93843525281162
uiuo.ark:/13960/t0qr56s9x,"Church, A. B.,",Greymore,1860,f,high_female,138.93752329745055
mdp.39015030945532,"Anthony, Michael,",Cricket in the road.,1973,m,,138.8677935209495
mdp.39015001032583,"Slaughter, Carolyn.",Dreams of the Kalahari / | $c: Carolyn Slaughter.,1981,f,high_female,138.4653135625898
uc1.$b802449,"De Mendelssohn, Peter,",The hours and the centuries; | a tale.,1944,m,,138.43139482053613
uc1.$b244874,"Sansom, William,",The passionate North / | $c: by William Sansom. -,1950,m,,138.42027857081064
mdp.39015059975840,"Darling, Julia,",The taxi driver's daughter / | $c: Julia Darling.,2003,f,high_female,138.35708999646064
inu.30000054083039,"Maillu, David G.,",Thorns of life / | $c: David G. Maillu.,1988,m,,138.3495145631068
mdp.39015047458396,"Newman, Robert,",Manners / | $c: Robert Newman.,1998,m,,138.22846400530798
wu.89058974940,Ólafur Gunnarsson.,Troll's cathedral / | $c: Ólafur Gunnarsson ; translated from the Icelandic by David McDuff and Jill Burrows.,1996,u,high_male,138.14386350416856
uc1.l0079462065,"Sologub, Fydor,",The created legend,1916,u,mixed,138.1123164999666
inu.30000121090322,"Powys, Theodore Francis,","The rival pastors, / | $c: by T. F. Powys.",1927,m,mixed,138.05798435342845
