htid,author,title,year,authgender,female_category,farm
uiuo.ark:/13960/t7kp8942d,"Carr, Alice Vansittart (Strettell),",Margaret Maliphant,1889,f,mixed,85.01628141993231
uc1.b4082853,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,,84.99394880038432
mdp.39015008875604,"Atkinson, M. E.",Hunter's moon ; | a book for boys and girls / | $c: Illustrated by Charlotte Hough.,1952,u,high_male,84.6366998643494
mdp.49015003138964,"Swann, Leonie,",Three bags full : | a sheep detective story / | $c: Leonie Swann ; translated by Anthea Bell.,2006,f,,84.41098018030185
uc1.$b300898,"Holme, Constance.",He-who-came? | $c: By Constance Holme.,1930,f,high_female,84.27952709820906
inu.30000120952456,"Kavanagh, Patrick,",Tarry Flynn : | a novel / | $c: Patrick Kavanagh.,1965,m,,83.97252719707224
uc1.$b252112,"Addison, Doris Maureen.","Bird of time, | $c: by Doris M. Addison.",1965,f,high_female,83.51243475591035
inu.30000085316812,"Ebebe, Chike.",Wisdom of our ancestors / | $c: Chike Ebebe.,2001,u,,83.43763037129746
mdp.39015004037472,"Thompson, Flora.",Still glides the stream. | $c: Drawings by Lynton Lamb.,1948,f,high_female,83.42283908777125
uc1.32106018494366,"Coetzee, J. M.,",Life & times of Michael K / | $c: J.M. Coetzee.,1983,m,high_male,83.0424684373743
uc2.ark:/13960/t4rj49j8h,"Tallentyre, S. G.",The starry pool,1918,u,high_female,82.97503205853512
pst.000023423503,"Malamud, Bernard.",Dubin's lives / | $c: Bernard Malamud.,1993,m,,82.61778732472209
uc1.$b271443,"Wood, Frederick F.",Sport and nature in Sussex Downs.,1928,m,,82.58272676640611
mdp.39015050657850,"Halter, Toni.",The high meadows / | $c: Toni Halter ; translated from the Romansh by Anna Lee-Samos.,1980,f,high_male,82.54062757939461
uc1.b5015143,"King, Francis,",A game of patience / | $c: Francis King.,1974,m,high_female,82.23684210526316
uc2.ark:/13960/t05x28j6s,"Holdenby, Christopher",Folk of the furrow,1913,m,,82.23340348725382
uc1.b4089418,"Borodin, George,","This Russian land, | $c: by George Borodin.",1943,m,,82.15009195209156
uiuo.ark:/13960/t4fn1fj0d,"Besant, Walter,",The monks of Thelema,1878,m,,82.04351461794545
uc1.b3346547,"De la Roche, Mazo,",Possession / | $c: by Mazo De La Roche.,1923,f,,81.90735587265873
mdp.39015008187489,"Honwana, Luís Bernardo,","We killed Mangy-Dog, | & other stories; | $c: translated from the Portuguese by Dorothy Guedes.",1969,m,high_female,81.80263255744775
mdp.39015078770156,"Scudamore, James,",Heliopolis / | $c: James Scudamore.,2009,m,,81.76051065841838
wu.89043756048,"Joyce, Henry Stanley,",A countryman's notebook.,1947,m,high_male,81.59372681996398
wu.89095838223,"Reid, Ian Douglas,",Prisoners at large; | the story of five escapes.,1947,m,high_male,81.43208143208143
mdp.39015053111772,"Francis, David,",Agapanthus tango / | $c: David Francis.,2001,m,high_female,81.25539586613174
mdp.39015000635477,"Lessing, Doris May,","African stories, | $c: by Doris Lessing.",1964,f,,81.20414141121198
uc1.b3327391,"Mills, John,",The life of a foxhound,1890,m,high_male,80.92938258712962
mdp.49015002277755,"Sheppard-Jones, Elisabeth.",Stories of Wales / | $c: told for children by Elisabeth Sheppard-Jones ; with illustrations by Paul Hogarth.,1976,f,,80.89903448761014
inu.30000055335875,"Merchant, W. Moelwyn (William Moelwyn),",Seeking perfection : | three short stories / | $c: Moelwyn Merchant.,1996,m,,80.7803380657148
uva.x030786521,"Parr, Olive Katharine,",Through a Dartmoor window,1918,f,high_male,80.12018027040561
mdp.39015030703915,"Marshall, Sybil.",Once upon a village / | $c: Sybil Marshall ; drawings by Ewart Oakeshott.,1979,f,mixed,80.0843815923119
uc1.b3191487,,My favourite village stories / | $c: edited by Ronald Blythe ; with line decorations by Peter McClure.,1979,u,,80.0734331972736
inu.32000001682634,"Reade, Charles,",A perilous secret,1884,m,mixed,79.7593924992938
uc1.b3900541,"Whitlock, Ralph.",The farmer's wife; | $c: illustrated by Kenneth Lindley.,1960,m,mixed,79.7531121051354
uc2.ark:/13960/t5j963t4f,"Mackay, Helen,",Chill hours,1919,f,high_female,79.27665409667466
wu.89099772360,"Charlesworth, Maria Louisa,",Ministering children,1903,f,mixed,78.89546351084813
mdp.39015022266798,"Bedford, William.",All shook up / | $c: William Beford.,1992,m,mixed,78.77572027266902
uiuo.ark:/13960/t6251xm88,"Clarke, Charles.",The flying scud,1867,m,,78.66728366496991
uiuo.ark:/13960/t8hd86t6z,"Fullom, S. W.",Down in Devon,1869,m,,78.63824767771425
mdp.39015051321142,"Bainbridge, Beryl,",Another part of the wood / | $c: Beryl Bainbridge.,1979,f,high_male,78.5052598524101
uc1.$b568070,"Simpson, Alyse.",Red dust of Africa.,1952,f,,78.50491746080206
inu.30000004380105,"Holland, Richard.",Supernatural Clwyd : | the folk tales of North-East Wales / | $c: Richard Holland.,1989,m,,78.46624643632464
mdp.39015016440045,"(Solomon Alexander Amu), Djoleto, S. A. Amu",The strange man.,1967,u,high_male,78.44975140598255
inu.39000003730673,"Kroetsch, Robert,",The studhorse man.,1969,m,high_female,78.3594778006121
uc1.$b792381,"Prior, Ann.",Mirror image.,1969,f,high_female,78.17290006131208
mdp.39015063964483,"Smith, Bertram,",Crashie Howe,1921,m,,78.17023740590619
uc1.$b747710,"Jelf, Wilfrid,",Hark back! | $c: by Colonel Wilfrid Jelf.,1935,u,high_male,78.07777553898852
uc1.$b252059,"Nwapa, Flora,",Efuru / | $c: Flora Nwapa.,1966,f,,77.9236348378589
uc2.ark:/13960/t4qj79244,"Sewell, Anna,",Black Beauty,1877,f,high_male,77.76154021478274
mdp.39015066608921,"Biert, Cla,","Only a game, | and other stories; | $c: translated from the German by Alan Brown.",1969,u,,77.65105556903664
uc2.ark:/13960/t8qb9xg19,"Bedford, H. Louisa.",Under one standard,1911,f,mixed,77.30215479756498
uc2.ark:/13960/t12n5553w,"Rawnsley, H. D.",Lake country sketches;,1903,m,high_male,77.18250306213191
uc1.b3636450,"Huxley, Elspeth Joscelin Grant,",The mottled lizard / | $c: by Elspeth Huxley.,1982,f,,77.15842301602211
uc1.$b597262,"Cankar, Ivan,","The bailiff Yerney and his rights / | $c: by Ivan Cankar; translated from the Slovene by Sidonie Yeras and H. C. Sewell Grant, with an introd. by Janko Lavrin.",1930,m,high_male,76.86395080707149
uc1.$b311801,"Bosco, Henri,",The farm Théotime;,1946,m,high_female,76.85321036819674
uiuo.ark:/13960/t5x643n97,"Poynter, E. Frances","The wooing of Catherine, and other tales",1886,f,,76.63862970130094
uc1.32106012744022,"Gee, Sue",The hours of the night / | $c: Sue Gee,1996,f,,76.50182648110723
mdp.39015066060719,"Coetzee, J. M.,",Disgrace / | $c: J.M. Coetzee.,1999,m,high_female,76.49622982867272
uc1.32106002182878,"Padgett, Ron,",The adventures of Mr. and Mrs. Jim and Ron | $c: [by] Jim Dine and Ron Padgett.,1970,m,high_male,76.27765064836004
uc2.ark:/13960/t6m048z3v,"Middleton, Thomas.",Legends of Longdendale;,1906,m,high_male,75.61010923247696
nyp.33433074800677,"Barnett, Ada.",The man on the other side,1922,f,,75.54377262749793
mdp.39076006258102,"Faulkner, William,","The hamlet, | $c: by William Faulkner.",1957,m,high_male,75.43583499153574
nyp.33433082521190,"Charlesworth, Maria Louisa,",Ministering children,1855,f,,75.39323041752041
njp.32101064912080,"Marks, Mary A. M.",Five-chimney farm,1877,f,high_female,75.39077551977752
mdp.39015049522785,"Harris, Joanne,",Blackberry wine / | $c: Joanne Harris.,2000,f,high_male,75.27415188270919
njp.32101067644649,"Fletcher, J. S.",When Charles the First was king,1892,m,high_male,75.22797746830334
umn.31951002043504u,"Llewelyn, Michael Gareth.",The Aleppo merchant.,1946,m,,75.13458172330658
umn.319510021168086,"Tegner, Henry.",The old man hunts / | $c: by a Northumbrian gentleman. Drawings by Peter Biegel.,1959,m,,75.13148009015778
mdp.39015066678700,"Lartéguy, Jean,",Sauveterre; | $c: translated by Xan Fielding from the French.,1968,f,,75.10738668489498
uiuo.ark:/13960/t0vq3fj8b,"Kendall, Edward Augustus,",The English boy at the Cape,1835,m,,75.04547246848726
mdp.39015029474957,"Peyton, K. M.",Late to smile / | $c: K. M. Peyton.,1992,f,,74.96024068315117
inu.39000002079320,"Keneally, Thomas.",Confederates / | $c: Thomas Keneally.,1979,m,mixed,74.94487228144682
inu.32000009149123,"Coppard, A. E.",Clorinda walks in heaven,1922,u,,74.9371494875266
uc2.ark:/13960/t6zw1d58j,"Bojer, Johan,",Our kingdom,1920,m,,74.92330963117941
uc1.$b242643,"Manning, Rosemary.",Man on a tower | $c: [by] Rosemary Manning.,1965,f,,74.88280840484641
nyp.33433074861661,"Hussey, Eyre.","Miss Badsworth, M.F.H",1905,f,,74.85745229828305
njp.32101034959088,"Gilbert, Rosa M.",The late Miss Hollingford,1887,f,high_female,74.78437172818374
mdp.39015033284335,"Farmer, Philip José.",Dare / | $c: Philip José Farmer.,1977,m,mixed,74.76036632579499
uc1.$b270466,"Thompson, R. W. (Reginald William)","Argentine interlude, | the first roll of a rolling stone, | $c: by R. W. Thompson.",1931,m,high_male,74.69446784164772
nyp.33433074876735,"Kettle, Rosa Mackenzie,",Lewell pastures,1854,f,,74.6264236767136
mdp.39015040105184,"Paton, Alan.",Debbie go home : | stories / | $c: Alan Paton.,1961,m,,74.600143232275
mdp.39015082746945,"Ingrams, Rachel,",Blood tender / | $c: Rachel Ingrams.,2008,f,mixed,74.57395046333652
uc2.ark:/13960/t4dn42d59,"Doon, E. L.",Joan's green year;,1913,u,,74.5531651207374
uiuo.ark:/13960/t1fj2sc4r,"Crommelin, May.",Bay Ronald,1893,f,mixed,74.20034092048532
mdp.39015016447321,"Cloete, Stuart,","The silver trumpet, | and other African stories.",1961,m,mixed,74.13928918956489
mdp.39015027521205,"Wasilewska, Wanda,","Rainbow, a novel | $c: by Wanda Wassilewska; translated by Edith Bone ...",1943,f,,74.07972285468391
mdp.39015038158922,"Panferov, Fedor Ivanovich,","And then the harvest, | $c: by Fiodor Panferov; translated from the Russian by Stephen Garry.",1939,u,,73.94452986537401
mdp.39015002777806,"Steinbeck, John,",To a God unknown.,1970,m,,73.90155417207865
mdp.39015030744695,"Hayes, Douglas.",A player's hide.,1972,m,,73.88729255849411
wu.89092547124,"Henderson, B. L. K.",Wonder tales of ancient Wales,1921,u,mixed,73.76507096708552
uiuo.ark:/13960/t2s475k25,"Kendall, Edward Augustus,",The English boy at the Cape,1835,m,,73.69288801179086
mdp.39015004096221,"McMurtry, Larry.",Leaving Cheyenne.,1972,m,,73.65126127784939
uc1.$b170811,"Bruce, Jean,",Short wave. | $c: Translated from the French by Lawrence Wilson.,1964,f,,73.45242002281714
inu.30000118997760,"Bates, H. E. (Herbert Ernest),","The spring song ; and, In view of the fact that : | two stories / | $c: by H.E. Bates.",1927,m,mixed,73.40796476417691
uc1.b4973436,"Thomas, Gwyn,",The thinker and the thrush / | $c: by Gwyn Thomas.,1988,m,mixed,73.32355685908546
nyp.33433081604062,Author of Spring flowers & summer blossoms.,"Silver blossoms to produce golden fruit for the young and good, or, Golden keys to good old proverbs",1850,f,,73.29945269741987
wu.89075350546,"Higginson, Alexander Henry,",The fox that walked on the water / | $c: A. Henry Higginson ;illustrated by F. A. Stewart.,1939,m,high_male,73.23324789454412
mdp.39015082728679,"Tomkinson, Roy.",Anger child / | $c: Roy Tomkinson.,2008,m,high_male,73.18605964663861
uc1.$b103974,"Manhood, H. A. (Harold Alfred),",Three nails / | $c: by H.A. Manhood.,1933,m,high_male,73.1528895391368
uc1.b3578727,"Hardy, Thomas,",Tess of the D'Urbervilles,1892,m,high_female,72.78144528029385
mdp.39015002711383,"Powys, Theodore Francis,","The white paternoster, and other stories.",1930,m,,72.77381146563947
mdp.39015037444828,"Johnston, Jennifer,",The illusionist / | $c: Jennifer Johnston.,1995,f,,72.67246251985034
inu.32000001373853,"Brooke, Jocelyn.",The scapegoat / | $c: Jocelyn Brooke.,1949,f,high_male,72.6262949909217
mdp.39015031228680,"Davin, Dan,",Roads from home.,1949,m,mixed,72.61451505279271
pst.000017893404,,Charmed lives : | classic English short stories / | $c: selected by T.S. Dorsch.,1988,u,,72.513633302996
uc1.$b787225,"Guinness, Bryan,",The giant's eye / | $c: Bryan Guinness.,1964,m,,72.24128589488893
uc2.ark:/13960/t3513z03p,"Gardiner, Frederic John","Village life in the fens, or, Old age pensions and ""back to the land""",1908,m,mixed,72.13988865365012
inu.30000110599523,"Shaw, Rebecca,",Love in the country / | $c: Rebecca Shaw.,2009,f,,71.97567866619399
mdp.39015073480538,"Henty, G. A.",The young colonists,1885,m,high_male,71.92363018177063
mdp.39015003928028,"Gaskin, Catherine.",Sara Dane.,1954,f,,71.87170899943601
mdp.39015038154939,"Kʻiačʻeli, Leo,",Gvadi Bigva / | $c: Leo Kiacheli ; translated from the Russian version of the original Georgian by Stephen Garry.,1940,m,high_female,71.82706404415889
uiuo.ark:/13960/t0000rn0d,"Wethered, Charles,",Richer than wealth,1884,f,high_female,71.75628954750049
inu.39000003100059,"Stow, Randolph,",A haunted land.,1956,m,,71.58990078244737
wu.89090339086,"Bensusan, S. L. (Samuel Levy),",These from God's own county.,1947,m,,71.53573938200718
inu.30000124990932,"Van Niekerk, Marlene.",The way of the women / | $c: Marlene van Niekerk ; translated by Michiel Heyns.,2008,f,,71.45520069591151
uc1.b5018339,"Łysek, Paweł.","At the border / | $c: [by] Paweł Łysek ; edited, with an introduction by Thomas E. Bird ; chief translator [from the Polish] John Zbigniew Kłosek.",1977,u,high_female,71.35848720007135
uc1.32106014680844,"Yaşar, Kemal,",Salman the solitary / | $c: Yashar Kemal ; translated from the Turkish by Thilda Kemal,1997,m,high_male,71.35515884705775
uc1.$b252082,"Amadi, Elechi,",The concubine.,1966,u,high_male,71.3210238529202
inu.32000009169527,"Household, Geoffrey,",The cats to come / | $c: Geoffrey Household ; illustrations by J. Peccinotti. --,1975,m,high_male,71.31395970761277
uc1.b3810889,"Campion, Sarah.","Bonanza, | $c: by Sarah Campion ...",1942,f,high_male,71.21910347716799
uiuo.ark:/13960/t79s2cs6z,"Robinson, F. W.","Slaves of the ring; or, Before and after",1862,m,,70.93101504101267
uiuo.ark:/13960/t7wm1sj6z,"Kevill-Davies, Albert.",Miss Blanchard of Chicago,1892,m,mixed,70.84478081315984
inu.30000083501381,,"Victorian sources of fairy tales. | $c: edited by Robert A. Gilbert. | $n: 2, | $p: A collection of stories /",2003,u,,70.60837944943115
mdp.39015066688709,"Kirst, Hans Hellmut,",The wolves / | $c: Hans Hellmut Kirst ; Translated from the German by J. Maxwell Brownjohn.,1970,m,high_male,70.60731400666897
uc2.ark:/13960/t8z893p5g,,A month at Ashfield farm,1868,u,high_female,70.58657443354274
umn.319510020933072,"Nash, Thirza.",The Geyer brood.,1946,f,high_female,70.49853780810471
mdp.39015054263267,"Hammick, Georgina",Green man running / | $c: Georgina Hammick,2002,f,,70.42514548352422
mdp.39015002719360,"Schreiner, Olive,",From man to man;,1926,f,high_female,70.42218840643945
mdp.39015030147337,"Kirst, Hans Hellmut,",The Fox of Maulen; | $c: translated from the German by J. Maxwell Brownjohn.,1968,m,high_male,70.31738711548033
mdp.39015079193598,"McCall Smith, Alexander,",La's orchestra saves the world / | $c: Alexander McCall Smith.,2008,m,,70.21196750880677
mdp.39015048707510,"Caute, David.",The K-factor : | a novel / | $c: by David Caute.,1983,m,mixed,70.10437762891416
mdp.39015069332685,"Page, Jeremy,",Salt / | $c: Jeremy Page.,2007,m,mixed,70.03542489515046
mdp.39015021854842,"Holbrook, David,",Jennifer / | $c: David Holbrook.,1991,m,,69.7632550184535
nyp.33433074867304,"Jacob, Violet,",Irresolute Catherine,1908,f,,69.56521739130434
mdp.39015084095309,"Dinsdale, Robert.",The harrowing / | $c: Robert Dinsdale.,2009,m,high_male,69.54949315806861
uc2.ark:/13960/t8ff3sn0p,,"Fabellae mostellariae; or, Devonshire and Wiltshire stories in verse",1878,u,high_male,69.45650286508074
uc1.$b316300,"Frenssen, Gustav,",The pastor of Poggsee / | $c: by Gustav Frenssen ; translated by Katharine G. Potts.,1931,m,high_male,69.38633905430501
inu.32000003313980,"Chirasha, Ben,",Child of war / | $c: Ben Chirasha.,1985,m,,69.33370311308327
mdp.39015063923638,"Hornung, E. W.",The unbidden guest,1894,m,high_female,69.24787093168759
inu.30000086855545,"Isherwood, David.",Himmler's double / | $c: David Isherwood.,2004,m,high_male,69.0197448890442
pst.000043535156,"Gallico, Paul,",The day Jean-Pierre joined the circus / | $c: by Paul Gallico ; illustrated by Gioia Fiammenghi.,1969,m,,68.9961066482677
uc1.b4375980,"Jones, Gwyn,","Eirik the Red, | and other Icelandic sagas.",1961,u,high_male,68.79758122188125
mdp.39015008272851,"Jones, Gwyn,","Eirik the Red, and other Icelandic sagas / | $c: translated with an introd. by Gwyn Jones.",1980,u,high_male,68.63665920092478
mdp.39015019789240,"Ihimaera, Witi,",Tangi | $c: [by] Witi Ihimaera.,1973,u,high_female,68.595094803598
njp.32101064786484,"Austin, F. Britten",In action,1913,u,high_male,68.4895421737527
mdp.39015037060616,"Brown, George Mackay.","Greenvoe, | a novel.",1972,m,,68.40684068406841
mdp.39015019827735,"Bels, Alberts,",The cage / | $c: Albert Bels ; translated from the Latvian by Ojars Kratins.,1990,u,high_male,68.39105655414292
mdp.39015008290317,"Jones, Gwyn,","Eirik the Red, | and other Icelandic sagas.",1961,u,high_male,68.30414469550013
hvd.32044036303709,"Gibbs, A. Hamilton (Arthur Hamilton),","The grey wave, | $c: by Major A. Hamilton Gibbs ... with introduction by Philip Gibbs.",1920,m,high_male,68.17431319705572
uc1.$b323468,"Brown, Henry Phelps, Sir,",The balloon / | $c: by Henry Phelps Brown.,1953,m,high_male,68.15127663659051
mdp.39015028701145,"Tongue, Ruth L.","Forgotten folk tales of the English counties; | $c: collected by Ruth L. Tongue, with an introduction by Katharine Briggs.",1970,f,mixed,68.13327917611143
uiuo.ark:/13960/t6f19jz1w,"Pirkis, Catherine Louisa,",At the moment of victory,1889,f,,67.87549694560263
inu.39000001573463,"Cookson, Catherine.",The Mary Ann omnibus / | $c: Catherine Cookson.,1981,f,high_female,67.84957618479876
mdp.39015013115574,"Bates, H. E. (Herbert Ernest),","The triple echo, | $c: by H. E. Bates; drawings by Ron Clarke,",1970,m,,67.83397634290075
nyp.33433074920913,"Baird, Frank.","Roger Davis, Loyalist",1907,m,high_male,67.74714680285581
