htid,author,title,year,authgender,female_category,gb_england_suba1_intensity
mdp.39015059376064,,The New British novelist;,1830,u,high_female,221.9547649936696
wu.89097347694,"Shute, Nerina,","We mixed our drinks; | the story of a generation, | $c: by Nerina Shute.",1945,u,high_female,221.3310128258484
uc2.ark:/13960/t6g15x71t,"Patterson, Arthur H.",Man and nature on tidal waters,1909,m,high_male,221.1864406779661
inu.39000002347222,"Gore,",The banker's wife,1843,f,mixed,221.1019722295923
uc1.$b300332,"Gaye, Phoebe Fenwick,","The good Sir John; | being an account of the rise and fall of Sir John Falstaff, knight, 1343-1413.",1930,f,high_male,221.0353762360531
inu.32000007193966,"Andrew, Prudence,",Ordeal by silence : | a story of medieval times / | $c: Prudence Andrew.,1961,f,high_male,221.0299997990636
inu.30000107642666,,The: Brighton book / | $c: Melissa Benn ... [et al.].,2005,u,high_female,220.60770067947175
mdp.39015015448262,"Higgins, Aidan,",Helsingør Station & other departures : | fictions and autobiographies 1956-1989 / | $c: Aidan Higgins.,1989,m,mixed,220.55409379353043
njp.32101067644649,"Fletcher, J. S.",When Charles the First was king,1892,m,high_male,220.17944624869273
mdp.39015050310054,"Hunt, Chris.",The Bisley boy / | $c: Chris Hunt.,1995,m,mixed,218.981896630148
nyp.33433075752430,,Almack's;,1827,u,high_female,218.73359498037644
mdp.39015048892155,"Levi, Peter.",To the goat / | $c: Peter Levi ; with illustrations by André Yaniw.,1988,m,,218.71529997644603
uc1.b3548418,"Birrell, Francis,",A letter from a black sheep | $c: [by] Francis Birrell.,1932,m,,218.5493785002049
mdp.39015050556318,"Heppenstall, Rayner,",The Shearers: | a novel.,1969,u,,218.1950421237651
mdp.39015019996431,"Pullinger, Kate.",When the monster dies / | $c: Kate Pullinger.,1989,f,high_female,217.96802179680225
mdp.39015009294888,"Disraeli, Benjamin,",The novels & tales of the Right Hon. B. Disraeli,1866,m,mixed,217.05924913578264
inu.30000038771923,"Harrison, M. John (Michael John),",Climbers / | $c: M. John Harrison.,1993,m,,216.8191232309286
mdp.39015030922531,"Thomas,",The noble traytour,1857,u,high_male,216.6471165585426
mdp.39015055048741,"Leitch, David.",Family secrets / | $c: David Leitch.,1984,m,,216.38529436969748
uiuo.ark:/13960/t8cg02x3m,"Eden, Eleanor.",Dumbleton Common,1867,f,high_female,216.3182631609998
uc1.b3872923,"Harben, Henry Devenish,","Love letters to a dead woman, | $c: by H. D. Harben.",1923,m,mixed,215.9557379975014
uiuo.ark:/13960/t3bz6th3r,"Smart, Hawley,",Bound to win,1877,m,,215.68554534974524
inu.39000002347248,"Gore,",The banker's wife,1843,f,mixed,215.43455806404015
inu.39000005803031,"Grice, Frederick.","Folk tales of the north country, | $c: drawn from Northumberland and Durham.",1945,m,high_male,214.78233913467076
loc.ark:/13960/t5m90wb3j,"Moore, G. Greville","Memories of an old Etonian, 1860-1912",1919,u,,214.7329205401956
mdp.39015065739081,"Smith, Horace,","Adam Brown, the merchant",1843,m,,214.72780093469748
uiuo.ark:/13960/t07w6ww9z,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,214.1449363250455
mdp.39015073316773,"Carlyle, Thomas,",[Works],1885,m,high_male,214.06979107653316
uc2.ark:/13960/t4xg9tm3z,"Rutherford, Mark,",Clara Hopgood,1896,m,,213.9604943343261
mdp.39015031468591,"Blakeborough, Richard,","The hand of glory and further grandfather's tales and legends of highwaymen and others collected by the late R. Blakeborough,",1924,m,mixed,213.9603091606265
njp.32101066121896,"Gore,",The debutante;,1846,f,high_female,213.92363856206111
uc2.ark:/13960/t3rv0kp5g,"Tearle, Christian",The pilgrim from Chicago,1913,m,high_male,213.60849324401045
uc1.32106017927358,"Jackson, Ross",Shaker of the speare : | the Francis Bacon story / | $c: Ross Jackson,2005,m,,213.36040168914428
njp.32101063882672,"Norris, W. E.",Adrian Vidal,1885,f,high_female,213.26292271757896
njp.32101066459676,"Gore,",The dowager,1840,f,,213.23428256981703
uc1.$b244924,"Spring, Howard,",Rachel Rosing : | a novel / | $c: by Howard Spring.,1935,m,,213.14883729056373
mdp.39015054456663,"Harrison, Paul,",Sea serpents and lake monsters of the British Isles / | $c: Paul Harrison.,2001,m,high_male,212.4177693966685
njp.32101079670665,"Lytton, Edward Bulwer Lytton,",The last of the barons,1907,m,,212.4028815771736
inu.39000005765487,"Hall, George,",The gypsy's parson,1915,m,,211.9199261698322
mdp.39015062996734,"Converse, Florence,",Long Will.,1933,f,high_male,211.87513717015852
wu.89005272349,"Mais, S. P. B.",Lovers of silver,1918,u,mixed,211.65208886180883
mdp.39015077129032,"Fache, Abdulaziz Anako.",The preordained / | $c: Abdulaziz Anako Fache.,2008,u,,211.43721294947915
njp.32101042589984,"Reynolds, George W. M.",Robert Macaire in England,1845,m,mixed,210.32722161357668
mdp.49015002987437,,Queens of literature of the Victorian era,1886,u,high_female,210.107470901045
uiuo.ark:/13960/t8mc9h99c,"Kingsley, Charles,",Hereward the Wake,1866,m,,209.7945613426851
uc1.b3445494,"Thackeray, William Makepeace,",The Newcomes;,1854,m,mixed,209.7024498535099
mdp.39015013104594,"Raven, Simon,",New seed for old : | a novel / | $c: by Simon Raven.,1988,m,,209.23363054537495
uc2.ark:/13960/t88g8mj8t,"Bennett, Arnold,",The regent;,1913,m,high_male,209.17889478613796
nyp.33433074947924,"Ashby-Sterry, J.",A tale of the Thames,1896,u,high_female,209.11965724778125
inu.32000005765484,"Ireland, Annie Elizabeth Nicholson,",Life of Jane Welsh Carlyle,1891,f,high_female,208.92361409232709
njp.32101061960934,"Solly, Henry,",James Woodford,1881,m,,208.7868153347253
inu.30000120843341,"Sisson, Rosemary Anne.",The Stratford story / | $c: Rosemary Anne Sisson.,1975,f,,208.29388373414125
uc2.ark:/13960/t4zg6j65d,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,208.29125429206215
uiuo.ark:/13960/t0ft9464s,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,207.65574180635477
mdp.39015013248649,"Wells, H. G.",The wheels of chance,1896,m,,207.57087452886873
uc2.ark:/13960/t1sf2sd86,"Jeffery, Walter,",The King's yard;,1903,m,mixed,207.1301139971576
uc2.ark:/13960/t47p8wg3g,"Abbott, J. H. M.",Letters from Queer Street ;,1908,u,,206.9679199724043
uc2.ark:/13960/t73t9gj85,"Ellwood, Thomas,",The History of Thomas Ellwood,1886,m,high_male,206.8973533411598
hvd.hxk4ki,,Maurice Powell: an historical Welsh tale of England's troubles,1821,u,mixed,206.6952204393872
inu.30000001666621,"Briggs, Katharine Mary.","A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.",1970,f,high_male,206.51596694502325
uc1.32106005850737,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,206.48300050913613
mdp.39015063553161,"Gresley, W.",The siege of Lichfield,1840,u,high_male,206.2867133746745
njp.32101067632578,"Ouida,",Syrlin,1890,f,,206.06455820019565
mdp.39015039762805,"Sharp, Margery,",The gipsy in the parlour.,1953,f,high_female,205.95777183697965
uiuo.ark:/13960/t8tb1rf82,"Panton, J. E.",Having and holding,1890,f,mixed,205.0515503430302
mdp.49015001034512,"(Gilbert Keith), Chesterton, G. K.","The sword of wood, | a story | $c: by G.K. Chesterton.",1928,u,high_male,204.84807101399795
mdp.39015034358492,"Graham, Winston.","The angry tide : | a novel of Cornwall, 1798-9 / | $c: Winston Graham.",1977,m,mixed,204.5975428622016
uc1.$b56651,"Herring, Robert.","Adam and Evelyn at Kew, or, Revolt in the gardens / | $c: by Robert Herring ; illustrated by Edward Bawden.",1930,m,,204.4694122020736
nyp.33433074877485,"Lowerison, Harry.",From Paleolith to motor car;,1906,m,high_male,204.43386899475507
uiuo.ark:/13960/t2v41dm1c,"Ainsworth, William Harrison,","Guy Fawkes, or, The gunpowder treason",1841,m,mixed,204.2816325967232
nyp.33433074970819,"Chesson, Nora,",Father Felix's chronicles,1907,f,mixed,204.19898839351728
mdp.39015050923211,"Tennant, Emma.",The time of the crack. -,1973,f,,204.14933523872708
uc1.$b803386,"Kaye-Smith, Sheila,",The history of Susan Spray : | the female preacher / | $c: by Sheila Kaye-Smith.,1931,f,high_female,204.0163724737785
uc2.ark:/13960/t1wd3tw5d,"Trowbridge, W. R. H.",Court beauties of old Whitehall,1906,m,mixed,203.69437267493583
uiuo.ark:/13960/t8v98m68w,"Harwood, John Berwick.",Plain John Orpington,1866,m,,203.54492398587797
uc2.ark:/13960/t1mg7jr51,"Morley, Charles Robert,",Travels in London,1916,m,high_male,203.41207349081367
uiuo.ark:/13960/t69316638,"Ouida,",Syrlin,1890,f,,202.71060462336104
uc2.ark:/13960/t6834182f,"Philips, F. C.",Social vicissitudes,1886,m,,202.6578073089701
mdp.39015020062736,"Colman, George,",Random records;,1830,m,high_male,202.57942749292232
mdp.39015038922673,"Williams, Allan.",The man who gave the Beatles away / | $c: Allan Williams and William Marshall.,1975,m,high_male,202.2089012974216
mdp.39015031325395,"Jenkins, Elizabeth,",Dr. Gully.,1972,f,high_female,202.15577593849156
inu.30000048164234,"Miss. Read,",The year at Thrush Green / | $c: Miss Read ; illustrated by John S. Goodall.,1995,m,,201.75953079178888
mdp.39015008877360,"Mackenzie, Compton,",The vanity girl,1920,m,high_female,201.42843970977285
uc1.$b242617,"Disher, Maurice Willson,",Whitely Wanton : | a story of mistress and lover / | $c: by Maurice Willson Disher.,1951,m,mixed,201.34372712003105
uc1.$b372446,"Jefferies, Richard,","After London, or, Wild England",1886,m,mixed,201.09997006884169
uc1.b3435482,"MacInnes, Colin.",Three years to play / | $c: Colin MacInnes.,1970,m,,200.89007500384915
mdp.39015029404871,,Beyond the gaslight : | science in popular fiction 1895-1905 / | $c: Hilary and Dik Evans ; with ill. from the Mary Evans Picture Library.,1976,u,high_male,200.77492074674183
uc1.b3322305,"Banks, G. Linnaeus",In his own hand,1885,f,,200.6801678973008
uc1.32106017920841,"Hunt, Chris",The honey and the sting / | $c: Chris Hunt,1999,m,high_male,200.5241321305304
uiuo.ark:/13960/t0tq6f34d,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,200.41771270648297
mdp.39015026262207,"Stevens, C.L. McCluer",Queens of frailty,1912,u,high_female,199.91253826450924
nyp.33433074868278,"Hocking, Joseph,",Fields of fair renown,1896,m,mixed,199.910450208424
mdp.39015078575910,"Purves, William Laidlaw,",The authorship of 'Robinson Crusoe.',1903,m,high_male,199.83635448136965
mdp.39015002758822,"Salkey, Andrew.",The adventures of Catullus Kelly.,1969,m,,199.5379122033186
uiuo.ark:/13960/t88g93671,"Hatton, Joseph,",Under the great seal,1893,m,,199.3283501245802
mdp.39015029174045,"Powell, Neil.",Unreal city / | $c: Neil Powell.,1992,m,high_male,199.20052407117748
uiuo.ark:/13960/t07w6nf78,,Barnadiston,1834,u,mixed,198.81088583378664
uc1.$b389688,"Cockburn, Claud,",Ballantyne's folly: | a novel.,1970,m,,198.5498322379582
mdp.39015051293119,"Sinclair, Iain.","Landor's tower, or The imaginary conversations / | $c: Iain Sinclair.",2001,m,high_male,198.51790540977456
mdp.39015005315372,"Wilson, A. N.,",Who was Oswald Fish? / | $c: A.N. Wilson.,1981,m,high_female,198.4412757853634
nyp.33433074936976,"Lyall, Edna,","Hope, the hermit;",1898,f,mixed,198.36896627727575
mdp.39015003929737,"Gibbs, Philip,","The long alert, | a novel by Philip Gibbs.",1941,m,,198.3402571515971
mdp.39015027339442,"Garby-Czerniawski, Roman.",The big network.,1961,m,,197.93952112944768
mdp.39015042471758,"Bester, Alfred.",Tiger! Tiger!,1955,m,high_male,197.39176721078775
mdp.39015079238781,"Barrington, James.",Timebomb / | $c: James Barrington.,2008,m,high_male,197.35941742957365
uc1.32106005506826,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,197.32527637249393
uiuo.ark:/13960/t79s21f9s,"Lyall, Edna,",To right the wrong,1894,f,high_male,197.0659075979856
mdp.39015049688719,"English, Lucy.",Our dancing days / | $c: Lucy English.,2000,f,high_female,196.9027083182334
njp.32101062933435,"West, Jane,",Alicia de Lacy,1814,f,,196.89487104999836
mdp.39015023536017,"Jerrold, Douglas William,",The barber's chair,1874,m,,196.81426036589104
mdp.39015008510227,"(George Bagshawe), Harrison, G. B.","More new tales from Shakespeare, | $c: told by G. B. Harrison ... Illustrated by C. Walter Hodges.",1945,m,high_male,196.79505201012097
uiuo.ark:/13960/t92810r8r,"Woods, Margaret L.",Esther Vanhomrigh,1891,f,,196.53943646449437
uiuo.ark:/13960/t8jd5fz3c,"Lee, Holme,",This work-a-day world,1875,f,,196.32658359293873
mdp.39015011813261,"Brittain, Frederick.",Mostly Mymms; | tales and sketches of South Mymms and elsewhere.,1954,m,high_male,196.18261331589497
uc1.b3811083,"Bennett, Arnold,",The regent : | a five towns story of adventure in London.,1929,m,high_male,196.10104971738377
mdp.39015000604796,"Gissing, George,",Eve's ransom.,1929,m,mixed,195.9744201809448
uc1.b3321968,"Cobbold, Richard,",Mary Anne Wellington,1846,m,,195.78423479470095
uiuo.ark:/13960/t08w4306w,"Wilbraham, Frances M.",For and against,1858,f,mixed,195.06140000886643
mdp.39015063536141,"Collins, Mortimer,",[Works,1883,m,mixed,194.92198937549665
mdp.39015078576058,"Purves, William Laidlaw,","The ""O"" edition of 'Robeson Cruso'",1903,m,high_male,194.75312177798145
uiuo.ark:/13960/t8v98sx8c,,Tales of my landlord,1820,m,high_male,194.52837217002605
uc1.b3346916,"Fitzgerald, Kevin.","Kill him gently, nurse : | a story for a journey / | $c: Kevin Fitzgerald.",1966,m,high_male,194.4275098449523
njp.32101066121854,"Gore,",The diamond and the pearl,1849,f,high_female,194.32814598309503
inu.32000002629717,"Grant, James,",Did she love him?,1876,m,mixed,194.2193265886258
uiuo.ark:/13960/t9k36dp56,"Robinson, F. W.",Woodleigh,1859,m,,194.18692057128536
mdp.39015054159945,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,194.15885937518277
mdp.39015030945656,"Andrew, Prudence,",A question of choice.,1962,f,high_male,193.84912226920687
uc1.$b300166,"Downes, Carl Sawyer,","Robin Redbeard; | being a fictional biography of Robert Greene, author of tales, pamphlets and plays.  Describing the varying fortunes of his life from the year 1579, when he returned, bachelor of arts from Cambridge, to his home in Norwich, till the year of his untimely death, 1592. | $c: By Carl S. Downes",1937,m,,193.59630823693027
inu.32000005542370,"Baring, Maurice,",Darby and Joan / | $c: by Maurice Baring.,1935,m,high_female,193.16634472275877
uc1.$b243821,"Kruger, Rayne.","Young villain with wings, | a novel.",1953,u,high_male,193.1092334175092
njp.32101067627453,"Arnold, Frederick,",Reminiscences of a literary and clerical life,1889,m,high_male,192.81571675826677
uiuo.ark:/13960/t41r72r7h,"Black, William,",The strange adventures of a phaeton,1872,m,mixed,192.7801094991022
nc01.ark:/13960/t8v990m5r,"Braddon, M. E.",Aurora Floyd,1863,f,mixed,192.3323503013207
mdp.39015031607966,"Briggs, Katharine Mary.","A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.",1970,f,high_male,192.27887928881788
uiuo.ark:/13960/t0rr27b5r,"Gore,",The diary of a désennuyée,1836,f,,192.2176097174886
uiuo.ark:/13960/t0ks77w06,"Monro, Theodore Russell.",County versus counter,1878,m,,191.65378670788257
mdp.39015064962650,"Deloney, Thomas,",The gentle craft / | $c: edited by Simon Barker.,2007,m,,191.37968288592327
uiuo.ark:/13960/t4fn1tn28,"Smart, Hawley,",Without love or licence,1890,m,mixed,190.8857537793185
mdp.39015015358214,"Benson, Robert Hugh,",Come rack! Come rope!,1912,m,,190.8058489331384
uc2.ark:/13960/t5bc3zp4p,"Ainsworth, William Harrison,",Beatrice Tyldesley,1878,m,,190.66242972378393
uiuo.ark:/13960/t13n2fw29,"Collins, Mortimer,",Marquis and merchant,1871,m,mixed,190.29323281017795
uc2.ark:/13960/t4bn9zc2f,"Loudon,","Glimpses of nature, and objects of interest described during a visit to the Isle of Wight",1848,f,high_female,190.25939830465285
uiuo.ark:/13960/t1pg29s78,"Panton, J. E.",Having and holding,1890,f,mixed,190.2202005582549
mdp.39015012067206,"Hilton, James,","Murder at school, | a detective fantasia, | $c: by James Hilton.",1935,m,high_male,189.62528647378392
wu.89082441312,"White, Graham,","""The long road to the sky"" : | night fighter over Germany  / | $c: Graham White.",2006,m,high_male,189.45679831839809
inu.30000120843333,"Sisson, Rosemary Anne.",Escape from the dark / | $c: Rosemary Anne Sisson.,1976,f,mixed,189.451140825348
uc2.ark:/13960/t9862hm6r,"Sinclair, Catherine,","London homes, including The murder hole; The drowning dragoon; The priest and the curate; Lady Mary Pierrepoint; and Frank Vansittart",1853,f,mixed,189.44040123204405
uc2.ark:/13960/t17m0bg1b,"Thynne, Arthur Christopher,",Sir Bevill,1904,m,,189.20016240357288
mdp.39015064690533,"Self, Will.",The book of Dave : | a revelation of the recent past and the distant future / | $c: Will Self.,2006,m,high_male,189.18517075371577
mdp.39015001032708,"Waterhouse, Keith.","Maggie Muggins, or, Spring in Earl's court / | $c: Keith Waterhouse.",1981,m,high_female,188.9096469163892
uc2.ark:/13960/t5q81cb58,"Gissing, George,",Human odds and ends,1898,m,mixed,188.83683770926388
mdp.39015013731008,"Craufurd, Russell.",The ramblings of an old mummer,1909,m,high_male,188.79113165761032
mdp.39015063975406,"Wyndham, Horace,",Limelight,1914,m,mixed,188.7543350957985
inu.39000001687552,"Manifold, J. S. (John Streeter),",The death of Ned Kelly : | and other ballads / | $c: by John Manifold.,1941,m,high_male,188.67924528301887
uc1.$b149289,"Priestley, J. B. (John Boynton),",The world of J. B. Priestley; | $c: chosen and introduced by Donald G. MacRae.,1967,m,,188.0775206476408
inu.39000005590711,"Price, Merlin.",Folktales and legends of Gloucestershire / | $c: by Merlin Price ; and illustrated by Kate Fitzsimons.,1984,m,high_male,187.9601106876208
dul1.ark:/13960/t2j68601c,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,187.95011417530296
njp.32101065853374,"Reid, Mayne,",No quarter!,1888,m,,187.74641717253888
uc1.$b787171,"Moore, John,",The blue field.,1948,m,high_male,187.39482943246136
uc2.ark:/13960/t01z4824d,"Braddon, M. E.",Rough justice,1898,f,,187.38341529591315
