htid,author,title,year,authgender,female_category,urban_intensity
uc1.b3325460,"Lytton, Edward Bulwer Lytton,",The Parisians,1873,m,mixed,253.23840207894145
mdp.39015019619140,"Deighton, Len,",Spy sinker / | $c: Len Deighton.,1990,m,mixed,253.0565184514139
uc1.32106008232248,"Deighton, Len,","Winter : | a Berlin Family, 1899-1945 / | $c: Len Deighton.",1987,m,high_male,253.04685177704437
mdp.39015063974300,"White, Richard Grant,",Mr. Washington Adams in England,1883,m,,252.94443127025536
uc1.$b244403,"Wilson, Ethel,",The equations of love: | Tuesday and Wednesday. Lily's story.,1952,f,high_female,252.76632675200693
mdp.39015009349294,"Abdullah, Achmed,","My nine lives; | adventures and reminiscences, | $c: by Achmed Abdullah. Illustrated by Erick Berry.",1934,m,,251.93114535544836
mdp.39015031105581,"Collins, Wilkie,",The black robe,1881,m,,251.6627718856732
inu.30000041710629,"Weindel, Henri de.",Behind the scenes at the court of Vienna;,1914,m,high_female,251.49361229839187
uiuo.ark:/13960/t9t15cc7t,"Eaton, Charlotte A.",Vittoria Colonna,1827,f,high_male,251.1814040614756
uc1.b3339470,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,251.0804497697247
uc2.ark:/13960/t7kp7zc3h,"Weindel, Henri de.",The real Francis-Joseph,1909,m,high_female,250.7866107815022
mdp.39015063976040,"Ware, William,",Rome & the early Christians,1853,m,mixed,249.73447771048023
mdp.39015028918616,"Guibert, Hervé.",The man in the red hat / | $c: Hervé Guibert ; translated by James Kirkup.,1993,u,,249.65807698152528
mdp.39015060640185,"Corrick, Martin.",After Berlin / | $c: Martin Corrick.,2005,m,high_female,249.417123027707
mdp.39015039533636,"Sparrow, Gerald,",The star sapphires.,1958,m,,249.28119201733637
uiuo.ark:/13960/t9j39b076,"Needell, J. H.,","Lucia, Hugh, and another",1884,f,,249.24103294479215
njp.32101065848234,"Murray, Eustace Clare Grenville,",The member for Paris,1871,m,,248.94434990861535
inu.39000003194367,"Mitford, Nancy,",Highland fling / | $c: Nancy Mitford.,1975,f,high_female,248.09912289663023
inu.32000000359739,"Greene, Graham,","Stamboul train, | $c: by Graham Greene.",1932,m,mixed,247.84530880185775
uc1.b3328718,"Matz, Bertram Waldron,","The inns & taverns of ""Pickwick""",1922,m,high_male,247.54926230319833
uc2.ark:/13960/t77s7kw62,"Pearce, Charles E.",A star of the east,1912,m,,246.7565014554778
inu.30000011762873,"Green, Peter,",The sword of pleasure.,1957,m,high_male,246.41026900469896
inu.39000001864110,"Deighton, Len,",XPD / | $c: Len Deighton.,1981,m,high_male,245.30924690061204
uc1.$b794335,"Brophy, John,",The nimble rabbit.,1955,m,mixed,245.05724167267752
mdp.39015077129032,"Fache, Abdulaziz Anako.",The preordained / | $c: Abdulaziz Anako Fache.,2008,u,,245.04312759045592
mdp.39015018932569,"Vansittart, Peter.",The wall : | a novel / | $c: Peter Vansittart.,1990,m,,244.81801860616943
mdp.39015065549191,"Ross, Martin,",The silver fox,1898,f,,244.40027931460492
uc2.ark:/13960/t3mw2f43j,"Glyn, Elinor,",The letters of her mother to Elizabeth,1901,f,,244.2052137813142
uc2.ark:/13960/t07w6d09h,"Danilevskïĭ, Grigovïĭ Petrovich,",Moscow in flames,1917,u,,243.84877708921567
mdp.39015073316765,"Carlyle, Thomas,",[Works],1885,m,high_female,243.8475791969096
mdp.39015063552759,"Galt, John,","The Ayrshire legatees, or, The Pringle family",1821,m,,243.5906295349319
umn.31951000890449t,"Jones, Elizabeth Orton,","Ragman of Paris and his ragamuffins, | $c: told and illustrated by Elizabeth Orton Jones.",1937,f,,243.44062753583984
mdp.39015033170096,"Morgan,",The princess;,1835,f,,243.1254191817572
mdp.39015067689664,"Guo, Xiaolu,",A concise Chinese-English dictionary for lovers / | $c: Xiaolu Guo.,2007,u,,242.8155567512382
uc1.b4084617,"Le Fort, Gertrud, Freiin von,","The Pope from the ghetto, | the legend of the family of Pier Leone, | $c: by Gertrud von Le Fort; translated by Conrad M. R. Bonacina.",1934,u,,242.6358376425897
mdp.39015018932486,"Tindall, Gillian.",Journey of a lifetime : | and other stories / | $c: Gillian Tindall.,1990,f,,242.46210599907772
uc1.32106010866546,"Ballard, J. G.,",The kindness of women / | $c: J.G. Ballard.,1991,m,,242.3794265056281
mdp.39015017652390,"Milne, Ewart,",Drums without end : | short stories mainly about the Spanish Civil War / | $c: Ewart Milne.,1985,m,mixed,242.00518582541056
mdp.39015055609716,"Bailey, Eleanor.",Marlene Dietrich lived here / | $c: Eleanor Bailey.,2002,f,,240.7592096241351
uc1.b3811083,"Bennett, Arnold,",The regent : | a five towns story of adventure in London.,1929,m,high_male,240.31991386934288
uc2.ark:/13960/t1bk18c52,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,239.98330550918195
wu.89055051759,"Doorly, Eleanor.",The radium woman : | a youth edition of the life of Madame Curie / | $c: by Eleanor Doorly ... and woodcuts by Robert Gibbings.,1940,f,high_female,239.91141732283467
uva.x030794682,"Trask, Katrina,",In my lady's garden;,1907,u,high_female,239.656912209889
uc1.b4961679,"Kemp, Will,","Kemps nine daies wonder : | performed in a daunce from London to Norwich : containing the pleasure, paines and kinde entertainment of William Kemp between London and that Citty in his late Morrice : wherein is somewhat set downe worth note; to reproove the slaunders spred of him; many things merry, nothing hurtfull / | $c: map and drawings by Robert Yaxley.",1985,m,high_male,239.56194387405887
uc2.ark:/13960/t8nc65r78,"Matz, B. W.","The inns & taverns of ""Pickwick""",1921,u,high_male,239.2227701020358
mdp.39015038020676,"Borodin, Sergeĭ,","Dmitri Donskoi, | $c: a novel translated from the Russian by Eden and Cedar Paul.",1944,u,high_male,239.15587214911835
mdp.39015061210343,"Tucker, Eva.",Berlin mosaic : | a family chronicle / | $c: by Eva Tucker.,2005,f,,238.83526909864227
mdp.39015016869177,"Cieza de León, Pedro de,",The war of Chupas,1918,m,high_male,238.75910235239985
dul1.ark:/13960/t3cz3xx41,"Flecker, James Elroy,",The last generation,1908,m,high_male,238.33531946099552
mdp.39015047457992,"Preston, Peter,",51st state / | $c: Peter Preston.,1998,m,,237.86522793139275
inu.32000005542370,"Baring, Maurice,",Darby and Joan / | $c: by Maurice Baring.,1935,m,high_female,237.4996041673264
uiuo.ark:/13960/t72v3222s,"James, G. P. R.",The gentleman of the old school,1839,m,mixed,237.1935158369262
mdp.39015054021459,"Minney, Rubeigh James,",Fanny and the regent of Siam.,1962,m,,237.17408262483164
njp.32101067627453,"Arnold, Frederick,",Reminiscences of a literary and clerical life,1889,m,high_male,236.84450247472145
uc1.b3326430,"Trowbridge, W. R. H.",The letters of her mother to Elizabeth,1901,m,,236.6644715179453
uc2.ark:/13960/t88g8mj8t,"Bennett, Arnold,",The regent;,1913,m,high_male,236.4970340305963
mdp.39015016415252,"Henrey, Robert, Mrs.,",Paloma.,1957,f,high_female,236.45511671597316
mdp.39015015528881,"Berberova, Nina Nikolaevna.",The revolt / | $c: Nina Berberova ; translated from the Russian by Marian Schwartz.,1989,f,,236.4202514127551
umn.319510020966623,"Woodward, William Harrison,",Elena.,1929,m,high_female,236.0293873209002
mdp.39015013731008,"Craufurd, Russell.",The ramblings of an old mummer,1909,m,high_male,235.98891457201287
inu.30000005481464,"Christie, Agatha,",They came to Baghdad / | $c: by Agatha Christie.,1951,f,high_female,235.6847629220266
mdp.49015000534751,"James, Henry,",A London life,1889,m,high_female,235.5298994501447
uiuo.ark:/13960/t8gf19w8f,"Helps, Arthur,",Ivan de Biron;,1874,m,,235.3939136888983
mdp.39015040132147,"Farki, Neville.",The death of Tarzana Clayton : | a novel / | $c: by Neville Farki.,1985,m,,235.37839635675175
uc2.ark:/13960/t5p844d2n,"Frederic, Harold,",Mrs. Albert Grundy,1896,m,high_female,234.44826508283836
njp.32101066477744,"Baker, Henry Barton,",Strafford,1878,m,,234.25657985393417
mdp.39015008468202,"Brome, Vincent,",The way back; | the story of Pat O'Leary.,1958,m,high_male,234.2035120727501
mdp.39015001159428,"Burrowes, John.",Frontline report : | a journalist's notebook / | $c: John Burrowes.,1984,m,high_male,234.1966855214846
uc1.$b300352,"Gibbs, Philip,",Called back / | $c: by Philip Gibbs.,1953,m,mixed,234.03543965229017
mdp.39015082703342,"Parsons, Tony,",My favourite wife / | $c: Tony Parsons.,2008,m,mixed,233.922900643968
wu.89094693660,"Metternich-Winneburg, Pauline Clementine Marie Walburga (Sándor von Szlavnicza) fürstin von,",My years in Paris,1922,f,,233.7273629163794
uiuo.ark:/13960/t78s50349,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,233.6888922392673
mdp.39015033170112,"Morgan,",The princess;,1835,f,,233.6626622304625
mdp.39015065928726,"Kovalevskai︠a︡, S. V.",Sonya Kovalevsky,1895,f,high_female,233.63867998554085
wu.89097347694,"Shute, Nerina,","We mixed our drinks; | the story of a generation, | $c: by Nerina Shute.",1945,u,high_female,233.62718020506225
uc2.ark:/13960/t9h41mt6s,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,233.5391397001941
uc2.ark:/13960/t89g5js2d,"Mack, Louise,",A woman's experiences in the great war,1915,f,,233.4391590854521
uiuo.ark:/13960/t41r72s9x,"Beste, John Richard Digby,",Pope,1840,m,,233.40695834704013
inu.30000026041230,"Hodson, Peregrine.",A circle round the sun : | a foreigner in Japan / | $c: Peregrine Hodson.,1992,u,mixed,233.2171427138451
mdp.39015011299693,"Cooke, Alistair,",Christmas Eve; | $c: illustrated by Marc Simont.,1952,u,high_male,233.08011049723757
uc1.$b56682,"Gibbs, Philip,",No price for freedom.,1955,m,mixed,232.99058076084435
mdp.39015002715608,"Richards, Grant,",Vain pursuit.,1931,m,high_female,232.19637178871275
uiuo.ark:/13960/t8ff4947x,"McCarthy, Justin H.",A London legend,1895,m,,232.08923831213104
mdp.39015027234049,"McHugh, Roger Joseph.",Dublin 1916 : | an illustrated anthology / | $c: edited by Roger McHugh.,1976,m,high_male,231.94529765356327
wu.89099799983,"Fineman, Irving,","Lovers must learn,/ | $c: by Irving Fineman.",1932,m,,231.26692057082548
mdp.39015057600408,"McEwen, Todd.",Who sleeps with Katz? / | $c: Todd McEwen.,2003,m,high_male,231.12343769445485
nyp.33433074919444,"Ainsworth, William Harrison,",John Law,1864,m,mixed,230.5453720851129
mdp.39015016446802,"Comyn, Kenneth Fitzwilliam,",Dawn behind the tamarisks.,1950,m,,230.38086368315277
mdp.39015053122043,"Lynn, Jack,",The Hallelujah flight / | $c: Jack Lynn,1989,m,high_male,230.3352450226139
uc2.ark:/13960/t9862hm6r,"Sinclair, Catherine,","London homes, including The murder hole; The drowning dragoon; The priest and the curate; Lady Mary Pierrepoint; and Frank Vansittart",1853,f,mixed,230.32681876413992
mdp.39015031305603,"Straus, Dorothea.",Showcases.,1975,f,,230.13217459764715
uc1.$b266677,"Houghton, Claude,","Captain of the guard, | $c: by Claude Houghton [pseud.] Based on La marseillaise, by Houston Branch.",1930,m,mixed,230.02170991419413
mdp.39015000604796,"Gissing, George,",Eve's ransom.,1929,m,mixed,229.86473344531873
mdp.39015001738668,"Higgins, Aidan,",Bornholm night-ferry : | a novel / | $c: by Aidan Higgins.,1983,m,,229.82437070049855
mdp.39015018508161,"Vázquez Montalbán, Manuel.",The pianist / | $c: Manuel Vázquez Montalbán ; translated by Elisabeth Plaister.,1989,m,,229.63073147149603
mdp.39015062281574,"Baring, Maurice,",A triangle : | passages from three notebooks / | $c: by Maurice Baring.,1923,m,,229.58346999016072
nyp.33433075752430,,Almack's;,1827,u,high_female,228.73284503662225
nyp.33433075959621,"Robinson, F. W.","Memoirs of Jane Cameron, female convict",1864,m,high_female,228.58839245955173
mdp.39015061467661,"Davidsen, Leif,",Lime's photograph / | $c: Leif Davidsen ; translated from the Danish by Gaye Kynoch.,2002,m,,228.22419176432703
mdp.39015070219079,"Sala, George Augustus,",Under the sun,1886,m,,228.0839102212414
mdp.39015005709608,"McHugh, Roger Joseph.",Dublin 1916; | $c: edited by Roger McHugh.,1966,m,,228.07405424904292
mdp.39015066896856,"Markham, E. A. (Edward Archibald),",At home with Miss Vanesa / | $c: E.A. Markham.,2006,m,,227.8827718433306
mdp.39015000550809,"Houghton, Claude,","Three fantastic tales, | $c: by Claude Houghton [pseud.] With a frontispiece by John Farleigh, and a preface by Clemence Dane.",1934,m,high_male,227.7327935222672
mdp.39015032919287,"Lingard, Joan.",After Colette / | $c: Joan Lingard.,1993,f,high_female,227.44042049854335
uc1.$b188484,"Dekobra, Maurice,",The golden-eyed Venus. | $c: Translated by Sheila O'Callaghan from the French.,1963,m,mixed,226.83966972144088
uc1.b4281548,"Nizan, Paul.",The conspiracy / | $c: Paul Nizan ; translated by Quintin Hoare ; with an afterword by Jean-Paul Sartre.,1988,m,,226.58173704958207
mdp.39015030747276,"Henrey, Robert, Mrs.,",An exile in Soho.,1952,f,high_female,226.32752943483484
inu.30000110619701,"Gardner, Frank,",Far horizons : | unusual journeys and strange encounters from a travelling life / | $c: Frank Gardner ; with a foreword by Michael Palin.,2009,m,,226.09566428314372
mdp.39015029925230,"Ginzburg, Natalia.",The city and the house / | $c: Natalia Ginzburg ; translated from the Italian by Dick Davis.,1986,f,,226.07972558598829
umn.31951002218072c,"McLeish, Kenneth,",Myths and legends of ancient Rome / | $c: by Kenneth McLeish.,1987,m,mixed,225.84120669650255
mdp.39015066786636,"Sixsmith, Martin.",I heard Lenin laugh / | $c: Martin Sixsmith.,2006,m,,225.7897668496857
uc2.ark:/13960/t6251mc7x,"Fraser, Mary Crawford.",Storied Italy,1915,f,high_female,225.53091610454015
wu.89009924523,"Wendel, Else.","Hausfrau at war, | a German woman's account of life in Hitler's Reich, | $c: by Else Wendel in collaboration with Eileen Winncroft.",1957,f,,225.39444027047335
uc1.$b783361,"McFee, William,",No castles in Spain.,1933,m,,225.11841228486185
mdp.39015055048741,"Leitch, David.",Family secrets / | $c: David Leitch.,1984,m,,224.9550089982004
mdp.39015003686774,"Freemantle, Brian.",Face me when you walk away.,1974,m,high_male,224.94887525562376
uc1.b3435521,"Farrell, J. G. (James Gordon),",The Singapore grip / | $c: [by] J. G. Farrell,1978,m,high_male,224.863475746868
uiuo.ark:/13960/t1sf3bm7d,"Warden, Florence,",Scheherazade,1887,f,mixed,224.45231779480235
mdp.39015018496359,"Nizan, Paul.",The conspiracy / | $c: Paul Nizan ; translated by Quintin Hoare ; with an afterword by Jean-Paul Sartre.,1988,m,,224.39938463673903
uc1.32106014207846,"McGrath, Melanie,","Hard, soft & wet : | the digital generation comes of age / | $c: Melanie McGrath",1997,f,mixed,224.0865739349056
uiuo.ark:/13960/t7hq4gr6p,"Braddon, M. E.",Wyllard's weird,1880,f,,224.048950832844
mdp.39015001573248,"Firbank, Ronald,","The new rythum, | and other pieces.",1962,m,,224.02060989611044
uc2.ark:/13960/t77s7m05b,"Cardigan and Lancastre, Adeline Louis Maria de Horsey,",My recollections,1909,f,mixed,224.0143369175627
mdp.39015031890745,"Williams, Masha, Lady,",White among the reds / | $c: Masha Williams.,1980,f,mixed,223.99263851220465
uc1.$b289587,"Körmendi, Ferenc,",Escape to life. | $c: Translated from the Hungarian by E.I. Holt and M.L. Elting.,1933,u,mixed,223.93460768870537
mdp.39015078576058,"Purves, William Laidlaw,","The ""O"" edition of 'Robeson Cruso'",1903,m,high_male,223.775155611563
inu.30000132128434,"Werner, Bruno E. (Bruno Erich),",The slave ship.,1953,m,,223.51663187257768
nyp.33433074861349,"Howard, Mabel,",The undoing of John Brewster,1899,f,high_female,223.4453505693438
mdp.39015024573860,"Körmendi, Ferenc,",Escape to life / | $c: by Ferenc Körmendi ; [translated from the Hungarian by E. I. Holt and M. L. Elting],1933,u,,223.31702493990895
uc1.$b703632,"Morand, Paul,","Europe at love,",1926,m,mixed,223.14466012428915
mdp.39015012414994,"Wettach, Adrien,","Grock, king of clowns, | $c: by Grock [pseud.] edited by Ernst Konstantin, translated by Basil Creighton.",1957,m,high_male,223.04111714507368
wu.89099485583,"Brandes, Georg,",Recollections of my childhood and youth,1906,u,,222.8454839980479
uc1.$b302150,"Houghton, Claude,","A hair divides, | $c: by Claude Houghton [pseud.]",1930,m,,222.4848779809497
uc1.$b56451,"Cummins, Geraldine Dorothy,","When Nero was dictator, | $c: by Geraldine Cummins. Introduction by A.H.E. Lee.",1939,f,high_male,222.43963671269287
mdp.39015000635394,"Leslie, Shane,","The Anglo-Catholic; | a sequel to ""The Cantab.""",1929,u,mixed,222.43623068597293
mdp.39015027913014,"Kuncewiczowa, Maria Szczepańska,","Polish millstones, | $c: by Maria Kuncewiczowa; translated by Stephen Garry. The cover designed by Janina Konarska.",1942,f,high_female,222.31485341114353
inu.30000056655057,"Mahlobo, Si.",Pinkie of White City / | $c: Si Mahlobo.,1996,m,high_female,222.0483430964113
mdp.39015016453204,"Baron, Stanley Wade,","People and Americans, | a memoir of transatlantic tourists.",1953,m,,221.90758842268627
mdp.39015079326008,"Barker, Dennis,",The clients of Miss May / | $c: Dennis Barker.,2008,m,mixed,220.98569157392689
uc1.$b604761,"Gulʹ, Roman,",General B.O. / | $c: Roman Gul : authorized translation by. L. Zarine ; edited by Stephen Graham.,1930,m,,220.95318021780605
mdp.39015019151714,"Steffens, Lincoln,",The autobiography of Lincoln Steffens ...,1931,m,high_male,220.73427329754392
uc1.b4948680,"Allbeury, Ted.",The girl from Addis / | $c: Ted Allbeury.,1984,m,high_male,220.54236009344035
mdp.39015073317078,"Carlyle, Thomas,",[Works],1885,m,high_male,220.34896224452737
uc1.$b802872,"Wolf, Victoria,",Fabulous city / | $c: by Victoria Wolf.,1957,f,,220.32890162272653
mdp.39015010551755,"Navarre, Yves,",Sweet tooth / | $c: by Yves Navarre ; translated by Donald Watson.,1976,m,,220.13881694809905
mdp.39015012165620,"Spark, Muriel.",The only problem / | $c: Muriel Spark.,1984,f,mixed,220.12638290604775
mdp.39015030760329,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,219.1396698001248
uc1.b2803013,"Ward, Henry.",The green suns / | $c: Henry Ward; translated by Alan Neame.,1961,m,,218.7763307661606
uc2.ark:/13960/t06w97g82,"Ballantyne, R. M.",Fighting the flames,1876,m,,218.70019479369577
mdp.39015000626385,"Koning, Hans.",I know what I'm doing.,1966,m,high_female,218.68166198063105
uc2.ark:/13960/t2h70b61q,"Golovina, V. N.",Memoirs of Countess Golovine,1910,u,mixed,218.5426771477951
mdp.39015003941518,"Glanville, Brian.",The rise of Gerry Logan.,1963,m,high_male,218.51128086693905
inu.32000004512416,"Gore,","Greville, or, A Season in Paris",1841,f,,218.34061135371175
mdp.39015073316757,"Carlyle, Thomas,",[Works],1885,m,high_male,218.26473439376664
