htid,author,title,year,authgender,female_category,vertical
mdp.39015058731061,"Hoydal, Gunnar.",Under southern skies / | $c: Gunnar Hoydal ; translated from the Faroese by Marjun Stewart and Jill Burrows.,2003,m,mixed,781.2887790253249
mdp.39015019985244,"Bates, H. E. (Herbert Ernest),","How sleep the brave, | and other stories, | $c: by Flying officer ""X"" [pseud.]",1943,m,high_male,781.25
mdp.39015003494435,"Wolkers, Jan,",Horrible tango.,1970,u,mixed,781.2139927178873
mdp.39015015453874,"Kharrāṭ, Idwār,",City of saffron / | $c: Edwar al-Kharrat ; translated by Frances Liardet.,1989,u,,781.1561110443456
uc1.32106016824846,"Deane, John F.,",The coffin master : | and other stories / | $c: John F. Deane,2000,m,,780.7790969876224
uc1.$b744957,"Thomas, Cecil.","They also served : | the experiences of a private soldier as prisoner of war in German camp and coal mine, 1916-18 / | $c: by Cecil Thomas.",1939,u,high_male,780.2987003305087
uc1.$b102677,"Hanley, James,",Quartermaster Clausen / | $c: by James Hanley.,1934,m,high_male,779.6136839655574
uc1.b3727131,"Bongartz, Roy.",Twelve chases on West Ninety-ninth Street.,1966,m,,779.4063245442833
mdp.39015077607847,"Drummond, Jack.",Avalanche / | $c: Jack Drummond.,2007,m,mixed,779.3687848096612
uc1.$b792510,"Beaty, David.","The proving flight, | a novel.",1956,m,,779.159658006432
uc1.32106012494560,"Freud, Esther",The wild / | $c: Esther Freud,2000,f,mixed,778.7194990282876
uc1.b3578776,"Housman, Laurence,",The field of clover,1898,m,high_male,778.1501598674834
mdp.39015030712601,"Hughes, John L.",Before the crying ends / | $c: John L. Hughes.,1977,m,,777.9506557012669
nyp.33433076072648,"Washburn, Stanley,",Two in the wilderness,1914,m,mixed,776.8595041322315
mdp.39015051000894,"Virtue, Noel,",Then upon the evil season / | $c: Noel Virtue.,1988,m,,776.1065322299796
uc1.$b103181,"Hurst, Fannie,","Lummox, | $c: by Fannie Hurst.",1924,f,high_female,775.3484533838746
uc1.$b808999,"Cross, Ian,","The backward sex, | a novel.",1960,m,,774.5240693585546
uc1.$b25262,"Knowles, George Hogan.","In the grip of the jungles, | $c: by George Hogan Knowles.",1932,m,high_male,774.4178216199983
uc1.32106012223498,"Ekman, Kerstin,",Blackwater / | $c: Kerstin Ekman ; translated by Joan Tate,1995,f,high_female,772.3982022229997
uc1.32106013640393,"Freud, Esther",Gaglow / | $c: Esther Freud,1997,f,high_female,772.2282702697203
uc2.ark:/13960/t6zw1d58j,"Bojer, Johan,",Our kingdom,1920,m,,771.851453936301
uc1.$b135513,"Beckett, John B.",Savage interlude | $c: [by] John B. Beckett.,1968,m,high_male,771.2680811432231
uc1.$b395224,"La Guma, Alex.","A walk in the night, | and other stories.",1967,m,high_male,771.1727348033609
coo.31924051745200,"Haig-Brown, Roderick Langmere,","Silver : | the life story of an Atlantic salmon / | $c: by R.L. Haig- Brown; illustrated by Capt. J.P. Moreton, M.C.",1931,m,,770.7213952259315
mdp.39015066035992,"Oyono, Ferdinand,",The old man and the medal; | $c: translated from the French by John Reed.,1967,m,,770.5912076806468
mdp.39015030110863,"Richter, Hans Peter,",The time of the young soldiers / | $c: Hans Peter Richter ; translated by Anthea Bell.,1976,m,high_female,770.587240621301
inu.30000038165381,"Lively, Adam.",Blue fruit / | $c: Adam Lively.,1993,m,high_male,770.4785077047851
wu.89003729613,"Goodbody, Ernest.","How I won the war / | $c: [by] Ernest Goodbody, as told to Patrick Ryan.",1963,m,high_male,770.375734170086
inu.30000111288241,"Rhodes, Danny.",Asboville / | $c: Danny Rhodes.,2006,m,,770.3346914537386
inu.32000002543405,"Thomas, Dylan,",Selected writings [of] Dylan Thomas; | $c: edited by J. P. Harries.,1970,m,mixed,770.1520036849378
mdp.39015050127300,"King, John,",Human punk / | $c: John King.,2000,m,high_male,769.4031975669895
mdp.39015002189283,"Golding, William,","Lord of the flies, | a novel.",1955,m,high_male,769.2410066676426
uc1.$b102592,"Hanley, James,",Stoker Haslett : | a tale / | $c: by James Hanely.,1932,m,mixed,769.1657509931536
uc2.ark:/13960/t9n29t025,"Austin, F. Britten",Battlewrack,1917,u,,769.0779891424284
mdp.39015002300732,"Creeley, Robert,","The gold diggers, | and other stories.",1965,m,mixed,769.0374465946218
mdp.39015064690475,"Warner, Alan.",The worms can carry me to heaven / | $c: Alan Warner.,2006,m,high_female,768.9197479225921
mdp.39015060383323,"Leatherbarrow, Linda.",Essential kit / | $c: Linda Leatherbarrow.,2004,f,high_male,768.727510631338
uc1.$b556319,"Hendry, Frank Coutts.","Around the Horn and home again, | and other tales, | $c: by Shalimar (F.C. Hendry) ...",1929,m,high_male,768.7195392113425
uc1.32106013451924,"Gavron, Jeremy,",Moon / | $c: Jeremy Gavron,1996,m,high_male,768.3186329451131
coo.31924002887358,"Wordsworth, Jill.",Gorilla mountain / | $c: Jill Wordsworth.,1961,f,,768.2246850691815
mdp.39015050982472,"Williamson, Henry,",Collected nature stories.,1970,m,high_male,767.3743729868265
njp.32101064786484,"Austin, F. Britten",In action,1913,u,high_male,766.5560297139244
mdp.39015050498065,"Smith, Ali,",Hotel world / | $c: Ali Smith.,2001,m,high_female,765.1055705300988
inu.39000005798603,"Brlić-Mažuranić, Ivana,","Croatian tales of long ago, | $c: by Iv. Berlić-Maz̆uranić. Translated by F. S. Copeland.",1924,f,,764.868519303344
mdp.39015056303004,"Ledig, Gert,",Payback / | $c: Gert Ledig ; translated from the German by Shaun Whiteside ; introduction by Michael Hofmann.,2003,u,high_male,764.1733503149634
mdp.39015002271586,"Johnston, Jennifer,",The gates.,1973,f,,763.9071397284275
mdp.39015016434519,"Graves, Charles,","The avengers, | $c: by Charles Graves. With 17 illustrations.",1942,m,high_male,763.6921771466364
uc1.b4360930,"Watkins, Paul,",In the blue light of African dreams / | $c: Paul Watkins.,1990,m,high_male,763.6138023194769
inu.39000001136287,"Abbey, Edward,",Fire on the mountain / | $c: Edward Abbey.,1963,m,high_male,763.3481258198666
mdp.39015031886198,"Alverdes, Paul,","The whistlers' room, | $c: by Paul Alverdes.",1929,m,high_male,763.2263660017346
mdp.39015005756120,"Figes, Eva.",Light / | $c: by Eva Figes.,1983,f,high_female,763.0695962766533
mdp.39015016455506,"Ageton, Arthur Ainslie,",Hit the beach! / | $c: Arthur A. Ageton.,1967,m,high_male,763.001677635824
inu.30000005082858,"Wideman, John Edgar.",Sent for you yesterday / | $c: John Edgar Wideman.,1984,m,,762.7702694810125
uc1.32106012972540,"Dunmore, Helen,",Talking to the dead / | $c: Helen Dunmore,1996,f,mixed,762.5844332529775
mdp.39015049758967,"Frison-Roche, Roger,",Return to the mountains. | $c: Translated by Hugo Charteris.,1961,m,mixed,761.8343933781315
mdp.39015030140290,"Booth, Martin.",On the death of Archdeacon Broix.,1971,m,high_male,761.4213197969543
uc1.32106005680167,"Morpurgo, Michael.",Why the whales came / | $c: Michael Morpurgo.,1985,m,high_male,761.3851509537673
mdp.39015056247078,"Deane, John F.,",Undertow / | $c: John F. Deane.,2002,m,,761.092741170747
mdp.39015059978679,"Gay, Jackie.",Wist / | $c: Jackie Gay.,2003,u,mixed,760.9622611450045
njp.32101064787342,"Batten, Harry Mortimer,",Romances of the wild,1922,m,,760.1720612086594
mdp.39015000540248,"Palmer, Vance,",The passage / | $c: by Vance Palmer.,1930,m,,760.0144600712675
umn.31951002132614r,"pseud. Zeno,",Play dirty : | The story of the film / | $c: by Zeno.,1969,m,high_male,759.6977329974811
uc1.b3442899,"Duden, Anne,",Opening of the mouth / | $c: Anne Duden ; translated by Della Couling.,1985,f,high_male,758.4042603775379
mdp.39015029266619,"Faldbakken, Knut.",Insect summer / | $c: Knut Faldbakken ; translated from the Norwegian by Hal Sutcliffe and Torbjørn Støverud.,1991,m,high_female,757.9422673762297
mdp.39015002715749,"Rhodes, Richard,",The ungodly ; | a novel of the Donner party.,1973,m,,757.9181329875903
mdp.39015063348794,"Ma, Jian,",Stick out your tongue / | $c: Ma Jian ; translated from the Chinese by Flora Drew.,2006,u,high_male,757.8581190209964
mdp.39015016434675,"Graves, Charles,","Seven pilots, | $c: by Charles Graves; with 17 illustrations.",1943,m,high_male,757.7606900199357
uc1.$b137254,"Bojer, Johan,","Folk by the sea | $c: [by] Johan Bojer, translated from the Norwegian by Arna Heni, Louise Rourke and C. Archer.",1931,m,mixed,757.402538013033
mdp.39015051346883,"Underhill, Harold A.","Masting and rigging the clipper ship & ocean carrier, | with authentic plans, working drawings and details of the nineteenth and twentieth century sailing ship.",1946,m,,757.3727598001356
uc1.$b742633,"Tilsley, W. V.",Other ranks / | $c: W. V. Tilsley ; with an introduction by Edmund Blunden.,1931,u,high_male,757.3324769856562
uc1.32106006845306,"Tolstoy, Aleksey Nikolayevich, graf,",Nikita's childhood / | $c: Alexei Tolstoy. Translated by Violet Lansbury Dutt.,1940,u,high_female,756.8697865763575
wu.89075350546,"Higginson, Alexander Henry,",The fox that walked on the water / | $c: A. Henry Higginson ;illustrated by F. A. Stewart.,1939,m,high_male,756.7435615769559
uc1.b3475489,"Val Baker, Denys,",Karenza : | a novel of Cornwall / | $c: [by] Denys Val Baker.,1980,m,high_male,756.536205661271
uc1.32106006714205,"Figes, Eva.",Light / | $c: by Eva Figes.,1983,f,high_female,756.4417833850101
uc1.b4076279,"Langstaff,","Diary of a driver, | $c: by Langstaff, illustrated by the author.",1943,u,high_male,756.2338193214334
inu.30000125114367,"Jones, Nina.",Bush town blues : | a '70s African tale / | $c: Nina Jones.,2007,f,,755.2237586552013
mdp.39015002777806,"Steinbeck, John,",To a God unknown.,1970,m,,754.6916289694092
uc1.b5034683,"Roberts, Charles G. D.,",The ledge on Bald Face,1918,m,high_male,754.4791228941438
uc1.b4311947,"Berry, Bernard.",A lost Roman road: | a reconnaissance in the West Country.,1963,m,high_male,754.3262830942168
mdp.39015057600333,"French, Ray.",All this is mine / | $c: Ray French.,2003,m,high_male,753.8272221122652
mdp.39015011014050,"Bower, Ursula Graham,",Naga path.,1950,f,high_male,753.510329244674
uc2.ark:/13960/t18k76d1d,"Cable, Boyd.",By blow and kiss,1914,m,,753.271855270645
mdp.39015031231940,"Dunn, Nell,",Tear his head off his shoulders.,1974,f,high_female,752.953394781254
uc1.$b174765,"Reyburn, Wallace.","Rehearsal for invasion ; | an eyewitness story of the Dieppe raid, | $c: by Wallace Reyburn.",1943,m,high_male,752.8409090909091
mdp.39015031233755,"Fisher, Michael,",The voyager.,1972,m,,752.5061141121772
inu.30000107497921,"Sampson, Kevin.",Stars are stars / | $c: Kevin Sampson.,2006,m,,752.1322287133348
mdp.39015041912638,"Jackson, Carl.",Nor the battle to the strong / | $c: Carl Jackson.,1997,m,mixed,752.0194680095988
mdp.39015002719360,"Schreiner, Olive,",From man to man;,1926,f,high_female,751.9907810953359
mdp.39015063338407,"Robinson, Ray,",Electricity / | $c: Ray Robinson.,2006,m,high_male,750.341725398195
uc1.$b396466,"Bainbridge, Beryl,",Harriet said ...,1972,f,high_female,750.0846596681341
mdp.39015012334887,"Miller, Joaquin,",The one fair woman,1876,m,,749.9854756333945
mdp.39015050246282,"Sampson, Kevin.",Leisure / | $c: Kevin Sampson.,2000,m,high_female,749.9417143745304
uc1.$b63960,"Whitfield, Christopher.","Together and Alone, | two short novels | $c: by Christopher Whitfield, with engravings by John O'Conner.",1945,m,,749.7693017533066
uc1.$b252097,"Hignett, Sean.",A picture to hang on the wall.,1966,m,mixed,749.7649042249465
mdp.39015067702079,"Griffiths, Niall,",Runt / | $c: Niall Griffiths.,2007,m,,749.4027895507436
uc1.$b243929,"Mankowitz, Wolf,",My old man's a dustman / | $c: Wolf Mankowitz.,1956,u,high_male,749.3278929204721
mdp.39015054181956,"Williamson, Graeme.",Strange faith / | $c: Graeme Williamson.,2001,m,,749.3089599244912
wu.89000855502,"Calvino, Italo.","Adam, one afternoon and other stories / | $c: Italo Calvino ; translated by Archibald Colquhoun and Peggy Wright.",1957,m,mixed,749.2299580986208
uc2.ark:/13960/t92808w4j,"Mott, Lawrence,",Jules of the great heart,1905,m,high_male,748.7793259497439
mdp.39015030751708,"Jones, James,",The ice-cream headache and other stories.,1968,m,,748.5384736925265
njp.32101066122829,"Henderson, Mary.",Some wild flowers of Tuscany,1913,f,high_female,748.4041382346467
mdp.39015026502933,"Brown, John,",Rab and his friends,1872,m,high_male,748.2394366197183
uc1.$b557779,"Mackenzie, Kenneth.",Living rough / | $c: Kenneth Mackenzie.,1936,m,,747.947965110049
mdp.39015009195960,"Crisp, Robert.",The gods were neutral.,1960,m,high_male,747.8701121805168
uc1.31822028405892,"Abbey, Lloyd Robert,",The last whales / | $c: Lloyd Abbey,1990,m,high_male,747.7497977346278
mdp.39015053235845,"Yeates, Victor M",Winged victory. | $c: [With a new pref. and a tribute by Henry Williamson],1961,m,high_male,747.7276786133905
mdp.39015009057962,"O'Flaherty, Liam,",Short stories.,1961,m,high_male,747.6284399361323
wu.89006594758,"McKee, Alexander,",The Coal-Scuttle Brigade / | $c: by Alexander McKee.,1957,m,high_male,747.2818588222308
mdp.39015066998314,"Wade, Aubrey.","The war of the guns; | western front, 1917 & 1918, | $c: by Aubrey Wade; with an introduction by Edmund Blunden; illustrated from photographs.",1936,m,high_male,747.2497059434028
uc1.32106005301624,"Williams, Raymond.",Border country : | a novel / | $c: by Raymond Williams.,1978,m,,746.9250422326776
uc1.b3327637,"Quiller-Couch, Arthur Thomas,",I saw three ships,1892,m,,745.9841188269814
mdp.39076005056150,"Fleming, Ian,",On Her Majesty's secret service.,1963,m,high_male,745.6425530129832
nyp.33433066630330,"Gwynn, Stephen Lucius,",Fishing holidays,1904,m,high_male,745.4814983750499
uc1.$b244444,"Brand, Christianna,",Cat & mouse | $c: [by] Christianna Brand [pseud.],1950,f,high_female,745.0434348892306
uc1.b4538467,"Beaty, David.",The white sea-bird / | $c: David Beaty.,1979,m,,744.7127826136336
uc1.b3346079,"Blight, Leslie,",Love and idleness.,1958,m,,744.5185827269001
mdp.39015005616647,"Brown, Oliver Madox-,",The Dwale bluth,1876,m,high_female,744.1526857860113
uc1.$b185714,"Heinrich, Willi,",The crumbling fortress. | $c: Translated from the German by Michael Glenny.,1963,m,high_male,743.1115249207135
mdp.39015066824247,"Feaver, Jane,",According to Ruth / | $c: Jane Feaver.,2007,f,,743.0123069856667
uc1.b3472671,"Cooney, Michael.",Ten days to oblivion.,1968,m,high_male,742.7156732051038
mdp.39015014584984,"Parkin, Ray.",Out of the smoke; | the story of a sail. | $c: Wtih an introd. by Laurens van der Post.,1960,m,high_male,742.6795656758106
mdp.39015066824023,"Mercurio, Jed.",Ascent / | $c: Jed Mercurio.,2007,m,high_male,742.6098552695229
njp.32101068598281,"Ford, Ford Madox,",The queen who flew,1894,m,high_female,742.2871723498029
mdp.39015067702061,"Hall, Steven,",The raw shark texts / | $c: Steven Hall.,2007,m,high_male,742.2480172035055
uc1.$b243560,"O'Faoláin, Seán,",Midsummer night madness : | and other stories / | $c: Seán O'Faoláin ; with an introd. by Edward Garnett.,1932,u,,742.090529762848
uc1.b3435560,"Smith, Wilbur A.",Shout at the devil | $c: [by] Wilbur Smith.,1968,m,high_male,742.0385447799649
mdp.39015027340721,"Kähnert, Maria Elisabeth,","Jagdstaffel 356, by M. E. Kähnert; translated from the German by Claud W. Sykes.",1935,f,high_male,741.9955954599357
uc1.$b322792,"Bowen, Elizabeth,","Joining Charles, and other stories, | $c: by Elizabeth Bowen.",1929,f,high_female,741.881506271194
uc1.$b313819,"Vring, Georg von der,",Private Suhren; | the story of a German rifleman | $c: [by] Georg von der Vring; translated by Fred Hall ...,1929,u,high_male,741.2081440349991
uc1.b3578832,"Housman, Laurence,","Moonshine & clover, | $c: by Laurence Housman ; engraved by Clemence Housman.",1924,m,high_male,741.1376015715689
nyp.33433022846897,"Rasmussen, Knud,",Eskimo folk-tales,1921,u,high_male,740.9276919471436
uc1.$b236286,"Clapham, Walter.",Night by my witness : | a novel / | $c: by Walter Clapham.,1952,m,high_male,740.8885221223691
uc1.$b312595,"Strachey, Julia Frances,",The man on the pier : | a novel / | $c: Julia Strachey.,1951,f,mixed,740.1428506160242
uc1.$b396517,"Hill, Susan,",I'm the king of the castle,1973,f,,739.465592655147
mdp.39015022004801,"Buchan, James.",Slide / | $c: James Buchan.,1991,m,high_female,739.4619479211624
mdp.39015018386261,"Allen, Hugh,",The lonely tiger / | $c: Hugh Allen.,1987,m,mixed,739.197805268372
mdp.39015055226602,"Grieg, Nordahl,",The ship sails on / | $c: by Nordahl Grieg ; translated from the Norwegian by A.G. Chater.,1927,u,high_male,739.0696813077661
mdp.39015047637833,"Jackowska, Nicki.",The islanders : | a novel / | $c: Nicki Jackowska.,1987,f,high_female,738.9673999340425
uc1.$b236083,"Comfort, Alex,",No such liberty / | $c: by Alex Comfort.,1941,m,mixed,738.4009517167822
uc1.32106010929930,"Babelʹ, I. (Isaak),",Red cavalry,1929,u,high_male,738.2420971472629
uc1.$b802449,"De Mendelssohn, Peter,",The hours and the centuries; | a tale.,1944,m,,737.5908677873693
uc1.b3435551,"Storey, David,",Saville / | $c: David Storey.,1976,m,,736.799808362504
mdp.39015066053508,"Bowles, Paul,",A little stone; | stories.,1950,m,mixed,736.7706331893501
njp.32101067643955,"Fenn, George Manville,",Devon boys,1887,m,high_male,736.6344075918444
inu.32000009080054,"Mitchison, Naomi,",Men and herring : | a documentary / | $c: by Naomi Mitchison and Denis MacIntosh.,1949,f,high_male,736.1200736120073
mdp.39015082746192,"Simms, Chris,",Savage moon / | $c: Chris Simms.,2007,m,high_male,736.0452059260333
mdp.39015014510633,"Mansfield, Katherine,",Something childish and other stories / | $c: by Katherine Mansfield.,1929,f,,735.8278419037589
mdp.39015009194203,"Masters, John,",The Himalayan concerto : | a novel of adventure / | $c: by John Masters.,1976,m,high_male,735.3202120788411
uc1.b4855933,"Jensen, Johannes V.",The long journey ; Fire and ice,1922,u,high_male,735.2741922371666
uc1.$b283004,"Dearden, Harold,",Medicine & duty : | a war diary / | $c: by Harold Dearden.,1928,m,,735.0747858695189
