htid,author,title,year,authgender,female_category,political_content
uc2.ark:/13960/t6j09zj6g,"Steevens, G. W.",Monologues of the dead,1902,m,high_male,178.99981546410777
mdp.39015054174043,"Ambler, Eric,",The night-comers.,1956,m,mixed,178.0086377961947
mdp.39015048915105,"Ackroyd, Peter,",The Plato papers : | a novel / | $c: Peter Ackroyd,1999,m,high_male,176.06207818460436
dul1.ark:/13960/t6834jn51,E. W.,The island of anarchy,1887,f,high_male,175.77781683951486
mdp.39015059376239,,The New British novelist;,1830,u,,175.58592258951066
mdp.39015082703748,"Ludlow, Jack,",The sword of revenge / | $c: Jack Ludlow.,2008,m,,175.34993414805967
dul1.ark:/13960/t0ns1dw70,"Dick,",James Ingleton,1893,m,high_male,175.31021061350532
uc2.ark:/13960/t6sx6503p,"Escott, T. H. S.",A trip to Paradoxia and other humours of the hour,1899,m,,175.00230266187714
uc1.$b614959,"Frank, Leonhard,",The cause of the crime / | $c: by Leonhard Frank.,1928,u,high_male,174.38529184624198
mdp.39015013299352,"Farah, Nuruddin,",Close sesame : | a novel / | $c: by Nuruddin Farah.,1983,m,mixed,173.8947650032008
wu.89087924775,"Austin, F. Britten (Frederick Britten),","The war god walks again,/ | $c: by F. Britten Austin.",1926,m,high_male,173.55371900826447
uc1.b4505377,"Tantri, K'tut.",Revolt in paradise.,1960,u,high_male,173.2234164666597
dul1.ark:/13960/t1hh76r0w,"Johnston, William,",Under which king?,1873,m,mixed,173.14143490964182
mdp.39015012171479,"Jones, Mervyn,",Joseph / | $c: Mervyn Jones.,1970,m,,172.9288492035848
inu.30000044733792,"Mellah, Fawzi,",Elissa / | $c: Fawzi Mellah ; translated by Howard Curtis.,1990,u,,172.8042949416995
uc2.ark:/13960/t7xk86x50,"Beresford, J. D.","Revolution, a novel",1921,m,high_male,172.36586043925493
uc1.b3327357,"Scargill, William Pitt,",Truckleborough hall;,1827,m,,172.08966015907447
mdp.39015014606308,"Monbiot, George,",Poisoned arrows : | an investigative journey through Indonesia / | $c: George Monbiot.,1989,m,high_male,171.99058226326247
mdp.39015063749645,"Crawford, F. Marion",An American politician,1884,m,mixed,171.6934699250272
uiuo.ark:/13960/t20c5g68c,"Helps, Arthur,",Ivan de Biron;,1874,m,,171.47938013379627
mdp.39015025005714,"Sciascia, Leonardo.",The knight and death & other stories / | $c: Leonardo Sciascia; translated by Joseph Farrell and Marie Evans.,1991,m,high_male,170.86966768795662
njp.32101067491678,"Libedinskiĭ, I︠U︡. (I︠U︡riĭ),","A week, | $c: by Iury Libedinsky. Translated, and with an introduction by Arthur Ransome.",1923,u,,170.80130808806683
wu.89099400848,"Klimov, Grigoriĭ Petrovich.","The terror machine; | the inside story of the Soviet administration in Germany, | $c: by Gregory Klimov.  Translated from the German by H. C. Stevens.  Introduced by Edward Crankshaw and Ernst Reuter.",1953,u,,170.57059667115726
uc1.$b244926,"Spewack, Samuel,",The busy busy people / | $c: by Samuel Spewack.,1949,m,,170.10718031361114
uiuo.ark:/13960/t4th92p92,"Murray, Hamilton.",Léonie Vermont,1849,m,mixed,170.04048582995952
mdp.39015064447942,"Neumann, Alfred,","Six of them, | $c: by Alfred Neumann, translated from the German by Anatol Murad.",1945,m,,169.62282295117
uc1.$b686215,"Bennett, M. R.","Challenge! | Christ or compromise,",1938,u,high_male,169.4966554677805
uc1.$b189577,"Marceau, Félicien,",The king's man. | $c: Translated from the French by David Hughes and Marie-Jacqueline Mason.,1954,u,mixed,169.4281507793695
mdp.39015018991425,"Livia, Anna,",Bulldozer rising / | $c: Anna Livia.,1988,f,high_male,168.78342245989305
mdp.39015034864994,"Norquay, Glenda,",Voices and votes : | a literary anthology of writings of the women's suffrage campaign / | $c: Glenda Norquay.,1995,f,high_female,168.31474857984432
mdp.39015018993504,"Hopkins, John,",In the Chinese mountains / | $c: John Hopkins.,1990,m,mixed,168.2731878623818
njp.32101065848275,"Murray, Eustace Clare Grenville,",The member for Paris,1871,m,,167.56365288763294
mdp.39015018885163,"Sharqāwī, ʻAbd al-Raḥmān,",Egyptian earth / | $c: Abdel Rahman al-Sharqawi ; translated by Desmond Stewart ; foreword by Robin Ostle.,1990,u,high_male,167.46602262500141
uc1.$b675646,"Garnett, Edward,",Papa's war & other satires / | $c: by Edward Garnett.,1923,m,high_male,167.44964882087538
coo.31924079479493,"Samarow, Gregor,",For sceptre and crown,1875,m,high_male,166.7765947422972
uiuo.ark:/13960/t07w6ww9z,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,166.76773802304427
mdp.39015059178874,"Vassanji, M. G.",The in-between world of Vikram Lall / | $c: M.G. Vassanji.,2004,u,,166.61751695664995
dul1.ark:/13960/t7gq7p55w,"Morgan,",Florence Macarthy,1818,f,mixed,166.40583212821173
inu.39000000965470,"Sharp, Colin Ainsworth.",Border line / | $c: Colin Ainsworth Sharp.,1984,m,,166.24503071919045
uiuo.ark:/13960/t6qz2x06f,"Wraxall, Lascelles,","Fides, or, The beauty of Mayence",1866,m,,165.66183260007605
mdp.39015068639692,"Thackeray, William Makepeace,",The Yellowplush correspondence;,1911,m,,165.32349625333137
mdp.39015011600338,,From Trinidad : | an anthology of early West Indian writing / | $c: edited by Reinhard W. Sander with the assistance of Peter K. Ayers.,1978,u,mixed,165.29511918274687
uc2.ark:/13960/t4gm87x4d,"Belloc, Hilaire,",Mr. Clutterbuck's election,1908,m,high_male,164.99085376788895
dul1.ark:/13960/t2h713c5c,"Griffith, George Chetwynd.",Olga Romanoff,1897,m,,164.7346763131707
mdp.39015028035239,"Aldanov, Mark Aleksandrovich,",The fifth seal / | $c: by Mark Aldanov ; translated from the Russian by Nicholas Wreden.,1945,m,high_female,164.3962044665776
mdp.39015010944059,"Barea, Arturo,",The clash. | $c: Translated from the Spanish by Ilsa Barea.,1946,u,high_male,164.185083418435
mdp.39015062611069,"Bucknell, Katherine.",Leninsky Prospekt / | $c: Katherine Bucknell.,2005,f,,164.14945845669527
uc2.ark:/13960/t10p0xs0f,"Harding, Ellison.",The woman who vowed,1908,m,high_female,164.1218806753212
nyp.33433075761290,"Dickinson, H. N.",Things that are Caesar's,1906,u,,163.94935786501503
nyp.33433074938816,"Lytton, Edward Bulwer Lytton,",Alice;,1838,m,,163.87263818560214
uiuo.ark:/13960/t6b28cj6w,Author of Cynthia.,Lemuel,1883,u,mixed,163.6968656075569
inu.30000127302705,"Satish Kumar,",Earth pilgrim / | $c: Satish Kumar ; in conversation with Echan Deravy and Maya Kumar Mitchell.,2009,u,,163.50423899878885
uc1.$b23786,"Gollomb, Joseph,","Pirates, old and new, | $c: by Joseph Gollomb ... woodcuts by Clyde A. Nordquist.",1931,m,high_male,163.20842082099338
mdp.39015051144783,"Byrne, Donn,","The power of the dog, | $c: by Donn Byrne.",1929,m,,162.90794542969866
inu.32000001012725,"Chernova-Kolbasina, Olʹga E.",New horizons : | reminiscences of the Russian Revolution / | $c: by Olga Tchernoff ; translated from the French by Crystal Herbert.,1936,u,high_female,162.45888074912716
uiuo.ark:/13960/t22b9d63x,"Gore,",The ambassador's wife,1842,f,high_female,162.40930675940473
nyp.33433074964952,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,162.35983187411802
uiuo.ark:/13960/t3611jx79,"Martineau, Harriet,",The hour and the man,1841,f,,162.31063758947894
mdp.39015048890985,"Lusweti, B. M. (Bramwell M.)",The way to the town hall.,1984,u,,162.05238290663047
uc2.ark:/13960/t9377c56z,"Mackay, Charles,",Luck;,1881,m,,161.68727106227107
inu.32000009943616,"Freiwald, Ludwig,","Last days of the German fleet, | $c: by Ludwig Freiwald; translated by Martin Moore; with an introduction by Hector C. Bywater.",1932,m,high_male,161.45684598993915
uiuo.ark:/13960/t2697r439,"Maitland, Edward,",By and by,1873,m,high_female,161.42176529588767
njp.32101063580326,"Hume, Fergus,",The harlequin opal,1893,m,high_male,161.16504854368932
hvd.hwspyj,"Zschokke, Heinrich,",The bravo of Venice,1805,m,,161.0649233757313
mdp.39015013142446,"Gore,",Polish tales,1833,f,high_male,160.8667104399212
mdp.39015032855374,"Zola, Émile,",His excellency <Son exc. Eugène Rougon>,1897,m,high_male,160.7952053793305
njp.32101065848234,"Murray, Eustace Clare Grenville,",The member for Paris,1871,m,,160.71090943467576
mdp.39015031237046,"Green, F. L. (Frederick Lawrence),",A fragment of glass.,1947,m,,160.58805026240418
mdp.39015022027471,"Shirazi, Manny,",Siege of Azadi Square / | $c: Manny Shirazi.,1991,m,high_female,160.5706022728281
dul1.ark:/13960/t0ht39p7x,"Mears, A. Garland","Mercia, the astronomer royal",1895,m,,160.50714863771245
mdp.39015016440920,"Haliburton, Thomas Chandler,","The attaché, or, Sam Slick in England",1844,m,high_male,160.17435372274082
inu.39000004510439,"Esfandiary, F. M.",The day of sacrifice / | $c: Fereidoun Esfandiary.,1960,u,high_male,160.13909224011712
inu.30000112879758,"Newcomb, Covelle,",Larger than the sky : | a story of James Cardinal Gibbons / | $c: by Covelle Newcomb ; illustrated by Addison Burbank.,1945,u,high_male,159.98564614763535
uiuo.ark:/13960/t1gj04q5d,"Sturgis, Julian,",John Maidment,1885,m,,159.8157418505723
uc1.b3325463,"Lytton, Edward Bulwer Lytton,",The Parisians,1873,m,mixed,159.46420028703557
nyp.33433075727531,"Fortescue, Walter.",An Irish patriot,1898,m,high_male,159.44382243116658
mdp.39015050183634,"Waṭṭār, al-Ṭāhir",The earthquake / | $c: Tahir Wattar ; translated from the Arabic and introduction by William Granara ; preface by Gaber Asfour,2000,u,high_male,159.393443329169
uiuo.ark:/13960/t4gm8gc63,Blue Tunic,From the peasantry to the peerage,1860,u,,159.19979574365829
mdp.39015047680346,"Fabricius, Johan,",Java revisited.,1947,m,high_male,159.19684474722123
uc1.32106013781627,"Dobbs, Michael,",The buddha of Brewer Street / | $c: Michael Dobbs,1998,m,high_male,159.15405573089478
dul1.ark:/13960/t3hx21f7z,"Newte, Horace W. C.",The master beast,1907,m,high_female,159.1338360177873
uiuo.ark:/13960/t5j96gx5t,"Crumpe,","Geraldine of Desmond, or, Ireland in the reign of Elizabeth",1829,f,,158.87079527053862
mdp.39015063560489,"Howitt, William,",The man of the people,1860,m,,158.538179916318
dul1.ark:/13960/t4hm5x20q,"Fox, S. M.",Our own Pompeii,1887,u,mixed,158.4808680753855
uiuo.ark:/13960/t9g45br3b,"Wilks, John,","The Tory baronet, or Tories, Whigs, and Radicals",1841,m,mixed,158.15298936184593
mdp.39015003940312,"Gogarty, Oliver St. John,",Tumbling in the hay ...,1939,m,,157.97931742039748
mdp.39015046784271,"Kourouma, Ahmadou.",The suns of independence / | $c: Ahmadou Kourouma ; translated from the French by Adrian Adams.,1981,u,high_male,157.83365570599614
uc2.ark:/13960/t9h41mt6s,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,157.63891929763105
mdp.39015021870673,"Gray, Alasdair.","McGrotty and Ludmilla, or, The Harbinger report / | $c: Alasdair Gray.",1990,u,high_male,157.61762634561856
mdp.39015047667145,"Black, William,",Green pastures and Piccadilly,1877,m,high_female,157.54821804673378
mdp.39015082715627,"Lathrop, John.",The desert contract / | $c: John Lathrop.,2008,m,,157.264802171464
mdp.39015031605572,"Jovanovski, Meto,","Faceless men & other Macedonian stories / | $c: by Meto Jovanovski ; edited with an introduction by Jeffrey Folks ; translated by Jeffrey Folks, Milne Holton and Charles Simic.",1992,u,,157.1219591482906
uc1.b3324302,"Croly, George,","Marston, or, The soldier and statesman",1846,m,,156.84045431100725
inu.30000103145904,"Atasü, Erendiz.",The other side of the mountain / | $c: Erendiz Atasü ; translated by Erendiz Atasü and Elizabeth Maslen.,2000,u,,156.69038374361907
uiuo.ark:/13960/t3cz3gr8b,,"Bellegarde, the adopted Indian boy",1832,u,,156.06710885680843
uc1.b3632621,"Foster, Harry L.",The adventures of a tropical tramp,1922,m,high_male,155.68082378558782
nyp.33433074870852,"Hocking, Salome.",Belinda the backward,1905,f,,155.6094203549092
mdp.39015014184918,"Condé, Maryse.",A season in Rihata / | $c: Maryse Condé ; translated from the French by Richard Philcox.,1988,f,,155.4718174391947
uc1.$b803987,"Tanton, Ernest Coveney.",If twelve today / | $c: by Ernest C. Tanton.,1937,m,,155.36971236337598
uiuo.ark:/13960/t4wh3865p,"Collins, Wilkie,",After dark,1856,m,,155.3291607656814
inu.39000004505157,"Dark, Eleanor,",No barrier / | $c: by Eleanor Dark.,1954,f,mixed,155.28751647877345
mdp.39015060403303,"Wilson, Anna,",Hatching stones / | $c: Anna Wilson.,1991,f,,155.05108734544586
njp.32101067708329,"Beresford Hope, A. J. B.",The Brandreths,1882,m,,155.03001944922062
mdp.39015066069512,"Greene, Graham,",The collected edition.,1970,m,,154.90328474401238
uc1.$b87214,"Dark, Eleanor,",No barrier.,1953,f,mixed,154.66961632561234
uc2.ark:/13960/t41r6qp2p,"Bryusov, Valery Yakovlevich,","The Republic of the Southern Cross, and other stories",1913,u,high_female,154.45719329214475
nyp.33433074964960,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,154.27389550062728
mdp.39015028873076,"Vaughan, Tom.",No second prize / | $c: Tom Vaughan.,1993,m,mixed,154.06017544464757
mdp.39015005658656,"Sillitoe, Alan.",Travels in Nihilon.,1971,m,high_male,154.05560332473488
mdp.39015005719573,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,,153.88910451521528
uc2.ark:/13960/t38054f9t,"Belloc, Hilaire,",Pongo and the bull,1910,m,,153.81406746962824
inu.30000100855364,"Plivier, Theodor,",Berlin | $c: [by] Theodor Plievier; [translated from the German by Louis Hagen],1969,m,high_male,153.44042196116038
mdp.39015030735255,"Belloc, Hilaire,",A change in the Cabinet,1909,m,,153.3983963648726
mdp.39015064983268,"Holman, Michael,",Fatboy and the dancing ladies : | an African tale / | $c: Michael Holman.,2007,m,,153.3571614084124
mdp.39015013299287,"Farah, Nuruddin,",A naked needle / | $c: Nuruddin Farah.,1976,m,high_female,153.30602691632532
mdp.39015059449325,"Dilnot, Frank,",The adventures of a newspaper man,1913,m,,153.25670498084293
mdp.39015067683626,"Torday, Paul,",Salmon fishing in the Yemen / | $c: Paul Torday.,2007,m,mixed,153.1673175432368
uc1.32106012449234,"Mastretta, Angeles,",Mexican bolero / | $c: Angeles Mastretta ; translated by Ann Wright.,1989,f,mixed,153.05853169367182
coo.31924003623588,"Crowder, Dorothy Elizabeth.",The flying nation. | $c: Illustrated by Helen Haywood.,1952,f,high_female,152.83615269721074
mdp.39015005213262,"Steegmann, Mary G.",Bianca Cappello,1913,f,,152.78838808250572
mdp.39015033860209,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,152.15553677092137
mdp.39015017721922,"De Rosa, Peter,",Rebels : | the Irish rising of 1916 / | $c: Peter De Rosa.,1990,m,high_male,152.12351572442932
nyp.33433074935135,"Capes, Bernard Edward Joseph,",Adventures of the Comte de la Muette during the reign of terror,1898,m,,151.85445039261103
uc1.b2801628,"Arnothy, Christine,",The captive Cardinal : a novel.,1964,f,,151.72163168892524
pst.000011793625,"Sahle Sellassie Berhane Mariam,",Firebrands / | $c: [by] B. M. Sahle Sellassie.,1979,f,mixed,151.45184875705036
mdp.39015008568647,"(Herbert George), Wells, H. G.",The holy terror.,1939,m,high_male,151.09906582402954
nyp.33433074928833,"Belloc, Hilaire,","Emmanuel Burden, merchant, of Thames St., in the city of London, exporter of hardware",1904,m,high_male,151.04166666666666
uc1.32106012726623,,The literature of struggle : | an anthology of Chartist fiction / | $c: [edited by] Ian Haywood,1995,u,,150.96489354126612
mdp.39015082719298,"Frost, Toby.",Isambard Smith and the God Emperor of Didcot / | $c: Toby Frost.,2008,m,mixed,150.91138641205714
uc1.b4948999,"Wilson, Barbara Ker,",Jane Austen in Australia / | $c: Barbara Ker Wilson.,1984,f,high_female,150.63633292037392
mdp.39015080879938,"Stock, Jon.",Dead spy running / | $c: Jon Stock.,2009,m,,150.37885770279317
mdp.39015017905889,"Ngũgĩ wa Thiongʼo,",Matigari / | $c: Ngũgĩ Wa Thiong'o ; translated from the Gĩkũyu by Waugũi wa Goro.,1989,u,high_male,150.12923495999132
mdp.39015031309944,"Thiha, Maung.",The Chindits and the stars / | $c: by Maung Thiha.,1971,u,,150.07553470620974
uc1.$b295058,"Hobart, Alice Tisdale,","Within the walls of Nanking, | $c: by Alice Tisdale Hobart; proem by Florence Ayscough.",1928,f,high_male,149.7944680554588
mdp.39015028303462,"Chaves Nogales, Manuel,",And in the distance a light-- ?,1938,m,high_male,149.6899280062727
uc1.32106014833021,"Stock, Francine",A foreign country / | $c: Francine Stock,1999,f,mixed,149.01649115835485
mdp.39015064876025,"Ngũgĩ wa Thiongʼo,",Wizard of the crow / | $c: Ngũgĩ Wa Thiongʼo.,2006,u,mixed,149.01392028892775
uc1.32106005264780,"Williams, Raymond.",The Volunteers / | $c: [by] Raymond Williams.,1978,m,,148.88706915804363
uc2.ark:/13960/t7br8pf30,"Russell, George William Erskine,","""For better? For worse?""",1902,m,,148.70171960193693
uc1.b3325462,"Lytton, Edward Bulwer Lytton,",The Parisians,1873,m,mixed,148.61199284353899
coo.31924003427071,"McNicol, Harry B.",The young beekeeper.,1953,m,high_male,148.57264140931764
uc1.$b244757,"Macaulay, Rose, Dame.","What not, | a prophetic comedy.",1924,f,,148.54945823138763
uiuo.ark:/13960/t5h99gv86,"Eaton, Charlotte A.",Vittoria Colonna,1827,f,high_male,148.3261673644881
nyp.33433073355830,"Gogolʹ, Nikolaĭ Vasilʹevich,",Home life in Russia,1854,m,high_male,147.59157386287401
uc2.ark:/13960/t8cf9mk7r,"Wingate, Ashmore Kyle Patterson,",That mighty city: a study in contemporary manners,1911,u,,147.57842783047465
uc2.ark:/13960/t9w09342r,"Prince, Edward.","Wake up, England!",1910,m,,147.33051144734688
wu.89005062575,"Martineau, Harriet,",Sowers not reapers;,1833,f,,147.2404293720908
mdp.39015064755526,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,147.22279716637846
uc1.32106019033940,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,146.97826057909435
mdp.39015070701001,"Yan, Lianke,",Serve the people! / | $c: Yan Lianke ; translated by Julia Lovell.,2007,u,high_male,146.94929242909194
