htid,author,title,year,authgender,female_category,park
mdp.39015084096117,"Moyes, Jojo,",The horse dancer / | $c: Jojo Moyes.,2009,f,high_female,26.23776664130349
mdp.39015066049530,"(Jerome David), Salinger, J. D.",The catcher in the rye / | $c: J. D. Salinger.,1951,u,,26.148348295999302
mdp.39015011681288,,The Female line : | Northern Irish women writers / | $c: edited by Ruth Hooley.,1985,u,,26.107842795975913
uc1.32106009834794,,The Female line : | Northern Irish women writers / | $c: edited by Ruth Hooley.,1985,u,,26.060216473531508
mdp.39015053778448,"Jagendorf, Zvi,",Wolfy and the strudelbakers / | $c: by Zvi Jagendorf.,2001,m,high_male,26.05674580196873
mdp.39015014661493,"Hornstein, Erika von,",Russians in my home. | $c: Translated from the German by Ingrid Enway Gunvaldsen.,1960,f,high_male,26.02237924615169
uc1.b3339470,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,26.006449599500677
mdp.39015059417710,"James, G. P. R.",The Step-mother,1846,m,mixed,25.715331282700504
mdp.39015000538689,"Osbourne, Ivor.",The mercenary / | $c: Ivor Osbourne.,1977,m,high_male,25.701159764834387
mdp.39015059974694,"Judd, Alan.",The Kaiser's last kiss / | $c: Alan Judd.,2003,m,high_male,25.699945576585836
uc1.32106018625274,"Tsushima, Yūko.",The shooting gallery and other stories / | $c: Yūko Tsushima ; selected and translated by Geraldine Harcourt.,1988,u,mixed,25.592003251689825
uc1.32106012273410,"Healy, Dermot,",Sudden times,1999,m,mixed,25.56862396335905
inu.30000101078529,"McAdam, Colin.",Some great thing / | $c: Colin McAdam.,2004,m,mixed,25.554906542056074
inu.30000109969711,"Russell, Craig,",Brother Grimm / | $c: Craig Russell.,2006,m,mixed,25.422113001292292
mdp.39015056165155,"Parsons, Tony,",Man and wife / | $c: Tony Parsons.,2002,m,mixed,25.403388286410063
uiuo.ark:/13960/t3zs3dq8m,"Wood, Kate,",Sir Cyrus of Stonycleft,1867,f,,25.386751289170963
mdp.39015061190032,"Sambrook, Clare.",Hide & seek / | $c: Clare Sambrook.,2005,f,,25.351924744812862
uiuo.ark:/13960/t3514n62j,"Oliphant,",The second son,1888,f,mixed,25.33783783783784
mdp.39015067683600,"Govinden, Niven,",Graffiti my soul / | $c: Niven Govinden.,2007,u,high_male,25.308009985160304
uiuo.ark:/13960/t4nk4176m,"MacDonald, George,",Wilfrid Cumbermede,1872,m,mixed,25.305778152678194
mdp.39015049624565,"Vallejo, Fernando.",Our lady of the assassins / | $c: Fernando Vallejo ; translated by Paul Hammond.,2001,m,high_female,25.248601615910502
uc1.32106015546069,"Wallington, Mark","Happy birthday, Mr Shakespeare / | $c: Mark Wallington",1999,m,mixed,25.24665986689961
mdp.39015042857477,"Tremain, Rose.",The garden of the Villa Mollini and other stories / | $c: by Rose Tremain.,1987,f,mixed,25.184838727086294
mdp.39015043786907,"McCabe, John (C. John)",Stickleback / | $c: John McCabe.,1998,m,high_male,25.17623363544814
mdp.39015032226394,"Gee, Sue.",Letters from Prague / | $c: Sue Gee.,1994,f,high_female,25.171201184527114
uc1.b3339476,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,25.14553571852182
mdp.39015031241113,"Jacobson, Dan.",The wonder-worker; | a novel.,1973,m,,25.122714799211533
uc1.32106015032573,"Newman, Jenny",Life class / | $c: Jenny Newman,1999,f,high_female,25.113942889033577
njp.32101066597434,"Baring-Gould, S.",Arminell,1890,m,,25.083480960070233
mdp.39015018991425,"Livia, Anna,",Bulldozer rising / | $c: Anna Livia.,1988,f,high_male,25.066844919786096
uc1.b4084798,"Scott, J. M. (James Maurice),",Dingo | $c: [by] J.M. Scott.,1966,m,high_male,25.053686471009307
mdp.39015067702079,"Griffiths, Niall,",Runt / | $c: Niall Griffiths.,2007,m,,25.044309162364183
inu.39000002585144,"Burley, W. J. (William John)",The schoolmaster : | a novel / | $c: by W. J. Burley.,1977,m,,24.998437597650145
uc1.$b404051,"Garrett, George,","A wreath for Garibaldi, | and other stories.",1969,m,,24.960133120709976
uiuo.ark:/13960/t78s51318,"Chatterton, Georgiana,",The lost bride,1872,f,high_female,24.88575177593774
uiuo.ark:/13960/t6d22890z,"Anderson,","The three paths, or, Truth, vanity, and profession",1852,f,high_female,24.84815019326339
uc1.b4974531,"Lowndes, Natalya.",Angel in the sun / | $c: Natalya Lowndes.,1989,u,,24.847683698925586
mdp.39015058209969,"Cross, Neil.",Always the sun / | $c: Neil Cross.,2004,m,high_male,24.826216484607745
uc1.b3047254,"Richardson, Dorothy M.",Backwater,1917,f,high_female,24.781612043863454
uiuo.ark:/13960/t3cz3km8s,"Edwards, Amelia Ann Blanford,",Barbara's history,1864,f,,24.763815113356365
uc2.ark:/13960/t00001c80,"Robinson, F. W.",Coward conscience,1879,m,mixed,24.760238358561264
uiuo.ark:/13960/t75t4534d,"MacCabe, William Bernard,",Agnes Arnold,1860,m,,24.69386865767035
uiuo.ark:/13960/t56d69q4h,"Hartstonge, Matthew Weld,",The eve of All-Hallows;,1825,m,high_male,24.693390402502263
mdp.39015059422199,"Jefferies, Richard,",World's end,1877,m,,24.647820563866293
uiuo.ark:/13960/t70v92n03,"Pardoe,",The poor relation,1858,f,high_female,24.5868530584289
uiuo.ark:/13960/t1ng4x65k,"Baring-Gould, S.",Court Royal,1886,m,,24.581768521679756
mdp.39015084096679,"Shaw, Fiona.",Tell it to the bees / | $c: Fiona Shaw.,2009,f,,24.52617958237836
mdp.39015070757193,,Dinaane : | short stories by South African women / | $c: edited by Maggie Davey.,2007,u,high_female,24.305632277879663
uiuo.ark:/13960/t9086s66d,"Lennox, William Pitt,","Compton Audley; or, Hands not hearts",1841,m,,24.300492952857045
mdp.39015032951694,"Conlon, Evelyn.",Taking scarlet as a real colour / | $c: Evelyn Conlon.,1993,f,high_female,24.18145765826764
uiuo.ark:/13960/t52f89c1f,"James, G. P. R.",A whim and its consequences,1850,m,,24.178729165995037
mdp.39015080862637,"Cole-Adams, Kate.",Walking to the moon / | $c: Kate Cole-Adams.,2009,f,high_female,24.09607994825684
uiuo.ark:/13960/t73v07151,"Sturgis, Julian,",Dick's wandering,1882,m,mixed,24.042139313269075
mdp.39015056498143,"Youngblood, Shay.",Black girl in Paris / | $c: Shay Youngblood.,2000,f,mixed,24.015369836695484
uc1.b3327388,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,,24.000738484261053
uiuo.ark:/13960/t2s47b39b,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,23.992733629243716
uc1.32106014720913,"Magrs, Paul,",Could it be magic? / | $c: Paul Magrs,1997,m,high_female,23.960525035004828
inu.30000110556754,"Lambert, Charles,",Little monsters / | $c: Charles Lambert.,2008,m,high_female,23.954554787488878
mdp.39015050531303,"Dodds, Robert.","Rattlesnake, and other tales / | $c: Robert Dodds.",2001,m,,23.949910472953707
mdp.39015029517003,"Levy, Deborah.",Swallowing geography / | $c: Deborah Leby.,1993,f,mixed,23.898669640723334
mdp.39015063338167,"Stekelman, Greg.",A year in the life of TheManWhoFellAsleep / | $c: Greg Stekelman.,2006,m,high_male,23.892122289438728
mdp.39015051348707,"Bermant, Chaim,",The companion : | a novel / | $c: Chaim Bermant.,1987,u,high_female,23.88281498779323
uc1.32106018065802,"Cunningham, Michael,",Specimen days / | $c: Michael Cunningham,2005,m,,23.86818601786264
uc1.b4545939,"Ward, Graham.",Intersections.,1969,m,high_male,23.8028793276097
inu.30000110447988,"Beauchamp, Michelle.",On the streets : | a journey through London with the young homeless / | $c: Michelle Beauchamp ; photographs by Glynn Griffiths.,1989,f,,23.7029233605478
uc2.ark:/13960/t8rb6zm3n,"Streeter, Edward.","""Thats me all over, Mable,""",1919,m,high_male,23.671440407148776
uc1.b2795239,"Carew, Jan.",The last barbarian / | $c: Jan Carew.,1961,u,mixed,23.65076910481839
uc1.32106019491643,"Oulton, Caroline",Unsafe attachments / | $c: Caroline Oulton,2008,f,high_female,23.649397679402853
uiuo.ark:/13960/t6h13cz91,"Fenn, George Manville,",The sapphire cross,1871,m,,23.643202579258464
uc1.$b562035,"McDougall, Ian.",African turmoil.,1954,m,high_male,23.566378633150038
uiuo.ark:/13960/t4gm8r25w,"Braddon, M. E.",The Lovels of Arden,1871,f,,23.522574753358885
uc1.$b614939,"Edschmid, Kasimir,","Lord Byron, the story of a passion, | $c: by Kasimir Edschmid; translated by Eveline Bennett.",1930,u,mixed,23.47142354183781
uc1.32106016470418,"Enquist, Per Olov,",The visit of the royal physician / | $c: Per Olov Enquist ; translated from the Swedish by Tiina Nunnally.,2002,m,high_male,23.450324396154148
mdp.39015046342658,"Brooke-Rose, Christine,",Next / | $c: Christine Brooke-Rose.,1998,f,mixed,23.421139645100848
mdp.39015061210459,"Morrison, Ewan.",The last book you read : | and other stories / | $c: Ewan Morrison.,2005,u,mixed,23.326553081904194
wu.89086980133,"Estévez, Abilio,",Distant palaces / | $c: Abilio Estévez ; translated from the Spanish by David Frye.,2005,u,high_female,23.324916081008446
uc1.$b787118,"McNellie, John.",A Galloway childhood,1967,m,,23.267795708753678
mdp.39015013763563,"Druon, Maurice,","The last detachment: the cadets of Saumur, 1940; | a novel. | $c: Translated from the French by Humphrey Hare.",1957,m,,23.263327948303715
mdp.39015030747250,"Gubsky, Nikolai,",The greatest of these / | $c: by Nikolai Gubsky.,1931,u,high_female,23.25284847393806
uc1.b4311947,"Berry, Bernard.",A lost Roman road: | a reconnaissance in the West Country.,1963,m,high_male,23.242546537917047
mdp.39015082751119,"Addonia, Sulaiman S. M. Y.",The consequences of love / | $c: Sulaiman S.M.Y. Addonia.,2008,u,high_male,23.242192947388972
uiuo.ark:/13960/t9v12c96m,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,23.22109802620667
mdp.39015048693306,"Norris, Leslie,",The girl from Cardigan / | $c: Leslie Norris.,1988,m,,23.215963738875683
uiuo.ark:/13960/t3bz6gz1g,"Chetwynd, Henry Wayland,",A brilliant woman,1892,f,high_female,23.209036051369335
uc2.ark:/13960/t5k934f5k,"Aminoff, Léonie,",The broad walk,1912,u,,23.201442058860273
uiuo.ark:/13960/t1pg28m9k,"Pickering, Percival,",A life awry,1893,f,high_female,23.195278472204325
uc2.ark:/13960/t1rf5pg8p,"Smith, Charlotte,",The old manor house,1820,f,mixed,23.192949343399608
uiuo.ark:/13960/t84j0tn5m,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,23.18226225762117
mdp.39015058017818,"Francis, Dick.",Comeback / | $c: Dick Francis.,1991,m,,23.13109332967805
mdp.39015034869423,"Kennedy, A. L.",So I am glad / | $c: A.L. Kennedy.,1995,u,high_male,23.099133782483158
inu.32000011401025,"Lyulph,",Shakespeare,1899,u,,23.09773642183066
mdp.39015066824213,"King, Rachael,",The sound of butterflies / | $c: Rachael King.,2007,f,,23.041806477627848
mdp.39015042826951,"Tennant, Emma.",Elinor and Marianne : | a sequel to Sense and sensibility / | $c: Emma Tennant ; with illustrations by Nicola Leader.,1996,f,high_female,23.027914950234116
inu.30000125114367,"Jones, Nina.",Bush town blues : | a '70s African tale / | $c: Nina Jones.,2007,f,,22.978410506750546
uc1.b3727131,"Bongartz, Roy.",Twelve chases on West Ninety-ninth Street.,1966,m,,22.96123378362864
mdp.39015027338147,"Kuncewiczowa, Maria Szczepańska,","The keys; | a journey through Europe at war, translated from the Polish.",1945,f,,22.953830010493178
inu.30000036553315,"Grubb, David H. W. (David Herbert Watkins),",Sorry days are over / | $c: David H. W. Grubb.,1990,m,,22.9453483521068
mdp.39015033405294,"Lemaître, Jules,",Their majesties the kings,1909,m,mixed,22.941970310391362
mdp.39015030051588,"James, G. P. R.",The gipsy;,1835,m,,22.933675809558757
nyp.33433075768857,"Terry, Eleanore S.",The new Delilah,1904,f,mixed,22.86308131982333
uiug.30112041388510,"Delafield, E. M.,","The Bazalgettes, | a tale.",1935,f,high_female,22.848935892414154
uc1.$b389724,"De Polnay, Peter,",The loser.,1973,m,mixed,22.84505043946663
uc1.b3472637,"Butler, Michael D. (Michael David),",Street & sky : | a verse novella / | $c: Michael D. Butler.,1980,m,mixed,22.818894044268653
uiuo.ark:/13960/t2j67qd9f,"Lyall, Edna,",To right the wrong,1894,f,high_male,22.79165174356136
uc1.b3322533,"Gore,",Peers and parvenus,1846,f,,22.76176024279211
mdp.39015028873092,"Hummer, G. B.",Red branch / | $c: G.B. Hummer.,1993,u,,22.6785224942595
inu.30000115723995,"Christensen, Lars Saabye,",The model / | $c: Lars Saabye Christensen ; translated from the Norwegian by Don Bartlett.,2007,m,mixed,22.630950911410114
uc1.b3321949,"Clarke, Charles.","Which is the winner? or, The first gentleman of his family",1864,m,,22.618951450036352
uc1.b3326152,"Moore, George,",A mere accident,1887,m,mixed,22.61739843374516
uiuo.ark:/13960/t7jq1mz7p,"Sheridan, Frederick.",Shot!,1866,m,mixed,22.61616882100172
uiuo.ark:/13960/t5gb2n32w,"Braddon, M. E.",The golden calf,1883,f,high_female,22.590118436763806
mdp.39015069304775,"Paling, Chris.",Minding / | $c: Chris Paling.,2007,m,high_female,22.53625686030172
mdp.39015032966403,"Schmidt, Susan,",Winging it.,1992,f,high_male,22.457891453524642
inu.30000082331616,"Faqīh, Aḥmad Ibrāhīm.",Who's afraid of Agatha Christie? : | and other stories / | $c: Ahmed Fagih ; translated from the Arabic.,2000,u,mixed,22.437175907459114
nyp.33433074943717,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,22.41180952950141
uiuo.ark:/13960/t63499v9f,"Wilkins, W. H.",The forbidden sacrifice,1893,m,high_female,22.327409127444852
mdp.39015078812941,"Jones, Susanna,",The missing person's guide to love : | a novel / | $c: Susanna Jones.,2008,f,high_female,22.32071681387711
uiuo.ark:/13960/t9z03n366,"De Jongh, Bertha.",The sisters Lawless,1874,f,high_female,22.317692350610947
mdp.39015001075228,"Greig, Francis.",The bite : | and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,22.245880539621503
inu.30000043724412,"Figgis, Diana.",Sydney nocturne / | $c: Diana Figgis.,1995,f,mixed,22.23581077325032
uiuo.ark:/13960/t8gf19p2v,"Jeaffreson, John Cordy,",Miriam Copley,1859,m,,22.23078519133296
inu.39000005640136,"Greig, Francis.",The bite and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,22.21094047467953
uiuo.ark:/13960/t9571t22d,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,,22.204247355315538
uc1.b3339466,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,22.132303058588054
njp.32101064918087,"Saunders, John,",A noble wife;,1883,m,high_female,22.086579391213558
hvd.hnnxez,"Maxwell, W. H.",Stories of Waterloo,1833,m,mixed,22.021438518086725
uiuo.ark:/13960/t8sb4d79j,"Cook, Dutton,",Leo,1863,m,mixed,22.013501614323452
inu.30000086849753,"Ellis, Ron,",Single shot / | $c: Ron Ellis.,2002,m,mixed,22.003960712928325
mdp.39015003493155,"Taylor, Elizabeth,",Palladian.,1969,f,high_female,21.996392591614974
osu.32435070795414,"Weyman, Stanley John,","The great house, | $c: by Stanley J. Weyman.",1926,m,high_female,21.965101330180694
mdp.39015063928504,"Disraeli, Benjamin,",Lothair,1870,m,,21.957604932015876
uc1.32106013521908,"Krohn, Leena",Dona Quixote and other citizens ; Gold of Ophir / | $c: Leena Krohn ; translated from the Finnish by Hildi Hawkins,1995,u,high_female,21.93019450395587
uiuo.ark:/13960/t96690h86,"Braddon, M. E.",Dead-sea fruit,1868,f,mixed,21.863385076678014
uc1.b3634960,"Weiss, Peter,",Leavetaking [and] Vanishing point; | $c: translated by Christopher Levenson.,1966,m,,21.84913608515919
pst.000049507164,"Atkins, Marc.","Thirteen / | $c: Marc Atkins ; texts, Toby Litt ... [et al.].",2002,m,high_female,21.82214948172395
mdp.39015056842449,"Debney, Jack,",The crocodile's head and other stories / | $c: Jack Debney.,2002,m,high_male,21.815537510604774
inu.39000001367619,"Okpi, Kalu,",Coup! / | $c: Kalu Okpi.,1982,u,high_male,21.75154300008157
uc2.ark:/13960/t2p55k95n,"Legge, Arthur Edward John,",The Ford,1912,m,mixed,21.746221593998044
uva.x030581131,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,21.742202702555797
mdp.39015063276706,"Taylor, Chad,",Departure lounge / | $c: Chad Taylor.,2006,m,,21.73004596740493
uiuo.ark:/13960/t2794tq8b,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,,21.719948415122513
mdp.39015064888988,"King, Danny,",Milo's run / | $c: Danny King.,2006,m,mixed,21.715526601520086
mdp.39015013523181,"Bergman, Margareta,",Karin : | a novel.,1985,f,high_female,21.697308087309967
uc2.ark:/13960/t2q52jk6g,"Wood, Eric Erskine.",A bachelor in Japan,1916,m,high_female,21.685701893884634
mdp.39015031240875,"Isherwood, Christopher,","The memorial, | portrait of a family | $c: [by] Christopher Isherwood.",1952,m,,21.684918139434025
uiuo.ark:/13960/t6251zv5c,"Daniel,",Reaping the whirlwind. A novel,1864,f,high_female,21.683652194218805
uiuo.ark:/13960/t1wd4g35b,"Braddon, M. E.",One thing needful,1886,f,high_female,21.675517502980384
uiuo.ark:/13960/t3xs62m41,"Diehl, Alice M.",Griselda,1886,f,high_female,21.652051531882645
inu.30000124594304,"Davies, Deborah Kay.","Grace, Tamar & Laszlo the beautiful / | $c: Deborah Kay Davies.",2008,f,high_female,21.587251746604913
nyp.33433074943675,"Austen, Jane,",The novels of Jane Austen,1892,f,,21.564969862954616
mdp.39015066188965,"Thackeray, William Makepeace,",Works,1883,m,high_male,21.54011847065159
mdp.39015059400468,"Fortescue, J. W.",The drummer's coat,1899,m,,21.52528144305487
mdp.39015053381318,"Parsons, Tony.",One for my baby / | $c: Tony Parsons.,2001,m,,21.487576997150907
nyp.33433075873343,"Potter, F. Scarlett",Melcomb Manor,1875,f,mixed,21.48304629596477
mdp.39015073627955,"Wells, Shirley.",A darker side / | $c: Shirley Wells.,2008,f,mixed,21.44520240186267
nyp.33433074817622,"Irving, Washington,","The sketch book of Geoffrey Crayon, gent",1821,m,high_male,21.404968628342854
inu.30000060903774,"Ainsworth, William Harrison,",Windsor castle ;,1863,m,mixed,21.39314770996078
inu.32000009525058,"Njoku, Charles.",The new breed / | $c: by Charles Njoku.,1973,m,,21.308615339539468
mdp.39015014119625,"Ruyslinck, Ward,",The deadbeats: | a novel | $c: [by] Ward Ruyslinck; translated from the Flemish by R. B. Powell.,1968,m,high_male,21.281123643328367
nnc1.cu50294199,"Bjørnson, Bjørnstjerne,",Captain Mansana,1884,m,,21.26406699816802
inu.30000041710629,"Weindel, Henri de.",Behind the scenes at the court of Vienna;,1914,m,high_female,21.252981320990862
nyp.33433074888953,"Linton, E. Lynn",Dulcie Everton,1896,f,high_female,21.22176747006215
mdp.39015077126889,"Peacock, Caro.",Death of a dancer / | $c: Caro Peacock.,2008,f,,21.21262427830963
uiuo.ark:/13960/t3514df76,"Hardy, Duffus,",Madge,1878,m,high_female,21.191828430957024
inu.30000107647764,,The Dedalus book of Finnish fantasy / | $c: edited by Johanna Sinisalo ; and translated by David Hackston.,2005,u,mixed,21.156301294911543
uiuo.ark:/13960/t1gj04q5d,"Sturgis, Julian,",John Maidment,1885,m,,21.152083480222803
