htid,author,title,year,authgender,female_category,streets
wu.89016705428,"Rey Rosa, Rodrigo,",The beggar's knife / | $c: Rodrigo Rey Rosa ; translated from the Spanish by Paul Bowles.,1988,m,high_male,178.3253627299992
wu.89100091537,"McDougall, Grace.",Nursing adventures;,1917,f,high_male,177.06255463164266
mdp.39015064983177,"Johnston, Fred,",The neon rose / | $c: Fred Johnston.,2007,m,,177.00583566114446
uc1.$b802449,"De Mendelssohn, Peter,",The hours and the centuries; | a tale.,1944,m,,176.7662426169923
uc1.b3475417,"Jay, Simon.",Sleepers can kill.,1968,m,high_male,176.60349063212212
uc2.ark:/13960/t89g5js2d,"Mack, Louise,",A woman's experiences in the great war,1915,f,,176.0798228530267
mdp.39015054264240,"Atxaga, Bernardo.",Two brothers : | the fourth song / | $c: Bernardo Atxaga ; translated from the Spanish by Margaret Jull Costa.,2001,m,,176.0074108383511
uc2.ark:/13960/t7rn32t76,"Pawlowska, Yoï.",A year of strangers,1911,u,high_female,175.90963799648182
mdp.39015014875937,"Kilworth, Garry.",Abandonati / | $c: Garry Kilworth.,1988,m,high_male,175.67037848981548
uc1.$b395224,"La Guma, Alex.","A walk in the night, | and other stories.",1967,m,high_male,175.53548183503608
uc1.b3136619,"Wall, Mervyn,",Leaves for the burning : | a novel / | $c: by Mervyn Wall.,1952,m,high_male,175.487405568515
uc2.ark:/13960/t3rv0kp5g,"Tearle, Christian",The pilgrim from Chicago,1913,m,high_male,175.28670375837402
mdp.39015026729890,"Power, Rhoda D",Under Cossack & Bolshevik,1919,f,high_female,175.28352484681417
mdp.39015084095309,"Dinsdale, Robert.",The harrowing / | $c: Robert Dinsdale.,2009,m,high_male,174.74310155964739
uc1.b4975997,"Pearce, Donn",Cool hand Luke / | $c: Don Pearce,1988,m,high_male,174.72676954829026
uc1.b3762720,"Debray, Régis.","The frontier; | and, A with-it young man; | $c: translated by Louis Allen.",1968,u,,174.57981035840209
mdp.39015008032321,"Azorín,",The syrens and other stories;,1931,u,,174.21213677886226
mdp.39015058210900,"Pichard, Pierre.",Inventory of monuments at Pagan / | $c: Pierre Pichard.,1992,u,high_male,174.1240437219857
mdp.39015019638587,"Perec, Georges,",Things : | a story of the Sixties / | $c: translated from the French by David Bellos ; A man asleep / translated from the French by Andrew Leak.,1990,m,,173.98086210516843
mdp.39015025221246,"Crace, Jim.",Arcadia / | $c: Jim Crace.,1992,m,,173.84877675969395
inu.32000005557592,"Burke, Thomas,","Dark nights, | $c: by Thomas Burke.",1944,m,high_male,173.84783201527134
mdp.39015005658656,"Sillitoe, Alan.",Travels in Nihilon.,1971,m,high_male,173.7603897965033
uc2.ark:/13960/t0000c64z,"Holme, Constance.",Beautiful end,1918,f,,173.71382535466572
inu.39000003098857,"Glaskin, G. M. (Gerald Marcus),",A waltz through the hills.,1961,m,high_male,173.40156061404554
inu.32000003313980,"Chirasha, Ben,",Child of war / | $c: Ben Chirasha.,1985,m,,173.33425778270816
inu.30000121037307,"Phelan, James Leo,",Turf-fire tales / | $c: by Jim Phelan.,1947,m,high_male,172.94171013835336
mdp.39015056653242,"Pichard, Pierre.",Inventory of monuments at Pagan / | $c: Pierre Pichard.,1992,u,high_male,172.15359678050416
mdp.39015066086391,"Seiffert, Rachel.",The dark room / | $c: Rachel Seiffert.,2001,f,,172.01722138124913
mdp.39015077136367,"Lake, Carol.",Wendy and her year of wonders / | $c: Carol Lake.,2008,f,high_female,171.96301040551685
mdp.39015017005342,"Chedid, Andrée,",The return to Beirut / | $c: Andrée Chedid ; translated by Ros Schwartz.,1989,u,,171.7391304347826
mdp.39015056186672,"Habila, Helon,",Waiting for an angel / | $c: Helon Habila.,2002,f,,171.6965856109886
uc2.ark:/13960/t2988fs9z,"McNeile, H. C.",The lieutenant and others,1916,m,high_male,171.645232361531
pst.000017521055,"Mahjoub, Jamal,",Navigation of a rainmaker / | $c: Jamal Mahjoub.,1989,m,high_male,171.58092020167356
uc1.b4315608,"Phillips, Margaret Mann.","Within the city wall; | a memoir of childhood,",1943,f,,171.09970446414684
njp.32101075688976,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,170.9692510526092
njp.32101063580326,"Hume, Fergus,",The harlequin opal,1893,m,high_male,170.873786407767
mdp.39015063084522,"Gorbatov, Boris Leontevich,",Tara's family / | $c: by Boris Gorbatov ; translated from the Russian by Elizabeth Donnelly.,1944,u,,170.76249164748683
inu.30000003994732,"Morley, Des.",Children of fear / | $c: Des Morley.,1990,u,high_male,170.70409003568489
njp.32101068551595,"Hugo, Victor,",History of a crime,1877,m,high_male,170.70212479223756
uiuo.ark:/13960/t3xs6030j,"Black, William,",The strange adventures of a phaeton,1872,m,mixed,170.62015687575536
uc1.b2794678,"Borrelli, Mario,","A street lamp and the stars, | the autobiography of Don Borrelli of Naples, | $c: written with the help of Anthony Thorne.",1963,m,high_male,170.5534284719805
nyp.33433074867304,"Jacob, Violet,",Irresolute Catherine,1908,f,,170.43478260869566
uc2.ark:/13960/t0000485f,"Ouida,",Pascarel,1873,f,mixed,170.2312049274196
wu.89099954638,"Belloc, Hilaire,",The eye-witness,1916,m,high_male,170.1920739119864
uc1.$b42205,"Gray, Bernard.",War reporter.,1942,m,high_male,170.08494300662437
mdp.39015010353111,"Levi, Carlo,","The watch,",1952,m,,170.01535409980823
mdp.39015064948170,"Ellis, Garfield.",For nothing at all / | $c: Garfield Ellis.,2005,m,high_male,169.93900403605136
mdp.39015011722645,"Reck, Gregory G.,",In the shadow of Tlaloc : | life in a Mexican village / | $c: Gregory G. Reck.,1978,m,high_male,169.9386191853092
uc1.$b313813,"Traven, B.","The carreta, | $c: by B. Traven.",1935,u,high_male,169.93352286086827
uc1.b4950600,"Zukofsky, Louis,","Ferdinand, | including [the prefatory piece] It was.",1968,m,high_male,169.84849514233304
mdp.39015041621841,"Karagiōrgas, Geōrgios,",The fall of a dictator / | $c: George Karagiorgas.,1997,u,high_male,169.83077576272214
mdp.39015005329464,"Malraux, André,",Days of hope; | $c: translated from the French by Stuart Gilbert and Alastair Macdonald.,1968,m,high_male,169.20213502330375
mdp.39015066053508,"Bowles, Paul,",A little stone; | stories.,1950,m,mixed,169.02385114343912
uc2.ark:/13960/t2891453n,"Lancaster, Percival.",Chaloner of the Bengal Cavalry,1915,m,high_male,168.74639193569874
inu.30000110447988,"Beauchamp, Michelle.",On the streets : | a journey through London with the young homeless / | $c: Michelle Beauchamp ; photographs by Glynn Griffiths.,1989,f,,168.55412167500657
mdp.39015014890928,"Torres, Antônio,",The land / | $c: Antônio Torres ; translated by Margaret A. Neves.,1987,u,high_male,168.48452602642547
mdp.39015016437520,"Mackay, Shena.",Old crow.,1967,f,high_female,168.46525709263148
mdp.39015027338147,"Kuncewiczowa, Maria Szczepańska,","The keys; | a journey through Europe at war, translated from the Polish.",1945,f,,168.32808674361664
uc1.32106018853751,"Rosendorfer, Herbert,",Grand solo for Anton / | $c: Herbert Rosendorfer ; translated by Mike Mitchell,2006,m,high_male,168.1732184149674
nyp.33433074876164,"Machen, Arthur,",The three impostors;,1895,m,high_male,167.96344325058664
uc1.$b243560,"O'Faoláin, Seán,",Midsummer night madness : | and other stories / | $c: Seán O'Faoláin ; with an introd. by Edward Garnett.,1932,u,,167.69661437701367
mdp.39015019173429,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,high_male,167.67878183630924
mdp.39015014392008,"Clitandre, Pierre.",Cathedral of the August heat / | $c: Pierre Clitandre ; translated by Bridget Jones.,1987,m,high_male,167.25236314434443
uc1.32106007731786,"Naipaul, V. S. (Vidiadhar Surajprasad),",The enigma of arrival : | a novel in five sections / | $c: V.S. Naipaul.,1987,m,mixed,167.03857188396557
mdp.39015002714882,"pseud. Richardson, Henry Handel,","Two studies, | $c: by Henry Handel Richardson [pseud.]",1931,m,high_female,167.02977487291213
mdp.39015054174043,"Ambler, Eric,",The night-comers.,1956,m,mixed,166.33594023578848
uc1.$b747710,"Jelf, Wilfrid,",Hark back! | $c: by Colonel Wilfrid Jelf.,1935,u,high_male,166.23010276042717
uc1.32106008512755,"Kanafānī, Ghassān.","Men in the sun, and other Palestinian stories / | $c: [by] Ghassan Kanafani ; translated from the Arabic by Hilary Kilpatrick.",1978,u,high_male,166.216496987326
inu.32000002529529,"Young, Francis Brett,",The Christmas box / | $c: by Francis Brett Young ; with illustrations by Kay Ambrose.,1938,m,high_male,166.2089897384015
uc1.b3347086,"Kiely, Benedict.",A journey to the seven streams : | seventeen stories / | $c: Benedict Kiely.,1963,m,mixed,165.88485747725994
wu.89098657877,"Percy, Cyril Heber.",Hym : | the life story of a famous fox / | $c: by Cyril Heber Percy ; illustrated by Michael Lyne.,1959,m,,165.8374792703151
mdp.39015010915620,"Christopher, John,",The death of grass.,1958,m,,165.82118334909657
uc1.b3475705,"Green, G. F. (George Frederick),",A skilled hand : | a collection of stories and writing / | $c: by G. F. Green ; with memoirs and criticism by John Marshall ... [et al.] ; edited by Chloë Green and A. D. Maclean.,1980,m,high_male,165.5483175784885
mdp.39015069332974,"Williams, Niall,",Boy in the world / | $c: Niall Williams.,2007,m,,165.32913903733757
uc1.32106015045849,"Daoud, Hassan",The house of Mathilde / | $c: Hassan Daoud ; translated from the Arabic by Peter Theroux,1999,m,high_female,165.3059167422639
mdp.39015050017907,"Mercer, Asja.","One woman's war, | $c: by Asja Mercer, in collaboration with Robert Jackson.",1958,u,,165.12275163045737
mdp.39015029191700,"Bolger, Dermot,",Emily's shoes / | $c: Dermot Bolger.,1992,m,high_female,165.1168853741201
inu.30000036578213,"Fink, Ida.",The journey / | $c: Ida Fink ; translated by Joanna Weschler and Francine Prose.,1992,f,high_female,165.05211838045784
uc1.$b196320,"Shreve, Carl",Distant horizons,1940,m,,164.8507076875055
mdp.39015059392269,"Davidson, John,",A random itinerary,1894,m,high_male,164.84539097604423
uc1.b2838252,"Bray, Christopher.",The Scarecrow Man.,1969,m,high_male,164.7818333671926
uva.x030581131,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,164.69718547186017
inu.30000110548736,"McCourt, Frank.",Angela and the baby Jesus / | $c: Frank McCourt ; illustrated by Loren Long.,2007,m,high_female,164.69038208168644
mdp.39015060064774,"Williams, N. D. (Noel D.),",Julie Mango : | stories / | $c: N.D. Williams.,2004,m,,164.66420946819204
mdp.39015002742305,"Rodker, John,",Adolphe 1920 | $c: [by] John Rodker.,1929,m,high_female,164.591383998855
wu.89004098703,"Thackeray, William Makepeace,",The Irish sketch-book,1845,m,high_male,164.1839339429311
nyp.33433069350993,"Wadham, Percy.",Pranks in Provence;,1907,m,mixed,164.08984830805133
uc1.32106005301624,"Williams, Raymond.",Border country : | a novel / | $c: by Raymond Williams.,1978,m,,164.04428497633575
uc1.b3346079,"Blight, Leslie,",Love and idleness.,1958,m,,163.95535576296356
uc2.ark:/13960/t2f76cm34,"Mills, Arthur,",With my regiment from the Aisne to La Bassée,1915,m,high_male,163.5113571442643
mdp.39015053683051,"Giono, Jean,",To the slaughterhouse: | a novel; | $c: translated from the French by Norman Glass.,1969,f,mixed,163.37380757888323
nyp.33433074852983,"Hawtrey, Valentina.",Suzanne,1906,u,,163.2762611972847
mdp.39015080822862,"Fitch, Stona.",Printer's devil / | $c: Stona Fitch.,2009,u,mixed,163.08779559662952
mdp.39015046356104,"Johnston, Jennifer,",Shadows on our skin / | $c: Jennifer Johnston.,1977,f,,162.76322991386513
mdp.39015030747276,"Henrey, Robert, Mrs.,",An exile in Soho.,1952,f,high_female,162.5963117600438
mdp.39015058009500,"Kuper, Jack.",Child of the holocaust.,1967,m,,162.45150866851904
inu.30000025826607,"Ricci, N. P. (Nino Pio),",Lives of the saints / | $c: Nino Ricci.,1991,m,,162.34946327752067
uc1.$b803402,"Kilpatrick, Florence A.","Camilla in a caravan; | a comedy of the open road,",1925,f,high_female,162.31204490633243
umn.31951000890449t,"Jones, Elizabeth Orton,","Ragman of Paris and his ragamuffins, | $c: told and illustrated by Elizabeth Orton Jones.",1937,f,,162.2937516905599
mdp.39015066188965,"Thackeray, William Makepeace,",Works,1883,m,high_male,162.0893914916532
uc1.b5063732,"Piasecki, Serginsz,",Lover of the Great Bear.,1938,u,mixed,161.99693743016098
mdp.39015054151363,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,161.9931524291899
uc1.32106005850737,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,161.93358601572666
mdp.39015029986091,"Costello, Mary,",Titanic town : | memoirs of a Belfast girlhood / | $c: Mary Costello.,1993,f,,161.90045040551843
inu.32000009470289,"Walters, Anne-Marie.",Moondrop to Gascony.,1947,u,,161.76497468423844
inu.30000041996913,,The Dedalus book of Portuguese fantasy / | $c: edited by Eugňio Lisboa & Helder Macedo ; translated by Margaret Jull Costa.,1995,u,mixed,161.7552706012055
mdp.39015010224478,"Callaghan, Morley,",Stories . | $c: Morley Callaghan.,1962,m,,161.51387759309958
inu.30000117470645,"Clare, Jai.",The cusp of something : | stories / | $c: Jai Clare.,2007,u,,161.42050040355124
mdp.39015064872859,"Ballard, J. G.,",Kingdom come / | $c: J.G. Ballard.,2006,m,mixed,161.13716801427216
mdp.39015014119625,"Ruyslinck, Ward,",The deadbeats: | a novel | $c: [by] Ward Ruyslinck; translated from the Flemish by R. B. Powell.,1968,m,high_male,161.1285075852005
inu.32000006722955,"Buchanan, Meriel,","Petrograd, the city of trouble, 1914-1918",1918,u,high_male,160.3849238171612
uc2.ark:/13960/t55d8qw45,"Tagore, Rabindranath,",The king of the dark chamber,1914,m,high_female,160.33279889067038
uc1.$b83911,"Bayley, Victor,","Permanent way through the Khyber, | $c: by Victor Bayley.",1934,m,high_male,160.15374759769378
nnc1.0022771514,"Stretton, Hesba,",Max Krömer,1871,m,high_female,159.8097149440666
inu.39000001049829,"Böll, Heinrich,",The casualty / | $c: Heinrich Böll ; translated from the German by Leila Vennewitz.,1986,u,high_male,159.69868173258004
mdp.39015080826236,"Yarwood, Michael.",Voices of yesterday / | $c: by Michael Yarwood.,2009,m,high_male,159.55435454268772
mdp.39015031222790,"Callow, Philip.",Going to the moon.,1968,m,high_male,159.45017182130584
mdp.39015050183634,"Waṭṭār, al-Ṭāhir",The earthquake / | $c: Tahir Wattar ; translated from the Arabic and introduction by William Granara ; preface by Gaber Asfour,2000,u,high_male,159.393443329169
mdp.39015063964483,"Smith, Bertram,",Crashie Howe,1921,m,,159.23566878980893
uc1.$b252051,"Trease, Geoffrey,","Missing from home, | $c: by Geoffrey Trease.",1937,m,,159.2116869984294
mdp.39015013518900,"Simenon, Georges,",The night-club / | $c: Georges Simenon ; translated from the French by Jean Stewart.,1979,m,high_female,159.19897777498483
uc1.b3435551,"Storey, David,",Saville / | $c: David Storey.,1976,m,,159.18275880721114
uc1.$b396466,"Bainbridge, Beryl,",Harriet said ...,1972,f,high_female,159.1601760921097
uc2.ark:/13960/t6f18vr21,"Graham, Stephen,",A tramp's sketches,1912,m,mixed,159.1068073024538
wu.89100006006,"Aldor, Francis.","Germany's ""death space"" : | the Polish tragedy.",1940,m,high_male,158.83631499749205
uc1.b4974788,"Rey Rosa, Rodrigo,",Dust on her tongue / | $c: Rodrigo Rey Rosa ; translated from the Spanish by Paul Bowles.,1989,m,high_female,158.79648976180528
uc1.$b557779,"Mackenzie, Kenneth.",Living rough / | $c: Kenneth Mackenzie.,1936,m,,158.59068601187286
mdp.39015017990600,"Harvey, John,",The legend of Captain Space / | $c: John Harvey.,1990,m,mixed,158.30044966504542
mdp.39015012405711,"Sillitoe, Alan.",Out of the whirlpool / | $c: Alan Sillitoe ; with illustrations by Peter Farmer.,1987,m,,158.28704636371486
mdp.39015031237061,"Green, F. L. (Frederick Lawrence),",A song for the angels | $c: [by] F. L. Green.,1943,m,high_male,158.08733837521348
mdp.39015016458666,,Signature anthology / | $c: by Samuel Beckett ... [et al.].,1975,u,high_male,158.04676004141916
mdp.39015066992135,"Grant, Colquhoun,",Through Dante's land;,1912,f,,157.97989578423005
inu.30000043459589,"Adyeeri, Mugarra,",Cherished dreams / | $c: Mugarra Adyeeri.,1994,u,,157.92133411943064
uc1.32106014786138,"Wurlitzer, Rudolph",Quake / | $c: Rudolph Wurlitzer,1995,m,mixed,157.69554247266612
inu.30000038165381,"Lively, Adam.",Blue fruit / | $c: Adam Lively.,1993,m,high_male,157.5269823445006
mdp.39015054064426,"Himes, Chester B.,",The heat's on | $c: [by] Chester Himes.,1966,m,,157.46056518588708
mdp.39015022251097,"Saʻdāwī, Nawāl.",Searching / | $c: Nawal El Saadawi ; translated by Shirley Eber.,1991,f,high_male,157.25275192315866
coo.31924013604990,"Deeping, Warwick,",The lame Englishman.,1928,m,high_male,157.1010539581697
uc1.b4284526,"Saʻdāwī, Nawāl.",Searching / | $c: Nawal El Saadawi ; translated by Shirley Eber.,1991,f,high_male,157.04250758685086
wu.89072347396,"McDougall, Murdoch C",Swiftly they struck ; | the story of No. 4 Commando. | $c: With a foreword by Lord Lovat.,1954,u,high_male,156.61992351120014
mdp.39015030640505,"Millington, Rosemary,",The islanders: | a Hebridean experience.,1966,f,high_female,156.618310104254
mdp.39015002987488,"Baker, Sarah S.",The children of the plains;,1865,f,,156.53349461026718
mdp.39015000676653,"Silkin, Jon.",The peaceable kingdom.,1954,m,high_male,156.3966218329684
uc1.$b56595,"Galbraith, Winifred.",Men against the sky / | $c: by Winifred Galbraith.,1940,f,,156.3453733548933
