htid,author,title,year,authgender,female_category,gb_subcity_intensity
mdp.39015064701389,"Murray, John,",A gentleman's relish / | $c: John Murray.,2006,m,,111.06200206258006
mdp.39015037832808,"Huggins, David",The big kiss / | $c: David Huggins,1996,m,high_female,110.71692183147218
mdp.39015030742780,"Douglas, Robin,","16 to 21, | by Robin Douglas.",1925,m,,110.69670805020525
mdp.39015060120980,"Sinclair, Iain.","White Chappell, scarlet tracings / | $c: Iain Sinclair.",2004,m,high_male,110.50516647531572
mdp.39015060621623,"Fane, Julian,",Games of chance : | the history of a family / | $c: Julian Fane.,2005,m,mixed,110.46962742803036
mdp.39015013962207,"Woolf, Virginia,",Mrs. Dalloway | $c: [by Virginia Woolf],1925,f,high_female,109.90289755756972
mdp.39015077126889,"Peacock, Caro.",Death of a dancer / | $c: Caro Peacock.,2008,f,,109.75227343994985
mdp.39015082679484,"Ripley, Mike.",Angels unaware / | $c: Mike Ripley.,2008,m,high_female,109.68434412679508
hvd.32044086790011,"Little, Thomas,",Holly-grove,1828,m,,109.33557611438182
uc1.32106005184848,"Fraser, Antonia,",A splash of red / | $c: Antonia Fraser.,1981,f,high_female,109.2896174863388
mdp.39015051293119,"Sinclair, Iain.","Landor's tower, or The imaginary conversations / | $c: Iain Sinclair.",2001,m,high_male,109.2818436946316
hvd.hwjssc,"Ainsworth, William Harrison,",Jack Sheppard,1839,m,,109.2521931970127
uiuo.ark:/13960/t2q530s7d,"Hamilton, Rowan.",Betwixt two lovers,1891,m,mixed,108.89935673403232
njp.32101067629970,"Bray,",Courtenay of Walreddon,1884,f,,108.87585677875931
inu.39000002570237,"Newman, G. F. (Gordon F.)",The Guvnor / | $c: G. F. Newman.,1977,m,high_male,108.79726636794427
mdp.39015018984065,"Dixon, Ella Hepworth.",The story of a modern woman / | $c: by Ella Hepworth Dixon ; introduction by Kate Flint.,1990,f,high_female,108.79025239338556
mdp.39015066189088,"Thackeray, William Makepeace,",Works,1883,m,,108.6906602574897
uc2.ark:/13960/t27947r1c,"McKenna, Stephen,",Soliloquy;,1922,m,,108.49230469646494
mdp.39015078813428,"Gregory, Susanna,",The Westminster poisoner / | $c: Susanna Gregory.,2008,f,high_male,108.39774581960395
uva.x030581138,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,107.73721289178908
mdp.39015059376536,,The New British novelist;,1830,u,high_male,107.7361506915966
nyp.33433074895818,"Markham, Clements R.",The paladins of Edwin the Great,1908,u,,107.17840100033172
mdp.39015077682931,"Esler, Gavin.",A scandalous man / | $c: Gavin Esler.,2008,m,,107.13652058795432
inu.32000001703182,"Wilson, Violet A.",Queen Elizabeth's maids of honour and ladies of the privy chamber,1922,f,high_female,106.98296412582124
wu.89009785056,"Fox-Davies, Arthur Charles,",The Mauleverer murders,1907,m,,106.94335415315656
mdp.39015070772671,"McKay, Malcolm.",Forgotten voices / | $c: Malcolm McKay ; adapted from Forgotten voices of the Great War by Max Arthur.,2007,m,high_male,106.7463706233988
uiuo.ark:/13960/t8df78b8h,"Smith, Caroline Mary.",Magdalen Havering: being chapters in the history of a family,1861,f,high_female,106.4268058225762
mdp.39015049986808,"Wall, Alan.",The school of night / | $c: Alan Wall.,2001,m,mixed,106.39983700450502
mdp.39015029187476,"Bracewell, Michael,",The conclave / | $c: Michael Bracewell.,1992,m,mixed,105.99278639022124
uc1.b3810796,"Boyd, Martin,","When blackbirds sing, | a novel.",1962,m,mixed,105.67876590685592
mdp.39015062883080,"Cleave, Chris.",Incendiary / | $c: Chris Cleave.,2005,m,mixed,105.64190531974982
uc1.$b684914,"Ash, Bernard.",Silence for his worship.,1953,m,,105.61658571568276
nyp.33433076093446,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,,105.56959595636454
mdp.39015088640399,"Hull, Eleanor,","Cuchulain, the hound of Ulster / | $c: by Eleanor Hull ; with eight illustrations in colour by Stephen Reid.",1930,f,,105.5662188099808
mdp.39015024903794,"Frayn, Michael.",A landing on the sun / | $c: Michael Frayn.,1991,m,,105.54142752319396
uiuo.ark:/13960/t2794p86w,"Tytler, Sarah,","Oliver Constable, miller and baker",1880,f,mixed,105.28006281115614
uc1.b3325305,"Wingfield, Lewis Strange,",Lady Grizel,1878,m,mixed,105.20519929994296
uc2.ark:/13960/t7xk87p39,"Gilkes, Arthur Herman.",A day at Dulwich,1905,m,high_male,104.95014867937728
mdp.39015008870134,"Macqueen-Pope, W. (Walter),",Twenty shillings in the pound.,1949,m,high_male,104.76566317134586
uc1.b4027911,"Hume, Martin Andrew Sharp,",True stories of the past,1910,m,,104.47792381469796
uc1.b3472508,"Braine, John.",These golden days / | $c: John Braine.,1985,m,high_female,104.37505436200745
mdp.39015001787616,"Rathbone, Julian,",A spy of the old school / | $c: Julian Rathbone.,1982,m,high_male,104.25796927619136
uiuo.ark:/13960/t3pv6zv7w,"Cobbold, Richard,","Freston Tower, or, The early days of Cardinal Wolsey",1850,m,mixed,104.24668056622409
uiuo.ark:/13960/t2t449x5x,"Russell, William.",Autobiography of an English detective,1863,m,,104.24207325901264
uc2.ark:/13960/t03x85w94,"Joad, C. E. M.",The highbrows,1922,u,mixed,104.19660822075306
uiuo.ark:/13960/t7dr3d479,"Braddon, M. E.",A strange world,1875,f,,104.05019257050569
uiuo.ark:/13960/t7zk5wn5v,"Braddon, M. E.",The lady's mile,1866,f,high_female,103.87274813184086
mdp.39015021848109,"Abse, Dannie.",There was a young man from Cardif / | $c: Dannie Abse.,1991,m,mixed,103.81362401148058
mdp.39015016454343,"Arlen, Michael,",The London venture; | $c: with an introduction by Noel Coward.,1968,m,high_male,103.79746835443038
dul1.ark:/13960/t2j68601c,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,103.63604426488668
inu.39000005886747,"Robertson, R. MacDonald.","Selected Highland folk tales; | gathered orally | $c: by R. MacDonald Robertson, edited by Jeremy Bruce Watt.",1961,m,high_male,103.5184080086712
nyp.33433074871900,"Hutton, Edward.",Frederic Uvedale,1901,m,mixed,103.48012695414232
mdp.39015082746093,"Manyika, Sarah Ladipo,",In dependence / | $c: Sarah Ladipo Mayika.,2008,f,mixed,103.33837334522632
nyp.33433074873179,"Langton, Lionel.",The fall of Lord Paddockslea,1901,u,mixed,103.12822275696116
nyp.33433067294763,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,high_female,102.98547129695253
uc1.$b300333,"George, Walter Lionel,","A bed of roses, | $c: by W.L. George ...",1923,m,high_female,102.63992764961742
uc1.b4084826,"Stewart, J. I. M. (John Innes Mackintosh),","The Aylwins, | $c: by J. I. M. Stewart.",1966,m,high_male,102.58976604528962
uc1.b4501323,"Birch-Reynardson, Charles Thomas Samuel,",'Down the road';,1875,m,high_male,102.3743668953626
mdp.39015064002853,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,102.33141864169522
uc2.ark:/13960/t9q242h30,"Makino, Yoshio,",My idealed John Bullesses,1912,m,high_male,102.28653014256184
uiuo.ark:/13960/t03x8z50w,"Ainsworth, William Harrison,",Old Saint Paul's,1841,m,mixed,102.27592020230404
uc1.$b20576,"Townsend, Walter,","Black cap, murder will out, | $c: by W. & L. Townsend.",1930,m,mixed,102.08297887854556
uc2.ark:/13960/t9d50jn39,"Bluff, Hilary.",Bluff's guide to the bar,1911,u,high_male,101.95989577432876
uc1.32106015431940,"Keates, Jonathan,",Smile please / | $c: Jonathan Keates,2000,m,,101.95793803031088
mdp.39015066796494,"Faber, Michel.",The apple : | new crimson petal stories / | $c: Michel Faber.,2006,m,,101.8926008628352
mdp.39015056426698,"Hawes, James.","White powder, green light / | $c: James Hawes.",2002,m,high_female,101.7404531895138
uc1.$b119154,"Kingston, Jeremy.",Love among the unicorns.,1968,m,,101.60119576791942
mdp.39015008801824,"Moorcock, Michael,",A cure for cancer; | $c: illustrated by Malcolm Dean.,1971,m,,101.46760389400308
uc1.b3324271,"Deale,",Life in the West;,1828,m,high_male,101.3741833746339
uc1.b3472546,"Target, G. W. (George William)",The patriots : | a novel / | $c: G. W. Target.,1974,m,,101.32191322791353
mdp.39015037443770,"Bracewell, Michael,",Saint Rachel / | $c: Michael Bracewell,1995,m,mixed,101.27034714879296
inu.32000002529529,"Young, Francis Brett,",The Christmas box / | $c: by Francis Brett Young ; with illustrations by Kay Ambrose.,1938,m,high_male,101.17068940598352
uc1.$b242981,"Gibbs, Philip,","Heirs apparent: | a novel, | $c: by Philip Gibbs.",1923,m,mixed,101.1664288250625
uc1.b3741141,"Waterhouse, Keith.",Thinks / | $c: Keith Waterhouse.,1984,m,,101.00159919198722
uc2.ark:/13960/t4xg9tm3z,"Rutherford, Mark,",Clara Hopgood,1896,m,,100.98935332580194
njp.32101067627396,"Allen, Grant,",The Duchess of Powysland,1892,m,mixed,100.96081037877128
uc1.$b120413,"Goldsmith, John,","Mrs. Mount, ascendant: | a novel.",1968,m,high_female,100.84427767354596
uc1.32106010387279,"Thomas, Rosie.",All my sins remembered / | $c: Rosie Thomas.,1991,f,,100.78558460729256
uc1.32106014497330,"Craig, Amanda,",A vicious circle / | $c: Amanda Craig,1996,f,,100.75160698813146
mdp.39076000963459,"Hamilton, Ian Robertson,",No stone unturned; | the story of the Stone of Destiny. | $c: With a foreword by Sir Compton Mackenzie.,1952,m,high_male,100.71730372408372
uc1.$b243981,"Neame, Alan.","Maud Noakes, guerrilla; | a novel.",1965,m,high_female,100.71638590620378
mdp.39015049989331,"Higgins, Jack,",Edge of danger / | $c: Jack Higgins.,2001,m,high_male,100.71020312070836
uc2.ark:/13960/t4zg6jp9m,"Goldring, Douglas,",The fortune;,1917,m,,100.6716687902097
uc1.$b684798,"Baring, Maurice,","C,",1924,m,,100.62993452404704
mdp.39015046480664,"Brookner, Anita.",Falling slowly / | $c: Anita Brookner.,1998,f,high_female,100.61158276715766
mdp.39015057606397,"Ferris, Paul,",Cora Crane / | $c: Paul Ferris.,2003,m,,100.58723787444796
uc1.$b396589,"Kops, Bernard,",The passionate past of Gloria Gaye.,1971,m,high_female,100.46017240261844
uva.x002138921,"Thackeray, William Makepeace,",Vanity fair,1920,m,,100.1488476004171
nyp.33433074926571,"Bennett, Arnold,",Teresa of Watling street,1904,m,,100.0620384638476
uc1.$b675277,"Hill, Constance,",Juniper Hall,1904,u,,99.91624667558077
inu.30000114945995,"Lane, Jane,",Heirs of Squire Harry / | $c: Jane Lane.,1974,f,mixed,99.88913403804568
inu.39000002347230,"Gore,",The banker's wife,1843,f,mixed,99.87392962981156
uc2.ark:/13960/t6g16076f,"Marriott, Charles,",An order to view;,1922,m,mixed,99.75909240451251
uc1.b3127426,"Disraeli, Benjamin,",Novels and tales by the Earl of Beaconsfield,1881,m,mixed,99.61425967529988
mdp.39015063562550,"Onions, Oliver.",In accordance with the evidence,1912,m,,99.49178520530263
mdp.39015005919868,"Searle, Chris.",Classrooms of resistance / | $c: compiled by Chris Searle.,1975,m,,99.32517308872072
inu.32000002543934,"Waugh, Auberon.",Path of dalliance / | $c: Auberon Waugh.,1963,u,,99.31300909306267
uc1.b4949053,"Waddell, Martin",Otley victorious / | $c: by Martin Waddell,1969,m,mixed,99.31005644992682
mdp.39015001817363,"Carter, Winifred.","Dr. Johnson's ""dear mistress.""",1949,f,,99.29418907637432
inu.30000116860812,"Liberty, Olivia.",Falling / | $c: Olivia Liberty.,2007,f,,99.28166793202126
mdp.39015066411953,"Miller, Miranda,",Loving Mephistopheles / | $c: Miranda Miller.,2007,f,high_female,99.28136074638545
hvd.hwjssd,"Ainsworth, William Harrison,",Jack Sheppard,1839,m,,98.86780417796209
mdp.39015049983086,"Fishwick, Michael.",Smashing people / | $c: Michael Fishwick.,2001,m,,98.76494919961276
uc1.b3548770,"Thackeray, William Makepeace,",Works,1883,m,,98.60513706114052
inu.30000110608449,"Dexter, Gary.",The Oxford despoiler and other mysteries from the case book of Henry St Liver / | $c: Gary Dexter.,2009,m,,98.52696111225993
uc1.b4091143,"Hopkins, Kenneth.",The girl who died / | $c: Kenneth Hopkins.,1955,m,mixed,98.4829204058824
mdp.39015066896880,"Tennant, Emma.",The French dancer's bastard / | $c: Emma Tennant.,2006,f,high_female,98.34623049250756
uva.x030581118,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,98.273199494595
nnc1.cu58499598,"Sala, George Augustus,",Margaret Forster,1897,m,high_female,98.2624699753564
mdp.49015000936683,"Lyle, Sandy.",The championship courses of Scotland / | $c: Sandy Lyle with Bob Ferrier ; [paintings by Ken Turner ; photographs by David Pocknell].,1982,u,high_male,98.04642498222908
mdp.49015001132548,"Burmeister, Jon.",The Weatherman Guy / | $c: Jon Burmeister.,1975,m,,97.91498675267826
njp.32101073207027,"Plüschow, Gunther,",My escape from Donington hall,1922,u,high_male,97.9015812028964
mdp.39015015510491,"Bracewell, Michael,",Divine concepts of physical beauty.,1989,m,,97.86280266439373
mdp.39015022061835,"Rayner, Richard,",The elephant / | $c: Richard Rayner.,1991,m,mixed,97.83055151039916
uc2.ark:/13960/t3nv9pj00,"Falkner, John Meade,",The lost Stradivarius,1896,m,high_male,97.71943956580876
uiuo.ark:/13960/t0ht2wt6w,"Bishop, M. C.",Elizabeth Eden,1878,u,high_female,97.55473460314413
uc1.32106018651312,"Markham, E. A. (Edward Archibald),",Meet me in Mozambique / | $c: E.A. Markham.,2005,m,high_male,97.20221574207451
uc1.$b812567,"Begbie, Harold,",The little that is good,1917,m,high_male,97.00301113513731
uiuo.ark:/13960/t8mc9h99c,"Kingsley, Charles,",Hereward the Wake,1866,m,,96.89664062013853
mdp.39015028896069,"Rendell, Ruth,",Asta's book / | $c: Barbara Vine.,1993,f,,96.57786362476767
inu.39000004066580,"Read, Miss.","Village diary, | $c: by 'Miss Read' [pseud.] Illustrated by J.S. Goodall.",1957,f,high_female,96.566648439227
uc1.b4949065,"Wilson, A. N.,","Scandal, or, Priscilla's kindness / | $c: A.N. Wilson.",1983,m,,96.49082881980792
mdp.39015008877360,"Mackenzie, Compton,",The vanity girl,1920,m,high_female,96.4586894384828
uc1.b3872923,"Harben, Henry Devenish,","Love letters to a dead woman, | $c: by H. D. Harben.",1923,m,mixed,96.37694092450477
inu.32000001854480,"Mackenzie, Compton, Sir,",Rockets galore.,1957,m,,96.296460274943
uc2.ark:/13960/t22b8xs3c,"Ouida,",Held in bondage,1863,f,mixed,96.28510140405616
inu.30000037512682,"Thomas, Donald, 1926-",The raising of Lizzie Meek / | $c: Donald Thomas.,1993,m,mixed,96.21758002095405
uc1.$b300610,"Hamilton, Patrick,",The siege of pleasure / | $c: Patrick Hamilton.,1942,m,high_female,95.82942362594582
mdp.39015015365235,,"Cuchulain, the hound of Ulster, | $c: by Eleanor Hull. With 8 illus. by Stephen Reid.",1925,u,mixed,95.60026343183702
njp.32101066121862,"Gore,",The diamond and the pearl,1849,f,high_female,95.427190592726
uiuo.ark:/13960/t6f197g9r,"Cameron, H. Lovett,",Pure gold,1884,f,high_female,95.41238484037976
mdp.39015056909156,"Gray, John MacLachlan.",The fiend in human / | $c: John MacLachlan Gray.,2002,m,mixed,95.18458538520014
uc1.$b302150,"Houghton, Claude,","A hair divides, | $c: by Claude Houghton [pseud.]",1930,m,,95.01958330436396
mdp.39015077127663,"Johnston, Paul,",The soul collector / | $c: Paul Johnston.,2008,m,mixed,94.71374643971708
njp.32101064918954,"Mayhew, Augustus,",Faces for fortunes,1865,m,,94.7013801561796
mdp.39015018632474,"Anand, Mulk Raj,",Conversations in Bloomsbury / | $c: Mulk Raj Anand.,1981,m,,94.18371154905547
inu.30000004380105,"Holland, Richard.",Supernatural Clwyd : | the folk tales of North-East Wales / | $c: Richard Holland.,1989,m,,94.15949572358954
mdp.39015009047831,"Innes, Michael,",Carson's conspiracy / | $c: by Michael Innes.,1984,m,mixed,94.110891341798
mdp.39015031228250,"Dawson, Jennifer.",A field of scarlet poppies / | $c: [by] Jennifer Dawson.,1979,f,,94.09466638080946
mdp.39015066740294,"Rendell, Ruth,",The water's lovely / | $c: Ruth Rendell.,2006,f,high_female,94.00724264495508
mdp.39015016415252,"Henrey, Robert, Mrs.,",Paloma.,1957,f,high_female,93.93422444881124
mdp.39015056303624,"Neate, Patrick.",The London pigeon wars / | $c: Patrick Neate.,2003,m,mixed,93.80863039399624
uc1.b3872919,"Hamilton, Patrick,",Twenty thousand streets under the sky : | a London trilogy / | $c: by Patrick Hamilton ; with an introduction by J.B. Priestley.,1935,m,high_female,93.63643488555314
uc1.$b783616,"McFee, William,",Race / | $c: by William McFee.,1924,m,high_female,93.42722192425477
mdp.39015063942398,"Lustgarten, Edgar,",A case to answer.,1947,m,mixed,93.32315262577418
nyp.33433074870076,"Holt, Emily Sarah,",The White Rose of Langley: a story of the court of England in the olden time,1875,f,,93.29753993750828
uc1.b3401746,"Disraeli, Benjamin,",Endymion,1880,m,,93.24430006617337
mdp.39015078576058,"Purves, William Laidlaw,","The ""O"" edition of 'Robeson Cruso'",1903,m,high_male,93.17600336044605
mdp.39015048751526,"Pearce, Brian Louis.",The goldhawk variations : | rites of passage / | $c: Brian Louis Pearce.,1999,m,high_male,93.0213949208318
mdp.39015055183647,"Riley, Gwendoline,",Cold water / | $c: Gwendoline Riley.,2002,f,,92.966425839354
inu.32000009195985,"Kingsley, Henry,",Silcote of Silcotes,1867,m,,92.91559351872984
uiuo.ark:/13960/t4fn1pb9z,"Kennedy, Grace,","Dunallan, or, Know what you judge; ;",1825,f,high_female,92.90193486145104
uc1.b4593641,"Calabrella, E. C. de",Evenings at Haddon Hall,1846,f,mixed,92.88859400446349
uc1.31822038206421,"Sadleir, Michael,",The anchor,1918,m,mixed,92.81045751633984
mdp.39015062852390,"McCall Smith, Alexander,",Espresso tales : | the latest from 44 Scotland Street / | $c: Alexander McCall Smith ; illustrated by Ian McIntosh.,2005,m,,92.77128830201454
mdp.39015015764148,"Hoyle, Fred, Sir.",Comet Halley : | a novel in two parts.,1985,m,high_male,92.69311920027856
dul1.ark:/13960/t7mp5q31m,"Dickberry, F.",The storm of London,1904,m,mixed,92.24983146665406
uc1.b2838035,"Mann, Roderick,",The headliner.,1968,m,,92.13210615874924
mdp.39015020062504,"Colman, George,",Random records;,1830,m,high_male,92.11958797420654
nyp.33433074854609,"Fox-Davies, Arthur Charles,",The Dangerville inheritance,1906,m,mixed,92.06286578549356
mdp.39015065597059,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,high_female,91.85820653933312
nyp.33433074854682,"Frankau, Julia,",The heart of a child;,1908,f,high_female,91.8163390706774
nyp.33433074947924,"Ashby-Sterry, J.",A tale of the Thames,1896,u,high_female,91.80863001122106
dul1.ark:/13960/t74t7bp9b,"Besant, Walter,",The revolt of man,1896,m,,91.67138504677938
mdp.39015038101666,"Naher, Gaby,",The underwharf / | $c: Gaby Naher.,1996,u,,91.55561309892632
