htid,author,title,year,authgender,female_category,gb_scotland_intensity
hvd.hwadal,"Scott, Walter,",The Waverley novels,1829,m,high_male,86.40976614207972
mdp.39015056665808,"Bissett, Alan.",Boyracers / | $c: Alan Bissett.,2001,m,,86.03478893901458
uc1.b3324474,"Lawless, Emily,",Hurrish,1886,f,high_male,85.88908415808876
hvd.hwadbw,"Scott, Walter,",The Waverley novels,1829,m,high_male,85.67955845139178
dul1.ark:/13960/t4hm5x20q,"Fox, S. M.",Our own Pompeii,1887,u,mixed,85.66533409480297
uiuo.ark:/13960/t3ws8z52f,"Beaton, Patrick.",Marion Leslie,1863,m,mixed,85.65117432267954
uiuo.ark:/13960/t9j391m3m,"Black, William,",In far Lochaber,1888,m,high_female,85.4173587054525
mdp.39015003675041,"Forster, E. M.",Where angels fear to tread,1905,m,,85.33292577309084
coo.31924003244104,"Singer, Burns.",Living silver; | an impression of the British fishing industry. | $c: Illustrated by Robert Frame.,1957,m,high_male,85.05661580989846
mdp.39015059372006,"Lockhart, J. G.",Reginald Dalton,1823,m,,84.87301690931645
uc2.ark:/13960/t88g8k59z,"Scott, Walter,",The abbot,1820,m,,84.61293052030018
inu.32000005270824,,"The Abduction, or, The adventures of Major Sarney",1825,u,,84.52370890034655
njp.32101065861807,"M'Laren, Jessie.",Neil Willox,1886,f,,84.4575572622238
mdp.39015032919287,"Lingard, Joan.",After Colette / | $c: Joan Lingard.,1993,f,high_female,84.4344035964492
uc2.ark:/13960/t0ks6mx38,"Kingston, William Henry Giles,","Ronald Morton; or, The fire-ships",1872,m,mixed,84.39208795274043
mdp.39015050023525,,Borderline : | the Mainstream book of Scottish gay writing / | $c: edited by Joseph Mills ; introduction by Toni Davidson.,2001,u,high_male,83.74714274454165
mdp.39015063608361,"Oliphant, Laurence,",Masollam; a problem of the period,1886,m,mixed,83.6051643321181
njp.32101003148556,"Scott, Walter,",Waverley;,1862,m,high_male,83.51208593690387
mdp.39015058209597,"Manguel, Alberto.",Stevenson under the palm trees / | $c: Alberto Manguel.,2004,m,high_female,82.88208641838877
njp.32101027058062,"Yonge, Charlotte M.",The caged lion,1882,f,,82.78986214706917
uiuo.ark:/13960/t6vx0xb05,"Needell, Mary Anna Lupton,",The story of Philip Methuen,1886,f,,82.70737858285653
njp.32101068583473,"Lang, Andrew,",A batch of golfing papers,1892,m,high_male,82.65266433294438
uiuo.ark:/13960/t9377qv1n,"Field, Julian Osgood,",Little hand and muckle gold,1889,m,high_female,82.54130099656481
mdp.39015036896390,"Sutherland, Millie.",The Brae House.,1979,f,mixed,82.46340686320447
uiuo.ark:/13960/t6qz2mg41,"Gibbon, Charles,",The braes of Yarrow,1881,m,,82.43878481723145
mdp.39015058131015,"O'Hanlon, Redmond,",Trawler : | a journey through the North Atlantic / | $c: Redmond O'Hanlon.,2003,m,high_male,82.36292907918245
mdp.39015010683467,"Benedictus, David.",Local hero / | $c: David Benedictus ; based on a screenplay by Bill Forsyth.,1983,m,,82.28517691313036
uiuo.ark:/13960/t75t3x02t,"Black, William,",In far Lochaber,1888,m,high_female,82.16769854009021
mdp.39015025180459,"Smith, Iain Crichton,",An honourable death / | $c: Iain Crichton Smith.,1992,u,high_male,82.03445447087776
hvd.hwadc3,"Scott, Walter,",The Waverley novels,1829,m,,81.9322054580795
inu.39000003433047,,Prevailing spirits : | a book of Scottish ghost stories / | $c: edited by Giles Gordon.,1976,u,,81.88976377952756
uiuo.ark:/13960/t6vx0vt4j,"Lauder, Thomas Dick,",The wolfe of Badenoch,1827,m,,81.87746941495692
mdp.39015061196617,"MacNeil, Kevin.",The Stornoway way / | $c: Kevin MacNeil.,2005,m,,81.44914315501401
inu.30000061588277,"Smith, Gregor Ian.",Folk tales of the Highlands. | $c: Drawings by the author.,1953,m,,81.24641559931179
hvd.hwjrdq,"Smollett, T.","The miscellaneous works of Tobias Smollett, M.D",1824,m,mixed,81.21713118577011
uc1.b3327455,"Whyte-Melville, G. J.",The Queen's Maries,1862,m,,81.20178643930167
uc1.$b100785,"Harwood, Alice.",Merchant of the ruby / | $c: Alice Harwood.,1951,f,mixed,80.99172822185537
umn.31951002090739o,"Morrison, Nancy Brysson.",When the wind blows.,1937,f,mixed,80.78476630121176
mdp.39015048900990,"Mackenzie, Compton, Sir,",The rival monster.,1952,m,,80.68904693100147
uiuo.ark:/13960/t79s28b7c,"Tytler, Sarah,",Saint Mung's city,1884,f,mixed,80.5852702766761
uiuo.ark:/13960/t3611mj0t,Rita.,The laird o' Cockpen,1891,u,,80.28734417916755
uiuo.ark:/13960/t5m90sg4k,"Oliphant,",Harry Muir,1853,f,,80.24455483377913
uc2.ark:/13960/t3bz61w0q,"Macfarlan, Alexander.",The inscrutable lovers,1919,m,high_female,80.1034062152961
uc2.ark:/13960/t92808h53,"Fittis, Robert S.",Gilderoy,1866,m,mixed,80.04414555906591
uc1.b2830317,"Crosthwaite, Charles.",Thakur Pertáb Singh,1913,m,,80.03841844085161
uiuo.ark:/13960/t78s53x1v,"Gordon,",The fortunes of the Falconars,1844,f,,80.0175380905404
inu.32000001854480,"Mackenzie, Compton, Sir,",Rockets galore.,1957,m,,79.69362229650456
mdp.39015019489411,"Mills, Joseph,",Towards the end.,1989,m,high_male,79.6758019094718
uc2.ark:/13960/t86h4jx3q,"Oliphant,",Effie Ogilvie,1886,f,high_female,79.6299105111482
njp.32101065203703,"Piddington, Rose.",The last of the Cavaliers,1859,f,,79.54000958313368
mdp.39015063938784,"Lockhart, J. G.",The history of Matthew Wald,1824,m,,79.48936977980259
uiuo.ark:/13960/t6d22j49c,,Poor Nellie,1887,f,,79.32211072359392
mdp.39015063748019,"Black, William,",White heather,1885,m,,78.90619685735665
njp.32101068971348,"Kennedy, Grace,","Dunallan, or, Know what you judge",1825,f,high_female,78.37222370094344
inu.30000118486012,"Cluness, Andrew T.",Told round the peat fire.,1955,m,,78.31954373845288
njp.32101067173045,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,78.0911733778685
uiuo.ark:/13960/t04x5wd9q,"Picken, Andrew,",The black watch,1834,m,high_male,78.07893940118232
mdp.39015064690400,"Robertson, James,",The testament of Gideon Mack / | $c: James Robertson.,2006,m,,77.89840059666862
nyp.33433074858162,"Henry, Alexander.",Rolando: a romance,1821,m,,77.43534148985597
uiuo.ark:/13960/t07w72b8r,"Yates, Edmund Hodgson,",The forlorn hope,1867,m,,77.18214987370195
uc2.ark:/13960/t04x56d3j,"White, Hester.",Mountains of necessity,1901,u,,77.06867045209842
nyp.33433074902523,"Macrae, David,","Dunvarlich; or, Round about the bush",1865,m,mixed,77.0286209469706
mdp.39015063986668,"Black, William,",White wings,1880,m,mixed,77.004688729936
uc1.$b106363,"Mitchell, James Leslie,",A Scots quair | $c: [by] Lewis Grassic Gibbon; a trilogy of novels. Foreword [by] Ivor Brown.,1966,m,,76.80902569010077
uc2.ark:/13960/t2b85575q,"Oliphant,",Harry Muir,1853,f,,76.73713693742086
njp.32101064789645,"Picken, Andrew,",The dominies legacy,1830,m,,76.38911953236574
uc1.32106018863032,"Lingard, Joan",After you've gone / | $c: Joan Lingard,2007,f,high_female,76.14986293024673
mdp.39015017936876,"Logan, Owen.","Al Maghrib : | photographs from Morocco, 1983-1988 / | $c: Owen Logan ; with three stories by Paul Bowles ; preface by Alexander Hutchison.",1989,m,high_female,75.70739093403994
uc1.32106013652091,"Tey, Josephine,","The singing sands,",1952,f,high_male,75.699317504566
mdp.39015016452875,"Bell, Josephine,",Jacobean adventure / | $c: Josephine Bell.,1969,f,high_male,75.54055644939764
mdp.39015021828648,,"Lean tales : | James Kelman, Agnes Owens, Alasdair Gray.",1985,u,mixed,75.25603411606879
uc1.b4084813,"Innes, Michael,",The secret vanguard / | $c: by Michael Innes.,1940,m,,75.15536927301632
uiuo.ark:/13960/t67371w1v,"Beaton, Patrick.",Marion Leslie,1863,m,mixed,74.98711159019544
uiuo.ark:/13960/t5w672s7g,,The privateer,1848,u,mixed,74.81153248546929
uiuo.ark:/13960/t2x35943m,"Tytler, Sarah,",Saint Mung's city,1884,f,mixed,74.78258771876924
inu.30000109858310,"McCall Smith, Alexander,",Dream Angus : | the Celtic god of dreams / | $c: Alexander McCall Smith.,2006,m,high_male,74.72445357743321
mdp.39015060860080,"Archibald, Malcolm.",Whales for the wizard / | $c: Malcolm Archibald.,2005,m,high_male,74.63511720477665
uc2.ark:/13960/t3nv9hp0q,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,,74.41983354617112
mdp.39015002704834,"Scott, John Dick,",The end of an old song; | a romance.,1954,m,mixed,74.28816844842196
wu.89015218159,"Gore, Stuart,","Australians, go home!",1958,m,high_male,74.27987111960024
njp.32101066477926,"Ballantine, James,",The gaberlunzie's wallet,1843,m,high_male,74.19072615923008
uc1.32106006836651,"Callison, Brian.",The sextant / | $c: Brian Callison.,1981,m,,74.03502080832781
njp.32101068604030,"Sidgwick, Frank.",Treasure of Thule,1912,m,high_male,74.01823041600987
uc2.ark:/13960/t8sb40h6q,"Grant, James,",Legends of the Black Watch,1860,m,,73.9022587749786
mdp.39015008547930,"Buchan, John,","John Burnet of Barns; | a romance, | $c: by John Buchan.",1933,m,,73.6528886662935
njp.32101067172971,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,73.59273467470446
uiuo.ark:/13960/t39z9t406,"Sime, William,",Haco the dreamer,1884,m,mixed,73.50811930590514
uc1.b3327454,"Whyte-Melville, G. J.",The Queen's Maries,1862,m,,73.37944728010446
mdp.39015005724094,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,mixed,73.3764568432451
uiuo.ark:/13960/t3gx51j74,"Black, William,",Highland cousins,1894,m,,73.07270734380708
uiuo.ark:/13960/t4jm2nb24,"Gibbon, Charles,",In love and war,1877,m,mixed,72.92320781088581
uiuo.ark:/13960/t56d67b76,,"A Country curate's autobiography, or, Passages of a life without a living",1836,u,mixed,72.82928276643379
inu.30000124799192,"Montgomerie, Norah.",The folk tales of Scotland : | The well at the world's end and other tales / | $c: Norah and William Montgomerie.,2005,f,high_male,72.6480203414457
mdp.39015066739841,,Outside of a dog-- : | an anthology of new writing / | $c: introduction by Alan Bissett.,2006,u,,72.43002741993895
nnc1.50207065,"Oliver, Nathan.","A few remarkable events in the life of Rev. Josiah Thompson, a Secession minister",1836,m,high_male,72.20374584281463
uc2.ark:/13960/t57d30539,"Maclagan, Robert Craig,",Evil eye in the western Highlands,1902,m,mixed,72.16709458052877
nyp.33433074873039,"Lawson, Henry,",The country I come from,1901,m,,72.0011520184323
nnc1.0315302903,"Wilson, John Mackay,",Wilson's Tales of the Borders and of Scotland,1885,m,mixed,71.90009481825004
mdp.39015030735503,"Belloc, Hilaire,","But soft-we are observed! / | $c: by Hilaire Belloc, with thirty-seven drawings by G. K. Chesterton.",1928,m,,71.83262997216485
nyp.33433074920582,"Bailey, H. C.",THe master of gray,1903,m,high_male,71.65613872628457
nyp.33433074857420,"Galt, John,",Stories of the study,1833,m,mixed,71.64327877022755
pst.000032008142,"Brook, Peter.",Peter Brook.,1994,m,high_male,71.54172415555215
uc1.b3339475,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,71.34650795566024
uiuo.ark:/13960/t9q24dz10,"Lauder, Thomas Dick,",The wolfe of Badenoch,1827,m,,71.34463656202787
mdp.39015063967304,"Calt, John,",Rothelan;,1824,m,,71.220843967001
mdp.39015008272265,"baron, Reith, John Charles Walsham Reith,","Wearing spurs,",1966,m,high_male,71.00239346777978
mdp.39015014660255,"Stevenson, Robert Louis,",Catriona,1893,m,,70.94801223241589
uiuo.ark:/13960/t0qr5b57j,"Leys, John K.",The Lindsays,1888,m,,70.80433727140314
uc2.ark:/13960/t7pn90472,"Livingstone, W. P.","Mary Slessor of Calabar, pioneer missionary",1916,u,high_female,70.76594485402916
hvd.hwadvd,"Scott, Walter,",The Waverley novels,1829,m,,70.74637424831978
njp.32101067173078,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,70.70871892895715
mdp.39015078802967,"Gray, Alex.",Glasgow kiss / | $c: Alex Gray.,2009,m,mixed,70.53230118163373
mdp.39015014452190,"Mitchell, James Leslie,",The thirteenth disciple / | $c: J. Leslie Mitchell; introd. by Douglas F. Young.,1981,m,high_male,70.46047996021055
mdp.39015073661368,"Rush, Christopher,",Hellfire and herring : | a childhood remembered / | $c: Christopher Rush.,2007,m,mixed,69.68404235430087
inu.32000005542370,"Baring, Maurice,",Darby and Joan / | $c: by Maurice Baring.,1935,m,high_female,69.66655055574907
mdp.39015006945433,"Hogg, James,",The mountain bard ;,1821,m,high_male,69.46856547412295
uc1.32106013375388,"Lingard, Joan",Dreams of love and modest glory / | $c: Joan Lingard,1995,f,high_female,69.0539030085264
nc01.ark:/13960/t0qr58d6c,"O'Donnell, Elliott,",The Banshee,1920,m,,68.55867346938776
uiuo.ark:/13960/t9m336n3g,"Gordon,",The fortunes of the Falconars,1844,f,,68.48180261777213
uc2.ark:/13960/t53f4r152,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,68.42545426898806
uc1.b3339452,"Hogg, James,","The tales of James Hogg, the Ettrick shepherd",1886,m,,68.41551474207577
mdp.39015078570689,"Fraser, William C.",The yelpin' stane : | stories of Scottish village life / | $c: by William C. Fraser.,1928,m,high_male,68.36082627433497
mdp.39015009227243,"Martineau, Harriet,",The billow and the rock,1846,f,high_female,68.33340760877638
uiuo.ark:/13960/t1tf0ft5j,"Sime, William,",Haco the dreamer,1884,m,mixed,68.3293474547318
uiuo.ark:/13960/t8z89vv9r,"Scott, Walter,",Tales of my landlord,1816,m,mixed,68.25303260633513
mdp.39015063870219,"Gillies, R. P.",Tales of a voyager to the Arctic Ocean,1826,m,,68.16392248116678
mdp.39015047487759,"Murray, Donald S.",Special deliverance / | $c: Donald S. Murray.,1997,m,mixed,68.10133478616181
mdp.39015063869765,"Gleig, G. R.",Allan Breck,1834,m,,67.7921261925627
uc2.ark:/13960/t6930w82k,"Buchan, John,",John Burnet of Barns;,1898,m,,67.72135107586189
uc2.ark:/13960/t1vd6qn4c,"Robinson, Emma,","The armourer's daughter, or, The border riders",1850,f,mixed,67.70715786184267
inu.30000110628447,"Clews, Alan,",The bay of Naples / | $c: Alan Clews.,2009,m,,67.62849413886384
uiuo.ark:/13960/t7np2bz7b,"Black, William,","Stand fast, Craig-Royston!",1890,m,,67.53619517960408
mdp.39015054403087,"Gunn, Daniel.",Body language : | a novel / | $c: Dan Gunn.,2002,m,mixed,67.34510625561211
mdp.39015047557247,"Jenkins, Robin,",Matthew and Sheila / | $c: Robin Jenkins.,1998,f,high_female,67.31456939711389
mdp.39015063548732,"Crockett, S. R.",Lochinvar,1897,m,mixed,66.9082095110651
uiuo.ark:/13960/t9p27fq32,"Norton, Caroline Sheridan,",Old Sir Douglas,1868,f,,66.87670907145404
mdp.39015048880812,"Linklater, Eric,",White-maa's saga.,1952,m,,66.75010429703796
mdp.39015080887147,"Welsh, Irvine.",Reheated cabbage : | tales of chemical degeneration / | $c: Irvine Welsh.,2009,m,,66.48936170212764
uiuo.ark:/13960/t19k4zt0k,"Scott, Walter,",Tales of my landlord,1816,m,mixed,66.45339762313196
hvd.hwadbx,"Scott, Walter,",The Waverley novels,1829,m,high_male,66.13695006194517
nyp.33433076078975,"Scott, Walter,",The handy volume  Waverly,1877,m,high_male,66.13675611458805
uc2.ark:/13960/t1ng4jv1m,"Lucas, St. John Welles Lucas,",Heroines and others,1914,m,high_female,65.95979750342167
nyp.33433067294755,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,high_female,65.86213535175446
mdp.39015024652698,,Original prints : | new writing from Scottish women / | $c: introduction by Elspeth Davie.,1985,u,high_female,65.76942203115225
nnc1.cu55085962,,The chronicles of Kartdale,1898,u,high_male,65.6295351395321
wu.89092531771,"Hogg, James,",The three perils of woman,1823,m,,65.61017462400324
nyp.33433008143475,"Stretton, Hesba,",Nelly's dark days,1870,m,,65.41750385496005
njp.32101067173193,"Scott, Walter,",Tales and romances,1833,m,mixed,65.3299942447386
njp.32101067627453,"Arnold, Frederick,",Reminiscences of a literary and clerical life,1889,m,high_male,65.28406157957063
uc2.ark:/13960/t80k2dz61,"Bowen, Marjorie,","""Because of these things ...""",1915,f,mixed,65.18472021873096
mdp.39015049550224,"Jenkins, Robin,",Poor Angus / | $c: Robin Jenkins.,2000,f,high_female,65.17777570864205
nyp.33433075765275,"Sinclair, May.",Mr. and Mrs. Nevill Tyson,1908,f,high_female,64.8153482744714
uc1.32106012960461,"Livesey, Margot,",Criminals : | a novel / | $c: by Margot Livesey,1996,f,,64.73761647866601
uc1.b3912189,"Hockney, David.",David Hockney looking at pictures in a book at the National Gallery 1 July-31 August 1981.,1981,m,high_male,64.4883920894239
uiuo.ark:/13960/t9d517f38,"Picken, Andrew,",The black watch,1834,m,high_male,64.46278675429869
uc1.b4457279,"Tomkies, Mike.",Golden eagle years / | $c: Mike Tomkies.,1982,m,,64.44926362361629
uiuo.ark:/13960/t3805f21r,"Craik, Dinah Maria Mulock,",A noble life,1866,f,,64.4433703882713
mdp.39015078806471,"Macbeth, Nigel J.",The watchers / | $c: Nigel J Macbeth.,2008,m,mixed,64.36863249950059
uc2.ark:/13960/t5gb23h15,"Scott, Walter,",The fortunes of Nigel,1822,m,high_male,64.36663233779608
nyp.33433074930656,"Mills, George,","The beggar's benison, or, A hero, without a name, but, with an aim",1866,m,,64.33405673406017
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,64.19956894575137
mdp.39015063942372,"Lyell, William Darling,",The house in Queen Anne square;,1920,m,mixed,63.867156314865085
uiuo.ark:/13960/t78s52g23,"Crowberry, Daniel.","North of the Tweed, or, Lorance Langton: his life, incidents, and adventures in Scotland",1867,m,,63.77660949754374
mdp.39015059392251,"Davidson, John,",The pilgrimage of Strongsoul,1896,m,high_male,63.31942789034565
uiuo.ark:/13960/t4cn7np5r,"Braddon, M. E.",Dead-sea fruit,1868,f,mixed,63.18830113738942
mdp.39015020086214,"Findlater, Mary.",Penny Monypenny,1913,f,high_female,63.13542222627215
mdp.39015082729305,"McDermid, Val.",A darker domain / | $c: by Val McDermid.,2008,m,mixed,62.88288872321804
mdp.39015014621661,"Bowman, Gerald.",The man who bought a navy; | the story of the world's greatest salvage achievement at Scapa Flow.,1964,m,high_male,62.7894199827329
