htid,author,title,year,authgender,female_category,intl_intensity
uc2.ark:/13960/t77s7kw62,"Pearce, Charles E.",A star of the east,1912,m,,765.3307115455052
hvd.hn21hk,"Porter, Jane,",Thaddeus of Warsaw,1805,f,,763.1573988580902
wu.89087886859,"Fadeev, Aleksandr,","Leningrad in the days of the blockade, | $c: by A. Fadeyev. Translated from the Russian by R. D. Charques.",1946,u,,760.0779132791325
mdp.39015042872815,"Demetrios, George.",When I was a boy in Greece,1913,m,high_male,758.0486934807811
inu.30000110565540,"Bowen, Jim W.",Just another mzungu passing through / | $c: Jim Bowen.,2008,m,mixed,757.9129723421916
mdp.39015054385425,,The weekenders : | travels in the heart of Africa / | $c: Alex Garland ... [et al.],2001,u,high_male,756.0708816451543
mdp.39015063201548,"Moorcock, Michael,",The vengeance of Rome / | $c: Michael Moorcock.,2006,m,,753.0192290663379
uc1.32106012238371,"Stangerup, Henrik",Snake in the heart : | a novel / | $c: Henrik Stangerup ; translated from the Danish by Anne Born,1996,u,mixed,751.6083959033887
uiuo.ark:/13960/t78s50349,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,750.0659605744224
mdp.39015027338147,"Kuncewiczowa, Maria Szczepańska,","The keys; | a journey through Europe at war, translated from the Polish.",1945,f,,749.8251136761106
uc1.$b42205,"Gray, Bernard.",War reporter.,1942,m,high_male,748.9705385028545
mdp.39015003931790,"Golding, Louis,","Adventures in living dangerously, | $c: by Louis Golding.",1930,m,mixed,748.8612676600015
mdp.39015058659890,"Dutt, Romesh Chunder,",The slave girl of Agra;,1909,u,,746.5773036257781
mdp.39015073480157,"Henty, G. A.",With Frederick the Great,1898,m,high_male,745.5119415834954
inu.30000026041230,"Hodson, Peregrine.",A circle round the sun : | a foreigner in Japan / | $c: Peregrine Hodson.,1992,u,mixed,742.2825187451414
mdp.39015009195960,"Crisp, Robert.",The gods were neutral.,1960,m,high_male,741.4451112167667
mdp.39015031236279,"Howells, William Dean,",The lady of the Aroostook,1891,m,,741.4054654616159
mdp.39015047457992,"Preston, Peter,",51st state / | $c: Peter Preston.,1998,m,,740.0251535643329
njp.32101007595638,"Balzac, Honoré de,",Comedy of human life,1887,f,mixed,739.9925177702955
uc2.ark:/13960/t82j69f2x,"Henty, G. A.",Won by the sword;,1899,m,high_male,739.532792440928
uc1.$b120264,"Bradley, Marjorie D.",The long walkabout | $c: [by] Marjorie D. Bradley.,1968,f,,738.862093735798
uc1.$b597568,"Deval, Jacques,","Chérie, | $c: by Jacques Deval ...",1932,m,high_female,738.3381686605602
uc1.b3327536,"Normanby, Constantine Henry Phipps,","Historiettes; or, Tales of continental life",1827,m,mixed,738.0732233523123
uc1.b3782596,"Duncan, Dorothy.",Portrait of Jan.,1948,f,,737.57278678817
inu.32000014228151,"Copping, Arthur E.",A journalist in the Holy Land;,1911,m,high_male,737.325733773308
njp.32101062729254,"Bernhard, Carl,",The Queen of Denmark,1846,f,,736.5033964962461
mdp.39015030947835,"Berry, Francis.",I tell of Greenland : | an edited transl | $c: Francis Berry.,1977,m,high_male,736.2554825069777
mdp.39015001610214,"Cid,",The poem of the Cid (El poema del mio Cid),1959,u,high_male,735.103346882297
uc1.b3114920,"Kuehnelt-Leddihn, Erik von,",Night over the east / | $c: translated and adapted from the German by Edwin and Willa Muir.,1936,m,mixed,734.3787980347818
mdp.39015056946067,"Markham, E. A. (Edward Archibald),",Taking the drawing room through customs : | selected stories (1972-2002) / | $c: E.A. Markham.,2002,m,,733.791855768181
wu.89100133453,"Vioux, Marcelle,",Henry of Navarre.,1936,f,,733.0832190256442
uc1.b3581566,"Mitra, Siddha Mohana,",Hindupore,1909,u,mixed,732.4707581959424
mdp.39015014117637,"Porter, Anna Maria,",The recluse of Norway,1814,f,,732.4661855581004
mdp.39015040132147,"Farki, Neville.",The death of Tarzana Clayton : | a novel / | $c: by Neville Farki.,1985,m,,731.7197973699024
mdp.39015010866195,"Danielsson, Bengt,",Forgotten islands of the South Seas.,1957,u,high_male,730.3323313898044
mdp.39015026305204,"Griffith, George.",Briton or Boer?,1897,m,high_male,729.3455362991026
mdp.39015058094593,"De Falbe, John,",The bequest / | $c: John De Falbe.,2003,m,,728.1608628706226
uc1.$b56451,"Cummins, Geraldine Dorothy,","When Nero was dictator, | $c: by Geraldine Cummins. Introduction by A.H.E. Lee.",1939,f,high_male,727.3130030273942
uc1.$b155126,"Wilson, Dorothy Clarke.",Dr. Ida : | the story of Dr. Ida Scudder of Vellore / | $c: Dorothy Clarke Wilson.,1959,f,high_female,727.1413870886403
uiuo.ark:/13960/t4hm5hr35,"Caine, Hall,",The scapegoat,1891,m,high_female,725.1182738647921
mdp.39015073390778,"Mannin, Ethel,",Red Rose : | a novel based on the life of Emma Goldman ('Red Emma') / | $c: Ethel Mannin.,1941,f,,724.7973378512874
mdp.39015053777424,"Brun, Vincenz,","Alcibiades, forsaken by gods and men. | $c: [Translated from the German by Carl Ehrenstein and John Dorman]",1936,u,,724.2300660947827
uc1.$b244269,"Edinger, George Adolphus,","Make haste, my love / | $c: by George Edinger. --",1951,m,,723.3024709019535
uc1.b3321856,"Disraeli, Benjamin,",Tancred,1847,m,mixed,722.7627130338785
wu.89044543270,"Rimmer, Dave.",Once upon a time in the East / | $c: Dave Rimmer.,1992,m,high_male,721.3249736257515
mdp.39015014331725,"Bedford, John Harman.",Wanderings of Childe Harolde,1825,m,mixed,721.0821654151645
njp.32101064911876,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,720.4233767711831
mdp.39015063536836,"Browne, Thos. Alex.",A modern buccaneer,1894,m,high_male,720.3108710074873
uc1.b4104233,"Trollope, Anthony,",Harry Heathcote of Gangoil,1874,m,,719.4448780349364
inu.39000005519793,"King, Rosa E. (Rosa Eleanor),",Tempest over Mexico : | a personal chronicle / | $c: by Rosa E. King ; illustrated by Carroll Bill.,1936,f,mixed,719.2649703180037
mdp.39015019554131,"Ballard, J. G.,",War fever / | $c: J.G. Ballard.,1990,m,mixed,719.221149906035
uc2.ark:/13960/t7cr5q352,"Callwell, J. M.",Old Irish life,1912,u,,718.7970213051436
uc1.b3346146,"Allister, William,",A handful of rice.,1961,m,high_male,718.4495806913478
nyp.33433044564726,"Pallander, Edwin.",The log of an island wanderer,1901,u,mixed,718.2261546251632
uc1.$b557779,"Mackenzie, Kenneth.",Living rough / | $c: Kenneth Mackenzie.,1936,m,,716.8727631212362
uc1.32106019033940,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,716.519020323085
uc1.31822001403641,"Huskinson, Janet",Roman sculpture from Cyrenaica in the British Museum / | $c: Janet Huskinson,1975,f,high_male,715.5330778128047
njp.32101062729262,"Bernhard, Carl,",The Queen of Denmark,1846,f,,715.3024911032027
uc2.ark:/13960/t3pv6db05,"Lorimer, Norma Octavia,",By the waters of Carthage,1906,f,,715.1095732410612
uc1.32106019294609,"Wang, Lixiong,",China tidal wave : | a novel / | $c: Wang Lixiong ; translated from the Chinese by Anton Platero,2008,u,high_male,714.2569051556295
uiuo.ark:/13960/t5w66tq0x,"Eaton, Charlotte A.",Vittoria Colonna,1827,f,high_male,713.765164830454
uc1.32106018775459,"Platonov, Andreĭ","Happy Moscow / | $c: Andrey Platonov ; translated from the Russian by Robert and Elizabeth Chandler with Angela Livingstone, Nadya Bourova and Eric Naiman ; with an introduction by Eric Naiman",2001,u,,712.0315894638354
uc1.b4253908,"Tilden, William A.","Sir William Ramsay, K. C. B., F. R. S;",1918,m,high_male,711.9791464031435
uiuo.ark:/13960/t77s8c139,"Saunders, John,","Israel Mort, overman",1876,m,high_male,711.1294128826878
inu.39000000524541,"Sharp, Colin Ainsworth.",Birthright / | $c: Colin Ainsworth Sharp.,1982,m,high_male,711.0356730234349
inu.30000035049968,"Josephus, Flavius.",The destruction of the Jews. | $c: Translated and with an introduction by G.A. Williamson. Wood-engravings by Garrick Palmer.,1971,m,high_male,710.8714303223434
uc2.ark:/13960/t70v8k70j,"Matthews, Caroline Twigge,",Experiences of a woman doctor in Serbia,1916,f,,709.4365691966361
mdp.39015064755526,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,709.0730639033738
mdp.39015032814538,"Higgins, Aidan,",Lions of the Grunewald / | $c: Aidan Higgins.,1993,m,,707.9754350886499
mdp.39015064872602,"Hope, Christopher.",My mother's lovers / | $c: Christopher Hope.,2006,m,,707.7766964522693
uc1.b3548239,"Disraeli, Isaac,","Despotism: or, The fall of the Jesuits",1811,m,high_male,707.3143985086084
uc1.b3442223,"Habe, Hans,",Palazzo : | a novel / | $c: by Hans Habe ; translated by Salomé Hangartner.,1977,m,,705.723058406789
mdp.39015078575910,"Purves, William Laidlaw,",The authorship of 'Robinson Crusoe.',1903,m,high_male,704.9345417925477
uiuo.ark:/13960/t2w38cs9p,"Saunders, John,","Israel Mort, overman",1873,m,high_male,704.2216261117547
inu.30000092626054,"Biles, Timothy,",Su'n Dan : | a tribute to the Sudanese who survive and to the unknown numbers who do not / | $c: by Timothy Biles.,1993,m,high_male,703.7533512064343
mdp.39015008424890,"MacDonald, James Middleton.",The baba log;,1896,m,high_male,702.9028277083222
inu.30000092668809,"Mulrine, Stephen.",Moscow stations : | a play / | $c: by Stephen Mulrine ; translated and adapted from Moscow-Petushki by Venedikt Yerofeev.,1993,m,,702.4445068839561
uc2.ark:/13960/t0ns0qv2g,"Fischer, Henry W.",The secret memoirs of Bertha Krupp,1916,m,,702.3817871584506
mdp.39015002204744,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,701.3140078363633
mdp.39015051144924,"Byrne, Donn,","The golden goat, | $c: by Donn Byrne.",1930,m,high_female,699.615804202438
mdp.39015022004801,"Buchan, James.",Slide / | $c: James Buchan.,1991,m,high_female,699.1799741044455
mdp.39015041290811,"MacLean, Rory,",The oatmeal ark : | from the Western Isles to a promised sea / | $c: Rory Maclean.,1997,m,,699.0066747253902
mdp.39015064001525,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,698.7304343744867
mdp.39015078576058,"Purves, William Laidlaw,","The ""O"" edition of 'Robeson Cruso'",1903,m,high_male,698.0562874708825
njp.32101065836619,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,696.9238684731598
mdp.39015080879938,"Stock, Jon.",Dead spy running / | $c: Jon Stock.,2009,m,,694.6533039690316
uc1.$b555999,"Irwin, E. W. (Edward Way).","No longer innocent, | $c: by E.W. Irwin and Ivan Goff.",1933,m,high_male,694.3741895135702
uc1.32106015528927,"Dunnett, Dorothy.",Race of scorpions / | $c: Dorothy Dunnett.,1989,f,high_male,694.3018225422842
mdp.39015029195693,"Moorcock, Michael,",Jerusalem commands / | $c: Michael Moorcock.,1992,m,,694.1788866603714
mdp.39015025250260,"Barillé, Elisabeth.","Anaïs Nin, naked under the mask / | $c: Elisabeth Barillé ; translated by Elfreda Powell.",1992,f,,693.4438040345822
nyp.33433074964952,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,693.4433940791769
mdp.39015002320029,"Greene, Graham,",The collected edition.,1970,m,high_male,692.9890742448375
uc1.$b323496,"Burnett, W. R. (William Riley),",The Widow Barony.,1962,m,high_male,692.3394256811293
mdp.39015058097034,"Tirumurti, T. S.,",Clive Avenue / | $c: T.S. Tirumurti.,2002,u,,692.0270974465868
njp.32101073313676,"Walmsley, Leo,",Flying and sport in East Africa,1920,m,high_male,691.3183279742764
mdp.39015066678700,"Lartéguy, Jean,",Sauveterre; | $c: translated by Xan Fielding from the French.,1968,f,,691.1567381452694
mdp.39015026723000,"Zglinitzki, Helen de,","Death in the morning, | $c: Helen Nicholson (Baroness de Zglinitzki)",1937,f,,690.5518020418168
uc1.31822010874279,"Harsányi, Zsolt,",Hungarian melody; | $c: translated  from the Hungarian by Lynton Hudson,1936,u,,690.3526514818398
njp.32101067407955,"Defoe, Daniel,",The memoirs of Captain George Carleton,1840,m,high_male,689.6066427415383
mdp.39015027548745,"Lukash, Ivan,",The flames of Moscow. | $c: by Ivan Lukash; translated from the Russian by Natalie Duddington.,1930,m,high_male,688.9705820497504
uc2.ark:/13960/t24b2zw4z,"Johns, Richard.","Legend and romance, African and European",1839,m,mixed,688.5199476087649
nnc1.cu01579673,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,687.7134681067109
uc1.$b80840,"Delarue-Mardrus, Lucie,",William the Conqueror; | $c: translated by Colin Shepherd.,1933,u,high_male,687.6763425948066
mdp.39015005213262,"Steegmann, Mary G.",Bianca Cappello,1913,f,,687.5477463712759
inu.39000005769273,"St. Johnston, Thomas Reginald.",The Lau Islands (Fiji) and their fairy tales and folklore,1918,m,,687.0491240123669
uiuo.ark:/13960/t56d69q4h,"Hartstonge, Matthew Weld,",The eve of All-Hallows;,1825,m,high_male,686.4762531895631
uc2.ark:/13960/t0js9k52b,"Jackson, Murray Cosby.","A soldier's diary, South Africa 1899-1901",1913,m,high_male,686.3183360067317
mdp.39015000354582,"Sparrow, Gerald,",The golden orchid.,1963,m,high_female,686.2687096965035
uc1.$b703632,"Morand, Paul,","Europe at love,",1926,m,mixed,686.2298150058784
mdp.39015013417376,"Selvon, Samuel.",Moses migrating / | $c: Sam Selvon.,1983,m,,685.9117339900208
nyp.33433074876644,"King, Charles,",A wounded name,1898,m,,685.8253875246364
mdp.39015010916396,"Mackenzie, Compton, Sir,","The south wind of love; | being volume two of ""The four winds of love.""",1949,m,,684.7397225404098
mdp.39015027339442,"Garby-Czerniawski, Roman.",The big network.,1961,m,,684.441476676524
mdp.39015012363324,,The New British novelist;,1830,u,high_female,683.9285406653229
mdp.39015022882768,"Kassabova, Kapka.",Love in the land of midas / | $c: Kapka Kassabova.,2000,u,mixed,683.5140932298118
nyp.33433082123674,"Dilke, Charles Wentworth,",The fall of Prince Florestan of Monaco,1874,m,high_male,683.4051403951864
mdp.39015048901006,"Mackenzie, Compton, Sir,","The south wind of love; | being book two of ""The four winds of love"", | $c: by Compton Mackenzie.",1937,m,,683.3251946850344
nyp.33433075766042,"Pemberton, Max,",The phantom army,1898,m,,683.0084768641001
nyp.33433042976807,"Verne, Jules,",Mathias Sandorf,1889,m,high_male,682.8289664507395
mdp.39015030138427,"Schumacher, Heinrich Vollrat,",Nelson's last love.,1929,u,,682.8011259653183
mdp.39015014117645,"Porter, Anna Maria,",The recluse of Norway,1814,f,,682.3821339950374
inu.30000110575184,"Hettche, Thomas.",What we are made of / | $c: Thomas Hettche ; translated from the German by Shaun Whiteside.,2008,m,high_male,682.1551125348594
uc1.32106018190436,"Dobbs, Michael,",Churchill's hour / | $c: Michael Dobbs,2004,m,,681.9575413069058
mdp.39015018508161,"Vázquez Montalbán, Manuel.",The pianist / | $c: Manuel Vázquez Montalbán ; translated by Elisabeth Plaister.,1989,m,,681.454761816221
mdp.39015059159825,"Louvish, Simon.",The cosmic follies / | $c: Simon Louvish.,2004,m,,681.3791969753012
uc1.$b119982,"Forbes, Colin,",Night of the hawk | $c: [by] Richard Raine.,1968,m,,680.0299070744472
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,678.6811574265145
uc1.b3148809,"Kellermann, Bernhard,",The tunnel / | $c: by Bernhard Kellerman.,1936,u,mixed,678.1867997721293
mdp.39015061750611,"Clarke, Lindsay.",The war at Troy / | $c: Lindsay Clarke.,2004,u,,677.6522445455527
mdp.39015053122043,"Lynn, Jack,",The Hallelujah flight / | $c: Jack Lynn,1989,m,high_male,677.0177647223387
mdp.39015010916289,"Mackenzie, Compton, Sir,","The south wind of love; | being volume two of ""The four winds of love.""",1949,m,high_male,676.1272572722613
uc1.$b23576,"Collins, Dale.",Sea-tracks of the Speejacks round the world.,1923,m,high_male,675.2403903509819
njp.32101072790536,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,674.6838301716351
mdp.39015005724094,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,mixed,674.6359672869232
mdp.39015066843254,"Keneally, Thomas.",The widow and her hero / | $c: Thomas Keneally.,2007,m,,674.532426386255
mdp.39015046880368,"Singh, Ajay,","Give 'em hell, Hari / | $c: Ajay Singh.",1998,u,high_male,673.882643117478
mdp.39015018913122,"Culverwell, David.",Days of yellow / | $c: David Culverwell.,1987,m,,673.599621838809
mdp.39015030739778,"De Polnay, Peter,",The moon and the marabou stork.,1973,m,,672.6135280212102
nyp.33433073357125,"Turgenev, Ivan Sergeevich,",The unfortunate one,1888,m,,672.1649484536083
uiuo.ark:/13960/t8v98nj98,"Laffan, De Courcy,",Bonnie Kate,1891,f,high_female,671.6552470248828
uc2.ark:/13960/t3319vc2j,"Kingston, Charles.",Famous morganatic marriages,1919,m,mixed,671.6131508251245
uc2.ark:/13960/t27943x5w,"Enfield, D. E.",A lady of the salons;,1922,u,high_female,671.0415947106133
mdp.39015062213007,"Baerlein, Henry,",Travels without a passport.,1941,m,,670.9848862315231
uc2.ark:/13960/t3rv0fs2q,,Recollections of a French marchioness,1846,u,,670.4839305504248
mdp.39015000651573,"Niebuhr, Barthold Georg,",The Greek heroes,1910,u,mixed,670.4467090644396
uc2.ark:/13960/t0zp44k24,"Castellane, Antione Marie Eugène Philippe Boniface,",Men and things of my time,1911,f,,670.2243886040845
mdp.39015019157687,"Tournier, Michel.",Gilles & Jeanne / | $c: Michel Tournier ; translated from the French by Alan Sheridan.,1987,m,,669.5049097026712
mdp.39015057024716,"Shah, Saira.",The storyteller's daughter / | $c: Saira Shah.,2002,u,,669.316934357914
uc1.b3548418,"Birrell, Francis,",A letter from a black sheep | $c: [by] Francis Birrell.,1932,m,,669.3074716568774
mdp.39015010916305,"Mackenzie, Compton, Sir,","The west wind of love, | being volume three of ""The four winds of love.""",1949,m,,668.2856788328932
mdp.39015027234049,"McHugh, Roger Joseph.",Dublin 1916 : | an illustrated anthology / | $c: edited by Roger McHugh.,1976,m,high_male,668.2780358137319
nyp.33433074936984,"Bayly, George,",Sea-life sixty years ago;,1885,m,high_male,667.9267451661516
wu.89074007592,"Bjørneboe, Jens,",The silence : | an anti-novel and absolutely the very last protocol / | $c: Jens Bjørneboe ; translated from the Norwegian by Esther Greenleaf Mürer.,2000,m,high_male,667.1423028300351
