htid,author,title,year,authgender,female_category,gb_strict_london_intensity
mdp.39015064962650,"Deloney, Thomas,",The gentle craft / | $c: edited by Simon Barker.,2007,m,,143.02030065130828
uc1.$b684798,"Baring, Maurice,","C,",1924,m,,142.74378377419885
njp.32101066459676,"Gore,",The dowager,1840,f,,142.72939881689365
inu.32000009218043,"Greene, Graham,",It's a battlefield / | $c: Graham Greene.,1934,m,mixed,142.54178492589088
uc1.b3401748,"Disraeli, Benjamin,",Endymion,1880,m,,142.5110446059569
uiuo.ark:/13960/t1bk1n75t,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,142.38890978453605
uiuo.ark:/13960/t3805gj3d,"Gore,",The diary of a désennuyée,1836,f,,142.319812951103
uc2.ark:/13960/t3319tq2m,"Laffan, May.",A singer's story,1885,f,high_female,142.18683349921798
uiuo.ark:/13960/t7xk8mq77,"Chorley, Henry Fothergill,",A prodigy,1866,m,,141.91365100158288
mdp.39015031325395,"Jenkins, Elizabeth,",Dr. Gully.,1972,f,high_female,141.67474461263143
mdp.39015019670390,"Louvish, Simon.",The last trump of Avram Blok / | $c: Simon Louvish.,1990,m,,141.64719626168227
mdp.39015002752197,"Ruskin, John,",Praeterita;,1899,m,,141.4093801555503
uiuo.ark:/13960/t4hm5ts3b,"McCarthy, Justin,",The riddle ring,1896,m,mixed,141.38848282968678
uc1.$b243981,"Neame, Alan.","Maud Noakes, guerrilla; | a novel.",1965,m,high_female,141.32783183612472
uc1.b4949065,"Wilson, A. N.,","Scandal, or, Priscilla's kindness / | $c: A.N. Wilson.",1983,m,,141.095079878021
inu.32000005542370,"Baring, Maurice,",Darby and Joan / | $c: by Maurice Baring.,1935,m,high_female,140.91643180594698
uc2.ark:/13960/t2w37nf56,"Lucas, E. V.",A little of everything,1912,m,mixed,140.8612189409202
mdp.39015067689664,"Guo, Xiaolu,",A concise Chinese-English dictionary for lovers / | $c: Xiaolu Guo.,2007,u,,140.72265220810397
uc1.b3578457,"Gore,","Cecil, a peer",1841,f,,140.70865997843683
uc2.ark:/13960/t45q4zm6r,"Tomlinson, H. M.",London river,1921,m,mixed,140.67599504820498
mdp.39015031225116,"Bennett, Arnold,","Teresa of Watling street; | a fantasia on modern themes, | $c: by Arnold Bennet.",1928,m,,140.36663765756154
mdp.39015054151454,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,139.51650739560955
uc1.$b440744,"Canning, Albert Stratford George,",Dickens & Thackeray studied in three novels,1911,m,,139.51641464278433
mdp.39015056909156,"Gray, John MacLachlan.",The fiend in human / | $c: John MacLachlan Gray.,2002,m,mixed,139.47185775192517
mdp.39015064789327,"Ayers, Jane.",Bradford old and new / | $c: [compiled by] Jane & John Ayers.,1976,f,high_male,139.21113689095128
mdp.39015054182749,"Redfern, Elizabeth.",The music of the spheres / | $c: Elizabeth Redfern.,2001,f,high_male,139.20547504561614
mdp.39015029404871,,Beyond the gaslight : | science in popular fiction 1895-1905 / | $c: Hilary and Dik Evans ; with ill. from the Mary Evans Picture Library.,1976,u,high_male,139.13349771046143
nyp.33433074926571,"Bennett, Arnold,",Teresa of Watling street,1904,m,,139.08623346474815
uc1.32106019365086,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,138.91289852567112
uc1.$b395388,"Wesker, Arnold,",Six Sundays in January.,1971,m,high_female,138.83217639853
mdp.39015016455787,"Brahms, Caryl,",You were there | $c: [by] Caryl Brahms [pseud.] & S. J. Simon [pseud.],1950,f,mixed,138.7766741124471
nyp.33433074870571,"Hind, C. Lewis",The enchanted stone,1898,m,high_male,138.62036260168531
uiuo.ark:/13960/t00z7gb1v,"Cole, Alfred Whaley,",Hope,1853,m,mixed,138.14475329960612
mdp.39015030742780,"Douglas, Robin,","16 to 21, | by Robin Douglas.",1925,m,,137.94512849333265
uc2.ark:/13960/t43r0vm76,"Henty, G. A.",A search for a secret,1867,m,,137.381937397549
njp.32101068581584,"Collins, Wilkie,",The woman in white,1860,m,high_female,137.21992433301315
mdp.39015020062736,"Colman, George,",Random records;,1830,m,high_male,137.15004718464925
nyp.33433075727168,"Fawcett, E. Douglas",Hartmann the anarchist,1893,f,mixed,136.937787746429
mdp.39015076147670,"Kāniṭakara, Hemanta,",Taking a chance / | $c: V.P. (Hemant) Kanitkar.,2008,u,high_female,136.47801424489273
uc1.32106005534992,"Ackroyd, Peter,",Hawksmoor / | $c: by Peter Ackroyd.,1985,m,high_male,136.36858000987206
mdp.39015056678488,"Vakil, Ardashir,",One day / | $c: Ardashir Vakil.,2003,u,,136.16862525648202
uc1.$b20576,"Townsend, Walter,","Black cap, murder will out, | $c: by W. & L. Townsend.",1930,m,mixed,136.11063850472743
mdp.39015053493808,"Fowler, Christopher.",The devil in me / | $c: Christopher Fowler.,2001,m,,136.0397322392572
njp.32101067643922,"Fendall, Percy.",Spiders and flies,1886,m,high_female,135.9445188746158
mdp.39015018653595,"(Herbert George), Wells, H. G.","Tono-Bungay, | $c: by H.G. Wells.",1925,m,high_female,135.75470359194605
mdp.39015031222725,"Calthrop, Dion Clayton,",The sentimental cynic.,1933,m,,135.64153849690783
mdp.39015053158724,,"Piece of flesh / | $c: edited by Zadie Smith ; consultant editor, Katie Kitamura.",2001,u,high_female,135.60883248471202
uiuo.ark:/13960/t8df78b8h,"Smith, Caroline Mary.",Magdalen Havering: being chapters in the history of a family,1861,f,high_female,135.6083493545729
uc1.32106018134871,"Hunt, Chris",Duval's gold / | $c: Chris Hunt,1997,m,high_male,135.58538200393093
uc1.$b752378,"Jaques, E. T.",Rambles with an American,1910,u,high_male,135.50322857182357
mdp.39015066189088,"Thackeray, William Makepeace,",Works,1883,m,,135.48061172940618
uc1.b3321893,"Black, William,",Magic ink and other tales,1892,m,mixed,135.442868412044
mdp.39015059449325,"Dilnot, Frank,",The adventures of a newspaper man,1913,m,,135.37675606641125
uiuo.ark:/13960/t8bg3636s,"Jeaffreson, John Cordy,",Cutting for partners,1890,m,,135.2775325378065
mdp.39015046013309,"Smith, Rupert.",I must confess / | $c: Rupert Smith.,1998,m,,135.17166801838334
inu.39000001956304,"Riddell, J. H.,",The mystery in palace gardens,1881,f,mixed,134.82377325458552
mdp.39015063239969,"Knight, Margaret,",Ginger Lily / | $c: Margaret Knight.,2004,f,mixed,134.6890268057573
uva.x030581138,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,134.4804926876232
mdp.39015018608078,"Ardizzone, Edward,",Tim all alone / | $c: by Edward Ardizzone.,1957,m,high_male,134.40860215053763
uc1.b3477398,"Mackay, Mercedes.",Black argosy.,1954,f,,134.0584843761921
njp.32101068177532,"Edgar, John G.",Runnymede and Lincoln Fair,1866,m,high_male,133.98303879520057
uc1.b3334259,"Lethbridge, Mabel.","Fortune grass, | $c: by Mabel Lethbridge.",1934,f,,133.95847287340922
uc1.32106005184848,"Fraser, Antonia,",A splash of red / | $c: Antonia Fraser.,1981,f,high_female,133.694095177463
uiuo.ark:/13960/t2x35cg1z,"Parker, Hastings,",Bentley Priory,1859,f,high_female,133.4545384213682
mdp.39015056303624,"Neate, Patrick.",The London pigeon wars / | $c: Patrick Neate.,2003,m,mixed,133.41671878257245
njp.32101066121896,"Gore,",The debutante;,1846,f,high_female,133.31473127780615
mdp.39015063739745,"Kennard, Nina H.,",Mrs. Siddons,1887,f,high_female,133.23877678206864
uc1.32106014959404,"Symonds, John,",The collected dramatic works of John Symonds.,1981,m,,133.195204972621
mdp.39015016924485,"Moorcock, Michael,",The condition of muzak : | a Jerry Cornelius novel / | $c: Michael Moorcock ; illustrated by Richard Glyn Jones.,1977,m,,133.09331852390892
mdp.39015068801581,"Tennant, Emma.",Confessions of a sugar mummy / | $c: Emma Tennant.,2007,f,mixed,133.08670937471803
uc1.32106014497330,"Craig, Amanda,",A vicious circle / | $c: Amanda Craig,1996,f,,132.99212122433352
mdp.39015008579966,"Thackeray, William Makepeace,",Works,1883,m,,132.79719175728764
mdp.39015030746633,"Goldsmith, Oliver,",The vicar of Wakefield,1885,m,,132.7310907722176
mdp.39015063170768,"Black, William,",Shandon bells,1883,m,,132.7160981467145
mdp.39015005248748,"Thompson, Grace E","The Cyprian; | the life of a Covent garden lady, | $c: by Grace E. Thompson ... With coloured frontispiece and sixteen other illustrations.",1932,f,,132.15276860050218
uc1.$b302150,"Houghton, Claude,","A hair divides, | $c: by Claude Houghton [pseud.]",1930,m,,132.10039630118888
uc2.ark:/13960/t3125st0s,"Harris, Edwin.",William d'Albini,1901,u,high_male,132.08619392096332
uc1.$b299111,"Pryce, Richard,",Romance and Jane Weston.,1924,u,high_female,131.95098963242225
uc1.$b56754,"Holt, William,","I was a prisoner, | $c: by William Holt; illustrations by Arthur Wragg; foreword by H. R. L. ʻDickʼ Sheppard.",1935,m,high_male,131.8312559923298
nnc1.cu58499598,"Sala, George Augustus,",Margaret Forster,1897,m,high_female,131.7964875066288
uc1.b3325305,"Wingfield, Lewis Strange,",Lady Grizel,1878,m,mixed,131.75230566534913
uiuo.ark:/13960/t85h8377h,"Norris, W. E.",A bachelor's blunder,1886,f,mixed,131.73325622118335
uiuo.ark:/13960/t0cv54b6r,"Riddell, J. H.,",The head of the firm,1892,f,mixed,131.7313949243735
uiuo.ark:/13960/t41r7dx2g,"Riddell, J. H.,",The head of the firm,1892,f,mixed,131.49022252191503
mdp.39015005919868,"Searle, Chris.",Classrooms of resistance / | $c: compiled by Chris Searle.,1975,m,,131.45978791154215
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,mixed,131.2959818902094
mdp.39015078813428,"Gregory, Susanna,",The Westminster poisoner / | $c: Susanna Gregory.,2008,f,high_male,131.18590829304347
mdp.39015008801824,"Moorcock, Michael,",A cure for cancer; | $c: illustrated by Malcolm Dean.,1971,m,,130.87850357342433
mdp.39015062063501,"Haddon, Mark.",The curious incident of the dog in the night-time / | $c: Mark Haddon.,2003,m,high_female,130.84723585214263
uc2.ark:/13960/t4rj49j8h,"Tallentyre, S. G.",The starry pool,1918,u,high_female,130.74853536496445
mdp.39015049548400,"Stevenson, Jane,",London bridges / | $c: Jane Stevenson.,2000,f,,130.42396368722274
uc1.$b300166,"Downes, Carl Sawyer,","Robin Redbeard; | being a fictional biography of Robert Greene, author of tales, pamphlets and plays.  Describing the varying fortunes of his life from the year 1579, when he returned, bachelor of arts from Cambridge, to his home in Norwich, till the year of his untimely death, 1592. | $c: By Carl S. Downes",1937,m,,130.38118717997347
mdp.39015011542118,"Keery, Sam,",The streets of Laredo.,1986,m,high_male,130.2328500596247
mdp.39015038701317,"De Quincey, Thomas,",Confessions of an English opium-eater,1867,m,high_female,130.1145007606694
uc1.$b681866,"Edes, Mary Elisabeth.",The age of extravagance;,1955,f,,129.78444181814228
mdp.39015016452115,"Bowen, John,","The birdcage, | a novel.",1962,m,,129.66804979253112
mdp.39015037452037,"Murdoch, Iris.",Jackson's dilemma / | $c: Iris Murdoch.,1995,f,,129.5194003527337
inu.30000114410685,"Donleavy, J. P. (James Patrick),",Schultz / | $c: J.P. Donleavy.,1980,m,,129.4886165977349
uc1.$b675277,"Hill, Constance,",Juniper Hall,1904,u,,129.30337805075158
uc1.b4949045,"Tremain, Rose.",The cupboard / | $c: Rose Tremain.,1981,f,mixed,128.8456263144332
uc1.$b105769,"Mackenzie, Compton, Sir,",Carnival.,1951,m,high_female,128.8046547337297
uc1.b4948381,"Lom, Herbert.",Enter a spy : | the double life of Christopher Marlowe / | $c: by Herbert Lom.,1978,m,high_male,128.6209596242031
mdp.39015029174045,"Powell, Neil.",Unreal city / | $c: Neil Powell.,1992,m,high_male,128.34396181767136
nyp.33433081604344,"Black, William,",Judith Shakespeare;,1884,m,high_female,128.1758643091672
mdp.39015046342658,"Brooke-Rose, Christine,",Next / | $c: Christine Brooke-Rose.,1998,f,mixed,128.12741099966934
mdp.39015043790263,"Planer, Nigel.",The right man / | $c: Nigel Planer.,1998,m,high_female,128.04836954952006
mdp.39015070528545,"Hare, Kenneth,","Roads and vagabonds, | $c: written by Kenneth Hare, illustrated by Cecil Aldin.",1930,m,high_male,127.88132612935198
uc2.ark:/13960/t6zw1br9t,"Coulevain, Pierre de.",The unknown isle,1911,m,high_female,127.75178421268248
uiuo.ark:/13960/t44q8dc1s,"Marryat, Florence,",A bankrupt heart,1894,f,high_female,127.74271115118724
mdp.39015039630242,"Farnol, Jeffery,",Portrait of a gentleman in colours; | the romance of Mr. Lewis Berger.,1935,m,high_male,127.49966447456715
njp.32101064919069,"Maxwell,",The Venetians A novel,1892,f,high_female,127.47474111611216
uc1.b4027911,"Hume, Martin Andrew Sharp,",True stories of the past,1910,m,,127.46306705393152
mdp.39015053541333,"Jacob, Alaric,",Eminent nonentities / | $c: by Alaric Jacob ; illustrated by Philippe Jullian.,1970,u,,127.45812090313184
nyp.33433075752893,"Straus, Ralph,",The man apart,1906,m,,127.4128814423138
mdp.39015037832808,"Huggins, David",The big kiss / | $c: David Huggins,1996,m,high_female,127.38398533298412
mdp.39015031219713,"Black, William,",Sabina Zembra,1887,m,high_female,127.37706183577365
uc1.$b244281,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","Jorkens has a large whiskey, | $c: by Lord Dunsany.",1940,m,,127.36970193215288
uc1.32106009250041,"Bailey, Hilary,",A stranger to herself / | $c: Hilary Bailey.,1989,f,high_female,127.24401041087356
nyp.33433074855069,"Gallichan, Walter M.",Like stars that fall,1895,m,high_female,127.19923918212076
mdp.39015001817363,"Carter, Winifred.","Dr. Johnson's ""dear mistress.""",1949,f,,127.12185990032636
mdp.39015082722524,"Rimington, Stella.",Dead line / | $c: Stella Rimington.,2008,f,mixed,127.06139212756248
mdp.39015063964228,"Thomson, Basil,","Mr. Pepper, | investigator, | $c: by Basil Thomson.",1925,m,mixed,126.82238249630562
mdp.39015067641517,"Smith, Sid.",China dreams / | $c: Sid Smith.,2007,m,high_male,126.79404772387072
uiuo.ark:/13960/t4cn7qv7s,"Riddell, J. H.,",A struggle for fame,1883,f,,126.63226263258944
uc1.$b396610,"Pereira, W. D. (Wilfred Dennis),",An uncertainty of marriages | $c: [by] W. D. Pereira.,1969,m,high_female,126.55379942628944
uiuo.ark:/13960/t0ht2wt6w,"Bishop, M. C.",Elizabeth Eden,1878,u,high_female,126.34137760079324
uiuo.ark:/13960/t7zk5mf2d,"Bates, E. Katherine",George Vyvian,1890,f,mixed,126.3357372216666
mdp.39015063536141,"Collins, Mortimer,",[Works,1883,m,mixed,126.32283431630904
mdp.39015050141392,"Adams, Herbert,",The Sloane square mystery / | $c: by Herbert Adams.,1926,u,,126.26262626262626
uc2.ark:/13960/t4wh2jt5p,"Farjeon, B. L.",The march of fate,1893,m,,126.22467993027588
uc1.32106015431940,"Keates, Jonathan,",Smile please / | $c: Jonathan Keates,2000,m,,126.15134705445244
uiuo.ark:/13960/t1fj2v847,"Grant, Maria M.",One May day,1882,f,,126.15034639644296
uc1.b4091143,"Hopkins, Kenneth.",The girl who died / | $c: Kenneth Hopkins.,1955,m,mixed,126.14666209292804
mdp.39015063933264,"Lawler, O'Dermid W.",East London visions,1910,u,mixed,126.01456609315156
uiuo.ark:/13960/t08w3pk27,"Black, William,",A princess of Thule,1874,m,,126.00244129730012
mdp.39015066796494,"Faber, Michel.",The apple : | new crimson petal stories / | $c: Michel Faber.,2006,m,,125.73980532009452
uiuo.ark:/13960/t9g459825,"McCarthy, Justin,",The riddle ring,1896,m,mixed,125.36117778355325
dul1.ark:/13960/t3708t61x,"Levy, Amy,",Reuben Sachs;,1888,f,,125.33026217735927
mdp.39015063338167,"Stekelman, Greg.",A year in the life of TheManWhoFellAsleep / | $c: Greg Stekelman.,2006,m,high_male,125.19472079665891
nyp.33433074895115,"Marshall, Emma,",Under the dome of St. Paul's;,1898,f,mixed,125.1288090681584
uiuo.ark:/13960/t11n8pr8z,"Braddon, M. E.",Mount Royal,1882,f,,125.0
mdp.39015053381318,"Parsons, Tony.",One for my baby / | $c: Tony Parsons.,2001,m,,124.94628105750712
uc1.b3548775,"Thackeray, William Makepeace,",Works,1883,m,mixed,124.92823515903088
uc1.$b300333,"George, Walter Lionel,","A bed of roses, | $c: by W.L. George ...",1923,m,high_female,124.89054133589812
inu.30000027155435,"Ableman, Paul.",Straight up : | the autobiography of Arthur Daley / | $c: Paul Ableman [and Leon Griffiths],1991,m,high_male,124.88538999019887
uc1.$b298796,"Goldring, Douglas,",Miss Linn.,1924,m,high_female,124.66955058880076
mdp.39015049549614,"Rendell, Ruth,",Grasshopper / | $c: Barbara Vine.,2000,f,mixed,124.44295790581688
mdp.39015000635394,"Leslie, Shane,","The Anglo-Catholic; | a sequel to ""The Cantab.""",1929,u,mixed,124.42792980901166
mdp.39015020062504,"Colman, George,",Random records;,1830,m,high_male,124.22186863188456
njp.32101064918954,"Mayhew, Augustus,",Faces for fortunes,1865,m,,124.19853135236674
mdp.39015013248656,"Mackenzie, Compton, Sir,","The red tapeworm, | $c: by Compton Mackenzie.",1941,m,,124.03073880687631
umn.31951002375620f,"Griffith, George Chetwynd.",The world peril of 1910,1907,m,high_male,123.95609963537002
mdp.39015013539344,"Laurence, Margaret.",Jason's quest / | $c: Margaret Laurence ; illustrated by Staffan Torell.,1970,f,high_male,123.82456392218792
njp.32101075689032,"Defoe, Daniel,",Romances and narratives,1899,m,high_female,123.81083397707911
uiuo.ark:/13960/t6737599r,"Gore,",Preferment;,1840,f,mixed,123.79684937018354
mdp.39015013417376,"Selvon, Samuel.",Moses migrating / | $c: Sam Selvon.,1983,m,,123.77354598316164
njp.32101068598620,"Gissing, George,",The odd women,1893,m,high_female,123.66082263339769
umn.31951002058296g,"Glover, Halcott.",Both sides of the blanket / | $c: Halcott Glover.,1945,u,high_female,123.6373019115402
uiuo.ark:/13960/t9s18b66h,"Black, Clementina.",Orlando,1880,f,high_female,123.53175184774187
uc1.$b236154,"Davies, Rhys,",The painted king.,1954,m,high_female,123.44060649756396
uc1.b3445494,"Thackeray, William Makepeace,",The Newcomes;,1854,m,mixed,123.40896385184428
uiuo.ark:/13960/t84j13q2r,"Prickett,",Warwick Castle,1815,f,mixed,123.39966065093324
inu.30000047607704,"Wilson, Colin,",Ritual in the dark / | $c: by Colin Wilson.,1960,m,high_male,123.23106110541129
uc1.$b396589,"Kops, Bernard,",The passionate past of Gloria Gaye.,1971,m,high_female,123.14472746127424
uiuo.ark:/13960/t19k4pt46,"Dowling, Richard,",Tempest-driven,1886,m,,123.09510327679166
