htid,author,title,year,authgender,female_category,urban_others
uc1.b3810859,"Burke, Thomas,","The wind and the rain; | a book of confessions, | $c: by Thomas Burke",1924,m,,133.85743121215341
mdp.39015052653873,"Kat, Otto de,",The figure in the distance / | $c: Otto de Kat ; translated from the Dutch by Arnold and Erica Pomerans.,1998,m,high_male,133.78979262582143
mdp.39015019638587,"Perec, Georges,",Things : | a story of the Sixties / | $c: translated from the French by David Bellos ; A man asleep / translated from the French by Andrew Leak.,1990,m,,133.48531661517234
uc1.$b302055,"Mordaunt, Elinor,",Mrs. Van Kleek / | $c: by Elinor Mordaunt.,1934,f,high_female,133.46719423610702
mdp.39015016424528,"Hickling, R. H.",Festival of hungry ghosts.,1957,u,mixed,133.20345995987245
uc1.32106012883820,"Oakley, Ann",A proper holiday / | $c: Ann Oakley,1996,f,,133.0416650676082
mdp.39015033354591,"Daudet, Alphonse,",Tartarin on the Alps,1888,m,mixed,132.96780865768176
uc1.$b396473,"Gainham, Sarah.",Takeover bid: | a tale.,1970,f,,132.74941836595045
mdp.39015019780264,"Clarke, Pauline,",The white elephant. | $c: Illustrated by Richard Kennedy.,1952,f,high_female,132.70599589817832
mdp.39015029925651,"Tabucchi, Antonio,",Indian nocturne / | $c: Antonio Tabucchi ; translated from the Italian by Tim Parks.,1988,m,,132.68156424581005
mdp.39015079359660,"King, Nicholas,",A decent deceit / | $c: by Nicholas King.,2008,m,,132.63826768253185
uc2.ark:/13960/t4qj78t14,"Thayer, John Adams,",Getting on;,1911,m,high_male,132.46848163712772
inu.30000110626268,"Cavendish, Dominic.",Orwell : | a celebration / | $c: adapted by Dominic Cavendish ; [adapted from the writings of] George Orwell.,2009,m,mixed,132.26384503797252
mdp.39015038126010,"Anthony, Michael,",In the heat of the day / | $c: Michael Anthony.,1996,m,mixed,132.21392212599986
uc1.b3295251,"Weidman, Jerome,","Where the sun never sets, | and other stories.",1964,m,high_female,132.08222118268623
inu.30000124502752,"Dickinson, David,",Death of a pilgrim / | $c: David Dickinson.,2009,m,,131.71467111005316
uc1.32106006764507,"Greene, Graham,",The spy's bedside book; | an anthology | $c: edited by Graham Greene and Hugh Greene.,1957,m,high_male,131.53524214442305
mdp.39015050056350,"(Paul C.) Buckland, P. C.",Chorus of witches / | $c: Paul Buckland.,1959,u,mixed,131.522489412906
uc1.32106005264780,"Williams, Raymond.",The Volunteers / | $c: [by] Raymond Williams.,1978,m,,131.5169110896052
njp.32101068163664,,"Frascati's, or, Scenes in Paris",1830,m,mixed,131.11627629775313
uc1.b4084788,"Viscount Samuel, Samuel, Edwin,","My friend Musa, and other stories.",1963,m,,131.09350712586848
mdp.39015033580856,"Trevelyan, Raleigh,",Italian writing today.,1967,m,mixed,131.03412128518266
uc1.$b64068,"Sanborn, Pitts,",Prima donna : | a novel of the opera / | $c: by Pitts Sanborn.,1929,u,high_female,131.023995562399
coo.31924027724016,"Serao, Matilde,",The desire of life,1911,f,,130.81243241357657
mdp.39015005464279,"Tchernavin, Tatiana.",We Soviet women / | $c: by Tatiana Tchernavin ; translated by N. Alexander.,1936,u,high_female,130.6060118951937
mdp.39015034644933,"Hrabal, Bohumil,",I served the King of England / | $c: Bohumil Hrabal ; translated by Paul Wilson.,1989,m,mixed,130.58536308408563
mdp.39015029187476,"Bracewell, Michael,",The conclave / | $c: Michael Bracewell.,1992,m,mixed,130.39400340091962
mdp.39015013278679,"Anthony, Michael,",The games were coming / | $c: Michael Anthony ; introductin by Kenneth Ramchand ; study questions by Jean D'Costa.,1977,m,mixed,130.3643154111761
mdp.39015032202015,"Hensher, Philip.",Other Lulus / | $c: Philip Hensher.,1994,m,,130.25793528884083
uc1.$b242594,"Farrell, James T. (James Thomas),","More fellow-countrymen, | $c: by James T. Farrell.",1946,m,,130.21769522668265
uc1.b3148809,"Kellermann, Bernhard,",The tunnel / | $c: by Bernhard Kellerman.,1936,u,mixed,130.21186555624882
mdp.39015015527248,"Ashford, Kent.",The Singalong tribe / | $c: Kent Ashford.,1986,m,,130.06423347670824
mdp.39015038105360,"Zoshchenko, Mikhail,","The woman who could not read and other tales, | $c: by Michael Zoshchenko. Translated by Elisaveta Fen.",1940,u,high_male,129.91539655882633
wu.89086980133,"Estévez, Abilio,",Distant palaces / | $c: Abilio Estévez ; translated from the Spanish by David Frye.,2005,u,high_female,129.80822862474267
uc1.b4315302,"Kinel, Lola.","Under five eagles: my life in Russia, Poland, Austria, Germany and America, 1916-1936.",1937,f,high_male,129.80611238908972
mdp.39015060814566,"Thorpe, Adam,",The rules of perspective / | $c: Adam Thorpe.,2005,m,high_male,129.80380474103077
mdp.39015030745627,"Hood, Stuart,",In and out the windows.,1974,m,,129.68891077731266
uc1.b3917588,"Binchy, Maeve.",Victoria Line ; Central Line / | $c: Maeve Binchy.,1993,f,high_female,129.6165370501296
mdp.39015080845434,"Duffy, Maureen.",The Orpheus trail / | $c: Maureen Duffy.,2009,f,,129.6112750917626
inu.30000114410685,"Donleavy, J. P. (James Patrick),",Schultz / | $c: J.P. Donleavy.,1980,m,,129.4886165977349
nyp.33433082444211,"Hare, Francis Augustus.",The last of the bushrangers,1895,m,high_male,129.4665976178146
uiuo.ark:/13960/t51g1125d,"Collins, Mabel,",Juliet's lovers,1893,f,high_female,129.28090545419064
umn.31951002116505o,"Wheatley, Dennis,",Mediterranean nights : | a collection of short stories / | $c: Dennis Wheatley.,1965,m,mixed,129.25079110398002
uc1.$b783870,"Greenwall, Harry J. (Harry James),",Such is life / | $c: Harry J. Greenwall.,1948,m,mixed,128.8043131500032
uc1.$b783893,"Birmingham, George A.,",Elizabeth and the archdeacon / | $c: by George A. Birmingham [pseud.],1932,m,,128.7922152261019
mdp.39015001048407,"Bail, Murray,",Homesickness / | $c: Murray Bail.,1980,m,,128.7423431106446
uc1.$b240292,"Stenbok-Fermor, Aleksandr Vasīlʹevīch, Graf,","My experiences as a miner, | $c: by Count Stenbock-Fermor, translated from the German by Frances, countess of Warwick; foreword by James Maxton, M.P.",1930,u,high_male,128.50125248056216
mdp.39015008739560,"Ó hEithir, Breandán,",Lead us into temptation / | $c: Breandan Ó hEithir ; translated by the author from the Irish.,1978,u,high_male,128.2445880783831
mdp.39015037443770,"Bracewell, Michael,",Saint Rachel / | $c: Michael Bracewell,1995,m,mixed,128.07720374700284
uc1.$b236154,"Davies, Rhys,",The painted king.,1954,m,high_female,127.81018548862816
mdp.39015003682369,"Gainham, Sarah.",Night falls on the city.,1967,f,mixed,127.54412702530345
inu.39000000650783,"Nwokolo, Chuma.",The extortionist / | $c: Chuma Nwokolo.,1983,u,high_male,127.4105426825318
uc1.b3762859,"Japrisot, Sébastien,",The 10:30 from Marseille. | $c: Translated by Francis Price.,1964,u,,127.1600476515547
uc1.$b245191,"Wellard, James Howard,",Woman returning.,1951,m,high_female,127.09986537448471
inu.30000026041230,"Hodson, Peregrine.",A circle round the sun : | a foreigner in Japan / | $c: Peregrine Hodson.,1992,u,mixed,127.05736807349265
mdp.39015053114727,"Judd, Alan.",Legacy / | $c: Alan Judd.,2001,m,high_male,126.78149864474949
mdp.39015012180793,"Iyayi, Festus.",The contract / | $c: Festus Iyayi.,1982,m,,126.68820753620493
mdp.39015014856267,"White, Terence De Vere.",The remainderman.,1963,m,,126.64993493214352
uc1.32106017713444,"Druzhnikov, I͡Uriĭ,",Passport to yesterday : | a novel in eleven stories / | $c: Yuri Druzhinikov ; translated from the Russian by Thomas Moore,2004,u,high_male,126.49029792502085
mdp.39015030857836,"(Terence Hanbury), White, T. H.",They winter abroad | $c: [by] T. H. White.,1969,m,mixed,126.31636758062966
uc1.b3477433,"Crisp, Quentin.",Love made easy / | $c: Quentin Crisp.,1977,m,,126.22029385662164
uc1.32106008017268,"Fuller, Roy,",Image of a society / | $c: Roy Fuller ; new introduction by Jeremy Lewis.,1987,m,high_male,126.15491823959823
mdp.39015004266097,"Manning, Olivia.",Friends and heroes / | $c: Olivia Manning.,1965,f,,126.11350215193674
mdp.39015016975818,"Endō, Shūsaku,",Foreign studies / | $c: Shusaku Endo ; translated from the Japanese by Mark Williams.,1989,m,high_male,126.09369435273508
inu.30000039204940,"Moorhouse, Frank.",Grand days / | $c: Frank Moorhouse.,1993,m,high_female,126.04453573596004
inu.30000086849753,"Ellis, Ron,",Single shot / | $c: Ron Ellis.,2002,m,mixed,126.02268408313496
mdp.39015000606155,"Pryce-Jones, David,",The stranger's view.,1967,m,,126.01126688974544
mdp.39015000512742,"Simenon, Georges,",Maigret and the ghost / | $c: [by] Georges Simenon ; translated from the French by Eileen Ellenbogen.,1976,m,,125.99577304503333
mdp.39015079193598,"McCall Smith, Alexander,",La's orchestra saves the world / | $c: Alexander McCall Smith.,2008,m,,125.89732105027419
uc1.$b157073,"Arrabal, Fernando.",The burial of the sardine; | $c: translated from the French by Patrick Bowles.,1966,m,high_male,125.77561630051987
uc1.32106011414064,"Simenon, Georges,",Maigret and the hundred gibbets / | $c: Georges Simenon ; translated by Tony White,1963,m,high_male,125.4938415059261
uc1.$b312720,"Upward, Edward.",Journey to the border | $c: [by] Edward Upward.,1938,m,,125.29843038317614
mdp.39015059449325,"Dilnot, Frank,",The adventures of a newspaper man,1913,m,,125.15964240102171
mdp.39015040368758,"Bayley, John,",The red hat / | $c: John Bayley.,1997,m,high_female,125.11809616219391
uc2.ark:/13960/t03x85w56,"Gretton, R. H.",Ingram,1911,u,,124.92192379762648
inu.39000000965470,"Sharp, Colin Ainsworth.",Border line / | $c: Colin Ainsworth Sharp.,1984,m,,124.8480467851628
uc1.32106013101248,"Saro-Wiwa, Ken,",A forest of flowers : | short stories / | $c: Ken Saro-Wiwa,1995,m,,124.80055607336377
mdp.39015012970136,"Streatfeild, Noel.",Away from the vicarage.,1965,f,high_female,124.76960158797675
mdp.39015003699496,"Gascoigne, Bamber.",The heyday.,1973,u,,124.7564445815052
uc2.ark:/13960/t55d8sb4t,"Price, Julius M.",On the path of adventure,1919,m,high_male,124.51538047938422
mdp.39015005190379,"Mulisch, Harry,",Two women / | $c: Harry Mulisch ; translated from the Dutch by Els Early.,1980,m,high_female,124.48912481796401
uc2.ark:/13960/t5z60f63f,"Minney, R. J.",Maki,1921,u,high_male,124.41626614854961
uc1.$b395224,"La Guma, Alex.","A walk in the night, | and other stories.",1967,m,high_male,124.2554534337896
inu.30000022632859,"Hope, Christopher.",Learning to fly / | $c: Christopher Hope.,1990,m,high_male,124.21521636400459
inu.30000045070913,"Davin, Diarmuid.",The trials of Nero Okambo / | $c: D. Davin and P. Wamuhu.,1993,u,high_female,124.1544652795616
nyp.33433067304067,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,124.04660129075518
uc1.$b528548,"Lyall, Archibald,",Russian roundabout : | a non-political pilgrimage / | $c: by Archibald Lyall.,1933,m,mixed,123.62357259380097
nyp.33433075761837,"Sladen, Douglas Brooke Wheelton,",The Douglas romance,1916,m,high_female,123.43740694822667
mdp.39015059376619,,The New British novelist;,1830,u,mixed,123.40318563038461
uc1.b3321969,"Coleman, John,",The rival queens,1887,m,mixed,123.21277305747363
mdp.39015059404080,"Evans, Caradoc,",Mother's marvel.,1949,m,mixed,122.42370122855785
mdp.39015066069512,"Greene, Graham,",The collected edition.,1970,m,,122.3338761568098
uc1.$b86445,"Elvin, Harold,",A cockney in Moscow.,1958,m,high_male,122.2943722943723
mdp.39015020677434,"Dick, Philip K.",The man in the high castle / | $c: by Philip K. Dick.,1975,m,high_male,122.2343201101136
wu.89008469496,"Bosco, Henri,",Monsieur Carre-Benoît in the country / | $c: Translated from the French by Mervyn Savill.,1956,m,mixed,122.21976377869794
uc1.$b684229,"Fagan, Elisabeth.",From the wings,1922,f,,122.18701326601858
mdp.39015042556616,"Gilbert, Stephen,",Ratman's notebooks.,1968,m,high_male,121.88855562061589
mdp.39015010944059,"Barea, Arturo,",The clash. | $c: Translated from the Spanish by Ilsa Barea.,1946,u,high_male,121.86934026935381
mdp.39015030728268,"Caspary, Vera,",Evvie.,1973,f,mixed,121.84436777832539
mdp.39015077129032,"Fache, Abdulaziz Anako.",The preordained / | $c: Abdulaziz Anako Fache.,2008,u,,121.82144057354094
uc1.32106012861305,"Moor, Margriet de",The virtuoso / | $c: Margriet de Moor ; translated from the Dutch by Ina Rilke,1996,f,mixed,121.76778167753027
nyp.33433075761290,"Dickinson, H. N.",Things that are Caesar's,1906,u,,121.71997780887479
mdp.39015033516314,"Abernethy, Cecil.",Mr. Pepys of Seething Lane.,1974,m,,121.62618280007915
inu.30000035441025,"Bolger, Dermot,",Night shift / | $c: Dermot Bolger.,1993,m,,121.48797097977481
mdp.39015035317620,"Duras, Marguerite.",The little horses of Tarquinia. | $c: Translated by Peter DuBerg.,1960,f,high_female,121.41913618957396
uiuo.ark:/13960/t0qr5b57j,"Leys, John K.",The Lindsays,1888,m,,121.37886389383395
mdp.39015000545247,"Perrin, Robert,",Jewels / | $c: Robert Perrin.,1977,m,high_male,121.26633010243135
mdp.39015027548745,"Lukash, Ivan,",The flames of Moscow. | $c: by Ivan Lukash; translated from the Russian by Natalie Duddington.,1930,m,high_male,121.1376847560001
mdp.39015053381912,"Shepherd, Naomi.",Ashes and other stories / | $c: Naomi Shepherd.,2001,f,high_male,121.11557262569832
uiuo.ark:/13960/t6k07mn67,"Braddon, M. E.",Hostages to fortune;,1875,f,mixed,121.06135986733001
mdp.39015003941534,"Glanville, Brian.",A second home.,1965,m,high_male,120.83574394539689
uc1.b3272210,"Dubkin, Leonard,",The murmur of wings | $c: [by] Leonard Dubkin. Illustrations by Susanne Suba.,1944,m,,120.82822254361716
uc1.$b236276,"Hinde, Thomas,",For the good of the company / | $c: Thomas Hinde.,1961,m,,120.79578160122686
mdp.39015020688647,"Fitzgerald, F. Scott (Francis Scott),",Bits of paradise; | $c: 21 uncollected stories by F. Scott and Zelda Fitzgerald. Selected by Scottie Fitzgerald Smith and Matthew J. Bruccoli. With a foreword by Scottie Fitzgerald Smith.,1973,m,mixed,120.61486166983052
uc1.32106006667668,"Narayan, R. K.,",Malgudi days / | $c: R.K. Narayan.,1982,m,,120.55509730518568
uc1.32106012732951,"Sherrin, Ned",Scratch an actor / | $c: Ned Sherrin,1996,m,mixed,120.53334131897914
inu.39000002936164,"Ashton, Helen,","Bricks and mortar, | a novel, | $c: by Helen Ashton.",1932,f,,120.43673122865209
uc1.b4505377,"Tantri, K'tut.",Revolt in paradise.,1960,u,high_male,120.35201224390414
uc1.$b389724,"De Polnay, Peter,",The loser.,1973,m,mixed,120.23710757614015
mdp.39015032813456,"Deighton, Len,",Violent ward / | $c: Len Deighton.,1993,m,,120.15482545447875
mdp.39015021852382,,The film addict's archive / | $c: edited by Philip Oakes.,1977,u,mixed,120.11210463098892
uc1.$b392292,"Bourne, John,",Computer takes all.,1967,m,,119.95954305606736
mdp.39015010344334,"Hanley, Clifford.",Dancing in the streets / | $c: Clifford Hanley.,1983,m,mixed,119.9580146948568
uc1.b3945575,"Sykes, John.",A summer in Turkey.,1970,m,high_male,119.7213757074445
uiuo.ark:/13960/t6j10nk07,"Braddon, M. E.","Weavers and weft, and other tales",1877,f,mixed,119.70819367377405
mdp.39015078771568,"Hall, M. R.",The coroner / | $c: M.R. Hall.,2009,u,,119.58605853704161
uc2.ark:/13960/t15m63w00,"Randall, F. J.",Love and the ironmonger,1908,u,,119.57099376781487
mdp.39015048569217,"Quṣaybī, Ghāzī ʻAbd al-Raḥmān",Seven / | $c: Ghazi Algosaibi ; translated from the Arabic by Basil Hatim & Gavin Watterson,1999,u,mixed,119.54007172404303
uc1.b4078906,"Święcicki, Marek.","With the Red devils at Arnhem, | $c: by Marek Świe̜ciciki.",1945,u,high_male,119.495728027723
uc1.32106015394460,"Quṣaybī, Ghāzī ʻAbd al-Raḥmān",Seven / | $c: Ghazi Algosaibi ; translated from the Arabic by Basil Hatim & Gavin Watterson,1999,u,mixed,119.47328611703225
mdp.39015037260877,"Price, David,",Alphabet city : | a novel / | $c: by David Price.,1984,m,high_male,119.35146251445988
mdp.39015031237046,"Green, F. L. (Frederick Lawrence),",A fragment of glass.,1947,m,,119.19937751436187
mdp.39015051321159,"Bainbridge, Beryl,",Mum and Mr. Armitage : | selected stories / | $c: of Beryl Bainbridge.,1985,f,,119.00461142869287
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,mixed,118.84550084889644
inu.32000009218126,"Coppard, A. E. (Alfred Edgar),",Count Stefan.,1928,m,mixed,118.65102906950212
uc1.$b119742,"Ford, John,",The blue comedian; | a novel.,1968,m,,118.61931043947965
mdp.39015080855136,"Coleridge, Nicholas,",Deadly sins / | $c: Nicholas Coleridge.,2009,m,,118.61423853034066
uc1.$b600760,"Ėrenburg, Ilʹi͡a,",The love of Jeanne Ney. | $c: Translated from the Russian by Helen Chrouschoff Matheson.,1929,f,,118.61379063951411
mdp.39015019807505,"La Guma, Alex.",In the fog of the season's end.,1972,m,high_male,118.5062698084608
uc1.$b182896,"Bernstein, Hillel.","Choose a bright morning, | $c: by Hillel Bernstein ...",1936,u,high_male,118.47195357833655
uc1.$b471547,"Mullen, Barbara,","Life is my adventure, | $c: by Barbara Mullen.",1937,f,high_female,118.42358924456767
mdp.39015066698344,"Nzekwu, Onuora,",Blade among the boys.,1972,u,high_male,118.31758170406175
uc1.$b243646,"Moorehead, Alan,",The rage of the vulture / | $c: Alan Moorehead.,1948,m,,117.66180909853695
mdp.39015080831632,"Ishiguro, Kazuo,",Nocturnes : | five stories of music and nightfall / | $c: Kazuo Ishiguro.,2009,m,,117.56597883812381
uc2.ark:/13960/t74t6hj59,"Delafield, E. M.,",War-workers,1918,f,high_female,117.39180563271039
mdp.39015026502933,"Brown, John,",Rab and his friends,1872,m,high_male,117.37089201877934
uiuo.ark:/13960/t12n5pm4d,"Murray, David Christie,",Hearts,1883,m,high_male,117.35041786263658
mdp.39015019554131,"Ballard, J. G.,",War fever / | $c: J.G. Ballard.,1990,m,mixed,117.27967670373458
mdp.39015074247936,"King, Danny,",School for scumbags / | $c: Danny King.,2007,m,high_male,117.2209037539514
mdp.39015055804291,"Aldiss, Brian Wilson,",The Cretan teat / | $c: Brian Aldiss.,2002,m,,117.12612483930867
