htid,author,title,year,authgender,female_category,urban_generics
mdp.39015040053863,"Brownjohn, Alan,",The long shadows / | $c: Alan Brownjohn.,1997,m,mixed,357.1791656782676
mdp.39015031840443,"Day, Christopher.",Places of the soul : | architecture and environmental design as a healing art / | $c: Christopher Day.,1993,m,mixed,356.6634202837514
mdp.39015038166156,"Chukovskai͡a, Lidii͡a Korneevna.",The deserted house / | $c: Lydia Chukovskaya ; translated from the Russian by Aline B. Werth.,1967,u,high_female,356.261989586188
mdp.39015019987141,"Özakın, Aysel,",The prizegiving / | $c: Aysel Özakın ; translated from the Turkish by Celia Kerslake.,1988,u,,356.15886029164704
mdp.39015024989447,"Bolger, Dermot,",The woman's daughter / | $c: Dermot Bolger.,1991,m,high_female,355.16176802791097
mdp.39015001790107,"Dos Passos, John,",One man's initiation--1917,1920,m,high_male,354.6408534635621
uc2.ark:/13960/t87h1gb9b,Officer's wife.,Experiences of an officer's wife in Ireland,1921,u,high_male,354.5831761599396
mdp.39015055183043,,Glasgow kiss : | a collection of the best short stories from Glasgow's writing groups.,2001,u,,354.5196356870042
uc2.ark:/13960/t2891453n,"Lancaster, Percival.",Chaloner of the Bengal Cavalry,1915,m,high_male,354.14538833873615
inu.30000043459589,"Adyeeri, Mugarra,",Cherished dreams / | $c: Mugarra Adyeeri.,1994,u,,353.74378842752463
wu.89086980133,"Estévez, Abilio,",Distant palaces / | $c: Abilio Estévez ; translated from the Spanish by David Frye.,2005,u,high_female,352.91612157351915
nyp.33433066579164,"Boswell, Thomas Alexander.",The journal of an exile,1825,m,,352.83925336693704
mdp.39015029925651,"Tabucchi, Antonio,",Indian nocturne / | $c: Antonio Tabucchi ; translated from the Italian by Tim Parks.,1988,m,,352.6536312849162
mdp.39015011039743,"Ghose, Zulfikar,",Don Bueno / | $c: Zulfikar Ghose.,1983,u,,352.21433108147124
uc1.b4084788,"Viscount Samuel, Samuel, Edwin,","My friend Musa, and other stories.",1963,m,,352.07970485233255
mdp.39015000546955,"Plunkett, James,",Strumpet city.,1969,m,,351.6810711786442
mdp.39015005732048,"Tarkington, Booth,",The world does move... | $c: by Booth Tarkington.,1929,m,high_female,351.5165613409323
mdp.39015039770782,"Burke, Thomas,",Night-pieces; | eighteen tales.,1935,m,high_male,351.4385734602341
mdp.39015031918447,"Grant, Douglas.",The fuel of the fire.,1960,m,high_male,351.2371756185878
inu.30000036605800,"Narayan, R. K.,","An astrologer's day, | and other stories.",1947,m,high_male,351.1970188466797
mdp.39015060064774,"Williams, N. D. (Noel D.),",Julie Mango : | stories / | $c: N.D. Williams.,2004,m,,350.3901201474319
mdp.39015043786907,"McCabe, John (C. John)",Stickleback / | $c: John McCabe.,1998,m,high_male,350.06953435956456
mdp.39015030175445,"Keith, Eric A.",My escape from Germany,1918,m,high_male,350.0598786634556
inu.32000007466412,"Polevoĭ, Boris Nikolaevich.","From Belgorod to the Carpathians, | from a Soviet war correspondent's notebook, | $c: by Boris Polevoi. With 35 illustrations.",1945,u,,349.6392694546261
mdp.39015057600408,"McEwen, Todd.",Who sleeps with Katz? / | $c: Todd McEwen.,2003,m,high_male,349.3519654381567
mdp.39015079359660,"King, Nicholas,",A decent deceit / | $c: by Nicholas King.,2008,m,,349.3321817452728
mdp.39015050017907,"Mercer, Asja.","One woman's war, | $c: by Asja Mercer, in collaboration with Robert Jackson.",1958,u,,348.93864495492875
inu.30000117470645,"Clare, Jai.",The cusp of something : | stories / | $c: Jai Clare.,2007,u,,348.87656538832044
mdp.39015000595390,"Ong, Johnny.",Run tiger run.,1966,m,,348.33994246170596
uc1.$b243907,"Mais, Roger.",Brother man. | With drawings by the author.,1954,m,,348.2564267057691
mdp.39015039745800,"Tierney, Jane.",Tōbō : | one woman's escape.,1985,f,high_female,348.22104466313397
mdp.39015040178975,"Williams, N. D. (Noel D.),",Prash and Ras / | $c: N.D. Williams.,1997,m,mixed,348.11779040144313
inu.30000115299145,,The stories of the Bágh o bahár,1890,f,high_male,348.0278422273782
mdp.39015000626385,"Koning, Hans.",I know what I'm doing.,1966,m,high_female,347.80797667395603
inu.30000110593211,"McNicoll, Andrea.",Moonshine in the morning / | $c: Andrea McNicoll.,2008,f,high_female,347.48615484851774
mdp.39015074272157,,"The Asylum seeker : | 'Independence' / | $c: Somali Women Writers, MAMA East African Women's Group Hooyada Africada Bari ; edited by Amina Souleiman, Mandy Sutter ; illustrated by Mary Sewell.",2007,u,high_female,347.3335470770546
uc1.b3441234,"Döblin, Alfred,",Men without mercy. | $c: Trans. by Trevor and Phyllis Blewitt.,1937,u,,347.2852458222916
mdp.39015008836739,,Territorial song : | contemporary writing from Finland / | $c: selected and translated by Herbert Lomas.,1981,u,high_male,346.74063800277395
uc2.ark:/13960/t0tq5tn4r,"Douie, Marjorie.",The pointing man,1917,f,high_male,346.14243486478466
mdp.39015055109303,"Stuart, Francis,","Black list, section H / | $c: Francis Stuart.",1971,m,mixed,345.38837651570935
mdp.39015034437676,"Endō, Shūsaku,",Deep river / | $c: Shusaku Endo ; translated from the Japanese by Van C. Gessel.,1994,m,mixed,344.99650834349563
inu.30000107358040,"Mağden, Perihan,",The messenger boy murders / | $c: Perihan Mağden ; translated by Richard Hamer.,2003,u,mixed,344.81996419177295
mdp.39015019489411,"Mills, Joseph,",Towards the end.,1989,m,high_male,344.80390136685213
mdp.39015060112565,"Haylock, John.",Loose connections / | $c: by John Haylock.,2003,m,mixed,344.7961324454985
mdp.39015016975818,"Endō, Shūsaku,",Foreign studies / | $c: Shusaku Endo ; translated from the Japanese by Mark Williams.,1989,m,high_male,344.5919280784669
inu.30000100607153,"Dalton, John.",The concrete sea / | $c: John Dalton.,2005,m,mixed,344.30995043842927
mdp.39015079360940,"Derbyshire, Ron.",The dormant register / | $c: Ron Derbyshire.,2009,m,,344.0985966174883
mdp.39015048719077,"Oyegoke, Lekan.",Cowrie tears / | $c: Lekan Oyegoke.,1982,u,high_male,343.92444244556737
uc1.$b385848,"Körmendi, Ferenc,",Weekday in June : | a novel / | $c: by Ferenc Körmendi ; translated by Ferenc Gallo.,1946,u,high_male,343.4399045708968
uc1.32106014670225,"Hudson, Mark,",The music in my head / | $c: Mark Hudson.,1998,m,mixed,342.8593197417126
mdp.39015019996431,"Pullinger, Kate.",When the monster dies / | $c: Kate Pullinger.,1989,f,high_female,342.72603427260344
mdp.39015029185181,"Davie, Elspeth.",Coming to light / | $c: by Elspeth Davie.,1989,f,,342.3617115748639
mdp.39015031228268,"Dawson, Jennifer.",Strawberry boy / | $c: [by] Jennifer Dawson.,1976,f,mixed,341.9625791519848
mdp.39015029187476,"Bracewell, Michael,",The conclave / | $c: Michael Bracewell.,1992,m,mixed,341.6170381497777
mdp.39015056498143,"Youngblood, Shay.",Black girl in Paris / | $c: Shay Youngblood.,2000,f,mixed,341.5519265663358
uc1.32106013101248,"Saro-Wiwa, Ken,",A forest of flowers : | short stories / | $c: Ken Saro-Wiwa,1995,m,,341.2268368588174
uc1.b3347086,"Kiely, Benedict.",A journey to the seven streams : | seventeen stories / | $c: Benedict Kiely.,1963,m,mixed,340.9855403699232
mdp.39015058130405,"Taylor, Chad,",Electric / | $c: Chad Taylor.,2003,m,,340.90303794321835
uc1.b2838252,"Bray, Christopher.",The Scarecrow Man.,1969,m,high_male,340.85009367734364
mdp.39015058209878,"Reed, Jeremy.",Boy Caesar / | $c: Jeremy Reed.,2004,m,high_male,340.7805057761638
uc1.32106019093969,"Stanley, Oliver",Hotel Victoire / | $c: Oliver Stanley,2007,m,,340.75749666492663
uc1.32106008858273,"Pritchett, V. S. (Victor Sawdon),",A careless widow : | & other stories / | $c: by V.S. Pritchett.,1989,m,,340.71239865172635
mdp.39015034429038,"Long, Earl G.",Consolation / | $c: Earl G. Long.,1994,m,,340.39787208566395
inu.30000121037307,"Phelan, James Leo,",Turf-fire tales / | $c: by Jim Phelan.,1947,m,high_male,340.2132002721706
uc1.b4948803,"La Guma, Alex.",Time of the butcherbird / | $c: [by] Alex La Guma.,1979,m,,339.6827460668314
inu.30000110612037,"Gramich, Johannes,",The bridge over the river / | $c: Johannes Gramich.,2008,m,high_female,339.5452705261646
inu.32000005557592,"Burke, Thomas,","Dark nights, | $c: by Thomas Burke.",1944,m,high_male,339.1737114807745
uc1.32106018011129,"Paling, Chris",A town by the sea / | $c: Chris Paling,2005,m,high_male,339.16390381464123
wu.89056085640,"Jensen, Carsten,",Earth in the mouth : | a story / | $c: Carsten Jensen ; translated from the Danish by Anne Born.,1994,m,high_male,339.02641847374144
uc1.b4948777,"Mais, Roger",Brother man / | $c: Roger Mais ; introduction by Edward Brathwaite ; with drawings by the author,1974,m,,339.01643033986045
mdp.39015064809968,"Sicking, Anja,",The silent sin / | $c: by Anja Sicking ; translated from the Dutch by David Colmer.,2006,f,high_male,338.7976213583667
inu.39000002580509,"Plivier, Theodor,","Moscow, | a novel; | $c: translated from the German by Stuart Hood.",1953,m,mixed,338.6796892478842
inu.30000045089632,"Macgoye, Marjorie Oludhe.","Victoria ; and, Murder in Majengo / | $c: Marjorie Oludhe Macgoye.",1993,f,high_female,338.4981160967943
uc1.b4974788,"Rey Rosa, Rodrigo,",Dust on her tongue / | $c: Rodrigo Rey Rosa ; translated from the Spanish by Paul Bowles.,1989,m,high_female,338.48725449226913
mdp.39015055105798,"Béalu, Marcel.",The experience of the night / | $c: Marcel Béalu ; translated from the French by Christine Donougher.,1997,m,high_female,337.8486055776892
mdp.39015002716614,"Rhys, Stella.",Five stories.,1952,f,,337.4578177727784
inu.39000002570237,"Newman, G. F. (Gordon F.)",The Guvnor / | $c: G. F. Newman.,1977,m,high_male,336.8685729022275
inu.30000110565540,"Bowen, Jim W.",Just another mzungu passing through / | $c: Jim Bowen.,2008,m,mixed,336.85020992986296
uc1.32106012273410,"Healy, Dermot,",Sudden times,1999,m,mixed,336.8388287346866
mdp.39015002713280,"Quin, Ann,",Passages : | a novel.,1969,f,high_female,336.6417087468803
uc1.$b196320,"Shreve, Carl",Distant horizons,1940,m,,336.52955119638693
mdp.39015059978638,"Ballard, J. G.,",Millennium people / | $c: J.G. Ballard.,2003,m,,336.43500136392566
mdp.39015035763963,"(Vasiliĭ), Ilʹenkov, V.",Driving axle; | a novel of socialist construction.,1933,u,high_male,336.1168372873065
uc1.$b119623,"Naipaul, V. S. (Vidiadhar Surajprasad),",The mimic man.,1967,m,mixed,335.9401809742265
uc2.ark:/13960/t5z60f63f,"Minney, R. J.",Maki,1921,u,high_male,335.7534853597846
mdp.39015065677018,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,335.6441927452033
uc1.$b318455,"Matveev, Michel, | Les traqués.",Bitter Draught / | $c: Michel Matveev ; translated by Desmond Flower.,1935,m,high_male,335.4895044636189
uc1.b3468425,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,335.45994608243774
mdp.39015010353111,"Levi, Carlo,","The watch,",1952,m,,335.41788851473797
mdp.39015004256973,"Ekwensi, Cyprian,","Lokotown, and other stories.",1966,m,,335.40257574353745
uc1.b3472637,"Butler, Michael D. (Michael David),",Street & sky : | a verse novella / | $c: Michael D. Butler.,1980,m,mixed,334.6771126492736
mdp.39015014328374,"Moggach, Deborah.",Driving in the dark / | $c: by Deborah Moggach.,1988,f,high_female,334.60927531703254
mdp.39015002218462,"Straub, Peter.",Marriages; | a novel. -,1973,m,mixed,334.57326323226863
nnc1.0022771514,"Stretton, Hesba,",Max Krömer,1871,m,high_female,334.4854498829301
uc1.$b492992,,The books of the Maccabees.,1949,u,high_male,334.3066311201388
mdp.39015056224192,"Thapa, Manjushree.",The tutor of history / | $c: Manjushree Thapa.,2001,u,,334.02185849500603
mdp.39015019623761,"Lynch, Malcolm.",The kid from Angel Meadow.,1989,m,high_female,333.9683435640537
inu.30000038165381,"Lively, Adam.",Blue fruit / | $c: Adam Lively.,1993,m,high_male,333.77004179923887
uc2.ark:/13960/t0dv1fp6r,"Acorn, George.",One of the multitude,1911,m,high_male,333.228855639321
mdp.39015066086391,"Seiffert, Rachel.",The dark room / | $c: Rachel Seiffert.,2001,f,,333.22193170424833
mdp.39015033992341,"Ben Jelloun, Tahar,",State of absence / | $c: Tahar Ben Jelloun ; translated by James Kirkup.,1994,u,,332.62206602234215
mdp.39015017005342,"Chedid, Andrée,",The return to Beirut / | $c: Andrée Chedid ; translated by Ros Schwartz.,1989,u,,332.60869565217394
pst.000017521055,"Mahjoub, Jamal,",Navigation of a rainmaker / | $c: Jamal Mahjoub.,1989,m,high_male,332.60301454478264
mdp.39015084093916,"Mina, Denise.",Still midnight / | $c: Denise Mina.,2009,f,high_male,332.1617550500174
uc1.$b391733,"Thomas, Dylan,",The followers : | a story / | $c: by Dylan Thomas ; with illustrations by Meg Stevens.,1976,m,high_female,332.1410321921308
mdp.39015011028365,"Zagórski, Wacław.","Seventy days, | $c: by W. Zagórski (""Lech"") Translated by John Welsh.",1957,u,,331.9814973193184
uc1.$b800307,"Hearne, John,",Voices under the window.,1955,m,high_male,331.9295479534469
inu.32000009218043,"Greene, Graham,",It's a battlefield / | $c: Graham Greene.,1934,m,mixed,331.75654367707347
inu.39000003098857,"Glaskin, G. M. (Gerald Marcus),",A waltz through the hills.,1961,m,high_male,331.5029835268517
mdp.39015010826439,"Moraes, Dom,","Gone away, | an Indian journal.",1960,m,high_male,331.3970807268394
wu.89009593054,"Vik, Bjørg,",Out of season and other stories / | $c: Bjørg Vik ; translated by David McDuff and Patrick Browne.,1983,u,high_female,331.36843507509906
mdp.39015009110720,"Healy, Dermot,","Banished misfortune, and other stories / | $c: by Dermot Healy.",1982,m,,331.24845691712613
mdp.39015019569493,"Herling-Grudziński, Gustaw,",The island : | three tales. / | $c: Gustaw Herling ; translated by Ronald Strom.,1990,u,high_male,331.13903849990027
mdp.39015026729890,"Power, Rhoda D",Under Cossack & Bolshevik,1919,f,high_female,331.09110248842677
uc1.32106010286729,"Lombard, Carl.",The disappearance of Rory Brophy / | $c: Carl Lombard.,1992,m,high_male,330.89329286436947
mdp.39015003349779,"Engel, Marian.",One way street : | a novel / | $c: by Marian Engel.,1975,f,,330.3552877623104
uc1.b3782596,"Duncan, Dorothy.",Portrait of Jan.,1948,f,,330.295752870349
mdp.39015063240744,"Ridgway, Keith,",Animals / | $c: Keith Ridgway.,2006,m,mixed,330.2363158957786
mdp.39015030736170,"Caine, Jeffrey,",The cold room / | $c: by Jeffrey Caine.,1976,m,high_female,329.9262517790141
mdp.39015074228605,"Lalé, David,",Last stop Salina Cruz / | $c: David Lalé.,2007,m,,329.85959074057854
uc2.ark:/13960/t0000485f,"Ouida,",Pascarel,1873,f,mixed,329.6295149958216
mdp.39015001159428,"Burrowes, John.",Frontline report : | a journalist's notebook / | $c: John Burrowes.,1984,m,high_male,329.4631338692071
uc1.$b794536,"Lincoln, John,",Heaven for horses; | $c: a novel by John Lincoln [pseud.],1957,m,high_male,329.3915462989484
uc1.32106013460719,"Magrs, Paul,",Does it show? / | $c: Paul Magrs,1997,m,,329.3575928116906
uc2.ark:/13960/t7dr2tf8d,"Bairnsfather, Bruce,",Bullets & billets,1916,m,high_male,329.3025264521702
mdp.39015000612864,"Middleton, Osman Edward.",A walk on the beach | $c: [by] O. E. Middleton.,1964,m,,329.26390966111325
uc1.$b42205,"Gray, Bernard.",War reporter.,1942,m,high_male,329.2287493286121
uc1.b4508870,"Endō, Shūsaku,","Wonderful fool | $c: [by] Shusaku Endo; a novel, translated from the Japanese by Francis Mathy.",1974,u,mixed,328.73338909023323
uc1.$b479444,"Hámori, Laszlo,",Dangerous journey. | $c: Translated from the Swedish by Annabelle MacMillan. Illustrated by W.T. Mars.,1963,u,high_male,328.39047871580965
uc1.32106013099145,"Palmer, William,",Four last things / | $c: William Palmer,1996,m,mixed,328.33983172583623
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,mixed,328.2399547255235
mdp.39015059246895,"Dasgupta, Rana,",Tokyo cancelled / | $c: Rana Dasgupta.,2005,f,,328.17375014319697
mdp.39015019622516,"Wilson, Anna.",Cactus / | $c: by Anna Wilson.,1980,f,high_female,327.7684959634736
uc1.32106006667668,"Narayan, R. K.,",Malgudi days / | $c: R.K. Narayan.,1982,m,,327.2209783997897
mdp.39015058515126,"Raphael, John N.",Pictures of Paris & some Parisians,1908,m,mixed,327.1934076587494
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,326.7299490989132
uc1.$b119560,"Barwin, Victor.",Millionaires and tatterdemalions; | stories of Jewish life in South Africa.,1952,m,,326.63037440284415
uc1.32106017817120,,The Heinemann book of contemporary African short stories / | $c: edited by Chinua Achebe and C.L. Innes.,1992,u,,326.46680154496966
mdp.39015029226167,,The Heinemann book of contemporary African short stories / | $c: edited by Chinua Achebe and C.L. Innes.,1992,u,,326.38050910762513
uc1.b4950600,"Zukofsky, Louis,","Ferdinand, | including [the prefatory piece] It was.",1968,m,high_male,326.1091106732794
uc1.b3606688,"Kasack, Hermann,",The city beyond the river; | $c: a translation of the German novel Die Stadt hinter dem Strom made by Peter de Mendelssohn.,1953,m,,325.9893856596167
mdp.39015014551033,"Selvon, Samuel.",Ways of sunlight.,1957,m,high_male,325.7425449376647
mdp.39015048897980,"Shirazi, Manny,",Javady alley.,1984,m,high_female,325.65928026217114
mdp.39015031222808,"Callow, Philip.",Flesh of morning.,1971,m,,325.5594602406706
uc1.$b244085,"(Percy Howard), Newby, P. H.","Agents and witnesses, | a novel.",1947,u,,325.54982927191367
uc2.ark:/13960/t1kh0kw82,"Burke, Thomas,",Whispering windows;,1921,m,,325.4574751519599
