htid,author,title,year,authgender,female_category,intl_subcountry_intensity
mdp.39015025250260,"Barillé, Elisabeth.","Anaïs Nin, naked under the mask / | $c: Elisabeth Barillé ; translated by Elfreda Powell.",1992,f,,515.5799711815562
uc1.$b453987,"Soldati, Mario,",The Capri letters; | $c: translated by Archibald Colquhoun.,1955,m,,513.5493321242982
mdp.39015050041238,"Colvin, Clare.",Masque of the Gonzagas / | $c: Clare Colvin.,1999,f,mixed,513.1145469917687
nnc1.0315302644,"Scott, Honoria.","Amatory tales of Spain, France, Switzerland, and the Mediterranean",1810,f,,512.9725722757598
uc2.ark:/13960/t0vq2w88r,"Hamilton, Mary Agnes,",Greek legends,1916,f,,512.4910351422425
mdp.39015018932569,"Vansittart, Peter.",The wall : | a novel / | $c: Peter Vansittart.,1990,m,,511.7862388957542
mdp.39015065768007,"Eliot, George,",The works of George Eliot,1878,f,,511.2184038625391
njp.32101068972924,"Lathrop, George Parsons,",Would you kill him?,1889,m,high_female,510.437300015237
uc1.$b120264,"Bradley, Marjorie D.",The long walkabout | $c: [by] Marjorie D. Bradley.,1968,f,,510.1666837699558
uc1.$b557779,"Mackenzie, Kenneth.",Living rough / | $c: Kenneth Mackenzie.,1936,m,,510.06193609223976
mdp.39015027548745,"Lukash, Ivan,",The flames of Moscow. | $c: by Ivan Lukash; translated from the Russian by Natalie Duddington.,1930,m,high_male,509.7877566815004
uc2.ark:/13960/t4hm57z03,"Bresciani, Antonio,",Lionello,1861,m,,509.26180615043666
uc1.$b783361,"McFee, William,",No castles in Spain.,1933,m,,509.0677696468342
uc2.ark:/13960/t6057g070,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,508.8027376288892
hvd.32044018178632,"Pérez de Hita, Ginés,",Las guerras civiles;,1801,m,,508.6523730821768
uc1.b3782596,"Duncan, Dorothy.",Portrait of Jan.,1948,f,,508.60282264697184
mdp.39015064001525,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,507.47424494872456
inu.32000007536644,"Bowen, Elizabeth,",The hotel.,1960,f,high_female,507.2525415798205
mdp.39015020827344,"Bowen, Elizabeth,",The hotel.,1950,f,high_female,507.0584233353176
nyp.33433060332925,"Verne, Jules,",Mathias Sandorf,1889,m,high_male,506.9364292665264
nyp.33433075769699,"Porter, Jane,","Duke Christian of Luneburg, or, Tradition from the Hartz",1824,f,mixed,506.66813927161286
mdp.39015027250318,"Ekwensi, Cyprian,",Jagua Nana.,1961,m,high_female,505.6728354877708
mdp.39015062492338,"Ragged, Edgar Rider.",King Dong / | $c: by Edgar Rider Ragged.,2005,m,mixed,505.6438020327903
mdp.39015061139039,"Martines, Lauro.",Loredana : | a Venetian tale / | $c: Lauro Martines.,2004,m,,505.1763135082352
uc1.32106018787157,"Sebbar, Leı̈la",Sherazade / | $c: Leı̈la Sebbar ; translated by Dorothy S. Blair,1999,u,,503.8105104806778
inu.30000035049968,"Josephus, Flavius.",The destruction of the Jews. | $c: Translated and with an introduction by G.A. Williamson. Wood-engravings by Garrick Palmer.,1971,m,high_male,503.2335277535454
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,502.1323428256981
njp.32101067630390,"Brooks, Elbridge S.",A son of Issachar,1890,m,mixed,501.7540129690656
uc1.32106019033940,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,501.3962934755014
uc1.$b662550,"Tushkan, Georgiĭ.",The hunter of the Pamirs; | a novel of adventure in Soviet Central Asia | $c: [by] Georgi Tushkan. Translated from the Russian by Gerard Shelley.,1944,u,,501.3266026055073
mdp.39015001802803,,Raoul de Cambrai; | an old French feudal epic | $c: translated by Jessie Crosland.,1926,u,high_male,500.8377321779235
uc2.ark:/13960/t07w6dh59,"Trowbridge, W. R. H.",Seven splendid sinners,1908,m,high_female,500.5805702490002
mdp.39015064755526,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,500.4239749487558
uc1.$b675277,"Hill, Constance,",Juniper Hall,1904,u,,499.58123337790386
njp.32101066120070,"Boswell, Thomas Alexander.",Recollections of a pedestrian,1826,m,mixed,499.3102621004019
nyp.33433042976807,"Verne, Jules,",Mathias Sandorf,1889,m,high_male,499.1298462728416
njp.32101007595638,"Balzac, Honoré de,",Comedy of human life,1887,f,mixed,499.06472128694344
njp.32101067407955,"Defoe, Daniel,",The memoirs of Captain George Carleton,1840,m,high_male,498.44017545094175
mdp.39015018508161,"Vázquez Montalbán, Manuel.",The pianist / | $c: Manuel Vázquez Montalbán ; translated by Elisabeth Plaister.,1989,m,,498.3079840838942
mdp.39015056943023,"Colquhoun, Keith.",Killing Stalin / | $c: Keith Colquhoun.,2002,m,,497.73142818446536
uc1.32106012760606,"McLaurin, David,",Tropical darkness / | $c: David McLaurin,1996,m,,497.55311321085287
mdp.39015026305204,"Griffith, George.",Briton or Boer?,1897,m,high_male,497.441979854485
mdp.39015058097034,"Tirumurti, T. S.,",Clive Avenue / | $c: T.S. Tirumurti.,2002,u,,497.13392391870775
wu.89095839767,"Droste, Chris B.",Till better days / | $c: by Ch. B. Droste.,1945,m,high_male,496.7657696867825
uc2.ark:/13960/t27943x5w,"Enfield, D. E.",A lady of the salons;,1922,u,high_female,495.88000197365176
mdp.39015004682673,,Raoul de Cambrai; | an old French feudal epic | $c: translated by Jessie Crosland.,1926,u,high_male,495.4376960364985
uiuo.ark:/13960/t22b9d63x,"Gore,",The ambassador's wife,1842,f,high_female,494.2891944851448
mdp.39015059447808,"Frey, Albert R.",Sobriquets and nicknames,1895,m,high_male,493.8833018987483
mdp.39015033170096,"Morgan,",The princess;,1835,f,,493.58651911468814
mdp.39015014117595,"Porter, Anna Maria,",The fast of St. Magdalen,1818,f,mixed,493.5453004079304
inu.30000110575184,"Hettche, Thomas.",What we are made of / | $c: Thomas Hettche ; translated from the German by Shaun Whiteside.,2008,m,high_male,493.4739111954302
mdp.39015066580484,"Murciaux, Christian,","The unforsaken, | a novel. | $c: Translated from the French by Peter Wiles.",1963,m,high_male,493.4457111941125
uc1.$b674232,"Oppenhejm, Ralph.",Spain in the looking-glass; | translated by K. John.,1955,m,mixed,493.21559336635806
mdp.39015054287589,"Falla, Jonathan.",Blue poppies / | $c: Jonathan Falla.,2001,m,mixed,493.18985991953855
uc2.ark:/13960/t4dn4205x,"Jørgensen, Johannes,",Pilgrim walks in Franciscan Italy,1908,u,high_male,492.9015238293589
mdp.39015041827281,"Butenschön, Andrea.","The life of a Mogul princess, | Jahānarā begam, daughter of Shāhjhān. | $c: With an introduction by Laurence Binyon.",1931,f,high_male,492.5673528477102
nnc1.cu01579673,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,492.3228407027907
uc1.$b119551,"Brathwaite, Errol,",The evil day.,1967,m,high_male,492.2308342210631
inu.39000003654576,"Barber, Noel,",A handful of ashes; | a personal testament of the battle of Budapest.,1957,m,,492.08213519096023
uc1.b4253908,"Tilden, William A.","Sir William Ramsay, K. C. B., F. R. S;",1918,m,high_male,491.1877990896004
mdp.39015003929836,"Gibbs, Philip,",Cities of refuge ...,1936,m,mixed,490.01152297178584
uc1.$b769365,"Onstott, Kyle,","Child of the sun, | $c: by Kyle Onstott & Lance Horner.",1966,u,,489.79178423116434
mdp.39015010460916,"Malgonkar, Manohar,","The devil's wind, Nana Saheb's story; | a novel.",1972,m,,489.6828337172403
mdp.39015063619194,"Joubert, Carl.",Russia as it really is,1904,m,high_male,489.6735119431135
mdp.39015059159825,"Louvish, Simon.",The cosmic follies / | $c: Simon Louvish.,2004,m,,489.4587597090372
mdp.39015011346924,"Kubly, Herbert.",Easter in Sicily.,1956,m,mixed,489.18285793027417
mdp.39015030138427,"Schumacher, Heinrich Vollrat,",Nelson's last love.,1929,u,,489.121960427079
uc1.32106007711861,"Westlake, Donald E.",The black ice score / | $c: Richard Stark.,1986,m,high_male,488.94343950582504
mdp.39015001044786,"Howard, Clark.",The zebra killings / | $c: Clark Howard.,1979,m,high_male,488.0836170567367
uc1.$b802872,"Wolf, Victoria,",Fabulous city / | $c: by Victoria Wolf.,1957,f,,487.57194199401846
njp.32101068163540,"Johnson, Arthur.",Dinan,1821,m,high_male,487.44460856720826
mdp.39015066047484,"Rendell, Ruth,",Harm done / | $c: Ruth Rendell.,1999,f,,486.95507408376346
uc2.ark:/13960/t6vx08n29,"Nevill, Ralph,",The romantic past,1911,m,,486.328277151474
mdp.39015078575910,"Purves, William Laidlaw,",The authorship of 'Robinson Crusoe.',1903,m,high_male,486.2160120845921
uc1.32106015528927,"Dunnett, Dorothy.",Race of scorpions / | $c: Dorothy Dunnett.,1989,f,high_male,485.94502560569225
uc1.$b244536,"Rhodes, Anthony Richard Ewart.","A ball in Venice, | a novel.",1953,m,,485.86572438162545
wu.89095735338,"Ari Þorgilsson,",The book of the settlement of Iceland,1908,u,high_male,484.62929475587697
uiuo.ark:/13960/t5h99gv86,"Eaton, Charlotte A.",Vittoria Colonna,1827,f,high_male,484.4069769625054
uiuo.ark:/13960/t3xs6cp6m,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,483.95061728395063
uc1.32106011414064,"Simenon, Georges,",Maigret and the hundred gibbets / | $c: Georges Simenon ; translated by Tony White,1963,m,high_male,483.38368580060416
mdp.39015010456658,"Burgess, Anthony,",The kingdom of the wicked / | $c: Anthony Burgess.,1985,m,high_male,482.76699255773127
mdp.39015051349788,"Boland, Bridget.",The wild geese : | a novel / | $c: by Bridget Boland.,1988,f,,482.66173340937235
mdp.39015050732737,"Berger, Thomas,",Little big man.,1965,m,mixed,482.4124346927182
uiuo.ark:/13960/t7pn9qw7m,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,482.0116728127995
njp.32101067633568,"Gunter, Archibald Clavering,","M. S. Bradford, special",1899,m,,481.5761471714257
nyp.33433074849401,"Haggard, Andrew,",Hannibal's daughter,1898,m,high_female,481.5182854268644
uc2.ark:/13960/t7rn32t76,"Pawlowska, Yoï.",A year of strangers,1911,u,high_female,481.43690399037126
mdp.39015050488306,"Faulks, Sebastian.",On green dolphin street / | $c: Sebastian Faulks.,2001,m,,481.41729250914693
nyp.33433074895834,"Marks, Mary A. M.",A great treason;,1883,f,mixed,480.52555013592945
uiuo.ark:/13960/t9x06bv3q,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,480.2656283969405
uc1.32106018993359,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Ann Goldstein,2006,m,high_male,479.371717068693
inu.32000009224538,"De Chair, Somerset Struben,","Bring back the gods : | the epic career of the Emperor Julian, the Great / | $c: Somerset De Chair.",1962,u,,479.1270050918631
uiuo.ark:/13960/t13n2sh8d,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,478.8883509754407
inu.39000005875807,"Anstruther, F. C. (Fay Carmichael)",Old Polish legends / | $c: retold by F. C. Anstruther  ; wood-engravings by J. Selkalsi ; foreword by Z. Nowakowski.,1945,f,mixed,478.84380985547625
uc2.ark:/13960/t6251mc7x,"Fraser, Mary Crawford.",Storied Italy,1915,f,high_female,478.61538304538175
wu.89104418421,"Quatrelles,","The days of chivalry, or, the legend of Croquemitaine",1877,m,high_male,478.5482759500779
uc1.b4402151,,The ninth wave.,1955,u,mixed,478.23608404551953
inu.30000056655057,"Mahlobo, Si.",Pinkie of White City / | $c: Si Mahlobo.,1996,m,high_female,477.9326241884662
mdp.39015052310482,"Misra, Amaresh.",The minister's wife / | $c: Amaresh Misra.,2002,u,,477.87692735961406
uiuo.ark:/13960/t4bp0gn5m,"Halse, George.","Graham Aspen, painter",1889,m,,477.2123594999774
mdp.39015049526307,"Pekárková, Iva,",Gimme the money / | $c: Iva Pekárková ; translated by Raymond johnston and Iva Pekárková.,2000,f,mixed,477.1428571428571
mdp.39015006100492,,A Book of railway journeys / | $c: compiled by Ludovic Kennedy.,1981,u,,476.3679375212664
mdp.39015005279495,"Alpers, Antony,","Maori myths & tribal legends,",1964,m,,476.3277636411498
uiuo.ark:/13960/t5gb2g06d,"Eden, Eleanor.",Dumbleton Common,1867,f,high_female,475.6871035940803
uiuo.ark:/13960/t4rj53n97,"Roberts, Morley,",In low relief,1890,m,mixed,475.6849454901801
nnc1.cu56764111,"Beckford, William,",Biographical memoirs of extraordinary painters,1834,m,high_male,475.6189714184113
mdp.39015037803718,Pepetela.,Yaka / | $c: Pepetela ; translated from the Portuguese by Marga Holness.,1996,u,,475.0626818816371
uiuo.ark:/13960/t0bv84w96,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,474.9374237853796
uiuo.ark:/13960/t9t15cc7t,"Eaton, Charlotte A.",Vittoria Colonna,1827,f,high_male,474.6902805568564
mdp.39015034437676,"Endō, Shūsaku,",Deep river / | $c: Shusaku Endo ; translated from the Japanese by Van C. Gessel.,1994,m,mixed,474.2399132818444
mdp.39015025923064,"Ramsay, James Henry,","Bamff charters, A. D. 1232-1703",1915,m,high_male,473.9111569127299
uc1.32106005043234,"Allbeury, Ted.",Consequence of fear / | $c: Ted Allbeury.,1979,m,high_male,473.52561343090827
mdp.39015065646914,,The ninth wave.,1955,u,mixed,473.31784322124145
uiuo.ark:/13960/t9474q59q,"Colquhoun, Katharine.","Maurice, the Elector of Saxony",1844,f,,472.1846895930494
nyp.33433074895818,"Markham, Clements R.",The paladins of Edwin the Great,1908,u,,472.0953377395565
uc1.$b42205,"Gray, Bernard.",War reporter.,1942,m,high_male,471.46352622888867
uiug.30112052905566,"Richards, Grant,",Caviare / | $c: by Grant Richards.,1912,m,high_male,471.15401678763465
uc1.$b114284,"Young, Miriam,","Mother wore tights | $c: [by] Miriam Young, illustrated by Howard Williamson.",1944,f,high_female,471.0038269060937
uc2.ark:/13960/t3rv0fs2q,,Recollections of a French marchioness,1846,u,,471.00110823790175
mdp.39015040572268,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Guido Waldman.,1997,m,high_male,470.7532051282051
coo.31924013604990,"Deeping, Warwick,",The lame Englishman.,1928,m,high_male,470.4399692703433
mdp.39015010944059,"Barea, Arturo,",The clash. | $c: Translated from the Spanish by Ilsa Barea.,1946,u,high_male,469.98685390912834
uc1.b3114920,"Kuehnelt-Leddihn, Erik von,",Night over the east / | $c: translated and adapted from the German by Edwin and Willa Muir.,1936,m,mixed,469.9435036571623
mdp.39015065677018,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,469.9018698432848
mdp.39015027233769,"Lartéguy, Jean,",Yellow fever / | $c: Jean Lartéguy ; translated from the French by Xan Fielding.,1965,f,high_male,469.6757758748137
inu.39000002745425,"Fraser, George MacDonald,","Flashman and the redskins : | from the Flashman papers, 1849-50 and 1875-76 / | $c: edited and arranged by George MacDonald Fraser.",1993,m,mixed,469.448444835132
uc1.$b597568,"Deval, Jacques,","Chérie, | $c: by Jacques Deval ...",1932,m,high_female,469.4070476252567
mdp.39015026723000,"Zglinitzki, Helen de,","Death in the morning, | $c: Helen Nicholson (Baroness de Zglinitzki)",1937,f,,468.893198917283
mdp.39015046834175,"Malaparte, Curzio,",Kaputt. | $c: Translated from the Italian by Cesare Foligno.,1948,u,,468.6667197618071
uc2.ark:/13960/t7qn61j6j,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,468.5780071296568
inu.30000011762873,"Green, Peter,",The sword of pleasure.,1957,m,high_male,468.2613749856738
mdp.39015023158812,"Diver, Maud,","The judgment of the sword; | the tale of the Kabul tragedy, and of the part played therein by Major Eldred Pottinger, the hero of Herat, | $c: by Maud Diver.",1924,f,high_male,468.20344580355015
wu.89000839811,Sundowner.,Told by the taffrail,1901,u,high_male,468.16088014245463
nyp.33433074936984,"Bayly, George,",Sea-life sixty years ago;,1885,m,high_male,467.4210109575746
nyp.33433040405569,"Balzac, Honoré de,",A distinguished provincial at Paris=,1897,f,high_male,467.0698459707439
uc1.b4584892,"Wilson, A. N.,",Kindly light / | $c: [by] A. N. Wilson.,1979,m,high_male,466.96082943071383
mdp.39015053037571,"Cooper, James Fenimore,",Ned Myers,1843,m,,466.8409539561436
uc1.32106014707779,"Jergović, Miljenko,",Sarajevo Marlboro / | $c: Miljenko Jergović ; translated from the Bosnian by Stela Tomašević,1997,u,high_male,466.7612526473793
mdp.39015078576058,"Purves, William Laidlaw,","The ""O"" edition of 'Robeson Cruso'",1903,m,high_male,466.6437545346928
umn.31951000890449t,"Jones, Elizabeth Orton,","Ragman of Paris and his ragamuffins, | $c: told and illustrated by Elizabeth Orton Jones.",1937,f,,466.59453611035974
uc1.b3468425,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,465.9843614672408
mdp.39015007024626,"Vonnegut, Kurt.",Jailbird / | $c: Kurt Vonnegut.,1981,m,,465.21956364847614
mdp.39015025976161,"Henty, G. A.",The Lion of the North,1886,m,high_male,465.1855423737227
mdp.39015009194203,"Masters, John,",The Himalayan concerto : | a novel of adventure / | $c: by John Masters.,1976,m,high_male,464.8983966328579
uc1.$b244269,"Edinger, George Adolphus,","Make haste, my love / | $c: by George Edinger. --",1951,m,,464.65316959840686
njp.32101066458371,"Coulson, Elizabeth Kerr.",Dante & Beatrice from 1282 to 1290,1876,f,mixed,464.3016843046654
mdp.39015008875604,"Atkinson, M. E.",Hunter's moon ; | a book for boys and girls / | $c: Illustrated by Charlotte Hough.,1952,u,high_male,463.7627389827365
mdp.39015026610314,"Grazebrook, Owen Francis.",Nicanor of Athens; | the autobiography of an unknown citizen | $c: by O. F. Grazebrook.,1946,m,high_male,463.6755050751038
mdp.39015025198402,"(Christian Karlson), Stead, C. K.",Sister Hollywood / | $c: C.K. Stead.,1991,u,high_female,463.3506392005805
mdp.39015010916289,"Mackenzie, Compton, Sir,","The south wind of love; | being volume two of ""The four winds of love.""",1949,m,high_male,463.2964123727394
wu.89099048308,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Guido Waldman.,1998,m,high_male,463.0313777646421
mdp.39015070703130,"Mount, Ferdinand,",The condor's head : | an American romance / | $c: Ferdinand Mount.,2007,m,,462.5340823231826
uc2.ark:/13960/t82j69f2x,"Henty, G. A.",Won by the sword;,1899,m,high_male,462.37576587277624
