htid,author,title,year,authgender,period,diff
uiuo.ark:/13960/t4nk3vs0f,"Lennox, William Pitt,","Philip Courtenay, or, Scenes at home and abroad",1855,m,1851-1900,0.01264844162328993
uiuo.ark:/13960/t7tm7kq3x,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,1851-1900,0.012769251046425012
uc1.b3543427,"Mathews,","Tea-table talk, ennobled actresses, and other miscellanies",1857,f,1851-1900,0.013048541648296386
nyp.33433034410468,"Carey, Rosa Nouchette,",Barbara Heathcote's trial,1883,f,1851-1900,0.013245838678975996
uc2.ark:/13960/t5db81w0f,"Wood, Henry,",Lord Oakburn's daughters,1864,f,1851-1900,0.013324251601425585
njp.32101072759879,"Scott, Walter,",The talisman,1868,m,1851-1900,0.013413515398261189
uc2.ark:/13960/t5db7xv1v,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,1851-1900,0.01342363542173941
mdp.39015019993818,"Bourget, Paul,",A cruel enigma,1887,m,1851-1900,0.01345277804574152
mdp.39015059392236,"Davidson, John,","Perfervid, the career of Ninian Jamieson",1890,m,1851-1900,0.013506102847106627
uc1.b4105357,"Gaskell, Elizabeth Cleghorn,",A dark night's work,1863,f,1851-1900,0.013506102847106627
uiuo.ark:/13960/t7gq7jq9b,"Speight, T. W.",In the dead of night,1874,m,1851-1900,0.013596449325852689
uiuo.ark:/13960/t31267z9p,"Forbes, Urquhart Atwell,",Otterstone Hall,1884,m,1851-1900,0.013686412980536078
uiuo.ark:/13960/t5t72p82m,"Besant, Walter,",The golden butterfly,1876,m,1851-1900,0.013702019934995091
nyp.33433075727366,"Ferrer, Max.",Robert Mornay,1859,m,1851-1900,0.013731252008426065
uiuo.ark:/13960/t9p27jh62,,"Walter Evelyn, or, The long minority",1853,u,1851-1900,0.013805773209707883
uc1.b3314279,"Kingsley, Henry,",The Harveys,1872,m,1851-1900,0.014392627669801539
uiuo.ark:/13960/t2891xh63,"Hardy, Thomas,",The trumpet-major,1880,m,1851-1900,0.014392627669801539
nyp.33433074865001,"Goodrich, A. M.",The myrtle and the heather,1857,u,1851-1900,0.01439262766980165
njp.32101066597434,"Baring-Gould, S.",Arminell,1890,m,1851-1900,0.01439262766980165
uiuo.ark:/13960/t15m6t781,"Lawrence, George A.","Sans merci; or, Kestrels and falcons",1866,m,1851-1900,0.01439262766980165
uc1.b3327207,"Braddon, M. E.",In high places,1898,f,1851-1900,0.01439262766980165
uiuo.ark:/13960/t4zg77s84,"Reynolds, Baillie,",The Ides of March,1892,f,1851-1900,0.01439262766980165
nyp.33433074902796,"Macquoid, Katharine S.",The story of Lois,1898,f,1851-1900,0.01439262766980165
uiuo.ark:/13960/t2s476m21,"Braddon, M. E.",The story of Barbara,1880,f,1851-1900,0.01439262766980165
uiuo.ark:/13960/t6nz8t53n,"Needell, J. H.,",Passing the love of women,1892,f,1851-1900,0.01439262766980165
uc2.ark:/13960/t0cv4j94x,"Gilchrist, Murray,",A Peakland faggot;,1897,m,1851-1900,0.01439262766980165
uiuo.ark:/13960/t5q81pd7v,"Fenn, George Manville,",King of the castle,1892,m,1851-1900,0.01439262766980165
uiuo.ark:/13960/t3zs3108n,"Besant, Walter,",All in a garden fair;,1883,m,1851-1900,0.01439262766980176
uc1.b3562598,"Norton, Caroline Sheridan,",Stuart of Dunleath,1851,f,1851-1900,0.014985044731413044
mdp.39015039402428,"Johnson, Samuel,","Rasselas, prince of Abyssinia",1884,m,1851-1900,0.015123621821848454
uc2.ark:/13960/t1mg7mt0b,"Hofland,","Adelaide; or, The massacre of St. Bartholomew",1857,f,1851-1900,0.015159498835445873
uiuo.ark:/13960/t5w66rn1p,"Brooks, Shirley,",The silver cord,1861,m,1851-1900,0.015346826143084025
uiuo.ark:/13960/t0pr8f278,"Stretton, Hesba,",Through a needle's eye,1879,m,1851-1900,0.01540888783240324
uiuo.ark:/13960/t6nz8v77w,"Wood, Henry,",The house of Halliwell,1890,f,1851-1900,0.015479584191540718
uiuo.ark:/13960/t5j96tb8s,,True to the life,1868,u,1851-1900,0.015479584191540718
uiuo.ark:/13960/t12n5qb1s,"Owen, Octavius Freire,",Raised to the peerage,1859,f,1851-1900,0.01556085196886714
nyp.33433034410021,"Carey, Rosa Nouchette,",Only the governess,1889,f,1851-1900,0.015606219902811413
mdp.39015063755634,"Fitzgerald, Percy Hetherington,",Proverbs & comediettas,1869,m,1851-1900,0.01576625404342802
uiuo.ark:/13960/t2w38cx1m,"Sewell, Elizabeth Missing,",Cleve Hall,1855,f,1851-1900,0.015807722009424374
nyp.33433074934708,"Cameron, H. Lovett,",A passing fancy,1899,f,1851-1900,0.01582940927899701
uiuo.ark:/13960/t8sb4g06s,"Garvice, Charles,",Maurice Durant,1875,m,1851-1900,0.016059294336468355
nyp.33433074871538,"Tytler, Sarah,","Wearing the willow; or, Bride Fielding",1860,f,1851-1900,0.016402273972052406
uiuo.ark:/13960/t8w95qf50,"Braddon, M. E.",Sir Jasper's tenant,1865,f,1851-1900,0.016611562581044237
mdp.39015048903002,"Malory, Thomas,",La mort d'Arthure,1858,m,1851-1900,0.01664198499628
njp.32101066456888,"Clifford, W. K.,",A wild proxy,1893,f,1851-1900,0.016721820216385574
uiuo.ark:/13960/t10p1mt7x,"Norris, W. E.",Saint Ann's,1894,f,1851-1900,0.016751118235839302
mdp.39015063170909,"Black, William,",Shandon bells,1883,m,1851-1900,0.016843608061958504
uiuo.ark:/13960/t3mw2s801,"Curzon, G.",Delamere,1886,u,1851-1900,0.01705220213788672
uc2.ark:/13960/t0xp7133x,"Jenkins, Edward,",Little Hodge,1878,m,1851-1900,0.01705220213788672
uiuo.ark:/13960/t3st85r6w,"Page, Hamilton.",The lady resident,1880,m,1851-1900,0.017129853947173812
nyp.33433074963764,"De Iongh, Anna M.",Mossdale;,1872,f,1851-1900,0.0172996044139877
uiuo.ark:/13960/t9w09kn28,,"Macalpine, or, On Scottish ground",1872,u,1851-1900,0.0172996044139877
mdp.39015063542131,"Collins, Wilkie,",Heart and science;,1883,m,1851-1900,0.0172996044139877
uiuo.ark:/13960/t3st87474,"Norris, W. E.",The Countess Radna,1893,f,1851-1900,0.017411951341299248
uiuo.ark:/13960/t7xk8k368,,Amat,1881,u,1851-1900,0.017771006048179938
uiuo.ark:/13960/t8jd5746k,"Day, Julia.",The Gilberts & their guests,1858,f,1851-1900,0.01796405624123021
uiuo.ark:/13960/t4vh5vc7c,"Church,",Measure for measure,1862,f,1851-1900,0.01796405624123021
uiuo.ark:/13960/t9v12q83v,"Wright, Thomas,",Johnny Robinson: the story of the childhood and schooldays of an  intelligent artisan.,1868,m,1851-1900,0.01796405624123021
wu.89051908523,,Geoffrey the knight,1869,m,1851-1900,0.01796405624123021
nyp.33433076079007,"Scott, Walter,",The handy volume  Waverly,1877,m,1851-1900,0.018001551554316153
njp.32101033250307,"Kay-Shuttleworth, James,",Scarsdale,1860,m,1851-1900,0.018180506457680545
nyp.33433074850029,"Alexander,","Brown, V.C",1899,f,1851-1900,0.018213588368491518
mdp.39015068050809,"Fielding, Henry,",Works;,1893,m,1851-1900,0.018424885734317775
inu.30000054117191,"Sewell, Elizabeth Missing,",Ivors,1856,f,1851-1900,0.018472746364163628
mdp.39015066189104,"Thackeray, William Makepeace,",Works,1883,m,1851-1900,0.018579230540615166
uiuo.ark:/13960/t5bc4bj1c,"Ellis, Sarah Stickney,",Northern roses,1868,f,1851-1900,0.018804392375683987
uc2.ark:/13960/t4vh5n538,"Braddon, M. E.",Thou art the man,1894,f,1851-1900,0.0190222572994313
uiuo.ark:/13960/t5gb2gf86,"Gissing, Algernon,",The scholar of Bygate,1897,m,1851-1900,0.0190222572994313
njp.32101064911918,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,1851-1900,0.0190222572994313
uiuo.ark:/13960/t1dj5sg6w,"De La Voye, Marin J. George.","Eugénie, the young laundress of the Bastille",1851,m,1851-1900,0.019348574806365537
uiuo.ark:/13960/t7kp8952v,"Besant, Walter,",The master craftsman,1896,m,1851-1900,0.019392627669801765
uiuo.ark:/13960/t6834ft9z,"Tayleure, Floyd.",Professions,1852,m,1851-1900,0.019644728510137766
uiuo.ark:/13960/t85h7w943,"Ouida,",Syrlin,1890,f,1851-1900,0.019742822222330814
uiuo.ark:/13960/t9g44zz14,"Grey, Oliver.",A virgin widow,1886,m,1851-1900,0.019827410278497326
dul1.ark:/13960/t5cc1m03n,"Macquoid, Katharine S.",In the sweet spring-time,1880,f,1851-1900,0.019965876077444822
njp.32101063691446,"Gale, Norman,",All expenses paid,1895,m,1851-1900,0.02016185843903262
njp.32101075688893,"Defoe, Daniel,",Romances and narratives,1899,m,1851-1900,0.020307454168224437
njp.32101065845917,"Munro, Neil,",The lost Pibroch,1896,m,1851-1900,0.02034500862218258
uiuo.ark:/13960/t7qn6gr2p,"Douglas, John,",Measure for measure,1886,m,1851-1900,0.02034500862218258
njp.32101067179455,"Trollope, Frances Milton,",Mrs. Mathews;,1851,f,1851-1900,0.020460588834850135
nyp.33433074879150,"Lynch, Theodora Elizabeth,",Years ago: a tale of West Indian domestic life of the eighteenth century,1865,f,1851-1900,0.02072903319975561
nnc1.1002386461,"Slow, Edward.",Humorous West Countrie tales,1899,m,1851-1900,0.020971575038222445
mdp.39015031228409,"Crane, Stephen,",The Little Regiment,1897,m,1851-1900,0.020971575038222667
uiuo.ark:/13960/t79s28s8p,"Manning, Anne,",The lady of limited income,1872,f,1851-1900,0.020971575038222667
uiuo.ark:/13960/t6m04pc93,"Oliphant,",Innocent,1873,f,1851-1900,0.020971575038222667
uiuo.ark:/13960/t3rv0z56s,"Gray, Arnold.",Like lost sheep,1885,m,1851-1900,0.02097157503822278
uiuo.ark:/13960/t4rj4tc32,"Ellis, Sarah Stickney,",Friends at their own fireside,1858,f,1851-1900,0.02097157503822278
uva.x030581128,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,1851-1900,0.021233423689702047
uiuo.ark:/13960/t61557p1q,"Pirkis, Catherine Louisa,",A red sister,1891,f,1851-1900,0.021468099367914828
nyp.33433034410534,"Edwards, Annie,",Susan Fielding,1873,f,1851-1900,0.021555289407324763
uiuo.ark:/13960/t9668zn67,"Linton, E. Lynn",Through the long night,1889,f,1851-1900,0.021576535715778777
uiuo.ark:/13960/t1rf63v03,"Field, Julian Osgood,",Little hand and muckle gold,1889,m,1851-1900,0.02162403262847945
uiuo.ark:/13960/t3320k41j,"Russell, William Clark,",The tale of the ten;,1896,m,1851-1900,0.021745568846272212
uc1.b3123805,"Wynne, Catherine Simpson.",A horrid girl,1876,f,1851-1900,0.021871260148434102
uiuo.ark:/13960/t2j682w4t,"Russell, William Clark,",An ocean tragedy,1890,m,1851-1900,0.021950767204685473
uiuo.ark:/13960/t2z32406c,"Collins, Wilkie,",The new Magdalen,1873,f,1851-1900,0.02196838524555922
uiuo.ark:/13960/t3st84v0x,,"Millicent, or, The trials of life",1855,u,1851-1900,0.022045688894291482
mdp.39015058691307,,Tales from  Blackwood.,1858,u,1851-1900,0.022045688894291593
uiuo.ark:/13960/t8qc0pt9p,"Wood, Henry,",The house of Halliwell,1890,f,1851-1900,0.022304020074864983
uiuo.ark:/13960/t04x5m49t,"Clarke, Charles.",Charlie Thornhill;,1863,m,1851-1900,0.0224571437988339
uc1.l0076777192,"Oliphant,",The three brothers,1870,f,1851-1900,0.022580400595565653
mdp.39015063536547,"Collins, Mortimer,",[Works,1883,m,1851-1900,0.022823712713789912
uiuo.ark:/13960/t0rr2db88,"Molloy, J. Fitzgerald",It is no wonder,1882,m,1851-1900,0.02305599400643532
uiuo.ark:/13960/t5s75rf9w,"Gibbon, Charles,",Fancy free,1884,m,1851-1900,0.023055994006435432
uiuo.ark:/13960/t80k2xk88,"Mills, John,",Too fast to last,1881,m,1851-1900,0.023113557902359916
uc2.ark:/13960/t1qf8qg1j,"Jefferies, Richard,",The early fiction of Richard Jefferies;,1896,f,1851-1900,0.023195444571210033
uiuo.ark:/13960/t2f76mz7f,"Boldrewood, Rolf,",The miner's right,1890,m,1851-1900,0.023477840702383124
uiuo.ark:/13960/t50g49m5q,"Wynne, Catherine Simpson.",The story of a kiss,1887,f,1851-1900,0.02353896913321618
uiuo.ark:/13960/t51g1046c,"Carr, Alice Vansittart (Strettell),",Margaret Maliphant,1889,f,1851-1900,0.023538969133216292
uiuo.ark:/13960/t9b574r5p,"Murray, David Christie,",Joseph's coat,1881,m,1851-1900,0.02365188692906095
mdp.39015063542164,"Collins, Wilkie,", I say no,1884,m,1851-1900,0.023720985878756817
uiuo.ark:/13960/t2f77052n,,Rose Aylmer's home,1865,u,1851-1900,0.024527762804936737
uiuo.ark:/13960/t6rx9ts9k,"Notley, F. E. M.",Forgotten lives,1875,f,1851-1900,0.024527762804936737
uiuo.ark:/13960/t6xw4qm1j,"Cole, Alfred Whaley,",Hope,1853,m,1851-1900,0.024527762804936737
uiuo.ark:/13960/t8kd2k52d,"McDonnel, Emily Fanny Dorothy Osborn,",Peccavi,1888,f,1851-1900,0.024527762804936737
uiuo.ark:/13960/t7zk60x33,"Westall, William,",Her two millions,1887,m,1851-1900,0.024638529309146007
njp.32101067643633,"Farjeon, Benjamin Leopold.",Basil and Annette,1890,m,1851-1900,0.024686745316860437
uiuo.ark:/13960/t3ws92630,"Fitzgerald, Percy Hetherington,",The second Mrs. Tillotson,1866,m,1851-1900,0.024686745316860548
uc1.b3321949,"Clarke, Charles.","Which is the winner? or, The first gentleman of his family",1864,m,1851-1900,0.024985848008784672
uc1.b3327534,"Noel, Augusta,",The story of Wandering Willie,1870,f,1851-1900,0.025154217073775076
dul1.ark:/13960/t13n2vj0t,"Whiteing, Richard,","The island, or, An adventure of a person of quality",1888,m,1851-1900,0.025756264033437892
inu.30000084059991,"Yonge, Charlotte M.",The trial,1884,f,1851-1900,0.025756264033437892
uc2.ark:/13960/t22b91b54,"Wood, Henry,",Lord Oakburn's daughters,1864,f,1851-1900,0.025756264033437892
uc2.ark:/13960/t1hh6dj28,"A. L. O. E.,",The rambles of a rat,1864,f,1851-1900,0.025756264033438003
uc2.ark:/13960/t7np2417r,"Burnand, F. C.",Mokeanna!,1873,u,1851-1900,0.025756264033438003
uiuo.ark:/13960/t79s2dt4v,"Gray, Maxwell,",The silence of Dean Maitland,1886,f,1851-1900,0.025756264033438003
uiuo.ark:/13960/t39z9jk92,"Grey, Edward.",Dr. Sinclair's sister,1891,m,1851-1900,0.025756264033438003
uc1.b3578892,"Collins, Wilkie,",The law and the lady;,1875,m,1851-1900,0.025756264033438003
uiuo.ark:/13960/t7pn9gh3v,"Gifford, George,",King's baynard,1866,f,1851-1900,0.025756264033438114
uiuo.ark:/13960/t2j67st9n,"Daniel, Mackenzie,",Elsie's married life,1865,f,1851-1900,0.0263353028290374
njp.32101042640761,"Wood,",Seadrift,1871,f,1851-1900,0.026560769262721884
njp.32101067627719,"Andreae, Percy.",The signora,1895,m,1851-1900,0.02664752963058592
uc2.ark:/13960/t6sx69c95,"Wood, Henry,",Bessy Rane,1870,f,1851-1900,0.02664752963058592
uiuo.ark:/13960/t8cg01t5t,"Cresswell, Henry.",A wily widow,1888,m,1851-1900,0.02675526503243897
uiuo.ark:/13960/t44q8936c,"Griffiths, Arthur,",The queen's shilling,1872,m,1851-1900,0.02681952825459699
uiuo.ark:/13960/t4xh07n58,"Oliphant,",Kirsteen,1890,f,1851-1900,0.026892627669801605
uiuo.ark:/13960/t6057tb45,"Allen, Grant,",In all shades,1886,m,1851-1900,0.026892627669801605
mdp.39015065590286,"Fane, Violet,",The story of Helen Davenant,1889,f,1851-1900,0.026892627669801716
mdp.39015030851771,"Blackmore, R. D.",Mary Anerley,1880,m,1851-1900,0.026976520287251393
nyp.33433059334262,"Meredith, George,",One of our conquerors,1891,m,1851-1900,0.027252709974328382
uiuo.ark:/13960/t2697g57c,"Croker, B. M.",Married or single?,1895,f,1851-1900,0.027385459211020313
uiuo.ark:/13960/t23b6pc82,"Sheppard, Elizabeth Sara,",Rumour,1858,f,1851-1900,0.0274878657650397
uiuo.ark:/13960/t6155734j,"Sheppard, Elizabeth Sara,",Rumour,1858,f,1851-1900,0.0274878657650397
uiuo.ark:/13960/t9474x070,"McCarthy, Justin H.",The Waterdale neighbours,1867,m,1851-1900,0.0274878657650397
uiuo.ark:/13960/t3029bx3d,"Tytler, Sarah,",The Huguenot family,1867,f,1851-1900,0.0274878657650397
uiuo.ark:/13960/t7rn3n53s,"Caffyn, Mannington,",A yellow aster,1894,f,1851-1900,0.027690500010227104
nyp.33433074856885,"Gaskell, Elizabeth Cleghorn,",Ruth,1853,f,1851-1900,0.027690500010227215
njp.32101068166014,"Chatterton, Georgiana,",Compensation,1856,f,1851-1900,0.027946844537271476
uiuo.ark:/13960/t7gq78d8h,"Ouida,",Puck,1870,f,1851-1900,0.028102305089156454
uiuo.ark:/13960/t31267f8g,"Dering, Edward Henage,",Freville Chase,1890,m,1851-1900,0.02828151655869049
inu.39000005868141,,Chap-books and folk-lore tracts,1885,m,1851-1900,0.02828151655869049
uiuo.ark:/13960/t8bg31q2v,"Davies, Charles Maurice,","'Verts, or, The three creeds",1876,m,1851-1900,0.028567885401760362
uiuo.ark:/13960/t9d51966d,"Smart, Hawley,",Long odds,1889,m,1851-1900,0.02873688996488366
uc2.ark:/13960/t3xs5q555,"Trollope, Frances Eleanor,",A charming fellow,1876,f,1851-1900,0.02873688996488366
uiuo.ark:/13960/t85h7vs9c,"Cambridge, Ada,",A mere chance,1882,f,1851-1900,0.02873688996488366
uiuo.ark:/13960/t8rb7s318,"Black, William,",Highland cousins,1894,m,1851-1900,0.028927511390731908
mdp.39015059405699,"Le Gallienne, Richard,",The romance of Zion chapel,1898,m,1851-1900,0.029032267309441417
nyp.33433074865274,"Jolly, Emily.",Bond and free,1860,f,1851-1900,0.029392627669801663
uiuo.ark:/13960/t4gm8s73k,"Kavanagh, Julia,",Dora,1868,f,1851-1900,0.029392627669801663
njp.32101067708295,"Berens, Louise.",A woman with a past. A novel,1886,f,1851-1900,0.029392627669801774
uc2.ark:/13960/t44q7sn21,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,1851-1900,0.029392627669801774
nyp.33433081859427,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,1851-1900,0.02960426788144188
mdp.39015063553518,"Sherwood,",The lady of the manor,1860,f,1851-1900,0.029743504862784098
mdp.39015063511979,"Ouida,",Cecil Castlemaine's gage,1877,f,1851-1900,0.02977990291184862
mdp.39015063560455,"Horne, R. H.",The dreamer and the worker,1851,m,1851-1900,0.02989895678372556
uiuo.ark:/13960/t2j682312,"Braddon, M. E.",One thing needful,1886,f,1851-1900,0.02991550348679506
uiuo.ark:/13960/t7dr3gs08,"Shew, E. L.",If men were wise,1894,f,1851-1900,0.03001762766980165
uiuo.ark:/13960/t0ks6zr8k,"Burrard, W. Dutton",A great platonic friendship,1887,u,1851-1900,0.03001762766980165
uiuo.ark:/13960/t45q57b4w,"Collins, Wilkie,",The legacy of Cain,1889,m,1851-1900,0.03041826869544262
uiuo.ark:/13960/t4qj7s111,"Daniel,",Reaping the whirlwind. A novel,1864,f,1851-1900,0.03041826869544273
uc2.ark:/13960/t7br8nt9d,,Mother Goose's nursery rhymes,1877,m,1851-1900,0.03041826869544273
uiuo.ark:/13960/t42r4c855,"Braddon, M. E.",Dead men's shoes,1876,f,1851-1900,0.03041826869544284
uiuo.ark:/13960/t1ng58v44,"Smart, Hawley,",Beatrice and Benedick,1891,m,1851-1900,0.03056909825803711
uc2.ark:/13960/t1kh0n66z,"Yonge, Charlotte M.",My young Alcides,1875,f,1851-1900,0.03069697549588868
uiuo.ark:/13960/t83j42z5r,"Reynolds, Baillie,",The Ides of March,1892,f,1851-1900,0.03090206163206588
uc1.b3322425,Author of Told in the verandah.,"A black prince, and other stories",1893,u,1851-1900,0.03098554802378395
nyp.33433084128663,"Thornbury, Walter,",Tales for the marines,1865,m,1851-1900,0.031367936311777034
uc2.ark:/13960/t0rr1v149,"Anstey, F.,",The pariah,1889,m,1851-1900,0.031497890827696384
uc1.b4104366,"Kemble, Adelaide.",A week in a French country-house,1867,f,1851-1900,0.031594462532187007
njp.32101034959088,"Gilbert, Rosa M.",The late Miss Hollingford,1887,f,1851-1900,0.031669050434029344
uiuo.ark:/13960/t8pc3mt5r,"Smart, Hawley,","Courtship, in seventeen hundred and twenty, in eighteen hundred and sixty",1876,m,1851-1900,0.03224977052694444
uc2.ark:/13960/t71v5h271,"Brown, T. E.",Fo'c's'le yarns,1881,f,1851-1900,0.03224977052694444
mdp.39015063558186,"Oliphant,",Zaidee,1856,f,1851-1900,0.03224977052694444
dul1.ark:/13960/t13n2ww35,"Macquoid, Katharine S.",A faithful lover,1882,f,1851-1900,0.03224977052694444
uiuo.ark:/13960/t9t158m3s,"Barclay, Florence L.",Guy Mervyn;,1891,f,1851-1900,0.03224977052694444
uc2.ark:/13960/t6f18v80s,"Maitland, Julia Charlotte,","Historical acting charades, or, Amusements for winter evenings",1858,f,1851-1900,0.03224977052694444
mdp.39015058691349,,Tales from  Blackwood.,1858,u,1851-1900,0.03224977052694444
uva.x000234933,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,1851-1900,0.03224977052694444
uiuo.ark:/13960/t74t7760g,"Wethered, Charles,",Richer than wealth,1884,f,1851-1900,0.03302899130616532
mdp.39015063948007,"Molesworth,",My new home,1894,f,1851-1900,0.033045188917017576
uiuo.ark:/13960/t88g9846q,"Needell, J. H.,",Passing the love of women,1892,f,1851-1900,0.03307078858934187
uc1.b3324474,"Lawless, Emily,",Hurrish,1886,f,1851-1900,0.033228244108157945
uiuo.ark:/13960/t6zw23d3x,"Stone, Evelyn.",Hugh Moore,1885,f,1851-1900,0.033564406810906
uiuo.ark:/13960/t3cz3vk37,"Tabor, Eliza.",Alec's bride,1867,f,1851-1900,0.033564406810906
njp.32101064919150,"Maxwell,",The Venetians A novel,1892,f,1851-1900,0.03376952736585037
uc1.b3578727,"Hardy, Thomas,",Tess of the D'Urbervilles,1892,m,1851-1900,0.03397094092281372
uiuo.ark:/13960/t8jd5541b,"Charles, Elizabeth Rundle,",Against the stream,1873,f,1851-1900,0.0341294697750647
uiuo.ark:/13960/t6251zv5c,"Daniel,",Reaping the whirlwind. A novel,1864,f,1851-1900,0.034129469775064813
uiuo.ark:/13960/t73v06h0g,"Russell, William Clark,","Alone on a wide, wide sea",1892,m,1851-1900,0.03418027245744648
uva.x001478014,"Kingsley, Charles,",Westward ho!,1878,m,1851-1900,0.03453102369535177
uiuo.ark:/13960/t8z89xh0r,"Collins, Wilkie,",Basil,1852,m,1851-1900,0.03455391799238228
nyp.33433081859385,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,1851-1900,0.03474146487910401
uc2.ark:/13960/t0qr51s6d,"Everett-Green, Evelyn,",In Taunton town,1896,f,1851-1900,0.03482199055068813
uiuo.ark:/13960/t6b28gg7q,"Reade, Charles,",Put yourself in his place,1870,m,1851-1900,0.034962247922966094
njp.32101068601184,"Peacock, Thomas Love,",Gryll grange,1891,m,1851-1900,0.034962247922966094
njp.32101073479956,"Francillon, R. E.",Strange waters,1878,f,1851-1900,0.035106913384087335
uiuo.ark:/13960/t7qn6j37d,"Hardy, Iza Duffus.",A hero's work,1868,f,1851-1900,0.03513253798370297
nyp.33433082120100,"Dickens, Charles,",The works of Charles Dickens,1897,m,1851-1900,0.035190710016107296
uiuo.ark:/13960/t0ft94c03,,Miss Russell's hobby,1865,u,1851-1900,0.03522596100313491
inu.39000002830466,"Corelli, Marie,",The soul of Lilith,1892,f,1851-1900,0.03522596100313502
njp.32101076207735,,Tales from  Blackwood,1858,u,1851-1900,0.03569487847366015
uc2.ark:/13960/t4bp00s25,"De Fonblanque, Albany,",Pious frauds,1880,m,1851-1900,0.035734091084435815
njp.32101064912247,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,1851-1900,0.03585727413444806
uiuo.ark:/13960/t9f48bd07,"Wilkins, W. H.",The forbidden sacrifice,1893,m,1851-1900,0.03585727413444817
inu.32000013013406,"Trollope, Anthony,",The Kellys and the O'Kellys,1880,m,1851-1900,0.0361107743879483
uc2.ark:/13960/t6vx0bp13,"Cleland, E. Davenport.",The white kangeroo,1890,f,1851-1900,0.036451451199213336
uiuo.ark:/13960/t4gm8gc63,Blue Tunic,From the peasantry to the peerage,1860,u,1851-1900,0.036451451199213336
uiuo.ark:/13960/t0qr5dj2w,"Peel, Augustus,",Honesty is the best policy,1860,f,1851-1900,0.036451451199213336
uiuo.ark:/13960/t58d08q7w,"Edmonds,","Mary Myles, a study",1888,f,1851-1900,0.036451451199213336
uiuo.ark:/13960/t1dj63c0r,"Walford, Lucy Bethia,",A stiff-necked generation,1889,f,1851-1900,0.03645145119921345
mdp.39015058599625,"Jókai, Mór,",Timar's two worlds,1888,m,1851-1900,0.03645145119921345
nyp.33433075749261,"Oscar, W. N.",The cruise of the Golden Wave,1899,u,1851-1900,0.03645145119921345
nyp.33433074942677,"Cooper, Katherine,",Margaret and Elizabeth;,1873,f,1851-1900,0.03645145119921356
uiuo.ark:/13960/t16m3t75r,"Noel, Augusta,",Owen Gwynne's great work,1875,f,1851-1900,0.03687464205829083
uc2.ark:/13960/t28916t30,"Belcher, Edward,",Horatio Howard Brenton,1856,m,1851-1900,0.03698298911558484
uva.x030825961,"Hardy, Robina F.",The story of a coral necklace,1893,f,1851-1900,0.03701167528884919
mdp.39015063973476,"Ward, Humphry,",Milly and Olly;,1881,f,1851-1900,0.037043634381211055
mdp.39015063938628,"Duchess,",Green pleasure and grey grief,1886,f,1851-1900,0.03711990039707436
uiuo.ark:/13960/t42r46g5s,"Edwards, Amelia Ann Blanford,",Debenham's vow,1870,f,1851-1900,0.0372187146263232
uc1.b3550135,"Field, Kate,",Pen photographs of Charles Dicken's readings,1871,f,1851-1900,0.03727995161346365
mdp.39015063946860,"Oliphant,",The heir presumptive and the heir apparent,1892,f,1851-1900,0.03754077581794979
uiuo.ark:/13960/t06x01g2m,"Alexander,",The admiral's ward,1883,f,1851-1900,0.03769771241556419
uiuo.ark:/13960/t3cz3km8s,"Edwards, Amelia Ann Blanford,",Barbara's history,1864,f,1851-1900,0.038041276318450334
uc1.b3322506,"Gaskell, Elizabeth Cleghorn,",Round the sofa,1859,f,1851-1900,0.038041276318450334
inu.32000011401025,"Lyulph,",Shakespeare,1899,u,1851-1900,0.0382021514793256
nyp.33433081859476,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,1851-1900,0.03830781504652747
uc2.ark:/13960/t6736nv9b,,Dacia Singleton,1867,u,1851-1900,0.03832879788256771
njp.32101076207693,,Tales from  Blackwood,1858,u,1851-1900,0.03832879788256771
nyp.33433074877170,"Kingsley, Henry,",Hornby Mills;,1872,m,1851-1900,0.03851543468734531
uiuo.ark:/13960/t83j43q9z,"Oliphant,",Within the precincts,1879,f,1851-1900,0.03851543468734553
njp.32101068166162,"Chetwynd, Henry Wayland,",Sara,1886,f,1851-1900,0.038743277020450995
uiuo.ark:/13960/t8jd57p1b,"Forbes, Urquhart Atwell,",Otterstone Hall,1884,m,1851-1900,0.03883912213474627
uc2.ark:/13960/t77s7ph7v,"Buchanan, Robert Williams,",The new Abelard,1884,m,1851-1900,0.03887716375227579
mdp.39015063560471,"Howitt, William,",The man of the people,1860,m,1851-1900,0.039212122254639104
uc1.b4105428,"Yonge, Charlotte M.",The pillars of the house,1896,f,1851-1900,0.03924425971727952
njp.32101066459007,"Gibbon, Charles,",A heart's problem,1881,m,1851-1900,0.03939262766980156
mdp.39015073486592,"Henty, G. A.",The curse of Carne's Hold,1895,m,1851-1900,0.03939262766980156
