htid,author,title,year,authgender,female_category,home
uc1.b4097894,"Bates, H. E. (Herbert Ernest),",The day of the tortoise / | $c: by H.E. Bates ; illustrated by Peter Farmer.,1961,m,,95.53835865099838
mdp.39015074051759,"Butlin, Ron,",No more angels : | stories / | $c: by Ron Butlin.,2007,m,,95.47530095475301
uc1.$b284294,"De la Mare, Walter,",The nap and other stories / | $c: by Walter de la Mare.,1936,m,,95.40122720669544
mdp.39015058730436,"Riley, Gwendoline,",Sick notes / | $c: Gwendoline Riley.,2004,f,,95.39898638576965
mdp.39015025198444,"Hill, Niki.",Death Grows on You / | $c: Niki Hill.,1992,f,high_female,95.39727841813968
uiuo.ark:/13960/t9571c66r,"Zola, Émile,",Piping hot!,1888,m,high_female,95.39709038874314
mdp.39015000607740,"Quentin, Patrick.","The ordeal of Mrs. Snow, and other stories.",1961,m,,95.23193135904287
mdp.39015046483882,"Dunne, Catherine,",A name for himself / | $c: Catherine Dunne.,1998,f,,95.20104823519777
mdp.39015058718951,"Basham, A. L. (Arthur Llewellyn)",Golden furrow : | a novel / | $c: by A.L. Basham.,2004,m,,95.10837658220417
mdp.39015060665984,"Wilson, A. N.,",A jealous ghost / | $c: A.N. Wilson.,2005,m,high_female,94.78525700789359
mdp.49015001417410,"Longden, Deric.",The cat who came in from the cold / | $c: Deric Longden ; [text illustrations by Michael Foster].,1992,m,,94.72580263202408
mdp.39015080829131,"Heath, Rachel.",The finest type of English womanhood / | $c: Rachel Heath.,2009,f,,94.68202619536058
mdp.39015074299101,"Gittins, Chrissie.",Family connections / | $c: Chrissie Gittins.,2007,f,high_female,94.6504942859146
mdp.39015063918398,"Fergus, Janet, pseud.","Perilous privilege, | $c: by Janet Fergus [pseud.]",1935,f,high_female,94.55017205932474
mdp.39015022748100,"Doss, Helen Grigsby.",The family nobody wanted.,1955,f,,94.53866285437587
uc1.b4974553,"O'Brien, Edna.",Lantern slides : | stories / ; | $c: by Edna O'Brien.,1990,f,,94.49825595130561
njp.32101007989260,"Balzac, Honoré de,",Comedy of human life,1887,f,high_female,94.45557174071376
mdp.39015056678231,"D'Aguiar, Fred,",Bethany Bettany / | $c: Fred D'Aguiar.,2003,m,,94.10314704241304
uc1.$b244849,"Sitwell, Osbert,","A place of one's own, | by Osbert Sitwell.",1941,m,high_female,93.9751487939856
umn.31951002097653z,"Eliot, Elizabeth.",Henry.,1950,f,mixed,93.91803329445884
mdp.39076002159908,"Hogner, Dorothy Childs.",Old Hank Weatherby / | $c: by Dorothy Hogner ; pictures by Nils Hogner.,1939,f,mixed,93.91746312358433
mdp.39015078770099,"Cross, Neil.",Burial / | $c: Neil Cross.,2009,m,mixed,93.88089162775023
mdp.39015078810051,"Laird, Nick,",Glover's mistake / | $c: Nick Laird.,2009,m,mixed,93.80533048790498
mdp.39015028870825,"Saer, Juan José,",Nobody nothing never / | $c: Juan José Saer ; translated by Helen Lane.,1993,m,high_female,93.6590587264598
inu.32000009177983,"English, Isobel.",The key that rusts.,1954,f,,93.5732787263185
uc1.32106015176412,"Schmidt, Susan.",Out of America / | $c: Susan Schmidt.,1993,f,high_female,93.51456719877773
mdp.39015030851813,"Blackwood, Caroline.",Great Granny Webster / | $c: Caroline Blackwood.,1977,f,,93.48391823947043
mdp.39015014516218,"Holden, Ursula.",Tin toys / | $c: Ursula Holden.,1986,f,high_female,93.40168953278399
uiuo.ark:/13960/t0ks6zb9p,"Banim, John,",Father Connell,1842,m,mixed,93.31666075661148
uc1.b4091171,"Leslie, Shane,",A ghost in the Isle of Wight / | $c: by Shane Leslie ...,1929,u,high_male,93.28358208955224
mdp.39015025295851,"Lambert, Angela.",A rather English marriage / | $c: Angela Lambert.,1992,f,mixed,93.22270905192505
mdp.39015056479077,"Dunne, Catherine,",Another kind of life / | $c: Catherine Dunne.,2003,f,high_female,93.20416850139439
mdp.39015045695924,"Gébler, Carlo,",W9 & other lives / | $c: Carlo Gébler.,1998,m,,93.0550544087206
mdp.39015008720362,"Strachey, Julia.",Cheerful weather for the wedding and An integrated man : | two short novels / | $c: by Julia Strachey.,1978,f,mixed,93.0182829038811
uc1.$b245302,"Lane, Margaret,",A crown of convolvulus. | [Stories],1954,f,high_female,92.96248837968895
wu.89058974940,Ólafur Gunnarsson.,Troll's cathedral / | $c: Ólafur Gunnarsson ; translated from the Icelandic by David McDuff and Jill Burrows.,1996,u,high_male,92.9037678536806
mdp.39015047768885,"Fane, Julian,",Happy endings : | ten stories / | $c: by Julian Fane.,1979,m,high_female,92.79262298647258
mdp.39015016437520,"Mackay, Shena.",Old crow.,1967,f,high_female,92.77796767420284
mdp.39015014516317,"Holden, Ursula.",Turnstiles / | $c: Ursula Holden.,1977,f,high_female,92.679791320986
mdp.39015012276666,"Wilson, A. N.,",Stray / | $c: A.N. Wilson.,1987,m,high_female,92.65827916202169
mdp.39015004056027,"Fielding, Gabriel,",Brotherly love [by] | $c: Gabriel Fielding [pseud.],1954,m,,92.48118950562969
uc1.32106012744022,"Gee, Sue",The hours of the night / | $c: Sue Gee,1996,f,,92.43970699800458
mdp.39015030747276,"Henrey, Robert, Mrs.,",An exile in Soho.,1952,f,high_female,92.32855893912034
mdp.39015055119377,"Emecheta, Buchi.",In the Ditch : | a novel / | $c: by Buchi Emecheta.,1979,f,high_female,91.93373416441429
mdp.39015050980864,"Tinniswood, Peter.",Uncle Mort's north country.,1986,m,high_male,91.82991985752449
uc1.32106011676373,"Doherty, Berlie",The vinegar jar / | $c: Berlie Doherty,1994,u,mixed,91.81279258243315
uc1.$b787167,"Doyle, Lynn,","Love and Roberta, | $c: by Lynn Doyle [pseud.]",1951,m,,91.7819824908218
mdp.39015047457042,"Trevor, William,",Death in summer / | $c: William Trevor.,1998,m,,91.6176864419919
mdp.39015051149857,"Hanley, Clifford.",The taste of too much / | $c: Clifford Hanley.,1989,m,mixed,91.52457372116349
mdp.39015061187673,"Zhou, Weihui,",Marrying Buddha / | $c: Wei Hui.,2005,u,,91.45741441785619
mdp.39015005774578,"Trevor, William,","The distant past, and other stories / | $c: [by] William Trevor.",1979,m,,91.33462724055258
mdp.39015031366456,"Zinkin, Taya.",Rishi : | the story of a childhood in India / | $c: by Taya Zinkin ; illustrated by D.G. Valentine.,1960,u,,90.89199523600577
uc1.32106018129939,"Arnaldur Indriðason,",Jar city / | $c: Arnaldur Indriđason ; translated from the Icelandic by Bernard Scudder,2004,u,,90.86980130542227
mdp.39015047487759,"Murray, Donald S.",Special deliverance / | $c: Donald S. Murray.,1997,m,mixed,90.80177971488241
uc2.ark:/13960/t00001n8k,"Perrin, Alice,",Tales that are told,1917,f,high_female,90.77465922900105
uc1.32106012915093,"Michael, Livi,",All the dark air / | $c: Livi Michael,1997,u,high_female,90.76971190151104
mdp.39015019820920,"Bedford, William.",Happiland / | $c: William Bedford.,1990,m,,90.76224905776479
mdp.39015030761608,"Broderick, John.",The waking of Willie Ryan.,1965,m,,90.67107932586053
mdp.39015019669392,"Gale, Patrick,",The cat sanctuary / | $c: Patrick Gale.,1990,m,high_female,90.6572138695351
mdp.39015034935109,"Forbes, Bryan,",Partly cloudy / | $c: Bryan Forbes.,1995,m,,90.60349808288251
uc1.32106005120107,"Conrad, Joseph,","The secret agent, | a simple tale.",1923,m,mixed,90.41013324079232
wu.89018081869,"Horst, Kate A. ter.","Cloud over Arnhem, | September 17th-26th 1944.",1959,f,high_male,90.37505648441031
inu.30000110591652,"Ashley, Trisha.",A winter's tale / | $c: Trisha Ashley.,2008,f,mixed,90.35747262894077
uc1.b3579176,"Le Fanu, Joseph Sheridan,",The Wyvern mystery,1869,m,,90.25270758122744
inu.30000110620865,"McGilvary, Marion.",A lost wife's tale / | $c: Marion McGilvary.,2009,u,,90.18836484199858
mdp.39015037444828,"Johnston, Jennifer,",The illusionist / | $c: Jennifer Johnston.,1995,f,,90.16768497833284
inu.30000100600638,"Close, Helena.",Pinhead Duffy / | $c: Helena Close.,2005,f,mixed,90.02741744076606
uc1.31158010982378,"Bennett, Arnold,",Leonora,1910,m,high_female,89.97154649841987
mdp.39076002869191,"Salibian-Best, Marie.",Antaram / | $c: by Marie Salibian-Best.,2005,f,mixed,89.95403808273146
uc1.32106016491836,"Wilkinson, Crystal",Water Street / | $c: Crystal E Wilkinson,2002,f,high_female,89.78365592140477
uc2.ark:/13960/t6xw4f320,"Jesse, F. Tennyson",The white riband,1921,f,high_female,89.75812547241118
mdp.39015055583572,"Baker, Jo.",Offcomer / | $c: Jo Baker.,2001,f,high_female,89.73046349235565
mdp.39015054251098,"Hadley, Tessa.",Accidents in the home / | $c: Tessa Hadley.,2002,f,high_female,89.72058446552167
mdp.39015054181956,"Williamson, Graeme.",Strange faith / | $c: Graeme Williamson.,2001,m,,89.570351250614
mdp.39015040179494,"Pears, Tim,",In a land of plenty / | $c: Tim Pears.,1997,m,,89.56265508684864
mdp.39015051000894,"Virtue, Noel,",Then upon the evil season / | $c: Noel Virtue.,1988,m,,89.5507537188438
mdp.39015032438205,"Antunes, António Lobo,",Act of the damned / | $c: António Lobo Antunes ; translated from the Portuguese by Richard Zenith.,1993,u,high_female,89.52261794335267
mdp.39015062878940,"O'Riordan, Kate.",Loving him : | a novel / | $c: by Kate O'Riordan.,2005,f,high_female,89.330116221244
mdp.39015080881686,"North, Freya.",Secrets / | $c: Freya North.,2009,f,high_female,89.26071128535425
mdp.39015004319417,"Lively, Penelope,","Nothing missing but the samovar, and other stories / | $c: [by] Penelope Lively.",1978,f,high_female,89.25635364306854
mdp.39015031604526,"Böll, Heinrich,",The unguarded house. | $c: Translated by Mervyn Savill.,1957,u,mixed,89.08219142190897
uc1.32106018777273,"Mason, Simon,",Lives of the dog-stranglers / | $c: Simon Mason,1998,m,,88.92957562283398
mdp.39015055900172,"Burke, Sean,",Deadwater / | $c: Seán Burke.,2002,m,mixed,88.89618293466815
mdp.39015069304775,"Paling, Chris.",Minding / | $c: Chris Paling.,2007,m,high_female,88.81936527295385
mdp.39015031231940,"Dunn, Nell,",Tear his head off his shoulders.,1974,f,high_female,88.71002639664201
mdp.39015002300740,"O'Brien, Edna.",The love object.,1968,f,high_female,88.62842982979724
mdp.39015056907184,"Flusfeder, D. L.,",The gift / | $c: David Flusfeder.,2003,u,mixed,88.61320336730172
mdp.39015050246241,"Preece, Siân,",From the life and other stories.,2000,u,high_female,88.57866671390862
mdp.39015005735652,"Moore, Brian,",The Great Victorian Collection / | $c: [by] Brian Moore.,1975,m,,88.53601416576227
uc1.b3900541,"Whitlock, Ralph.",The farmer's wife; | $c: illustrated by Kenneth Lindley.,1960,m,mixed,88.4219286383023
wu.89099922346,"Dunning, Katherine.",Whatever the heart appoints.,1950,f,,88.41648919987831
mdp.39015011336446,"Simenon, Georges,",The fourth Simenon omnibus / | $c: Georges Simenon.,1971,m,,88.35493439359254
mdp.39015064950598,"Davey, Janet,",The taxi queue / | $c: Janet Davey.,2007,f,,88.30455259026688
uc1.32106019830956,"Groves, Annie",Daughters of Liverpool / | $c: Annie Groves,2008,f,,88.29217703282227
mdp.39015049548566,"Hillmore, Susan.",Malaria / | $c: Susan Hillmore.,2000,f,,88.25667116602638
mdp.39015029237065,"Brookner, Anita.",Fraud / | $c: Anita Brookner.,1992,f,high_female,88.23365164460826
inu.30000100647464,"Scott, Matthew David.",Playing mercy / | $c: Matthew David Scott.,2005,m,,88.22560243205034
mdp.39015061328228,"Jones, Marged.",Shame / | $c: Marged Lloyd Jones.,2004,u,,88.21972593071811
mdp.39015047858314,"Stewart, Lucretia,",Making love : | a romance / | $c: Lucretia Stewart.,1999,f,,88.14455707360071
mdp.39015046472810,"Htin Aung, U.",Thirty Burmese tales / | $c: by Maung Htin Aung.,1952,u,high_male,88.06227764274895
njp.32101068174711,"Jameson, Margaret.",Training,1887,f,high_female,87.90317127594834
uc1.32106012916802,"Bosley, Deborah",Let me count the ways / | $c: Deborah Bosley,1996,f,mixed,87.89722785665991
mdp.39015059168727,"Woodward, Gerard,",I'll go to bed at noon / | $c: Gerard Woodward,2004,m,,87.72268596933569
mdp.39015080837720,"Tóibín, Colm,",Brooklyn / | $c: Colm Tóibín.,2009,m,high_female,87.70460301349074
uc1.$b119562,"Duncan, Jane,",My friends the hungry generation.,1968,f,,87.69393851787608
uc1.32106012743131,"Mackay, Shena",The Orchard on fire / | $c: Shena Mackay,1995,f,,87.6445234178963
inu.30000101926644,"Hickey, Patricia.",Green poppies / | $c: Patricia Hickey.,2004,f,high_female,87.63303181079054
mdp.39015003494435,"Wolkers, Jan,",Horrible tango.,1970,u,mixed,87.56971009817025
mdp.39015008593884,"Bainbridge, Beryl,",A quiet life / | $c: Beryl Bainbridge.,1976,f,high_female,87.43022395588136
inu.32000004617660,"Gibbons, Stella,","Miss Linsey and Pa, | $c: by Stella Gibbons.",1936,f,,87.37042329149868
uc1.b3752241,"Simenon, Georges,",Maigret and the Saturday caller / | $c: Georges Simenon ; translated from the French by Tony White.,1964,m,mixed,87.35480215317783
mdp.39015014863271,"Mittelhölzer, Edgar.",The weather family; | a novel.,1959,m,high_female,87.32627110104993
uc1.32106018962420,"Fane, Julian,",Odd woman out / | $c: Julian Fane,2006,m,,87.29939326921678
mdp.39015078787747,"Brookner, Anita.",Strangers / | $c: by Anita Brookner.,2009,f,,87.2909790228866
uc1.b3477432,"Crisp, Quentin.","Chog, a Gothic fantasy / | $c: Quentin Crisp ; illustrations, Jo Lynch",1979,m,high_female,87.27444274088926
mdp.39015065134689,"Mrabet, Mohammed,",Love with a few hairs;,1967,m,mixed,87.20676724513822
mdp.39015059246861,,Bracket : | [a new generation in fiction / | $c: edited by Ra Page].,2004,u,,87.18002675524959
mdp.39015002719360,"Schreiner, Olive,",From man to man;,1926,f,high_female,87.1659255100684
mdp.39015056210316,"Townsend, Sue.",Number Ten / | $c: Sue Townsend.,2002,f,,87.10120490000112
mdp.39015007062626,"Brookner, Anita.",Family and friends / | $c: Anita Brookner.,1985,f,high_female,86.90272786189831
inu.30000038180323,"Gustafsson, Lars,",A tiler's afternoon / | $c: Lars Gustafsson ; translated from the Swedish by Tom Geddes.,1993,m,high_male,86.84743800057899
uc1.$b470339,,The International short story anthology.,1967,u,,86.8279314602016
mdp.39015030853009,"Burke, Thomas,",The flower of life.,1929,m,high_female,86.82374779198227
uc1.b5076450,"Simenon, Georges,",Maigret and the flea; | $c: translated from the French by Lyn Moir.,1972,m,,86.81135225375625
mdp.39015056477683,"Möring, Marcel.",The dream room / | $c: Marcel Möring.,2002,m,high_male,86.78881388621022
mdp.39015058257455,"Fane, Julian,",The stepmother / | $c: Julian Fane.,2003,m,,86.778876575127
mdp.39015017744569,"Ginzburg, Natalia.","The road to the city ; and, The dry heart / | $c: Natalia Ginzburg ; translated by Frances Frenaye.",1989,f,,86.75776231709962
uc2.ark:/13960/t1td9pw00,"Delagreve, C. J.",The curious friends,1918,u,,86.75442072680926
mdp.39015057027115,,Birthday stories : | selected and introduced by Haruki Murakami.,2004,u,mixed,86.72859730948618
mdp.39015009309934,"Thomas, Dylan,",The death of the king's canary / | $c: [by] Dylan Thomas and John Davenport ; with an introduction by Constantine FitzGibbon.,1976,m,,86.72855932036347
uc1.32106013945446,"MacKenna, John",The last fine summer / | $c: John MacKenna,1997,m,mixed,86.66780596176851
uc1.32106011224919,"Desplechin, Marie",Sans moi / | $c: Marie Desplechin ; translated from the French by Will Hobson,2001,f,high_female,86.61648005910301
mdp.39015016444054,"Courage, James.",Fires in the distance.,1952,m,,86.61501406010845
inu.30000039146844,"Whitaker, Terence W.",Scotland's ghosts and apparitions / | $c: Terence Whitaker.,1991,m,mixed,86.55225283149512
uc1.$b596918,"Tassart, François.",Recollections of Guy de Maupassant,1912,u,high_male,86.54994031038599
njp.32101067866838,"Chekhov, Anton Pavlovich,",The cook's wedding and other stories,1922,m,,86.45759647881789
mdp.39015030700341,"Kitchin, C. H. B. (Clifford Henry Benn),",The auction sale : | a novel / | $c: C.H.B. Kitchin.,1949,m,,86.44400785854617
uc1.32106011414205,"Simenon, Georges,",Maigret's first case / | $c: by Georges Simenon. Translated from the French by Robert Brain,1953,m,,86.41847281274845
mdp.39015061380732,"Enquist, Anna.","The Injury : | ten stories / | $c: Anna Enquist, translated by Jeanette K. Ringold.",1999,f,mixed,86.3777966581705
mdp.39015011690552,"Thirkell, Angela,",Happy returns.,1952,f,,86.35643430528125
mdp.39015029108498,"Bedford, William,",Catwalking / | $c: William Bedford.,1993,m,,86.29616845012082
mdp.39015004743376,"Taylor, Elizabeth,","A dedicated man, | and other stories.",1965,f,high_female,86.28127696289906
mdp.39015061446343,"Hill, Susan,",The pure in heart / | $c: Susan Hill.,2005,f,mixed,86.10555792657817
mdp.39015064702064,"Tóibín, Colm,",The use of reason / | $c: Colm Tóibín.,2006,m,high_male,86.07561411640071
mdp.39015011549105,"Vesaas, Tarjei,",Spring night; | $c: translated from the Norwegian by Kenneth G. Chapman.,1972,m,mixed,86.06991525423729
mdp.39015040378302,"Gardam, Jane.",Missing the midnight : | hauntings & grotesques / | $c: Jane Gardam.,1997,f,,86.06592649969878
mdp.39015021999662,"McCrory, Moy.",Those sailing ships of his boyhood dreams / | $c: Moy McCrory.,1991,u,high_female,86.03276726266178
njp.32101068174729,"Jameson, Margaret.",Training,1887,f,high_female,85.97432628739142
mdp.39015004706431,"Chatwin, Bruce,",On the black hill / | $c: Bruce Chatwin.,1982,m,mixed,85.96692320288194
inu.30000116104005,"Urpeth, Peter.",Far inland / | $c: Peter Urpeth.,2006,m,mixed,85.94068636019344
mdp.39015018913940,"Bolger, Dermot,",The journey home / | $c: Dermot Bolger.,1990,m,mixed,85.88457409395477
mdp.39015013518900,"Simenon, Georges,",The night-club / | $c: Georges Simenon ; translated from the French by Jean Stewart.,1979,m,high_female,85.88365906282075
mdp.39015019192759,"Blythe, Ronald,",The stories of Ronald Blythe.,1985,m,high_female,85.86065769263793
mdp.39015053493691,"Evans, Lissa.",Spencer's list / | $c: Lissa Evans.,2002,f,,85.80616138222896
nyp.33433074890181,"Mayhew, Henry,","The greatest plague of life, or, The adventures of a lady in search of a good servant",1847,m,,85.7882138063677
uc1.32106017921815,"Dickson, Jack",Oddfellows / | $c: Jack Dickson,1997,m,high_male,85.77490858200532
uc1.$b244224,"Fuller, Roy Broadbent,",The perfect fool / | $c: Roy Fuller.,1963,m,,85.74095378671123
mdp.39015056652251,"Stokoe, Matthew.",Cows : | a novel / | $c: by Matthew Stokoe.,1997,m,,85.69139919152028
uc1.b3977304,"Liksom, Rosa.",One night stands / | $c: Rosa Liksom ; translated by Anselm Hollo.,1993,f,,85.49129919196933
