htid,author,title,year,authgender,female_category,intensity
uc2.ark:/13960/t4hm57z03,"Bresciani, Antonio,",Lionello,1861,m,,877.8478973303052
uc1.$b56315,"Barclay, Hubert, Mrs.,","The queen's cause, | Scottish narrative, 1561-1587.",1938,f,,877.0306531135578
uc1.$b322906,"Aiken, Conrad,",A heart for the gods of Mexico.,1939,m,high_female,876.6740171032109
uiuo.ark:/13960/t1wd47091,"Disraeli, Isaac,","Despotism: or, The fall of the Jesuits",1811,m,high_male,875.5993686154214
mdp.39015065768007,"Eliot, George,",The works of George Eliot,1878,f,,875.5629488375869
njp.32101062933468,"West, Jane,",Alicia de Lacy,1814,f,,875.0092888459538
mdp.39015058094593,"De Falbe, John,",The bequest / | $c: John De Falbe.,2003,m,,874.5515363435707
uiuo.ark:/13960/t8sb4qd43,"Sedley, Charles,",A winter in Dublin,1808,m,high_female,873.9248424635483
mdp.39015002752197,"Ruskin, John,",Praeterita;,1899,m,,873.264944118486
uc2.ark:/13960/t0ns0qv2g,"Fischer, Henry W.",The secret memoirs of Bertha Krupp,1916,m,,873.0103078325501
uc1.32106018787157,"Sebbar, Leı̈la",Sherazade / | $c: Leı̈la Sebbar ; translated by Dorothy S. Blair,1999,u,,872.7984899876532
mdp.39015054385425,,The weekenders : | travels in the heart of Africa / | $c: Alex Garland ... [et al.],2001,u,high_male,872.4567928243274
wu.89095839767,"Droste, Chris B.",Till better days / | $c: by Ch. B. Droste.,1945,m,high_male,871.9665020786122
mdp.39015048416500,"Newby, P. H. (Percy Howard),","A guest and his going, | a novel.",1959,m,mixed,870.722353779417
mdp.39015027338147,"Kuncewiczowa, Maria Szczepańska,","The keys; | a journey through Europe at war, translated from the Polish.",1945,f,,870.0594613501225
mdp.39015030746633,"Goldsmith, Oliver,",The vicar of Wakefield,1885,m,,869.6858037164704
mdp.39015030138427,"Schumacher, Heinrich Vollrat,",Nelson's last love.,1929,u,,869.0942216313366
njp.32101069186110,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,868.6723817595099
uc1.b4980414,"Megaw, Arthur Stanley,","The golden road; | an anthology of travel, | $c: selected and arranged by Arthur Stanley [pseud.] Illustrated by Phyllis Bray.",1938,m,high_male,867.7222175844765
mdp.39015003666040,"Goddard, Donald.",Easy money / | $c: Donald Goddard.,1980,m,high_male,867.4869434363105
mdp.39015034399488,"Carson, Michael,",The knight of the flaming heart / | $c: Michael Carson.,1995,m,,866.9604082797096
uc1.$b120264,"Bradley, Marjorie D.",The long walkabout | $c: [by] Marjorie D. Bradley.,1968,f,,866.403764678287
mdp.39015009194203,"Masters, John,",The Himalayan concerto : | a novel of adventure / | $c: by John Masters.,1976,m,high_male,865.9176242627278
mdp.39015010826439,"Moraes, Dom,","Gone away, | an Indian journal.",1960,m,high_male,865.1077350809254
uc1.$b188484,"Dekobra, Maurice,",The golden-eyed Venus. | $c: Translated by Sheila O'Callaghan from the French.,1963,m,mixed,865.0152738710946
mdp.39015003931790,"Golding, Louis,","Adventures in living dangerously, | $c: by Louis Golding.",1930,m,mixed,864.6645564734039
uc1.b4363354,"Voznesenskai͡a, I͡Ulii͡a.",The star Chernobyl / | $c: Julia Voznesenskaya ; translated from the Russian by Alan Myers,1987,u,high_female,864.4708504646153
mdp.39015041369060,"Everett, Peter",Matisse's war / | $c: Peter Everett.,1997,m,mixed,864.2910331396422
uc1.b3117370,"Hibben, Frank C. (Frank Cummings),",Hunting in Africa / | $c: by Frank C. Hibben.,1964,m,high_male,864.0601377456745
mdp.39015001143810,"Schirach, Henriette von,",The price of glory. | $c: Translated and adapted by Willi Frischauer.,1960,f,,863.6535017438023
uc2.ark:/13960/t77s7kw62,"Pearce, Charles E.",A star of the east,1912,m,,861.7199699265516
uc1.$b492992,,The books of the Maccabees.,1949,u,high_male,861.1569548474462
mdp.39015064001525,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,860.6528524159295
mdp.39015033170096,"Morgan,",The princess;,1835,f,,860.3705566733737
coo.31924079479493,"Samarow, Gregor,",For sceptre and crown,1875,m,high_male,860.2657118628096
mdp.39015005256261,"Murray, Margaret Alice.",Ancient Egyptian legends / | $c: by M. A. Murray.,1927,f,high_female,860.2422594009931
inu.32000001703182,"Wilson, Violet A.",Queen Elizabeth's maids of honour and ladies of the privy chamber,1922,f,high_female,857.0265713122856
umn.319510020966623,"Woodward, William Harrison,",Elena.,1929,m,high_female,855.4680141396009
uc1.$b281550,"Parry, A. F.","H.M.A.S. Yarra, the story of a gallant ship, | $c: by A.F. Parry ...",1944,u,,855.2536211683635
uc1.32106007017350,"Hough, Richard Alexander,",Buller's victory / | $c: Richard Hough.,1984,m,high_male,854.5391830694425
bc.ark:/13960/t3jw8vz3x,"Scott-James, R. A.",An Englishman in Ireland;,1910,u,,853.2633219838374
njp.32101067407955,"Defoe, Daniel,",The memoirs of Captain George Carleton,1840,m,high_male,853.2123003307298
uc1.$b283074,"Tuohy, Ferdinand,","The battle of brains, | $c: by Ferdinand Tuohy.",1930,m,mixed,853.1390826594234
uc1.$b674232,"Oppenhejm, Ralph.",Spain in the looking-glass; | translated by K. John.,1955,m,mixed,852.8968339435709
uiuo.ark:/13960/t0ms4cr83,"Saunders, John,","Israel Mort, overman",1876,m,high_male,852.8313016122689
mdp.39015059427495,"Williamson, A. M.",What I found out in the house of a German prince,1915,f,,852.5012063696316
mdp.39015064126637,"Gavin, Catherine Irvine.",The house of war / | $c: [by] Catherine Gavin.,1970,f,,852.4845017298172
uc1.$b574244,"Taylor, Peter,",Coopers Creek to LangTang II / | $c: Peter Taylor.,1965,m,,851.5281386742258
uc1.32106018079886,"Sinclair, Iain,","Dining on stones, or, The middle ground / | $c: Iain Sinclair",2005,m,,851.1393396480407
inu.30000078269457,"Hedges, Dick.",The Laura landing : | a book of the Turkana Trilogy / | $c: by Dick Hedges.,1999,m,high_female,850.4780604404986
inu.30000086855545,"Isherwood, David.",Himmler's double / | $c: David Isherwood.,2004,m,high_male,850.0786300891141
mdp.39015066080386,"Littlewood, Joan.",Joan's book : | Joan Littlewood's peculiar history as she tells it.,1994,f,,849.4588790935843
mdp.39015010916396,"Mackenzie, Compton, Sir,","The south wind of love; | being volume two of ""The four winds of love.""",1949,m,,848.288150693649
nyp.33433060332925,"Verne, Jules,",Mathias Sandorf,1889,m,high_male,847.5343426799739
inu.30000110565540,"Bowen, Jim W.",Just another mzungu passing through / | $c: Jim Bowen.,2008,m,mixed,846.9376706807982
mdp.39015000542558,"Pemba, Tsewang Y.",Idols on the path | $c: [by] Tsewang Pemba. -,1966,u,high_male,846.5116279069766
wu.89097347694,"Shute, Nerina,","We mixed our drinks; | the story of a generation, | $c: by Nerina Shute.",1945,u,high_female,845.5979720782414
mdp.39015073390778,"Mannin, Ethel,",Red Rose : | a novel based on the life of Emma Goldman ('Red Emma') / | $c: Ethel Mannin.,1941,f,,842.5579116111924
mdp.39015034437676,"Endō, Shūsaku,",Deep river / | $c: Shusaku Endo ; translated from the Japanese by Van C. Gessel.,1994,m,mixed,842.16670314666
inu.30000042624605,"Mullen, Michael.",The midnight country / | $c: Michael Mullen.,1995,m,mixed,842.0253516458254
uc1.$b562035,"McDougall, Ian.",African turmoil.,1954,m,high_male,841.6563797553586
mdp.39015001172561,"Endō, Shūsaku,",The samurai : | a novel / | $c: Shusaku Endo ; translated by Van C. Gessel.,1982,m,high_male,841.0827905575844
inu.39000003654576,"Barber, Noel,",A handful of ashes; | a personal testament of the battle of Budapest.,1957,m,,840.3871856141914
uc1.b4184454,Sister of Notre Dame.,Vittorino da Feltre,1920,f,,840.3846709215352
wu.89095838801,"Holmsen, Sverre,",Polynesian trade wind. | $c: Translated from the Swedish by Joan Bulman.,1949,u,high_male,840.2790745047446
uiuo.ark:/13960/t56d69q4h,"Hartstonge, Matthew Weld,",The eve of All-Hallows;,1825,m,high_male,839.5752736850769
umn.31951002108018v,"Waugh, Alec,",So lovers dream.,1973,m,mixed,838.8820222479169
mdp.39015030850195,"Ashton, John,",Varia,1894,m,,838.0332035904362
inu.39000000524541,"Sharp, Colin Ainsworth.",Birthright / | $c: Colin Ainsworth Sharp.,1982,m,high_male,835.8413327818112
uc2.ark:/13960/t70v8k70j,"Matthews, Caroline Twigge,",Experiences of a woman doctor in Serbia,1916,f,,835.6471948027794
mdp.39015033516314,"Abernethy, Cecil.",Mr. Pepys of Seething Lane.,1974,m,,835.0888627660936
hvd.hn21hk,"Porter, Jane,",Thaddeus of Warsaw,1805,f,,834.7622906028001
mdp.39015003929703,"Gibbs, Philip,","The middle of the road; | a novel, | $c: by Philip Gibbs.",1920,m,mixed,834.2010167207693
mdp.39015050291916,"Hopkins, John,",All I wanted was company / | $c: John Hopkins.,1999,m,,834.131970326199
mdp.39015046834175,"Malaparte, Curzio,",Kaputt. | $c: Translated from the Italian by Cesare Foligno.,1948,u,,833.7979158115286
inu.32000009224538,"De Chair, Somerset Struben,","Bring back the gods : | the epic career of the Emperor Julian, the Great / | $c: Somerset De Chair.",1962,u,,832.5514879352904
mdp.39015045695635,"King, John,",England away / | $c: John King.,1998,m,high_male,832.5237158677126
uc1.32106006682584,"Farhi, Moris.",The last of days / | $c: Moris Farhi.,1983,u,high_male,832.1963408018674
mdp.39015031238739,"Handl, Irene.",The Gold Tip Pfitzer: | a novel.,1973,f,,831.7504748575427
yale.39002037389138,"Arnold, Frederick,",Reminiscences of a literary and clerical life,1889,m,high_male,831.7017777429712
uc1.32106018993359,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Ann Goldstein,2006,m,high_male,831.2509561935846
wu.89095872966,"Brown, Beatrice Curtis.","Anne Stuart, queen of England, | $c: by Beatrice Curtis Brown ...",1929,f,high_female,830.8272592894643
mdp.39015056825758,"Sibal, Nina.",Yatra : | the journey / | $c: Nina Sibal.,1987,f,,830.1844298190736
uc1.b3581566,"Mitra, Siddha Mohana,",Hindupore,1909,u,mixed,830.0490425922874
mdp.39015002235896,"O'Faoláin, Seán,",And again : | a novel / | $c: by Seán O'Faoláin.,1979,m,,829.9877566128528
njp.32101066120070,"Boswell, Thomas Alexander.",Recollections of a pedestrian,1826,m,mixed,829.184909734301
mdp.39015040132147,"Farki, Neville.",The death of Tarzana Clayton : | a novel / | $c: by Neville Farki.,1985,m,,828.9413089085607
uc1.$b559792,"O'Donnell, Elliott,","Strange sea mysteries, | $c: by Elliott O'Donnell.",1926,m,,828.5793702267342
mdp.39015026305204,"Griffith, George.",Briton or Boer?,1897,m,high_male,827.5947529607536
mdp.39015000550114,"Pomeroy, Miggs.",The rays of July.,1966,u,,827.4737428453797
uc1.b3331991,"Paterson, Arthur,",The daughter of the Nez Percés,1894,m,mixed,827.1883238451841
mdp.39015040572268,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Guido Waldman.,1997,m,high_male,826.3221153846152
mdp.39015068053472,"Parker, Katherine Borradaile (Kensit) Mrs.","""My Lady Dundie"" | being a very true accompt of her life death & burial, & of the finding of her body so perfect one hundred years later, | $c: all faithfully told by her biographer & scribe Katherine Parker ... With a foreword by Professor Charles Sanford Terry.",1928,f,,826.1856157842631
njp.32101073695114,"Kennedy, Bart,",The German danger,1914,m,high_male,826.14506135342
mdp.39015008424890,"MacDonald, James Middleton.",The baba log;,1896,m,high_male,823.630412620057
mdp.39015048901006,"Mackenzie, Compton, Sir,","The south wind of love; | being book two of ""The four winds of love"", | $c: by Compton Mackenzie.",1937,m,,822.753090544604
nyp.33433073357125,"Turgenev, Ivan Sergeevich,",The unfortunate one,1888,m,,822.680412371134
wu.89099048308,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Guido Waldman.,1998,m,high_male,822.6195753903748
mdp.39015063590437,"DÁuvergne, Edmund Basil Francis.",The bride of two kings,1910,m,,822.2333607055637
njp.32101068177532,"Edgar, John G.",Runnymede and Lincoln Fair,1866,m,high_male,821.862439090113
mdp.39015030847415,"Balchin, Nigel,",The Borgia testament.,1948,m,mixed,818.2132792801699
mdp.39015011559567,,The surprising adventures of Baron Munchausen,1895,m,,818.1658383802873
uiuo.ark:/13960/t8w95vn3c,"Ainsworth, William Harrison,",The leaguer of Lathom,1876,m,,818.1231563421827
mdp.39015063201548,"Moorcock, Michael,",The vengeance of Rome / | $c: Michael Moorcock.,2006,m,,817.048001144344
uc1.$b557779,"Mackenzie, Kenneth.",Living rough / | $c: Kenneth Mackenzie.,1936,m,,816.5277212232913
mdp.39015042826951,"Tennant, Emma.",Elinor and Marianne : | a sequel to Sense and sensibility / | $c: Emma Tennant ; with illustrations by Nicola Leader.,1996,f,high_female,816.2116521249649
mdp.39015009195960,"Crisp, Robert.",The gods were neutral.,1960,m,high_male,815.9751223962685
mdp.39015031232385,"Dutton, Geoffrey.",Tamara.,1970,m,mixed,814.9817929599443
uc1.$b318468,"Morand, Paul,",Black magic: | translated from the French by Hamish Miles ... | $c: by Aaron Douglas.,1929,m,,814.6775512929667
inu.30000000222921,,A Visual history of costume.,1983,u,high_male,814.3956405880415
mdp.39015015448262,"Higgins, Aidan,",Helsingør Station & other departures : | fictions and autobiographies 1956-1989 / | $c: Aidan Higgins.,1989,m,mixed,812.5677139761646
inu.30000026041230,"Hodson, Peregrine.",A circle round the sun : | a foreigner in Japan / | $c: Peregrine Hodson.,1992,u,mixed,812.4984326804926
uc1.32106012760606,"McLaurin, David,",Tropical darkness / | $c: David McLaurin,1996,m,,811.7357128674711
mdp.39015014117652,"Porter, Anna Maria,",The recluse of Norway,1814,f,,808.9403429322718
mdp.39015013763571,"Druon, Maurice,",The poisoned crown ; | a novel / | $c: translated from the French by Humphrey Hare.,1957,m,mixed,808.5860398349184
njp.32101064912049,"Marks, Mary A. M.",Thorough,1894,f,,808.5025621560068
mdp.39015073480157,"Henty, G. A.",With Frederick the Great,1898,m,high_male,808.0099486623512
wu.89006594758,"McKee, Alexander,",The Coal-Scuttle Brigade / | $c: by Alexander McKee.,1957,m,high_male,807.9916110160603
mdp.39015030947835,"Berry, Francis.",I tell of Greenland : | an edited transl | $c: Francis Berry.,1977,m,high_male,806.7282994723813
mdp.39015019554131,"Ballard, J. G.,",War fever / | $c: J.G. Ballard.,1990,m,mixed,805.4146472425145
uc2.ark:/13960/t6j09zj6g,"Steevens, G. W.",Monologues of the dead,1902,m,high_male,804.5764901273297
uc1.b4402151,,The ninth wave.,1955,u,mixed,804.5338211897943
wu.89042045070,"Wardle, C      Francis.","All dogs, | $c: by C. Francis Wardle.",1935,u,high_male,804.4577290674935
inu.30000092626054,"Biles, Timothy,",Su'n Dan : | a tribute to the Sudanese who survive and to the unknown numbers who do not / | $c: by Timothy Biles.,1993,m,high_male,804.289544235925
dul1.ark:/13960/t1qf9cr59,"Ford, Douglas Morey.",A time of terror,1906,m,high_male,803.2075196155224
njp.32101065836593,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,802.3397666489413
uc1.$b322918,"Almedingen, E. M. (Edith Martha),",The almond tree.,1947,f,high_female,801.9674935842598
inu.30000055877900,"Wace,",Arthurian chronicles | $c: [by] Wace and Layamon.,1937,u,high_male,801.852239430724
mdp.39015038922228,,A Visual history of costume.,1983,u,high_male,801.0118043844857
mdp.39015003337345,"Townsend, Peter,",The girl in the white ship : | a story of the Vietnamese boat people / | $c: Peter Townsend.,1981,m,high_male,800.6069116911207
mdp.39015027936700,"Ganzhorn, John W.",I've killed men,1910,m,high_male,800.4947664445663
mdp.39015065646914,,The ninth wave.,1955,u,mixed,800.1895185701877
uc2.ark:/13960/t4nk3dm0t,"Debenham, Mary H.",Patteson of the isles,1921,f,high_male,798.5032885219974
uc1.b3326430,"Trowbridge, W. R. H.",The letters of her mother to Elizabeth,1901,m,,798.4853473822851
umn.31951002375620f,"Griffith, George Chetwynd.",The world peril of 1910,1907,m,high_male,798.0239407182216
njp.32101067301786,"Munford, George Frederick.",Ghosts and legends of South Somerset,1922,m,mixed,797.7048492057938
mdp.39015016605449,,A Visual history of costume.,1983,u,high_male,796.7650142279468
mdp.39015013731008,"Craufurd, Russell.",The ramblings of an old mummer,1909,m,high_male,796.311311735305
mdp.39015006100492,,A Book of railway journeys / | $c: compiled by Ludovic Kennedy.,1981,u,,795.5668616426592
mdp.39015063064987,,"The life and adventures of Bampfylde Moore Carew, commonly called the King of the beggars",1835,u,high_male,794.4059976931949
uiuo.ark:/13960/t13n2j57j,"Gore,",The birthright and other tales,1844,f,,794.2966893453563
mdp.39015011299693,"Cooke, Alistair,",Christmas Eve; | $c: illustrated by Marc Simont.,1952,u,high_male,794.1988950276242
mdp.39015010916289,"Mackenzie, Compton, Sir,","The south wind of love; | being volume two of ""The four winds of love.""",1949,m,high_male,792.9246721561451
uc2.ark:/13960/t3mw2f43j,"Glyn, Elinor,",The letters of her mother to Elizabeth,1901,f,,791.6319013410937
mdp.39015073316773,"Carlyle, Thomas,",[Works],1885,m,high_male,790.9770664221803
hvd.hwe4lw,"Ritchie, Leitch,",The romance of history,1831,m,high_male,790.4947239916357
umn.31951002082062h,"Frankland, Edward Percy,",The bear of Britain.,1940,m,high_male,790.4826519825178
inu.30000007177755,"Plaidy, Jean,",The bastard king / | $c: Jean Plaidy [i.e. E. Hibbert].,1974,f,high_male,790.4077768152163
mdp.39015002320029,"Greene, Graham,",The collected edition.,1970,m,high_male,789.8585147306751
uc1.$b244269,"Edinger, George Adolphus,","Make haste, my love / | $c: by George Edinger. --",1951,m,,789.6814951302974
uiuo.ark:/13960/t8v98nj98,"Laffan, De Courcy,",Bonnie Kate,1891,f,high_female,788.8568337540569
umn.31951002218072c,"McLeish, Kenneth,",Myths and legends of ancient Rome / | $c: by Kenneth McLeish.,1987,m,mixed,788.3722857616443
uc1.$b174673,"Lord, Derek Rowland,","""Germany quivers,"" | $c: edited by Peter Rance ...",1942,m,high_male,787.9526191648738
