htid,author,title,year,authgender,female_category,shops
uc1.$b322953,"Bates, H. E. (Herbert Ernest),","Charlotte's row, | $c: by H. E. Bates.",1931,m,,62.70839068856872
mdp.39015055119385,"Doyle, Roddy,","Paddy Clarke, ha ha ha / | $c: Roddy Doyle.",1993,m,high_male,62.58941344778255
uiuo.ark:/13960/t3fx7xj5c,"Pigott, Harriet,","The pride of ancestry: or, Who is she?",1804,f,high_female,62.477393048567954
njp.32101068970662,"Kavanagh, Julia,","Seven years, and other tales",1860,f,,62.373727101384425
mdp.39015082670731,"Mackay, Shena.",The atmospheric railway : | new and selected stories / | $c: Shena Mackay.,2008,f,high_female,62.294357830117626
uc1.$b104152,"Priestley, J. B. (John Boynton),","Black-out in Gretley, | a story of and for wartime, | $c: by J.B. Priestley.",1942,m,,62.037440139312146
uc1.32106018853751,"Rosendorfer, Herbert,",Grand solo for Anton / | $c: Herbert Rosendorfer ; translated by Mike Mitchell,2006,m,high_male,62.01387429051923
uiuo.ark:/13960/t7vm4rn19,"Tytler, Sarah,","Oliver Constable, miller and baker",1880,f,mixed,62.006531354636024
uc1.b4146227,"Jelinek, Elfriede,",Women as lovers / | $c: Elfriede Jelinek ; translated by Martin Chalmers.,1994,f,high_male,61.85499886056581
mdp.39015025295075,"Mackay, Shena.",Dunedin.,1992,f,,61.28672588588854
inu.30000044450660,"Mackay, Shena.",Collected short stories / | $c: Shena Mackay.,1994,f,,61.150096771512366
uc1.$b163403,"De Polnay, Peter,",Out of the square.,1950,m,mixed,60.888517108535204
inu.32000001373598,"Brophy, Brigid,",Flesh / | $c: Brigid Brophy.,1962,f,,60.73267903993781
mdp.39015024796479,"Kirkup, James,",Gaijin on the Ginza : | a novel / | $c: James Kirkup.,1991,m,high_female,60.72986252967482
mdp.39015066900955,,Is this what you want? : | the Asham Award short-story collection / | $c: edited by Kate Pullinger.,2007,u,,60.67084621385029
uiuo.ark:/13960/t43r17n3n,"Gaskell, Elizabeth Cleghorn,",Sylvia's lovers,1863,f,,60.644412803881245
uc1.32106011707913,"Minco, Marga.",The other side / | $c: Marga Minco ; translated from the Dutch by Ruth Levitt.,1994,f,,60.549792112380416
mdp.39015049643805,"Noon, Jeff.",Pixel juice : | stories from the avant pulp / | $c: Jeff Noon.,2000,m,,60.51723322774337
mdp.39015017751713,"Taylor, Alistair.",Yesterday : | the Beatles remembered / | $c: Alistair Taylor with Martin Roberts.,1988,u,high_male,60.37451063629074
mdp.39015012972769,"Trevor, William,",The news from Ireland & other stories / | $c: William Trevor.,1986,m,,60.20995795014227
uc1.32106016264894,"Bennett, Alan,",The complete talking heads / | $c: Alan Bennett,2001,m,mixed,60.18822499452834
mdp.39015080871364,"Cross, Helen,","Spilt milk, black coffee / | $c: Helen Cross.",2009,f,high_female,60.138031099953224
uc1.$b115274,"Day Lewis, C. (Cecil),",The Otterbury incident; | $c: illus. by Edward Ardizzone.,1948,u,high_male,60.10905499978532
uc1.32106014720913,"Magrs, Paul,",Could it be magic? / | $c: Paul Magrs,1997,m,high_female,59.90131258751207
inu.30000118523228,"Dehn, Olive.","Tales of the Taunus mountains, | $c: by Olive Dehn; pictures by Charles Folkard.",1937,f,,59.72288580984233
uc1.32106011994172,"Binchy, Maeve.",London Transports / | $c: Maeve Binchy.,1983,f,high_female,59.635936804839034
mdp.39015011821892,"Sillitoe, Alan.",The ragman's daughter.,1963,m,mixed,59.31374002787746
uc1.$b102592,"Hanley, James,",Stoker Haslett : | a tale / | $c: by James Hanely.,1932,m,mixed,59.16659623024258
mdp.39015002711649,"Powys, Theodore Francis,",Captain Patch : | twenty-one stories / | $c: by T.F. Powys.,1935,m,mixed,59.08235769703189
uiuo.ark:/13960/t8cg07746,"Liddell, Charles Francis.","Hidden links, or, The schoolfellows",1857,m,mixed,59.00603384281554
uva.x030825961,"Hardy, Robina F.",The story of a coral necklace,1893,f,high_female,58.967231067306884
mdp.39015064952396,"Burns, Anna,",Little constructions / | $c: Anna Burns.,2007,f,,58.90783122466743
uiuo.ark:/13960/t1ng4x65k,"Baring-Gould, S.",Court Royal,1886,m,,58.72311369067941
mdp.39015034399488,"Carson, Michael,",The knight of the flaming heart / | $c: Michael Carson.,1995,m,,58.6426601578597
uc2.ark:/13960/t0ht2hz9k,,Episodes in an obscure life,1871,u,mixed,58.56172405715624
mdp.39015051324294,"Barstow, Stan,",B-movie / | $c: Stan Barstow.,1987,m,high_female,58.54673981395147
uc1.b3562480,"Ford, Ford Madox,",Christina's fairy book / | $c: by Ford Madox Ford ; illustrated by Jennetta Vise.,1949,m,mixed,58.534301100444864
uc1.32106014721044,"Samokovlija, Isak",Tales of old Sarajevo / | $c: Isak Samokovlija ; with an introduction by Ivo Andrić ; edited by Zdenko Lešić ; translated by Celia Hawkesworth and Christina Pribićević-Zorić,1997,u,,58.4392056943162
njp.32101068605839,"Wells, H. G.",Select conversations with an uncle,1895,m,high_male,58.37711617046118
uc2.ark:/13960/t01z44327,"Tressell, Robert,",The ragged trousered philanthropists,1914,m,high_male,58.149710098289944
mdp.39015008790134,,The two brothers of different sex; | a story from the Chinese. | $c: [Translation of Tse-hiong-hoing-ti has been made from the French of Stanislas Julien by Frances Hume] Illustrated by Edy Legrand.,1955,u,high_female,58.093094183428946
uc1.b3472749,"Kops, Bernard,",By the waters of whitechapel.,1969,m,mixed,57.97177828429887
uc1.32106019990925,"Day, Sallie",The palace of strange girls / | $c: Sallie Day,2008,f,,57.90237831858407
uc1.32106018863032,"Lingard, Joan",After you've gone / | $c: Joan Lingard,2007,f,high_female,57.873895826987514
inu.32000004061869,"Carew, Jan.",Black Midas.,1958,u,,57.80945313982985
mdp.39015019873556,"Melville, Pauline.",Shape-shifter : | stories / | $c: Pauline Melville.,1990,f,,57.74729221538332
mdp.39015077674268,"Templeton, Aline.",Lamb to the slaughter / | $c: Aline Templeton.,2008,f,mixed,57.69442697765476
uc1.$b302095,"Naughton, Bill.",Rafe Granite : | a novel / | $c: by Bill Naughton.,1947,m,,57.63596484206145
uc1.32106011439327,"Ekman, Kerstin,",The spring / | $c: Kerstin Ekman ; translated from the Swedish by Linda Schenck,2001,f,high_female,57.505129315546974
nyp.33433074856646,"Gilbert, William,"," Them boots,",1877,m,high_female,57.460944514275454
mdp.39015004106830,"Ruyslinck, Ward,",Golden Ophelia : | a novel / | $c: Ward Ruyslinck [i.e. R. K. M. de Belser] ; translated from the Dutch by David Smith.,1975,m,high_male,57.46025665581306
uiuo.ark:/13960/t89g61j5w,Author of No appeal.,Gerald Hastings of Barton,1870,u,,57.45593335111731
inu.32000002424788,"Lowther, Anthony William George.","The Roman theatre at Verulamium (St. Albans), | a reconstruction, | $c: by Anthony W. G. Lowther.",1935,m,high_male,57.3394495412844
mdp.39015002757378,"Sansom, William,",A young wife's tale / | $c: by William Sansom.,1974,m,,57.13828607997075
nyp.33433074855069,"Gallichan, Walter M.",Like stars that fall,1895,m,high_female,57.06134094151213
uc1.$b597568,"Deval, Jacques,","Chérie, | $c: by Jacques Deval ...",1932,m,high_female,57.045995371124945
uc1.b3444529,,"Writings beyond the wall : | literature from the German Democratic Republic / | $c: edited by Edward Mackinnon, Gina Kalla, and John Green.",1980,u,,56.942017318227336
mdp.39015062626455,"Shah, Ryhaan.",A silent life / : | $c: Ryhaan Shan.,2005,u,,56.93269416895346
uc1.b3188862,"Wain, John.","A John Wain selection : | ten short stories, together with a selection of poems and extracts from two novels / | $c: by John Wain with a specially written introd. by the author ; Geoffrey Halson, editor.",1977,m,,56.79330785522439
mdp.39015002609223,"Moravia, Alberto,","More Roman tales, | $c: by Alberto Moravia [pseud.] Selected and translated by Angus Davidson.",1963,m,high_female,56.71440930500817
inu.30000112856103,"Hartley, Desmond Levi Bradshaw,","Modern novelists: selected readings from English fiction; | $c: selected by D. L. B. Hartley, introduced by Percy Wilson.",1968,m,mixed,56.682288858474
mdp.39015049689485,"Wheatle, Alex,",East of acre lane / | $c: Alex Wheatle.,2001,m,mixed,56.625141562853905
inu.30000078269457,"Hedges, Dick.",The Laura landing : | a book of the Turkana Trilogy / | $c: by Dick Hedges.,1999,m,high_female,56.55625746969438
mdp.39015019623761,"Lynch, Malcolm.",The kid from Angel Meadow.,1989,m,high_female,56.445353841811894
uc1.$b118705,"Hayes, Douglas.",My father in his Dizzerbell.,1968,m,high_female,56.287615281365916
uc1.32106015778936,"Michael, Livi,",Inheritance / | $c: Livi Michael,2000,u,,56.260229132569556
mdp.39015031305769,"Stuart, Francis,",Redemption / | $c: [by] Francis Stuart.,1974,m,,55.95507015107869
uc2.ark:/13960/t5n874w37,"Robinson, F. W.",Mattie,1864,m,mixed,55.94579474109529
uc1.32106010286729,"Lombard, Carl.",The disappearance of Rory Brophy / | $c: Carl Lombard.,1992,m,high_male,55.942391239659585
inu.30000039918507,"Goff, Martyn.",Tar and cement / | $c: Martyn Goff.,1988,m,high_male,55.73877096010033
inu.32000009125503,"O'Connor, Frank,",Crab apple jelly; | stories and tales | $c: by Frank O'Connor [pseud.],1944,m,,55.641335948476126
mdp.39015078793414,"Brownjohn, Alan,",Windows on the moon / | $c: Alan Brownjohn.,2009,m,mixed,55.61628598277813
mdp.39015005919868,"Searle, Chris.",Classrooms of resistance / | $c: compiled by Chris Searle.,1975,m,,55.50524378487336
mdp.39015025248579,"Milsted, David,",Market forces / | $c: David Milsted.,1989,m,mixed,55.423336484856385
mdp.39015043788390,"Seabrook, Jeremy,",Colonies of the heart / | $c: Jeremy Seabrook.,1998,m,high_male,55.4190159510385
uc2.ark:/13960/t1gh9cz03,"Lytton, Edward Bulwer Lytton,",Night and morning,1841,m,,55.3353772526733
uc1.$b103176,"Mitchell, Yvonne.",The bed-sitter / | $c: Yvonne Mitchell.,1959,f,high_female,55.28297975260867
inu.30000115299145,,The stories of the Bágh o bahár,1890,f,high_male,55.24251463926638
uc1.32106006743667,"Kitchen, Paddy.",The golden veil : | a novel based on the life of Elizabeth Siddall / | $c: by Paddy Kitchen.,1981,f,,55.23505584877869
mdp.39015051324435,"Bates, H. E. (Herbert Ernest),",Twenty tales.,1951,m,mixed,55.13563365880065
mdp.39015037443770,"Bracewell, Michael,",Saint Rachel / | $c: Michael Bracewell,1995,m,mixed,55.102983007431455
hvd.32044019218437,"Martineau, Harriet,","The Farrers of Budge-row, a tale",1834,f,,55.05026328386788
mdp.39015026737869,"Polunin, Vladimir.","Three generations; | family life in Russia, 1845-1902. | $c: Translated by A. F. Birch-Jones.",1957,m,,54.90071569366724
mdp.39015049678868,"Vasudevan Nair, M. T.,",The demon seed and other writings / | $c: M.T. Vasudevan Nair ; translated by V. Abdulla and Gita Krishnankutty.,1998,u,mixed,54.83319625034271
uiuo.ark:/13960/t1kh1742j,Oliphant,Phoebe junior,1876,f,,54.80776980736681
uiuo.ark:/13960/t5s75n27r,"Baldwin, Alfred,",Richard Dare,1894,f,,54.66150061896111
mdp.39015004192962,"Trevor, William,",Lovers of their time : | and other stories / | $c: William Trevor.,1978,m,,54.621768212047456
uc1.b4076279,"Langstaff,","Diary of a driver, | $c: by Langstaff, illustrated by the author.",1943,u,high_male,54.50333832947268
mdp.39015055804275,"Brookner, Anita.",The next big thing / | $c: Anita Brookner.,2002,f,,54.3727411324456
mdp.39015032946728,"Mackay, Shena.",The laughing academy / | $c: Shena Mackay.,1993,f,high_female,54.28008523983756
mdp.39015057600408,"McEwen, Todd.",Who sleeps with Katz? / | $c: Todd McEwen.,2003,m,high_male,54.225114228314396
uc1.32106012050883,"Rendell, Ruth,",Blood lines : | long and short stories,1995,f,,53.91562205148942
mdp.39015058467526,"Marotta, Giuseppe,",Return to Naples. | $c: Translated from the Italian by Frances Frenaye. With illustrations by Laboccetta.,1951,u,,53.882660145483186
njp.32101075688968,"Defoe, Daniel,",Romances and narratives,1899,m,,53.85470936018264
mdp.39015027198657,"Galli de Bibiena, Jean,",The fairy doll (La poupée) | $c: Translated from the French of Jean-Galli de Bibiena by H.B.V. [Vyvyan Beresford Holland] With an introduction by Shane Leslie.,1925,f,high_female,53.81407237992735
mdp.39015008732235,"Moravia, Alberto,",The voice of the sea and other stories / | $c: Alberto Moravia ; translated from the Italian by Angus Davidson.,1978,m,mixed,53.63582416579175
mdp.39015073951629,"Grant, Linda,",The clothes on their backs / | $c: Linda Grant.,2008,f,,53.621252192563915
mdp.39015031222790,"Callow, Philip.",Going to the moon.,1968,m,high_male,53.608247422680414
mdp.39015004743376,"Taylor, Elizabeth,","A dedicated man, | and other stories.",1965,f,high_female,53.598975083013045
mdp.39015066665996,"Peyre, Marc.","The captive of Zour; | $c: [translated by Claude], with a preface by Lawrence Durrell.",1966,m,high_male,53.58023103795624
uc1.$b56595,"Galbraith, Winifred.",Men against the sky / | $c: by Winifred Galbraith.,1940,f,,53.54293608044291
njp.32101064911967,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,53.46239342693942
mdp.39015038889534,"Osman, Shaukat,",Janani / | $c: Shaukat Osman ; translated from the Bengali by Osman Jamal,1993,u,high_male,53.350652965600425
mdp.39015002757394,"Sansom, William,",The ulcerated milkman.,1966,m,high_male,53.3304890405845
mdp.39015069302852,"Moggach, Deborah.",In the dark / | $c: Deborah Moggach.,2007,f,mixed,53.32701309474432
uc1.32106011912992,"Osman, Shaukat,",Janani / | $c: Shaukat Osman ; translated from the Bengali by Osman Jamal,1993,u,high_male,53.238276005740474
mdp.39015016441019,"Hall, Radclyffe.",The master of the house.,1952,f,,53.224626066760614
uc1.$b704721,"Parise, Goffredo.","The priest among the pigeons, | a novel;",1955,u,high_male,53.1191568927418
mdp.39015037060616,"Brown, George Mackay.","Greenvoe, | a novel.",1972,m,,53.10531053105311
mdp.39015069304775,"Paling, Chris.",Minding / | $c: Chris Paling.,2007,m,high_female,53.0264867301217
mdp.39015004257146,"Ekwensi, Cyprian.","Restless city and Christmas gold, with other stories / | $c: Cyprian Ekwensi.",1975,m,,53.013714417425376
mdp.39015063927456,"Trollope, Thomas Adolphus,",Diamond cut diamond;,1875,m,,52.98318359824925
inu.32000009218043,"Greene, Graham,",It's a battlefield / | $c: Graham Greene.,1934,m,mixed,52.980132450331126
uc1.b3917861,"Powell, Patricia,",Me dying trial / | $c: Patricia Powell.,1993,f,high_female,52.95022678682039
uc1.b4974565,"Rawlinson, Jane.",The lion and the lizard / | $c: Jane Rawlinson.,1986,f,high_female,52.92472088510295
uc1.b3905643,"Vijayan, O. V.,",After the hanging and other stories / | $c: O. V. Vijayan ; translated from the Malayalam by the author.,1989,u,,52.908653210232536
mdp.39015029107664,,Border lines : | stories of exile and home / | $c: edited by Kate Pullinger.,1993,u,high_female,52.89406075260692
inu.30000082369228,,Libyan stories : | twelve short stories from Libya / | $c: edited by Ahmed Fagih.,2000,u,high_male,52.85722675750279
uiuo.ark:/13960/t7xk8z26c,Sejanus.,Littledale,1878,u,,52.766967878108304
mdp.39015054266971,"Tighe, Carl.",Burning worm / | $c: Carl Tighe.,2001,m,high_female,52.721395174604936
uiuo.ark:/13960/t2c82x47m,"Reid, Mayne,","Lost Lenore, or, The adventures of a rolling stone",1864,m,mixed,52.695655334072285
mdp.39015029187476,"Bracewell, Michael,",The conclave / | $c: Michael Bracewell.,1992,m,mixed,52.61512417931844
mdp.39015084093916,"Mina, Denise.",Still midnight / | $c: Denise Mina.,2009,f,high_male,52.52790544977019
mdp.39015078791004,"Woodward, Gerard,",Caravan thieves / | $c: Gerard Woodward.,2009,m,mixed,52.520381488952815
uc2.ark:/13960/t7sn08r4h,"Stewart, Charles D.",The fugitive blacksmith,1905,m,mixed,52.45213742460005
uc1.$b119761,"Kirkbride, Ronald de Levington,","Yuki, | $c: [by] Ronald Kirkbride.",1967,m,,52.4215367965368
mdp.39015004198142,"Moravia, Alberto,","Paradise, & other stories; | $c: translated from the Italian by Angus Davidson.",1971,m,,52.34064825807769
inu.30000110565557,"Broughton, Sarah.",Other useful numbers / | $c: Sarah Broughton.,2008,f,high_female,52.33745842548665
mdp.39015010715681,"Barstow, Stan,",The watchers on the shore.,1966,m,,52.26889680626373
mdp.39015050559643,"Hope, Christopher.",Private parts and other tales / | $c: Christopher Hope.,1982,m,,52.238576652429096
mdp.39015045695924,"Gébler, Carlo,",W9 & other lives / | $c: Carlo Gébler.,1998,m,,52.22477543346564
mdp.39015011336446,"Simenon, Georges,",The fourth Simenon omnibus / | $c: Georges Simenon.,1971,m,,52.20973395985014
nyp.33433074930805,"Browne, J. H. Balfour","The Haggard side, being essays in fiction",1903,u,,52.15803885773895
mdp.39015068808537,"ʻOsmān, Akram,","Real men keep their word : | tales from Kabul, Afghanistan : a selection of Akram Osman's Dari short stories / | $c: translated by Arley Loewen.",2005,u,high_male,52.12550046025708
mdp.39015063964483,"Smith, Bertram,",Crashie Howe,1921,m,,52.11349160393746
inu.39000000164132,"Anand, Mulk Raj,","The barber's trade union and other stories, | $c: by Mulk Raj Anand.",1944,m,high_male,51.905055833006
inu.30000110593211,"McNicoll, Andrea.",Moonshine in the morning / | $c: Andrea McNicoll.,2008,f,high_female,51.88161339752175
mdp.39015067677479,"Dunlop, Margaret.",Water for tea / | $c: Margaret Dunlop.,2005,f,high_female,51.77055290950507
mdp.39015064808556,"Aziz Efendi,",The story of Jewād,1884,m,high_male,51.70234766956455
uc2.ark:/13960/t00z72q67,"Adams, Arthur Henry,",Grocer Greatheart;,1915,m,,51.69901771866335
uc2.ark:/13960/t1bk1cf18,"Sewell, Elizabeth Missing,",Katharine Ashton,1854,f,high_female,51.68609312773754
uc1.$b119726,"Baron, Alexander,",The lowlife / | $c: by Alexander Baron.,1963,m,,51.63257277734068
wu.89009593054,"Vik, Bjørg,",Out of season and other stories / | $c: Bjørg Vik ; translated by David McDuff and Patrick Browne.,1983,u,high_female,51.62020847903553
mdp.39015000631336,"Laver, James,","The laburnum tree, | and other stories.",1935,m,high_male,51.53642981382465
mdp.39015063239969,"Knight, Margaret,",Ginger Lily / | $c: Margaret Knight.,2004,f,mixed,51.49874554337779
mdp.39015016434501,"Grant, Hilda Kay,","Miranda, | a novel, | $c: by Jan Hilliard [pseud.]",1961,f,high_female,51.2306492927943
uc1.b4508870,"Endō, Shūsaku,","Wonderful fool | $c: [by] Shusaku Endo; a novel, translated from the Japanese by Francis Mathy.",1974,u,mixed,51.110491590000926
mdp.39015078793406,"Lambert, Charles,",The scent of cinnamon : | & other stories / | $c: Charles Lambert.,2008,m,,50.955149069808556
mdp.39015063245172,"Fourgs, Tom.",Spookfish / | $c: Tom Fourgs.,2005,m,mixed,50.757500524126364
mdp.39015058255665,"Schonstein, Patricia.",A time of angels / | $c: Patricia Schonstein.,2003,f,,50.75687457080584
