htid,author,title,year,authgender,female_category,gb_england_intensity
mdp.39015048898160,"Sillitoe, Alan.",Down from the hill / | $c: Alan Sillitoe.,1984,m,mixed,261.3662442308182
uiuo.ark:/13960/t7cr6gh6d,"Smart, Hawley,",Long odds,1889,m,high_male,261.16003644093536
uc2.ark:/13960/t6m048z3v,"Middleton, Thomas.",Legends of Longdendale;,1906,m,high_male,260.613567992793
mdp.39015002752197,"Ruskin, John,",Praeterita;,1899,m,,260.4909634444348
mdp.39015063553161,"Gresley, W.",The siege of Lichfield,1840,u,high_male,260.37408334486355
mdp.39015066080386,"Littlewood, Joan.",Joan's book : | Joan Littlewood's peculiar history as she tells it.,1994,f,,260.3131098698741
nyp.33433074895818,"Markham, Clements R.",The paladins of Edwin the Great,1908,u,,260.2904024293771
uiuo.ark:/13960/t60587q7w,"Ainsworth, William Harrison,",The leaguer of Lathom,1876,m,,260.26111442955886
uc2.ark:/13960/t5w66c784,"Lytton, Edward Bulwer Lytton,","Harold, the last of the Saxon kings;",1848,m,,260.0879293083185
inu.30000107499703,,London noir : | capital crime fiction / | $c: edited by Cathi Unsworth.,2006,u,,259.4429607020221
wu.89004189460,"Wilkinson, Tim",Hold on a minute.,1965,m,,258.46995920229074
mdp.39015026262207,"Stevens, C.L. McCluer",Queens of frailty,1912,u,high_female,258.2203619249911
mdp.39015059447808,"Frey, Albert R.",Sobriquets and nicknames,1895,m,high_male,257.93754333127083
mdp.39015021319069,"Webster, Henry Charles,",2750: | legend of a locomotive. | $c: Illustrated by R. Barnard Way.,1953,m,high_male,257.01792449681227
inu.30000110447988,"Beauchamp, Michelle.",On the streets : | a journey through London with the young homeless / | $c: Michelle Beauchamp ; photographs by Glynn Griffiths.,1989,f,,256.78166973926784
njp.32101037979414,"Gresley, W.","Coniston Hall, or, The Jacobites",1849,u,high_male,255.95608844596697
mdp.39015000599061,"Raven, Simon,",Friends in low places.,1965,m,,255.7677711814183
mdp.39015001068413,"Walker, David Esdaile,",Operation Amsterdam.,1980,m,,255.4677188151975
uiuo.ark:/13960/t8ff4947x,"McCarthy, Justin H.",A London legend,1895,m,,255.29816214334417
inu.32000007193966,"Andrew, Prudence,",Ordeal by silence : | a story of medieval times / | $c: Prudence Andrew.,1961,f,high_male,255.18918158619164
mdp.39015030851813,"Blackwood, Caroline.",Great Granny Webster / | $c: Caroline Blackwood.,1977,f,,255.18583086990577
mdp.39015032438247,"Penn, Margaret.",The foolish virgin / | $c: by Margaret Penn.,1980,f,high_female,254.973663904452
mdp.39015080903142,,Whoosh! : | a Queer Writing South anthology / | $c: edited by Maria Jastrzebska & John McCullogh.,2008,u,high_female,254.60242851547204
umn.31951002134460i,,The crisis in the cotton industry; | report of the proceedings of the Provisional Emergency Cotton Committee.,1923,u,high_male,254.51030927835052
uc2.ark:/13960/t88g8mj8t,"Bennett, Arnold,",The regent;,1913,m,high_male,254.44895410552604
inu.30000110620030,"Tombs, Kerry.",The Worcester whisperers : | a Victorian crime story / | $c: Kerry Tombs.,2008,u,mixed,254.07932689804548
mdp.39015030922531,"Thomas,",The noble traytour,1857,u,high_male,253.7524238144256
mdp.39015053482330,"Rees, David,",Out of the winter gardens / | $c: David Rees.,1984,m,,253.63253374602357
uc1.b4101372,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,253.32084468664848
uiuo.ark:/13960/t07w6nf78,,Barnadiston,1834,u,mixed,253.2025432788792
inu.39000002347222,"Gore,",The banker's wife,1843,f,mixed,252.9406562306536
mdp.49015002987437,,Queens of literature of the Victorian era,1886,u,high_female,252.87270834108068
uiuo.ark:/13960/t83j44b8z,"Turner, Edward.","The intriguers, or, Pevensel",1873,m,,252.42223355430897
uc1.b3321850,"Disraeli, Benjamin,",Henrietta Temple,1837,m,mixed,252.2951853668792
uc1.$b243178,"Plaidy, Jean,","The sixth wife, | $c: by Jean Plaidy [pseud.]",1953,f,high_female,251.75629990169512
uiuo.ark:/13960/t16m3w71n,"Smart, Hawley,",From post to finish,1884,m,mixed,251.6862981979261
mdp.39015050310054,"Hunt, Chris.",The Bisley boy / | $c: Chris Hunt.,1995,m,mixed,250.8219943597541
uiuo.ark:/13960/t07w6ww9z,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,250.15160703456644
uc1.31822038204657,"Firbank, Ronald,",Odette D'Antrevernes;,1905,m,high_female,249.100470523111
mdp.39015056812483,"Keyes, John.",The importance of being Micheál / | $c: John Keyes.,2002,m,,248.81123520955435
nnc1.0022575324,"Hudson, W. H.",The purple land that England lost,1885,m,,248.6310918210431
inu.30000007177755,"Plaidy, Jean,",The bastard king / | $c: Jean Plaidy [i.e. E. Hibbert].,1974,f,high_male,247.6253267811007
wu.89092530526,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,247.09403494118465
njp.32101075688976,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,246.67205375749583
uc2.ark:/13960/t6g15x71t,"Patterson, Arthur H.",Man and nature on tidal waters,1909,m,high_male,246.61016949152537
nyp.33433074970819,"Chesson, Nora,",Father Felix's chronicles,1907,f,mixed,246.44705495769327
uc2.ark:/13960/t3319zd5p,"Fison, Lois A.",Merry Suffolk;,1899,f,high_female,245.7093927999702
wu.89092543982,"Harris, J. Henry.",Cornish saints & sinners,1906,m,,245.47868343269377
uc2.ark:/13960/t4sj1d82f,"Hales, A. G.",The watcher on the tower,1904,m,,245.22650692624484
uiuo.ark:/13960/t0ft9464s,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,245.18388791593696
uc2.ark:/13960/t87h1gw05,"Lytton, Edward Bulwer Lytton,","Harold, the last of the Saxon kings;",1848,m,,244.80260460030075
uc1.b2828899,"Treece, Henry,",Hounds of the king / | $c: by Henry Treece ; with two radio plays by the author ; illustrated by Stuart Tresilian.,1965,m,high_male,244.69386669503697
mdp.39015078575910,"Purves, William Laidlaw,",The authorship of 'Robinson Crusoe.',1903,m,high_male,244.68152064451164
uc1.b4594152,"Deloney, Thomas,",The history of John Winchcomb,1859,m,high_male,244.67434376745297
mdp.39015019996829,"Burgess, Anthony,",The worm and the ring.,1961,m,,244.61015874902205
inu.30000118485907,"Grice, Frederick.",Folk tales of the West Midlands / Frederick Grice ; drawings by N.J.P. Turnbull.,1952,m,high_male,244.2864122468921
dul1.ark:/13960/t01z4w03g,"Ford, Douglas Morey.",The raid of Dover,1910,m,mixed,244.2857365137158
mdp.39015034521925,"Rees, David,",The estuary / | $c: David Rees.,1983,m,,243.94751432267608
mdp.39015063739745,"Kennard, Nina H.,",Mrs. Siddons,1887,f,high_female,243.91292201233537
njp.32101067632578,"Ouida,",Syrlin,1890,f,,243.88653407238343
mdp.39015057014048,"Smith, Frederick E. (Frederick Escreet),",Saffron's trials / | $c: Frederick E. Smith.,1997,m,,243.86263045210595
mdp.39015023536017,"Jerrold, Douglas William,",The barber's chair,1874,m,,243.72335869144015
uc1.$b302196,"Parry, Edward Abbott, Sir,","Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry.",1928,m,,243.43517278135488
uva.x001240922,"Devereux, W. A.",Sir Walter Ralegh,1909,u,,243.20544780203073
njp.32101065853358,"Reid, Mayne,",No quarter!,1888,m,,242.9787886084539
mdp.39015034864994,"Norquay, Glenda,",Voices and votes : | a literary anthology of writings of the women's suffrage campaign / | $c: Glenda Norquay.,1995,f,high_female,242.9087848822753
uc1.b3322745,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,241.1587383280641
uiuo.ark:/13960/t79s21f9s,"Lyall, Edna,",To right the wrong,1894,f,high_male,240.85833150864903
uiuo.ark:/13960/t69316638,"Ouida,",Syrlin,1890,f,,240.3939862520628
wu.89006961346,"Richards, Grant,",Double life,1920,m,high_female,239.63325692852683
inu.32000009470826,"De Polnay, Peter,",Death and to-morrow.,1942,m,,239.4778638078221
mdp.39015080891867,"Clements, Rory.",Martyr / | $c: Rory Clements.,2009,m,,239.38793953902305
mdp.39015063552759,"Galt, John,","The Ayrshire legatees, or, The Pringle family",1821,m,,238.40785018312488
uc1.32106008123272,"Spicer, Jack.",Lament for the maker / | $c: Jack Spicer.,1971,m,,238.0952380952381
mdp.39015065866504,"Bloom, Ursula.",Rosemary for Stratford-on-Avon.,1966,f,,237.96371053414353
mdp.39015020062736,"Colman, George,",Random records;,1830,m,high_male,237.8106322743001
uiuo.ark:/13960/t08w4306w,"Wilbraham, Frances M.",For and against,1858,f,mixed,237.1769295562353
nyp.33433082305537,,"Holidays at Brighton, or, Sea-side amusements",1834,u,mixed,236.9998605883173
uiuo.ark:/13960/t4fn1tn28,"Smart, Hawley,",Without love or licence,1890,m,mixed,236.96162538122292
uiuo.ark:/13960/t41r72r7h,"Black, William,",The strange adventures of a phaeton,1872,m,mixed,236.8441345274684
mdp.39015065739081,"Smith, Horace,","Adam Brown, the merchant",1843,m,,236.83213338385752
mdp.39015063536141,"Collins, Mortimer,",[Works,1883,m,mixed,236.7507424603672
mdp.39015022061835,"Rayner, Richard,",The elephant / | $c: Richard Rayner.,1991,m,mixed,236.7349986931033
hvd.hxk4ki,,Maurice Powell: an historical Welsh tale of England's troubles,1821,u,mixed,236.52752029661832
uc1.b2831273,"Leslie, Doris.",The sceptre and the rose.,1967,f,mixed,236.42230831128109
uiuo.ark:/13960/t8cg02x3m,"Eden, Eleanor.",Dumbleton Common,1867,f,high_female,235.98355981199975
uc2.ark:/13960/t5z60fh7d,"Wedmore, Frederick,",English episodes,1894,m,,235.840754690415
mdp.39076000963459,"Hamilton, Ian Robertson,",No stone unturned; | the story of the Stone of Destiny. | $c: With a foreword by Sir Compton Mackenzie.,1952,m,high_male,235.82588189053743
mdp.39015064962650,"Deloney, Thomas,",The gentle craft / | $c: edited by Simon Barker.,2007,m,,235.6233730154647
uiuo.ark:/13960/t3st86486,"Meeke, Mary,","What shall be, shall be",1823,f,mixed,234.85760524186384
uc2.ark:/13960/t1xd0z54b,"Capes, Bernard Edward Joseph,",Where England sets her feet;,1918,m,high_male,234.6233412382057
uc2.ark:/13960/t4xg9tm3z,"Rutherford, Mark,",Clara Hopgood,1896,m,,234.50070179042143
mdp.39015077682931,"Esler, Gavin.",A scandalous man / | $c: Gavin Esler.,2008,m,,234.06258956476643
njp.32101067627453,"Arnold, Frederick,",Reminiscences of a literary and clerical life,1889,m,high_male,233.80803449427623
mdp.39015027339442,"Garby-Czerniawski, Roman.",The big network.,1961,m,,233.7117237432033
mdp.39015078576058,"Purves, William Laidlaw,","The ""O"" edition of 'Robeson Cruso'",1903,m,high_male,233.70374613357777
uc2.ark:/13960/t0pr7p89f,"Williams, Bransby.",My sketches from Dickens,1913,u,,233.66760782786488
njp.32101065853374,"Reid, Mayne,",No quarter!,1888,m,,233.6399858147151
uc1.b3445494,"Thackeray, William Makepeace,",The Newcomes;,1854,m,mixed,233.59553871956248
njp.32101067644649,"Fletcher, J. S.",When Charles the First was king,1892,m,high_male,233.02324727986647
nyp.33433076093446,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,,232.99956279258237
nyp.33433074879838,"De Longueville, Thomas,",The prigment;,1892,m,high_male,232.90822847729143
njp.32101066121896,"Gore,",The debutante;,1846,f,high_female,232.5256940891969
hvd.hwadva,"Scott, Walter,",The Waverley novels,1829,m,high_male,232.40903991024203
mdp.39015015358214,"Benson, Robert Hugh,",Come rack! Come rope!,1912,m,,232.39173908523267
uc2.ark:/13960/t9q242h30,"Makino, Yoshio,",My idealed John Bullesses,1912,m,high_male,232.27566219873415
umn.319510021396669,"Dilnot, Frank,",I warmed both hands.,1933,m,mixed,231.88346578952743
mdp.39015041920052,"O'Grady, Timothy.","I could read the sky : | a novel / | $c: Timothy O'Grady, Steve Pyke ; with a preface by John Berger.",1997,m,mixed,231.8559258061037
mdp.39015030945656,"Andrew, Prudence,",A question of choice.,1962,f,high_male,231.7173228985403
mdp.39015055048741,"Leitch, David.",Family secrets / | $c: David Leitch.,1984,m,,231.38229496957752
uc1.$b56651,"Herring, Robert.","Adam and Evelyn at Kew, or, Revolt in the gardens / | $c: by Robert Herring ; illustrated by Edward Bawden.",1930,m,,231.3189309760833
nyp.33433075752430,,Almack's;,1827,u,high_female,231.23265755068363
mdp.39015059246887,"Hawes, J. M. (James M.)",Speak for England / | $c: James Hawes.,2005,m,high_male,230.610211090704
njp.32101042589984,"Reynolds, George W. M.",Robert Macaire in England,1845,m,mixed,230.48142712445997
njp.32101063882672,"Norris, W. E.",Adrian Vidal,1885,f,high_female,230.1885515046884
mdp.39015013731008,"Craufurd, Russell.",The ramblings of an old mummer,1909,m,high_male,229.93791676247412
uiuo.ark:/13960/t6ww7wn88,"Kettle, Rosa Mackenzie,",Lewell pastures,1854,f,,229.87092808850647
mdp.39015059376080,,The New British novelist;,1830,u,,229.5959403927992
uc2.ark:/13960/t6834182f,"Philips, F. C.",Social vicissitudes,1886,m,,229.23588039867107
inu.30000001666621,"Briggs, Katharine Mary.","A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.",1970,f,high_male,229.18614076004084
mdp.39015050556318,"Heppenstall, Rayner,",The Shearers: | a novel.,1969,u,,228.801745560337
uiuo.ark:/13960/t2t449x5x,"Russell, William.",Autobiography of an English detective,1863,m,,228.753438540611
inu.39000002347248,"Gore,",The banker's wife,1843,f,mixed,228.71477054743988
njp.32101066459676,"Gore,",The dowager,1840,f,,228.7109643692393
uc2.ark:/13960/t47p8wg3g,"Abbott, J. H. M.",Letters from Queer Street ;,1908,u,,228.6867757719776
uc1.$b271443,"Wood, Frederick F.",Sport and nature in Sussex Downs.,1928,m,,228.5428950047053
uc1.b3872923,"Harben, Henry Devenish,","Love letters to a dead woman, | $c: by H. D. Harben.",1923,m,mixed,228.4490451543816
mdp.39015015448262,"Higgins, Aidan,",Helsingør Station & other departures : | fictions and autobiographies 1956-1989 / | $c: Aidan Higgins.,1989,m,mixed,228.29283392663675
mdp.39015038922673,"Williams, Allan.",The man who gave the Beatles away / | $c: Allan Williams and William Marshall.,1975,m,high_male,227.86992938085075
mdp.39015047764249,"Elms, Robert,",In search of the crack / | $c: Robert Elms.,1988,m,high_male,227.40262425060496
coo.31924029890195,"Hartland, Edwin Sidney,",English fairy and other folk tales,1906,m,high_male,227.3912589965578
mdp.39015005183457,"Church, Richard,","Green tide | [by] Richard Church, illustrated by C. F. Tunnicliffe, A. R. A.",1945,m,high_male,226.6261632672742
uiuo.ark:/13960/t13n2fw29,"Collins, Mortimer,",Marquis and merchant,1871,m,mixed,226.53956286925947
uiuo.ark:/13960/t8tb1rf82,"Panton, J. E.",Having and holding,1890,f,mixed,226.13161626614544
mdp.39015063930971,"Hodgetts, J. Frederick.","Richard IV, Plantagenet",1888,m,high_male,225.73154598355123
mdp.39015008877360,"Mackenzie, Compton,",The vanity girl,1920,m,high_female,225.54311206939352
mdp.39015048892155,"Levi, Peter.",To the goat / | $c: Peter Levi ; with illustrations by André Yaniw.,1988,m,,225.44500151418285
uc2.ark:/13960/t1sf2sd86,"Jeffery, Walter,",The King's yard;,1903,m,mixed,225.27289770493783
uc1.b3578458,"Gore,","Cecil, a peer",1841,f,,225.14137814887695
uc2.ark:/13960/t3707zj06,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,225.09090209507687
uc1.$b753692,"Meynell, Mrs. Esther Hallam (Moorhouse)",Nelson's Lady Hamilton,1911,f,high_female,224.5824550024323
uc2.ark:/13960/t3rv0kp5g,"Tearle, Christian",The pilgrim from Chicago,1913,m,high_male,224.25343476779835
mdp.39015030760378,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,223.89396381873547
mdp.39015019996431,"Pullinger, Kate.",When the monster dies / | $c: Kate Pullinger.,1989,f,high_female,223.70402237040227
uc1.b3127426,"Disraeli, Benjamin,",Novels and tales by the Earl of Beaconsfield,1881,m,mixed,223.6022211860455
mdp.39015059376064,,The New British novelist;,1830,u,high_female,223.51782671897715
mdp.39015054456663,"Harrison, Paul,",Sea serpents and lake monsters of the British Isles / | $c: Paul Harrison.,2001,m,high_male,223.2554106924169
mdp.39015008510227,"(George Bagshawe), Harrison, G. B.","More new tales from Shakespeare, | $c: told by G. B. Harrison ... Illustrated by C. Walter Hodges.",1945,m,high_male,223.25489093585148
uiuo.ark:/13960/t0tq6jr5n,"Strauss, G. L. M.",The old ledger,1865,u,,222.41231822070148
uiuo.ark:/13960/t92810r8r,"Woods, Margaret L.",Esther Vanhomrigh,1891,f,,222.2548767495684
uc2.ark:/13960/t06w97g82,"Ballantyne, R. M.",Fighting the flames,1876,m,,222.24189835310784
inu.39000005765487,"Hall, George,",The gypsy's parson,1915,m,,222.17411614579183
nyp.33433074936976,"Lyall, Edna,","Hope, the hermit;",1898,f,mixed,221.63446232214145
uc1.b3435482,"MacInnes, Colin.",Three years to play / | $c: Colin MacInnes.,1970,m,,221.41898777796513
mdp.39015027338022,"Lomnitz, Alfred.","""Never mind, Mr. Lom!"" or, The uses of Adversity, with illustrations by the author.",1941,m,high_male,221.35838462369077
uc2.ark:/13960/t17m0bg1b,"Thynne, Arthur Christopher,",Sir Bevill,1904,m,,220.86885911490052
mdp.39015030922549,"Thomas,",The noble traytour,1857,u,high_male,220.63700475114035
uc1.32106017920841,"Hunt, Chris",The honey and the sting / | $c: Chris Hunt,1999,m,high_male,220.52526039930453
uc1.b3346911,"Fisher, A. E. (Arista Edward),",The best house in Stratford.,1965,m,high_male,220.37049789959372
uiuo.ark:/13960/t7pn9d76w,"Collins, Mortimer,",Miranda,1873,m,mixed,220.3245827513213
mdp.39015013104594,"Raven, Simon,",New seed for old : | a novel / | $c: by Simon Raven.,1988,m,,220.17395109676713
uc2.ark:/13960/t19k49671,"O'Donovan, Gerald,",Conquest,1920,m,,220.10441444502797
uc1.$b300166,"Downes, Carl Sawyer,","Robin Redbeard; | being a fictional biography of Robert Greene, author of tales, pamphlets and plays.  Describing the varying fortunes of his life from the year 1579, when he returned, bachelor of arts from Cambridge, to his home in Norwich, till the year of his untimely death, 1592. | $c: By Carl S. Downes",1937,m,,219.67254567292497
nyp.33433074877485,"Lowerison, Harry.",From Paleolith to motor car;,1906,m,high_male,219.5150560517452
mdp.39015050923211,"Tennant, Emma.",The time of the crack. -,1973,f,,219.4605353816316
uiuo.ark:/13960/t3bz6th3r,"Smart, Hawley,",Bound to win,1877,m,,219.4042616488788
mdp.39015056946067,"Markham, E. A. (Edward Archibald),",Taking the drawing room through customs : | selected stories (1972-2002) / | $c: E.A. Markham.,2002,m,,219.12381665341005
