htid,author,title,year,authgender,female_category,gb_suba1_intensity
uc1.$b302196,"Parry, Edward Abbott, Sir,","Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry.",1928,m,,301.05296515564004
mdp.39015072453833,,"Coventry constables' presentments, 1629-1742 / | $c: edited by Levi Fox.",1986,u,high_male,300.7827186656185
mdp.39015002758822,"Salkey, Andrew.",The adventures of Catullus Kelly.,1969,m,,300.05701083205804
uc1.b4948381,"Lom, Herbert.",Enter a spy : | the double life of Christopher Marlowe / | $c: by Herbert Lom.,1978,m,high_male,299.1835365171681
wu.89006594758,"McKee, Alexander,",The Coal-Scuttle Brigade / | $c: by Alexander McKee.,1957,m,high_male,299.1335062641426
uc1.$b396610,"Pereira, W. D. (Wilfred Dennis),",An uncertainty of marriages | $c: [by] W. D. Pereira.,1969,m,high_female,298.1045053152596
uc1.31158010777703,"Grant, John,",Legends of the braes o' Mar,1910,m,high_male,297.4672785993541
mdp.39015062281574,"Baring, Maurice,",A triangle : | passages from three notebooks / | $c: by Maurice Baring.,1923,m,,297.36525636820807
uiuo.ark:/13960/t88g8zn9s,"Curling, Henry,",Shakespeare,1848,m,high_male,296.7699387822397
njp.32101063882656,"Norris, W. E.",Adrian Vidal,1885,f,high_female,296.4552679919247
nyp.33433076078959,"Scott, Walter,",The handy volume  Waverly,1877,m,,295.75062597525124
uc2.ark:/13960/t01z4824d,"Braddon, M. E.",Rough justice,1898,f,,295.0652874342886
mdp.39015042826951,"Tennant, Emma.",Elinor and Marianne : | a sequel to Sense and sensibility / | $c: Emma Tennant ; with illustrations by Nicola Leader.,1996,f,high_female,294.24557991965816
uc1.b3322566,"Griffin, Gerald,",The Duke of Monmouth,1836,m,high_male,293.5533384497314
mdp.39015020062504,"Colman, George,",Random records;,1830,m,high_male,293.1077799179298
mdp.39015056812483,"Keyes, John.",The importance of being Micheál / | $c: John Keyes.,2002,m,,293.0443436912529
uiuo.ark:/13960/t6737599r,"Gore,",Preferment;,1840,f,mixed,292.47005663705863
uc1.b3321849,"Disraeli, Benjamin,",Henrietta Temple,1837,m,mixed,291.90992493744784
njp.32101068584745,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,291.8269856317031
inu.32000006980835,"McGonagall, William.","The railway bridge of the silvery Tay, and other disasters; | $c: selected from the works of William McGonagall.",1972,m,,291.4519950359145
njp.32101067643617,"Conway, Hugh,",Living or dead,1886,m,mixed,290.2560148756208
mdp.39015015448262,"Higgins, Aidan,",Helsingør Station & other departures : | fictions and autobiographies 1956-1989 / | $c: Aidan Higgins.,1989,m,mixed,290.2027549914873
uiuo.ark:/13960/t0zp4jn9c,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,290.17410446267763
mdp.39015063739745,"Kennard, Nina H.,",Mrs. Siddons,1887,f,high_female,290.1166913803107
njp.32101067647816,"James, G. P. R.",The woodman,1849,m,,289.5256649619828
uc1.$b298774,"Poole, R. Heber.","The Davenham heritage, | $c: by R. Heber Poole.",1928,m,,288.8064380196717
uc2.ark:/13960/t4th8qw59,"Everett-Green, Evelyn,",A clerk of Oxford,1898,f,,288.65300041543105
njp.32101038064893,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,287.79739063699157
uc1.b4101598,"Belloc, Hilaire,",The Great Inquiry (only authorised version),1903,m,high_male,287.5169714879004
mdp.39015031332862,"Beresford, J. D.",Goslings,1913,m,high_female,287.4919995383341
uc1.b4253908,"Tilden, William A.","Sir William Ramsay, K. C. B., F. R. S;",1918,m,high_male,286.93148659689524
uiuo.ark:/13960/t59c7m55h,"Vincent, Francis,",Arundel,1840,m,mixed,286.5663900414937
nyp.33433074936976,"Lyall, Edna,","Hope, the hermit;",1898,f,mixed,286.5329512893983
uc2.ark:/13960/t06w97g82,"Ballantyne, R. M.",Fighting the flames,1876,m,,285.9925624225252
njp.32101066459676,"Gore,",The dowager,1840,f,,285.45879763378736
uiuo.ark:/13960/t84j13q2r,"Prickett,",Warwick Castle,1815,f,mixed,285.36171525528306
uiuo.ark:/13960/t0dv26d55,"Turner, Edward.","The intriguers, or, Pevensel",1873,m,,285.32223988848466
uc1.$b245052,"Thirkell, Angela Mackail,","Coronation summer, | by Angela Thirkell.",1937,f,mixed,284.4801906464105
inu.30000110620030,"Tombs, Kerry.",The Worcester whisperers : | a Victorian crime story / | $c: Kerry Tombs.,2008,u,mixed,284.2772796851082
uc1.b3872923,"Harben, Henry Devenish,","Love letters to a dead woman, | $c: by H. D. Harben.",1923,m,mixed,283.7765482777084
uiuo.ark:/13960/t8mc9d00r,"Harwood, John Berwick.",Plain John Orpington,1866,m,,283.18513971127
dul1.ark:/13960/t2j68601c,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,282.80344282452137
wu.89004189460,"Wilkinson, Tim",Hold on a minute.,1965,m,,282.54314167701403
uc2.ark:/13960/t1mg7jr51,"Morley, Charles Robert,",Travels in London,1916,m,high_male,282.15223097112863
mdp.39015000596570,"pseud. Oliver, Jane,",Not peace but a sword.,1939,f,,281.73356509905864
uc2.ark:/13960/t83j3g41n,"Hicks, William Robert,",Tales and sayings,1903,m,high_male,281.6590268956757
uc1.b3475523,,Writers of East Anglia / | $c: selected and edited by Angus Wilson ; poetry adviser John Holloway.,1977,u,mixed,281.3548317281679
uiuo.ark:/13960/t0sq98b2b,"Gore,",Preferment;,1840,f,mixed,281.2893518897084
mdp.39015050556318,"Heppenstall, Rayner,",The Shearers: | a novel.,1969,u,,280.32001939511485
mdp.39015021848109,"Abse, Dannie.",There was a young man from Cardif / | $c: Dannie Abse.,1991,m,mixed,279.88967257997217
uiuo.ark:/13960/t1ng5561x,"Yorke, Curtis.",A romance of modern London,1892,f,,279.76375505129
inu.30000001664782,"Gore,",Castles in the air,1847,f,mixed,279.7627072940541
uiuo.ark:/13960/t8df71192,"Lyall, Edna,",To right the wrong,1894,f,high_male,279.6929881618317
nnc1.1002331357,"Neele, Henry,",The romance of history,1833,m,,279.54349332134143
uc1.b3872914,"Earl of, Halsbury, Hardinge Goulburn Giffard,",Nineteen forty-four / | $c: by the Earl of Halsbury.,1926,u,mixed,279.04079725942074
mdp.39015031228524,"Davies, W. H.",A poet's pilgrimage,1918,m,mixed,279.01520315794477
mdp.39015034864994,"Norquay, Glenda,",Voices and votes : | a literary anthology of writings of the women's suffrage campaign / | $c: Glenda Norquay.,1995,f,high_female,278.6119133689089
uiuo.ark:/13960/t70v94t43,"Vincent, Francis,",Arundel,1840,m,mixed,278.46604987383785
uva.x030825961,"Hardy, Robina F.",The story of a coral necklace,1893,f,high_female,277.9883750315896
nyp.33433076093479,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,mixed,277.38211260214405
uc2.ark:/13960/t4xg9tm3z,"Rutherford, Mark,",Clara Hopgood,1896,m,,277.29280065728665
mdp.39015073480447,"Henty, G. A.",When London burned,1895,m,high_male,276.4662881515233
inu.39000002347222,"Gore,",The banker's wife,1843,f,mixed,275.93526134253113
mdp.39015000599061,"Raven, Simon,",Friends in low places.,1965,m,,275.52219253282874
uc1.b4101372,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,274.608310626703
uc1.$b322939,"Barke, James,",The well of the silent harp : | a novel of the life and loves of Robert Burns.,1954,m,,274.2906208508575
njp.32101068599958,"Roberts, S. C.",Doctor Johnson in Cambridge,1922,u,high_male,273.92971746106286
uc2.ark:/13960/t9862t682,"Pease, Howard,",Tales of Northumbria,1899,m,high_male,273.8457978169476
mdp.39015063543030,"Henrey, Thomas Selby.","Attic salt, the saving grace of humour",1914,m,,273.8136674788258
uc1.b3553822,"Corry, John,",The history of Henry Thomson,1803,m,high_male,273.67268746579094
uiuo.ark:/13960/t2t449x5x,"Russell, William.",Autobiography of an English detective,1863,m,,273.635442304908
inu.30000118485907,"Grice, Frederick.",Folk tales of the West Midlands / Frederick Grice ; drawings by N.J.P. Turnbull.,1952,m,high_male,273.23887592059793
mdp.39015030851813,"Blackwood, Caroline.",Great Granny Webster / | $c: Caroline Blackwood.,1977,f,,272.87197756385956
mdp.39015038922673,"Williams, Allan.",The man who gave the Beatles away / | $c: Allan Williams and William Marshall.,1975,m,high_male,272.0068976843488
uiuo.ark:/13960/t4cn7h270,"Grant, James,",The white cockade =,1867,m,high_male,271.9686056331032
mdp.39015001032708,"Waterhouse, Keith.","Maggie Muggins, or, Spring in Earl's court / | $c: Keith Waterhouse.",1981,m,high_female,271.3619237472994
uiuo.ark:/13960/t0bv8241n,"Warden, Florence,",Scheherazade,1887,f,mixed,271.25112241843755
uc1.$b244994,"Mackenzie, Compton, Sir,","Figure of eight, | $c: by Compton Mackenzie.",1936,m,high_female,271.1115573852797
mdp.39015078805382,"Taylor, D. J. (David John),",Ask Alice : | a novel / | $c: D.J. Taylor.,2009,m,high_female,270.4138867568046
inu.32000006712584,"Ganier-Raymond, Philippe.",The tangled web; | $c: translated from the French by Len Ortzen.,1968,m,high_male,270.30646909130763
mdp.39015048898160,"Sillitoe, Alan.",Down from the hill / | $c: Alan Sillitoe.,1984,m,mixed,270.2909452533339
mdp.39015001159428,"Burrowes, John.",Frontline report : | a journalist's notebook / | $c: John Burrowes.,1984,m,high_male,269.92160365188045
uiuo.ark:/13960/t8ff4947x,"McCarthy, Justin H.",A London legend,1895,m,,269.8037395378523
uc2.ark:/13960/t3hx1810q,"Russell, George William Erskine,",Mr. Woodhouse's correspondence,1903,m,high_female,269.574807008945
mdp.39015000577141,"Brown, George Mackay.",Magnus: | a novel.,1973,m,high_male,269.5043342965103
njp.32101065836593,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,269.010604022647
uiuo.ark:/13960/t6g16fv9b,"Hatton, Joseph,",Three recruits and the girls they left behind them,1880,m,mixed,268.7638665921103
mdp.39015064690533,"Self, Will.",The book of Dave : | a revelation of the recent past and the distant future / | $c: Will Self.,2006,m,high_male,268.6531964090706
inu.30000038771923,"Harrison, M. John (Michael John),",Climbers / | $c: M. John Harrison.,1993,m,,268.59682430100116
mdp.39015056426698,"Hawes, James.","White powder, green light / | $c: James Hawes.",2002,m,high_female,267.6860467413421
mdp.39015022061835,"Rayner, Richard,",The elephant / | $c: Richard Rayner.,1991,m,mixed,267.3537209215489
loc.ark:/13960/t5m90wb3j,"Moore, G. Greville","Memories of an old Etonian, 1860-1912",1919,u,,267.33817416650857
uiuo.ark:/13960/t1sf3bm7d,"Warden, Florence,",Scheherazade,1887,f,mixed,267.1168079541449
mdp.39015011542118,"Keery, Sam,",The streets of Laredo.,1986,m,high_male,266.74198204983367
uiuo.ark:/13960/t60587q7w,"Ainsworth, William Harrison,",The leaguer of Lathom,1876,m,,266.6609778991382
uc1.$b56651,"Herring, Robert.","Adam and Evelyn at Kew, or, Revolt in the gardens / | $c: by Robert Herring ; illustrated by Edward Bawden.",1930,m,,266.42984014209594
mdp.39015047764249,"Elms, Robert,",In search of the crack / | $c: Robert Elms.,1988,m,high_male,266.3164423041844
dul1.ark:/13960/t75t4760n,"Gore,",The sketch book of fashion,1833,f,high_female,266.12214839238794
uc1.$b807355,"Crawshay-Williams, Eliot,",The wolf from the west.,1947,u,,265.8353733170134
uc1.$b752378,"Jaques, E. T.",Rambles with an American,1910,u,high_male,265.47571312030755
uc1.$b300332,"Gaye, Phoebe Fenwick,","The good Sir John; | being an account of the rise and fall of Sir John Falstaff, knight, 1343-1413.",1930,f,high_male,265.4539685897097
mdp.39015010474073,"Manning, Olivia.",My husband Cartwright. | $c: With illus. by Len Deighton.,1956,f,high_male,265.343793262575
dul1.ark:/13960/t3902vm2j,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,264.9276543713063
uc1.32106006909912,"Kay, Susan.",Legacy / | $c: Susan Kay.,1985,f,,264.73721403634596
mdp.39015050310054,"Hunt, Chris.",The Bisley boy / | $c: Chris Hunt.,1995,m,mixed,264.4677505295852
mdp.39015077682931,"Esler, Gavin.",A scandalous man / | $c: Gavin Esler.,2008,m,,264.08811125820586
uc2.ark:/13960/t3zs2pc5m,"Alexander, Alexander,",A wayfarer's log,1919,m,,263.8667472926172
uiuo.ark:/13960/t16m3w71n,"Smart, Hawley,",From post to finish,1884,m,mixed,263.7672405114265
uc1.b2808912,"Gwynn, Gordon.",Did Adelaide Bartlett---? : | a medical opinion / | $c: by Gordon Gwynn.,1950,m,,262.8683213106737
mdp.39015026262207,"Stevens, C.L. McCluer",Queens of frailty,1912,u,high_female,262.38520647216836
mdp.39015053482330,"Rees, David,",Out of the winter gardens / | $c: David Rees.,1984,m,,262.2302467543634
mdp.39015063959798,"Wedmore, Frederick,",Renunciations,1893,m,,262.1986314510456
mdp.49015002987437,,Queens of literature of the Victorian era,1886,u,high_female,262.16949908891456
mdp.39015073446109,"Fay, Edward Francis.",Unsentimental journeys,1907,m,high_male,261.715136610789
uiuo.ark:/13960/t6xw51f3c,"Ponsonby, Emily,",Violet Osborne,1865,f,high_female,261.53363322523285
mdp.39015079238781,"Barrington, James.",Timebomb / | $c: James Barrington.,2008,m,high_male,261.46521360195345
njp.32101066121847,"Gore,",The diamond and the pearl,1849,f,high_female,261.1979283272885
mdp.39015080903142,,Whoosh! : | a Queer Writing South anthology / | $c: edited by Maria Jastrzebska & John McCullogh.,2008,u,high_female,261.13069591330463
uiuo.ark:/13960/t2v41dm1c,"Ainsworth, William Harrison,","Guy Fawkes, or, The gunpowder treason",1841,m,mixed,260.87316595122087
mdp.39015042816945,,Does the sun rise over Dagenham? : | and other stories : new writing from London : [with stories / | $c: by Nicola Barker ... et al.] ; foreword by Mark Lawson,1998,u,high_female,260.6853853255852
uiuo.ark:/13960/t2x35587p,"Fitzgerald, G. Beresford",Clare Strong,1889,u,,260.2997935553362
uiuo.ark:/13960/t83j44b8z,"Turner, Edward.","The intriguers, or, Pevensel",1873,m,,260.07139214686384
mdp.39015031468591,"Blakeborough, Richard,","The hand of glory and further grandfather's tales and legends of highwaymen and others collected by the late R. Blakeborough,",1924,m,mixed,259.63722909379396
mdp.39015055048741,"Leitch, David.",Family secrets / | $c: David Leitch.,1984,m,,259.2338675122118
uiuo.ark:/13960/t7cr6gh6d,"Smart, Hawley,",Long odds,1889,m,high_male,259.13554003441647
mdp.39015053238880,,London tales / | $c: edited by Julian Evans.,1983,u,high_female,258.9371392015597
mdp.39015059975998,"Ackroyd, Peter,",The Clerkenwell tales / | $c: by Peter Ackroyd.,2003,m,mixed,258.6429864643504
mdp.39015050556151,"Herbert, A. P. Sir, (Alan Patrick),",The Singing Swan: | a yachtsman's yarn | $c: [by] A. P. Herbert.,1968,m,,258.5586175296197
uiuo.ark:/13960/t3bz6th3r,"Smart, Hawley,",Bound to win,1877,m,,258.450782789781
mdp.39015062996734,"Converse, Florence,",Long Will.,1933,f,high_male,258.30196005604984
wu.89009785056,"Fox-Davies, Arthur Charles,",The Mauleverer murders,1907,m,,258.25682332730355
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,mixed,258.06451612903226
mdp.39015074267256,"Ewing, Barbara.","The mesmerist : | or the Misses Preston, of Bloomsbury / | $c: Barbara Ewing.",2007,f,high_female,258.06451612903226
inu.30000092859432,"Nisbet, Robert,",Downtrain / | $c: Robert Nisbet.,2004,m,,257.8909896368958
wu.89042484659,"Breeze, David John.","The Roman fort at Bearsden, 1973 excavations : | an interim report / | $c: by David J. Breeze.",1974,m,high_male,257.73195876288656
uc1.$b783912,"Dame. Macaulay, Rose,","They were defeated, | $c: by Rose Macaulay.",1960,f,high_male,257.47588814035765
uc1.$b117555,"Chiang, Yee,",The silent traveller; | a Chinese artist in Lakeland ... | $c: by Chiang Yee ... With a preface by Herbert Read.,1938,m,high_male,257.20757034819
mdp.39015051144783,"Byrne, Donn,","The power of the dog, | $c: by Donn Byrne.",1929,m,,257.1011650620362
inu.30000039954809,"Bold, Alan Norman,",East is west : | a novel / | $c: Alan Bold.,1991,m,mixed,256.50816028822913
wu.89006961346,"Richards, Grant,",Double life,1920,m,high_female,256.303396540946
inu.39000002570237,"Newman, G. F. (Gordon F.)",The Guvnor / | $c: G. F. Newman.,1977,m,high_male,256.27800522226875
uiuo.ark:/13960/t58d0d94q,,Eustace Fitz-Richard,1826,u,,256.22799332154136
uc1.32106005850737,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,255.98234994625787
uc2.ark:/13960/t6834182f,"Philips, F. C.",Social vicissitudes,1886,m,,255.81395348837208
uc1.b3321851,"Disraeli, Benjamin,",Henrietta Temple,1837,m,mixed,255.80416410322837
mdp.39015008792726,"(Alan Patrick), Herbert, A. P.","Mr. Gay's London, | with extracts from the Proceedings at the Sessions of the Peace, and Oyer and Terminer for the city of London and county of Middlesex in the years 1732 and 1733.",1948,m,high_male,255.7858765270417
njp.32101063581175,"Hewlett, J.",Dunster Castle,1846,m,high_male,255.7098855117103
hvd.hxk4ki,,Maurice Powell: an historical Welsh tale of England's troubles,1821,u,mixed,255.7054273476955
uiuo.ark:/13960/t2p566t0s,"Somers, Robert,",The martyr of Glencree,1878,m,high_female,255.6638400202506
wu.89092543982,"Harris, J. Henry.",Cornish saints & sinners,1906,m,,255.49822153198735
mdp.39015059449325,"Dilnot, Frank,",The adventures of a newspaper man,1913,m,,255.42784163473823
inu.30000001666621,"Briggs, Katharine Mary.","A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.",1970,f,high_male,255.2723681636228
mdp.39015016452875,"Bell, Josephine,",Jacobean adventure / | $c: Josephine Bell.,1969,f,high_male,255.07200879017375
mdp.39015078776922,"Bragg, Melvyn,",Remember me / | $c: Melvyn Bragg.,2009,m,,254.98534469613548
mdp.39015023536017,"Jerrold, Douglas William,",The barber's chair,1874,m,,254.9407517692888
mdp.39015079149228,"Knight, Alanna.",Murder in paradise / | $c: Alanna Knight.,2008,f,,254.72978162361431
njp.32101066121854,"Gore,",The diamond and the pearl,1849,f,high_female,254.3644837664902
