htid,author,title,year,authgender,female_category,intl_subcity_intensity
mdp.39015046868231,"(Clive Staples), Lewis, C. S.","Prince Caspian, the return to Narnia. | $c: Illus. by Pauline Baynes.",1962,m,mixed,209.7638811696578
uiuo.ark:/13960/t2794jb5n,"Farjeon, B. L.",In a silver sea,1886,m,,209.68168009509972
mdp.39015056797783,"Funder, Anna.",Stasiland / | $c: Anna Funder.,2003,f,,209.60563088707175
mdp.39015065769419,"Surr, T. S.",Splendid misery,1801,m,mixed,209.5072966334345
uc1.32106011190763,"Ellroy, James,",L.A. confidential / | $c: James Ellroy,1994,m,,209.27757381518995
mdp.39015066843254,"Keneally, Thomas.",The widow and her hero / | $c: Thomas Keneally.,2007,m,,208.94607147318337
mdp.39015050743494,"Kennedy, Douglas,",The pursuit of happiness / | $c: Douglas Kennedy.,2001,m,,208.482559093401
uc1.b3331991,"Paterson, Arthur,",The daughter of the Nez Percés,1894,m,mixed,208.22985519428417
uc2.ark:/13960/t2g738v8m,"Gould, Nat.",The sweep winner,1920,m,high_male,207.73617505767675
mdp.39015027256083,"Yaşar Kemal,",The legend of Ararat / | $c: Yashar Kemal ; translated from the Turkish by Thilda Kemal ; illustrated by Abidin Dino.,1975,u,high_male,207.71582607883863
mdp.39015059384290,"Aiken, Conrad,","King Coffin, | $c: by Conrad Aiken.",1935,m,high_male,207.34864193078937
mdp.39015021859734,Virgil.,The Aeneid / | $c: Virgil ; translated by David West.,1990,m,,207.23792454019087
mdp.39015005213262,"Steegmann, Mary G.",Bianca Cappello,1913,f,,207.23022751420316
uiuo.ark:/13960/t2q533w9z,"Lewis, Arthur,",The master of Riverswood,1876,f,,206.54871507485387
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,206.35575732562944
mdp.39015025923064,"Ramsay, James Henry,","Bamff charters, A. D. 1232-1703",1915,m,high_male,206.107284265336
uc2.ark:/13960/t1pg1p49w,"James, G. P. R.",Dark scenes of history,1849,m,high_male,205.5915668172592
uc1.$b312582,"Stephens, James,","In the land of youth, | $c: by James Stephens.",1924,m,high_male,205.2909065459805
mdp.39015073317086,"Carlyle, Thomas,",[Works],1885,m,high_male,205.15048391378855
mdp.39015056812483,"Keyes, John.",The importance of being Micheál / | $c: John Keyes.,2002,m,,204.57812672785585
mdp.39015014846284,"Bergengruen, Werner,","A matter of conscience, | a novel.",1952,u,high_male,204.40980076858085
mdp.39015063986668,"Black, William,",White wings,1880,m,mixed,203.634621308053
uc1.b3734101,"Goetel, Ferdynand,","The messenger of the snow, | $c: by Ferdynand Goetel, translated from the Polish by Marja C. Słomczanka and Grace Keith Murray; with a preface by G. K. Chesterton.",1931,u,high_male,203.27110110391845
wu.89004591723,"Joyce, P. W.",Old Celtic romances,1914,u,high_male,202.94944289042732
uc1.32106018787157,"Sebbar, Leı̈la",Sherazade / | $c: Leı̈la Sebbar ; translated by Dorothy S. Blair,1999,u,,202.94338872883645
mdp.39015040178751,"Bainbridge, Beryl,",Master Georgie / | $c: Beryl Bainbridge.,1998,f,mixed,202.77787747191616
uc2.ark:/13960/t5gb2389w,"Allen, Grant,",The tents of Shem,1889,m,,202.62848918683483
uc2.ark:/13960/t1wd3tw5d,"Trowbridge, W. R. H.",Court beauties of old Whitehall,1906,m,mixed,202.62229702927831
nyp.33433074913272,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,202.5163736642537
uc1.b3632621,"Foster, Harry L.",The adventures of a tropical tramp,1922,m,high_male,202.48682309367308
uva.x030825961,"Hardy, Robina F.",The story of a coral necklace,1893,f,high_female,202.1733636593379
uiuo.ark:/13960/t70v91w95,"Needell, J. H.,","Lucia, Hugh, and another",1884,f,,201.30771991698015
mdp.39015002364225,"Lindsay, Joan Weigall, Lady.",Picnic at Hanging Rock / | $c: Joan Lindsay.,1978,f,high_female,200.6108925243322
mdp.39015028771387,"Durov, Vladimir,","My circus animals, / | $c: by V. L. Durov; [translated from the Russian by John Cournos;] illustrated by Ronald W. Murray.",1937,u,high_male,200.58405356774145
mdp.39015061208198,"Clarke, Lindsay.",The return from Troy / | $c: Lindsay Clarke.,2005,u,,200.51950310288984
mdp.39015077632340,"Blaker, Lisa French.",Heart of Darfur / | $c: Lisa French Blaker.,2007,f,,200.27218459064068
uiuo.ark:/13960/t18k7tg9m,"Loudon,",Stories of a bride;,1829,f,,199.73465906605824
uc1.b4374032,"Vaphopoulou-Richardson, C. E.",Greek terracottas / | $c: by C.E. Vafopoulou-Richardson.,1981,u,mixed,199.4842602053228
mdp.39015055916392,"Unsworth, Barry,",The songs of the kings / | $c: Barry Unsworth.,2002,m,high_male,199.11039666809756
nnc1.1002391554,,"Temugin; or, The Tartar chief",1843,u,high_male,199.10661726514076
uiuo.ark:/13960/t20c5g68c,"Helps, Arthur,",Ivan de Biron;,1874,m,,199.0007621305784
mdp.39015059429913,"Dasent, George Webbe,",The vikings of the Baltic;,1875,m,high_male,198.80418535127052
uc1.b3123861,"Hume, Fergus,",The island of fantasy,1892,m,,198.78767516413984
uc1.b4084788,"Viscount Samuel, Samuel, Edwin,","My friend Musa, and other stories.",1963,m,,198.51302507631513
mdp.39015069313578,"Woodward, Gerard,",A curious Earth / | $c: Gerard Woodward.,2007,m,,198.43595626036137
mdp.39015064126637,"Gavin, Catherine Irvine.",The house of war / | $c: [by] Catherine Gavin.,1970,f,,197.51135690302192
mdp.39015038126010,"Anthony, Michael,",In the heat of the day / | $c: Michael Anthony.,1996,m,mixed,197.4945461757123
mdp.39015063758273,"Mason, Catherine George (Ward)",The mysterious marriage;,1824,f,high_female,196.6610073571024
uc1.b3910537,"Southon, Arthur E. (Arthur Eustace),",Drums of fate : | a romance of West Africa / | $c: Arthur E. Southon.,1928,m,,195.96035885240715
mdp.39015031442786,"Rawson, Geoffrey.",The strange case of Mary Bryant / | $c: by Geoffrey Rawson.,1938,m,mixed,195.9074824349967
wu.89000839811,Sundowner.,Told by the taffrail,1901,u,high_male,195.6243677738114
uiuo.ark:/13960/t2f77052n,,Rose Aylmer's home,1865,u,,195.47781226069085
mdp.39015054148310,"Ferguson, Diana,","Native American myths / | $c: Diana Ferguson ; consultant, Colin Taylor.",2001,f,high_male,195.0090894067096
nyp.33433074913264,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,194.7419668938656
inu.39000002347222,"Gore,",The banker's wife,1843,f,mixed,194.56973556204125
uc1.b4084443,"Stephens, James,",Irish fairy tales,1920,m,high_male,194.55741326504992
uc1.b3407007,"Lewis, C. S. (Clive Staples),","The last battle, | a story for children; | $c: illustrated by Pauline Baynes.",1956,m,mixed,193.7101185050137
uiuo.ark:/13960/t8qc0p18w,"Sutherland, Alexander,",Macrimmon,1823,m,high_male,193.60414866032843
uc1.$b188484,"Dekobra, Maurice,",The golden-eyed Venus. | $c: Translated by Sheila O'Callaghan from the French.,1963,m,mixed,193.5698514956296
mdp.39015059421944,"Graham, Stephen,","Midsummer music, | $c: by Stephen Graham.",1926,m,,193.24370407878553
njp.32101068551595,"Hugo, Victor,",History of a crime,1877,m,high_male,193.16293068595303
uiuo.ark:/13960/t12n5n16b,"Lewis, Arthur,",The master of Riverswood,1876,f,,192.97349452295825
mdp.39015011955997,"Morgan,",The O'Briens and the O'Flahertys;,1827,f,mixed,192.5657012074816
uc2.ark:/13960/t6vx08n29,"Nevill, Ralph,",The romantic past,1911,m,,192.5281280256407
coo.31924000005664,"McDonnell, Virginia B.","Dixie Cline; | animal doctor.  The complete life story of a girl who fought to make her way in the ""man's world"" of veterinary medicine.",1966,f,mixed,192.14105413856768
uc2.ark:/13960/t9086446n,"Harris, Joel Chandler,","Mingo, and other sketches in black and white",1884,m,,191.71079057878404
mdp.39015082703748,"Ludlow, Jack,",The sword of revenge / | $c: Jack Ludlow.,2008,m,,191.43005911360223
mdp.39015031326153,"Ike, Vincent Chukwuemeka,",Sunset at dawn : | a novel about Biafra / | $c: Chukwuemeka Ike.,1976,m,,191.1982310007149
njp.32101068551587,"Hugo, Victor,",History of a crime,1877,m,high_male,191.16485891202265
inu.30000035042351,"Sanders, Bruce.",They couldn't lose the body.,1966,m,,191.0074887063033
inu.30000110619701,"Gardner, Frank,",Far horizons : | unusual journeys and strange encounters from a travelling life / | $c: Frank Gardner ; with a foreword by Michael Palin.,2009,m,,190.89045704182377
uiuo.ark:/13960/t6pz5gf19,"Blessington, Marguerite,","Strathern, or, Life at home and abroad",1845,f,,190.47392292948896
njp.32101065859017,"Maberly,","Melanthe; or, The days of the Medici",1843,f,mixed,190.3686375736065
mdp.39015030140290,"Booth, Martin.",On the death of Archdeacon Broix.,1971,m,high_male,190.35532994923855
uc2.ark:/13960/t9s17w52c,"Armfield, Anne Constance Smedley.",The flower book;,1910,f,high_male,190.20298712232233
nyp.33433074959812,"De Quincey, Thomas,",Klosterheim,1832,m,high_female,189.8529025884823
mdp.39015053777424,"Brun, Vincenz,","Alcibiades, forsaken by gods and men. | $c: [Translated from the German by Carl Ehrenstein and John Dorman]",1936,u,,189.84671635494308
njp.32101063580300,"Hume, Fergus,",The harlequin opal,1893,m,high_male,189.0625
wu.89059818096,"Belloc, D. (Denis)",Slow death in Paris / | $c: Denis Belloc ; translated by William Rodarmor.,1992,m,,189.03975933002684
uiuo.ark:/13960/t1sf38s5v,"Lewis, Arthur,",The master of Riverswood,1876,f,,189.02975589088427
uiuo.ark:/13960/t8gf19w8f,"Helps, Arthur,",Ivan de Biron;,1874,m,,188.73926412893647
mdp.39015060807727,"Cunliffe, Barry W.",Fishbourne : | a guide to the site / | $c: by Barry Cunliffe ; with the results of recent excavations in the north wing by David J. Rudkin.,1977,m,high_male,188.47408481333815
inu.30000112128651,"Chernaik, Judith.",Leah / | $c: Judith Chernaik.,1987,f,,188.44548095243056
mdp.39015027936700,"Ganzhorn, John W.",I've killed men,1910,m,high_male,187.8712206961737
uc1.32106019568176,"Horne, Anthony",In the shadow of Caesar / | $c: Anthony Horne,2007,m,high_male,187.21188021254883
inu.39000005890012,"Gillham, Charles Edward.","Medicine men of Hooper Bay : | or, The Eskimo's Arabian nights / | $c: by C. E. Gillham. [Illustrations by Chanimun]",1955,m,high_male,186.86676983269584
uiuo.ark:/13960/t2697hj0b,"Fitzgerald, Geraldine Penrose.",The silver whistle;,1890,f,mixed,186.77475759020825
uc2.ark:/13960/t2s46nr4s,"Allen, Grant,",The tents of Shem,1889,m,,186.64954040059405
mdp.39015060674630,"Padura, Leonardo.",Adiós Hemingway / | $c: Leonardo Padura Fuentes ; translated from the Spanish by John King.,2005,m,high_male,186.36643098678144
mdp.39015014862547,"Young, Francis Brett,",The city of gold.,1950,m,,186.2320732149188
mdp.39015025027882,,"Flamenca, | $c: translated from the thirteenth-century Provençal of Bernardet the troubadour, by H. F. M. Prescott ...",1930,u,high_male,185.97194388777555
wu.89099400848,"Klimov, Grigoriĭ Petrovich.","The terror machine; | the inside story of the Soviet administration in Germany, | $c: by Gregory Klimov.  Translated from the German by H. C. Stevens.  Introduced by Edward Crankshaw and Ernst Reuter.",1953,u,,185.78071357177004
mdp.39015018623226,"MacLaverty, Bernard.",Cal / | $c: Bernard MacLaverty.,1983,m,high_female,185.71232855859836
inu.30000110565540,"Bowen, Jim W.",Just another mzungu passing through / | $c: Jim Bowen.,2008,m,mixed,185.2676154614246
mdp.39015057277033,"Gye, Caroline.",The Cockney and the crocodile.,1962,f,mixed,185.10608002278232
uc1.$b184029,"Collins, Douglas.",A tear for Somalia / | $c: Douglas Collins ; illustrated by Bruno di Sopra.,1960,m,high_male,185.0231001894548
uc1.32106012732951,"Sherrin, Ned",Scratch an actor / | $c: Ned Sherrin,1996,m,mixed,184.9176105949556
njp.32101065859587,"Maberly,","Melanthe; or, The days of the Medici",1843,f,mixed,184.8069253963622
mdp.39015048481249,"Scheuzger, Otto.",The new trail; | among the tribes in North Thailand. | $c: Translated from the German by Joyce Baldwin.,1963,m,high_male,184.4504767870815
mdp.39015060668970,"Ihimaera, Witi,",Band of angels / | $c: Witi Ihimaera.,2005,u,,184.37884122585885
uc1.32106005199515,"Niven, David,","Go slowly, come back quickly / | $c: by David Niven.",1981,m,,184.2430733529689
njp.32101066458967,"Gibbon, Charles,",By mead and stream,1884,m,mixed,183.92621152876745
uc2.ark:/13960/t3rv0kp5g,"Tearle, Christian",The pilgrim from Chicago,1913,m,high_male,183.80265697740435
mdp.39015063975380,"Yonge, Charlotte M.",Beechcroft at Rockstone,1888,f,high_female,183.69722210536648
mdp.39015061175090,"Clarke, George Elliott.",George & Rue / | $c: George Elliott Clarke.,2005,m,high_male,182.62772620934268
mdp.39015051352014,"Tennant, Kylie,",Speak you so gently.,1959,f,,182.35480130705173
mdp.39015027609901,"Ashton-Wolfe, Harry,",The invisible web; | strange tales of the French sûreté.,1929,m,high_male,181.6745655608215
uiuo.ark:/13960/t7gq7f118,"Linton, E. Lynn",Sowing the wind,1867,f,,181.4459849260259
mdp.39015063536810,"Browne, Thos. Alex.",A modern buccaneer,1894,m,high_male,181.32830668046265
uc1.$b243684,"Millin, Sarah Gertrude Liebson,","Two bucks without hair, | and other stories.",1957,f,high_female,181.24443725220488
umn.31951d00413670x,,Catalogue of the Batrachia Salientia s. Ecaudata in the collection of the British Museum.,1966,u,high_male,181.1511121302454
mdp.39015032577176,"Stangerup, Henrik.",Brother Jacob : | a novel / | $c: by Henrik Stangerup ; translated from the Danish by Anne Born.,1993,u,high_male,180.94242972552823
njp.32101065836619,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,180.857200767084
nyp.33433081712709,"Hubbard, Mina.",A woman's way through unknown Labrador;,1908,f,high_male,180.79878441668345
wu.89087922050,"Barsley, Michael.",Alice in wunderground and other blits and pieces / | $c: by Michael Barsley ; illustrated by the author.,1940,m,high_female,180.70112034694617
mdp.39015018601677,"St Aubin de Terán, Lisa,",The high place / | $c: Lisa St Aubin de Terán.,1985,f,,180.55973517905505
mdp.39015080879938,"Stock, Jon.",Dead spy running / | $c: Jon Stock.,2009,m,,180.4546292433518
wu.89002447233,"Bennett, Arnold,",The card,1912,m,,180.31622958763933
mdp.39015009345805,"Heliodorus,",An Ethiopian history,1895,m,high_female,180.20515663986689
uc2.ark:/13960/t5fb4zq7j,"Brockway, Archibald Birt.",The Locust and the Ladybird,1911,m,mixed,179.98317914213624
uc2.ark:/13960/t6n014n6s,"Allen, Grant,",The tents of Shem,1889,m,,179.9640071985603
mdp.39015063551504,"Crockett, S. R.",The red axe,1898,m,high_female,179.88751337771066
mdp.39015065769344,"Surr, T. S.",Splendid misery,1801,m,mixed,179.69242258056988
hvd.hwadvd,"Scott, Walter,",The Waverley novels,1829,m,,179.45421760549408
njp.32101066714195,"Boldrewood, Rolf,",Nevermore,1892,m,,178.75642405898964
mdp.39015066896880,"Tennant, Emma.",The French dancer's bastard / | $c: Emma Tennant.,2006,f,high_female,178.57605010481643
uc1.$b517454,"Gijsen, Marnix,","The book of Joachim of Babylon | $c: [by] Marinx Gijsen [pseud.] containing the true story of his life and that of his famous helpmate Susanna, recently discovered in the course of the exploration at Nat-Tah-Nam and now for the first time meticulously translated and made public by a lover of antiquity.  [Translated from the Dutch by Fernand G. Renier and Anne Cliff]",1951,u,high_female,178.5665972241011
mdp.39015059447808,"Frey, Albert R.",Sobriquets and nicknames,1895,m,high_male,178.54347291283054
mdp.39015014117660,"Porter, Anna Maria,",The recluse of Norway,1814,f,,178.34697829262495
mdp.39015013157121,"Dressler, Friedrich August.",Moltke in his home,1907,m,high_male,178.14411060888062
uiuo.ark:/13960/t3611ns49,"Schlötel, A. E.",Who is Vera?,1888,f,mixed,178.06267806267803
uc2.ark:/13960/t74t6jf5c,"Murray, John Wilson,",Memoirs of a great detective,1904,m,high_male,178.04446193192996
uc1.b3864920,"El Treece, Henry,",Electra.,1963,m,,177.54949984939998
uiuo.ark:/13960/t8hd85f8k,"Coxe, Frances Clare Adeline.","The Camisard, or, The Protestants of Languedoc",1825,f,high_male,177.48606064665202
inu.39000000965470,"Sharp, Colin Ainsworth.",Border line / | $c: Colin Ainsworth Sharp.,1984,m,,177.41564543154718
hvd.hnncan,"Gore,",The Tuileries,1831,f,,177.00681476236835
uc1.$b115404,"Stern, G. B. (Gladys Bronwyn),",Credit title / | $c: G.B. Stern ; Illustrated by Kiddell-Monroe.,1961,f,mixed,176.97782129005537
uiuo.ark:/13960/t1fj34533,"Trollope, Thomas Adolphus,","Beppo, the conscript",1865,m,high_female,176.9617873140519
uc1.b3326174,"Godwin, Henry,","Stonehenge, or, The Romans in Britain",1842,m,,176.85818477767518
uc1.b4097246,"Rive, Richard,","Emergency, | a novel.",1964,m,,176.78255745433117
mdp.39015045625079,"Blashford-Snell, John.",Mammoth hunt : | in search of the giant elephants of Nepal / | $c: John Blashford-Snell and Rula Lenska.,1997,m,,176.76485983233076
wu.89095837944,"McMillan, Richard.","Miracle before Berlin, | $c: by Richard McMillan.",1946,m,high_male,176.73650274874112
inu.30000000222921,,A Visual history of costume.,1983,u,high_male,176.65199556872966
uiuo.ark:/13960/t79s24d7m,"Farjeon, B. L.",In a silver sea,1886,m,,176.35270541082164
wu.89092582881,"Bibesco, Marthe,",Prince imperial / | $c: Princess Marthe Bibesco ; translated by Roland Grant.,1949,u,,176.16738076078207
uc1.32106018792025,Pepetela,"Jaime Bunda, secret agent : | story of various mysteries / | $c: Pepetela ; translated from Portuguese by Richard Bartlett",2006,u,high_male,176.01111967245308
mdp.39015062609188,"Rushdie, Salman.",Shalimar the clown : | a novel / | $c: Salman Rushdie.,2005,m,,175.96658279474406
uc1.b3339468,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,175.90149516270893
uc1.b3125474,"Plivier, Theodor,",Stalingrad; | the death of an army. | $c: Tr. from the German by H. Langmead Robinson.,1948,m,high_male,175.59908730534264
uc1.b4594152,"Deloney, Thomas,",The history of John Winchcomb,1859,m,high_male,175.52724661578148
mdp.39015020731942,"Eiselin, Max.",The ascent of Dhaulagiri / | $c: by Max Eiselin ; translated from the German by E. Joel Bowman.,1961,m,high_male,175.33606078316777
nyp.33433075769699,"Porter, Jane,","Duke Christian of Luneburg, or, Tradition from the Hartz",1824,f,mixed,175.33202639644367
mdp.39015016975818,"Endō, Shūsaku,",Foreign studies / | $c: Shusaku Endo ; translated from the Japanese by Mark Williams.,1989,m,high_male,175.18360589463956
uc2.ark:/13960/t4th8dq0x,"Childe, Wilfred Rowland,",Dream English,1917,m,high_female,175.18109937976425
uiuo.ark:/13960/t10p1mg3h,,The Gables,1857,u,mixed,174.5728002148588
uc2.ark:/13960/t1zc7v607,"Becke, Louis,",By reef & palm,1894,m,mixed,174.5122606049758
umn.31951002082062h,"Frankland, Edward Percy,",The bear of Britain.,1940,m,high_male,174.34797014784075
