htid,author,title,year,authgender,female_category,gb_greater_london_intensity
uc2.ark:/13960/t9w08z21b,"Lynn, Ruth Nadelman,",City sparrows and who fed them,1873,f,high_female,16.43655489809336
njp.32101066122258,"Birmingham, George A.,",Benedict Kavanagh,1907,m,,16.432424072534655
nyp.33433082345095,"Kuppord, Skelton,",The uncharted island,1899,m,high_male,16.42787575832248
uiuo.ark:/13960/t5m90w22g,"Spender, John Kent",A strange temptation,1893,f,high_female,16.424599357094255
mdp.39015063558343,"Oliphant,",Memoirs and resolutions of Adam Graeme of Mossgray,1852,f,high_female,16.407489107250285
mdp.39015052393512,"Hevesi, Tilla.",A scent of mimosa : | a fictional story of real life / | $c: Tilla Hevesi.,1997,u,high_female,16.40345201534634
njp.32101068167616,"Forrester, Alfred Henry,",A bundle of crowquills,1854,m,,16.40112464854733
njp.32101066458371,"Coulson, Elizabeth Kerr.",Dante & Beatrice from 1282 to 1290,1876,f,mixed,16.3958861231182
njp.32101065845842,"Munro, Neil,",The daft days.,1923,m,,16.38508593067288
mdp.39015006575990,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,mixed,16.37924983035777
uiuo.ark:/13960/t6nz8pg31,Author of Cynthia.,Lemuel,1883,u,mixed,16.377333770062233
uiuo.ark:/13960/t5p84n50r,"Dixie, Florence,",Redeemed in blood,1889,f,,16.37643976199574
mdp.39015059405467,"Phillpotts, Eden,","Peacock house and other mysteries, | $c: by Eden Phillpotts.",1926,m,,16.374164545468076
mdp.39015024233630,"Egerton, George,",Fantasias,1898,m,mixed,16.373043421311152
mdp.39015034512577,"Lagesse, Marcelle.",Isabelle / | $c: Marcelle Lagesse ; translated by James Kirkup with a preface by Anthony Blond.,1995,f,,16.361256544502616
nyp.33433074870555,"Hockley, W. B.",The widow of Calcutta;,1841,f,,16.35930993456276
mdp.39015005677128,"Boyle, Patrick,",Like any other man.,1966,m,,16.35911529904463
nyp.33433082290853,"Young, Charles.",The last of the Vikings,1895,m,high_male,16.358962374386536
mdp.39015061210343,"Tucker, Eva.",Berlin mosaic : | a family chronicle / | $c: by Eva Tucker.,2005,f,,16.358580075249467
uc2.ark:/13960/t1fj2g53v,"Carey, Rosa Nouchette,",Robert Ord's atonement;,1892,f,high_female,16.35376463661935
inu.30000094851403,"Pugh, Jane.",Welsh ghostly encounters / | $c: Jane Pugh.,1990,f,,16.353564054866208
uc1.b3578372,"Eiloart,",Out of her sphere,1872,f,high_female,16.34681400595024
njp.32101068176260,"Cartwright, Robert,",Ambrose the sculptor,1854,f,,16.346668251798132
uiuo.ark:/13960/t2j68333f,"Smart, Hawley,",Tie and trick,1885,m,high_male,16.345544817440697
mdp.39015031234167,"Hocking, Mary.",Family circle.,1972,f,,16.341512469831056
uiuo.ark:/13960/t0ms4cv12,"Trollope, Frances Milton,",Young love;,1844,f,high_female,16.338898461172835
uiuo.ark:/13960/t1ng58v44,"Smart, Hawley,",Beatrice and Benedick,1891,m,mixed,16.338868124910647
mdp.39015074247936,"King, Danny,",School for scumbags / | $c: Danny King.,2007,m,high_male,16.334060359157164
mdp.39015000514953,"Sartre, Jean-Paul,","The diary of Antoine Roquentin, | $c: translated from the French ""La Nausée,"" by Lloyd Alexander.",1949,u,high_male,16.3311522172261
nyp.33433074931365,"Goff, Elijer.",Elijer Goff's complete works,1889,u,high_male,16.32864111687905
nyp.33433074946900,"Coates, E.",While they are with us,1879,f,high_female,16.3265306122449
mdp.39015061185719,"Govier, Katherine,",Three views of crystal water / | $c: Katherine Govier.,2005,f,mixed,16.325740856073477
mdp.39015011821892,"Sillitoe, Alan.",The ragman's daughter.,1963,m,mixed,16.3112785076663
nyp.33433075744494,"Scott, Walter,","Woodstock ; or, The cavalier",1826,m,,16.301468490619865
uiuo.ark:/13960/t2p56366c,"McDonnel, Emily Fanny Dorothy Osborn,",Peccavi,1888,f,high_female,16.297262059973924
uc1.b3327483,"Walshe, Elizabeth H.",Cedar Creek,1863,f,,16.291804317328143
mdp.39015056946851,"Rhodes, Dan,",Timoleon Vieta come home : | a sentimental journey / | $c: Dan Rhodes.,2003,m,high_male,16.288767266093302
mdp.39015061750868,"Winterson, Jeanette,",Lighthousekeeping / | $c: Jeanette Winterson.,2004,f,,16.285887115536738
uc1.b4593641,"Calabrella, E. C. de",Evenings at Haddon Hall,1846,f,mixed,16.285662585198143
inu.30000107497921,"Sampson, Kevin.",Stars are stars / | $c: Kevin Sampson.,2006,m,,16.28432430231848
nyp.33433074954961,"Cullen, Margaret.",Home,1802,f,high_female,16.279280094058063
uc1.b3327591,"Porter, Anna Maria,",Honor O'Hara,1826,f,,16.274004156130292
mdp.39015000354582,"Sparrow, Gerald,",The golden orchid.,1963,m,high_female,16.269301307460214
uiuo.ark:/13960/t7tm7h66t,"Carrington, Edmund Frederick John.",Confessions of an old maid,1828,m,high_female,16.268098259313483
mdp.39015002384900,"Lewis, Norman.",Flight from a dark equator.,1972,m,high_male,16.267568974492452
mdp.39015066076103,"Lawrence, D. H. (David Herbert),","The rainbow, | $c: with an introd. by Richard Aldington.",1950,m,high_female,16.26677511183408
inu.30000027256373,"Anthony, Evelyn.","The Evelyn Anthony omnibus : | The Poellenberg inheritance, The occupying power, The grave of truth.",1991,f,mixed,16.26550028242823
inu.30000011919895,"Haining, Peter.","Great British tales of terror: Gothic stories of horror and romance, 1765-1840; | $c: edited by Peter Haining.",1973,m,,16.26380775300111
mdp.39015014135654,"Morgan, Charles,",A breeze of morning.,1951,m,mixed,16.258840744654908
mdp.39015013961159,"Waugh, Evelyn,",Love among the ruins : | a romance of the near future.,1953,m,mixed,16.25487646293888
mdp.39015034890296,,The hurt world : | short stories of the troubles / | $c: edited by Michael Parker,1995,u,mixed,16.25475636336769
nyp.33433074870183,"Hood, Thomas,",Tylney Hall,1834,m,,16.254636265571204
mdp.39015019993818,"Bourget, Paul,",A cruel enigma,1887,m,mixed,16.251941204088265
njp.32101066714195,"Boldrewood, Rolf,",Nevermore,1892,m,,16.250584005362693
uc1.32106012408750,,The hurt world : | short stories of the troubles / | $c: edited by Michael Parker,1995,u,mixed,16.246113855719738
mdp.39015058850085,"Perriam, Wendy,",Virgin in the gym and other stories / | $c: Wendy Perriam.,2004,f,high_female,16.244666334553486
njp.32101068170883,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,16.2421557770395
mdp.39015048899127,"Spring, Howard,",Hard facts.,1944,m,mixed,16.234142721306153
uiuo.ark:/13960/t2f76tb8b,"Neil, Ross,",Carleton Grange,1866,f,,16.230523371953655
njp.32101068174711,"Jameson, Margaret.",Training,1887,f,high_female,16.228277774021233
uc2.ark:/13960/t8ff3nw7j,Taffrail.,"Pincher Martin, O.D",1916,u,high_male,16.226779830818185
uc1.32106013744492,"Jordan, Neil,",Collected fiction / | $c: Neil Jordan,1997,m,,16.225265688725653
uiuo.ark:/13960/t4xh05574,"Acton, Eugenia de,",The microcosm,1801,f,,16.215339711366955
uc1.$b244108,"Mottram, R. H. (Ralph Hale),","Ten years ago : | Armistice & other memories : | $c: forming a pendant to ""The Spanish farm trilogy"" / by R.H. Mottram ; with a foreword by W.E. Bates.",1928,m,high_male,16.212335271093405
mdp.39015000613615,"Middleton, Stanley,",Blind understanding / | $c: Stanley Middleton.,1982,m,,16.21175499616813
uiuo.ark:/13960/t70v94b8r,"Sturgis, Julian,",Dick's wandering,1882,m,mixed,16.210833468423612
uiuo.ark:/13960/t7zk6026b,"Sewell, Elizabeth Missing,",Margaret Percival,1847,f,high_female,16.207552719567317
nyp.33433074877980,"Lefroy, Ella Napier.",The man's cause,1899,f,high_female,16.207236531111143
uiuo.ark:/13960/t1tf0f91w,"Sheppard, Elizabeth Sara,","Counterparts, or, The cross of love",1854,f,,16.20643395427985
njp.32101068142155,"Linton, E. Lynn","Paston Carew, millionaire and miser;",1886,f,,16.205616866806032
uc1.b3325475,"Lytton, Rosina Bulwer Lytton,",Memoirs of a Muscovite,1844,f,mixed,16.20395376471859
njp.32101066455500,"Bowdler, H. M.","Pen Tamar, or, The history of an old maid",1830,u,,16.202203499675957
uc1.32106015901462,"Carey, Edward,",Alva & Irva / | $c: Edward Carey,2003,m,mixed,16.1981658692185
uiuo.ark:/13960/t9q247n69,"Croker, B. M.",Mr. Jervis,1894,f,,16.181229773462782
uiuo.ark:/13960/t20c5hk2t,"Muir, Alan,",Golden girls,1883,m,mixed,16.167168522522886
uiuo.ark:/13960/t3dz0v47h,"Phillpotts, Eden,",Some every-day folks,1894,m,,16.166841807452915
uiuo.ark:/13960/t43r1gx91,"Savage, M. W.",My uncle the curate,1849,m,mixed,16.16662400474221
mdp.39015051321167,"Bainbridge, Beryl,",A weekend with Claude / | $c: Beryl Bainbridge.,1981,f,high_female,16.16582544500925
nyp.33433074878178,"Leighton, Robert,",Olaf the Glorious;,1894,m,high_male,16.1644348403124
mdp.39015029507251,"Ginzburg, Natalia.",Dear Michael : | a novel / | $c: Natalia Ginzburg ; translated by Sheila Cudahy.,1975,f,,16.159004605316312
dul1.ark:/13960/t2697ts06,"Scrymsour, Ella M.,",The perfect world;,1922,f,high_male,16.156462585034014
uiuo.ark:/13960/t1vd7d824,"Oliphant,",Carità,1877,f,,16.155326117287668
uc1.$b52455,"Meik, Vivian.","The people of the leaves, | $c: by Vivian Meik.",1931,f,high_male,16.153457849570923
uiuo.ark:/13960/t6n01ht2n,"Gissing, Algernon,",Between two opinions,1893,m,,16.152852132176484
inu.30000002177503,"Roberts, Morley,",The adventures of a ship's doctor,1897,m,high_male,16.149291225551767
uiuo.ark:/13960/t9t15c593,"Dering, Edward Heneage,","Sherborne, or, The house at the four ways",1875,m,mixed,16.14766417827021
nyp.33433075826275,"Girardin, Emile de,",Stories of an old maid,1856,f,,16.14569878584345
nyp.33433067294771,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,,16.14536701354743
uc1.b3473131,"Selvon, Samuel.",Turn again tiger / | $c: Samuel Selvon ; introd. and study questions by Sandra Pouchet Paquet.,1979,m,high_male,16.14465611882467
uiuo.ark:/13960/t4vh6632w,,"Substance and shadow; or, The fisherman's daughters of brighten",1812,u,high_female,16.14186392408712
mdp.39015003337345,"Townsend, Peter,",The girl in the white ship : | a story of the Vietnamese boat people / | $c: Peter Townsend.,1981,m,high_male,16.14126838086937
mdp.39015006945011,"Martineau, Harriet,",Illustrations of political economy,1832,f,,16.140892053300814
njp.32101066454925,"Blenkinsop, Adam.","Paddiana, or, Scraps and sketches of Irish life, present and past",1847,m,,16.14053021641761
mdp.39015059415623,"James, G. P. R.",Heidelberg,1846,m,mixed,16.13922773795274
uiuo.ark:/13960/t8w95vn3c,"Ainsworth, William Harrison,",The leaguer of Lathom,1876,m,,16.132005899705014
mdp.39015050923872,"Thomas, Gwyn,",Sorrow for thy sons / | $c: by Gwyn Thomas.,1986,m,high_male,16.124595699475478
mdp.39015065785647,"Howison, John.",Tales of the colonies,1830,m,,16.123614376889485
uiuo.ark:/13960/t2k64rc26,Blue Tunic,From the peasantry to the peerage,1860,u,,16.12188142356213
nyp.33433074964317,"Norris, W. E.",Thirlby hall,1883,f,,16.11170784103115
njp.32101066164839,"Blackwood, Algernon,",Karma,1918,m,mixed,16.108247422680414
uc1.$b556497,"Hall, James Norman,",On the stream of travel / | $c: by James Norman Hall.,1929,m,high_male,16.107249501294774
uiuo.ark:/13960/t39z9hj0v,"Drury, Anna H.",Deep waters,1863,f,high_female,16.106950148989288
uc1.32106007856906,"James, Siân.",Dragons & roses / | $c: Siân James.,1983,u,mixed,16.1052207757348
njp.32101066458959,"Gibbon, Charles,",By mead and stream,1884,m,mixed,16.10507667805952
uiuo.ark:/13960/t9n30c233,"Carter, Mary Elizabeth.",Juliet,1883,m,high_female,16.099026903262736
mdp.39015025194179,"Ellis, Alice Thomas.",Pillars of gold / | $c: Alice Thomas Ellis.,1992,f,high_female,16.096932802622337
hvd.hn2ghz,"Mackenzie, William,",The rector and his pupils,1810,m,high_male,16.09683858090271
uc2.ark:/13960/t1kh0kp10,"Oliphant,",A country gentleman and his family,1886,f,,16.09340024286404
mdp.39015003699488,"Gascoigne, Bamber.",Murgatreud's empire.,1972,u,high_male,16.09039224800658
uiuo.ark:/13960/t6f19ht82,"Murray, David Christie,",Joseph's coat,1881,m,,16.08932794877158
uiuo.ark:/13960/t4sj1rk33,"Chamier, Frederick,",The spitfire,1840,m,mixed,16.08845726320716
uc2.ark:/13960/t0tq5t27k,"Hubback,",The old vicarage,1856,f,high_female,16.083893588960017
uiuo.ark:/13960/t55d9g27b,"Stretton, Hesba,",Paul's courtship,1867,m,,16.080904818911144
inu.30000055969665,,The Penguin book of Latin American short stories / | $c: edited by Thomas Colchie.,1993,u,,16.07813975922986
mdp.39015003699215,"Garnett, David,",Ulterior motives.,1966,m,,16.07148596959275
uc2.ark:/13960/t0cv4hm2k,"Casserly, Gordon.",The jungle girl,1921,m,mixed,16.07108009137557
uc1.$b244984,"Stirling, Monica,",Adventurers please abstain; | short stories.,1952,f,,16.070157717119308
nyp.33433075727390,"Fitzgerald, Percy Hetherington,",Never forgotten,1865,m,mixed,16.069850282561536
uc2.ark:/13960/t9g44mk8f,"Ouida,",Held in bondage,1863,f,mixed,16.066440912573846
uc1.$b742633,"Tilsley, W. V.",Other ranks / | $c: W. V. Tilsley ; with an introduction by Edmund Blunden.,1931,u,high_male,16.056518946692357
uc1.$b103166,"Mitchison, Naomi,","When we became men, | $c: by Naomi Mitchison.",1965,f,high_male,16.05572571880249
uc1.$b396601,"Mavor, Elizabeth,",A green equinox.,1973,f,high_female,16.049818637049402
uc2.ark:/13960/t3st7kj3b,"Ingelow, Jean,",Fated to be free,1875,f,,16.048273205803056
mdp.39015022014867,"Head, Bessie,",Tales of tenderness and power / | $c: Bessie Head.,1990,f,mixed,16.047071409467772
uc1.$b87094,"Chapman, Hester W.,","Eugénie, | an historical romance.",1961,f,,16.04121649037055
uc1.b4097211,"Chitty, Thomas Willes, Sir, bart.,","Games of chance; | the interviewer, the investigator, | $c: [by] Thomas Hinde.",1965,m,,16.041065126724416
nyp.33433075765945,"Peacock, Thomas Love,","Maid Marian, and Crotchet castle",1856,m,,16.033555023954133
mdp.39015003677179,"Forster, Margaret,",The seduction of Mrs. Pendlebury.,1974,f,high_female,16.02967780347615
nyp.33433074864624,"Glyn, Elinor,",The contrast,1913,f,high_female,16.02820964898221
inu.32000009144025,"Hughes, Richard Arthur Warren,",The fox in the attic / | $c: Richard Hughes.,1961,m,mixed,16.027924205727313
uiuo.ark:/13960/t0vq3b84k,"Greville, Violet,",Creatures of clay,1885,f,high_female,16.024707184895988
uiuo.ark:/13960/t08w4377h,"James, G. P. R.",The fate,1851,m,mixed,16.023586719651327
uc2.ark:/13960/t9j38pr1x,"Murray, Hilda Louisa Janey Woulf Murray, Baroness.",Echoes of sport,1910,f,,16.023586719651327
uiuo.ark:/13960/t03x8j28f,"Boyle, Frederick,",The golden prime,1882,m,mixed,16.019864632143857
uiuo.ark:/13960/t7qn6pv8d,"Oliphant,",The house on the moor,1861,f,mixed,16.016400794413478
uc2.ark:/13960/t1hh6j85s,"Normanby, Constantine Henry Phipps,",The contrast,1832,m,,16.009148084619785
uiuo.ark:/13960/t07w6z61z,"Norris, W. E.",Matrimony,1881,f,high_female,16.002363425982914
uiuo.ark:/13960/t8w95tm1j,"Tayleure, Floyd.",Professions,1852,m,high_female,16.00128010240819
uc2.ark:/13960/t9z032670,"Bartimeus,",Naval occasions and some traits of the sailor-man,1915,u,high_male,15.998603758217463
uc2.ark:/13960/t8rb7267t,"Oliphant,",Neighbours on the green,1889,f,high_female,15.995114219656545
mdp.39015060799403,,"The Queen's awards, 1946 : | the winners of the first annual detective short-story contest sponsored by Ellery Queen's Mystery Magazine / | $c: edited by Ellery Queen.",1948,u,,15.989293095586364
uc2.ark:/13960/t5m90407w,"Travers, John,",Sahib-log,1910,m,mixed,15.98925522049183
uc2.ark:/13960/t4qj78t14,"Thayer, John Adams,",Getting on;,1911,m,high_male,15.987575369998172
mdp.39015026940091,"Unsworth, Barry,",Sacred hunger / | $c: Barry Unsworth.,1992,m,high_male,15.982991123864464
uc1.b4109143,"Dacre, Charlotte,","Zofloya; or, The moor, | $c: by Charlotte Dacre (better known as Rosa Matilda) with an introduction by the Rev. Montague Summers.",1928,f,high_female,15.98124866822928
mdp.39015056837084,"Bryant-Jefferies, Richard.",Time limited therapy in primary care : | a person-centred dialogue / | $c: Richard Bryant-Jefferies ; [forewords by Graham Curtis Jenkins and Jerold D. Bozarth].,2003,m,high_female,15.98045818256532
njp.32101068971306,"Kennedy, Grace,",Philip Colville,1825,f,,15.977921417677392
inu.30000068226715,"Stead, C. K. (Christian Karlson),",Talking about O'Dwyer / | $c: C.K. Stead.,1999,m,,15.973930545349988
mdp.39015002762105,"Mais, Roger.",The hills were joyful together / | $c: Roger Mais ; introduction by Daphne Morris.,1981,m,high_male,15.969338869370809
uiuo.ark:/13960/t6640711h,,The actress of the present day,1817,u,high_female,15.963178268793316
uc2.ark:/13960/t7xk89r6g,"Festing, Gabrielle.",From the land of princes,1904,f,high_male,15.957689326585507
njp.32101063579898,"Alexander, L. C.",The book of ballynoggin,1902,u,high_male,15.954651250093852
mdp.39015058132781,"Shakespeare, Nicholas,",Snowleg / | $c: Nicholas Shakespeare.,2004,m,,15.954264441933123
uc1.$b164281,"Feuchtwanger, Lion,","Odysseus and the swine, | and other stories.",1949,m,,15.951931513040703
uc1.b3325463,"Lytton, Edward Bulwer Lytton,",The Parisians,1873,m,mixed,15.946420028703557
iau.31858013754290,"Lubbock, Percy,",Earlham.,1963,m,high_female,15.944073097442818
uiuo.ark:/13960/t7wm1w549,"Pickering, Percival,",A life awry,1893,f,high_female,15.935831717617065
uc1.$b435114,"Vinogradov, Anatoliĭ,","The condemnation of Paganini,",1946,u,,15.934223525287612
mdp.39015043786915,"Darling, Julia,",Crocodile soup / | $c: Julia Darling.,1998,f,,15.9323487958821
mdp.39015050488132,"Welsh, Irvine.",Glue / | $c: Irvine Welsh.,2001,m,mixed,15.931657495198976
uiuo.ark:/13960/t23b6dc59,"Drewry, Edith Stewart.",On dangerous ground,1883,f,,15.927189988623434
mdp.39015008956636,"Bowes, Barry.",Between the stacks / | $c: Barry Bowes.,1979,m,,15.921454159479898
uc2.ark:/13960/t6f18tz48,"Cresswell, Philip.",A loss gained,1862,m,,15.916597031554652
mdp.39015043200776,"Irvine, Lucy,",Faraway / | $c: Lucy Irvine.,2000,f,mixed,15.91545709192768
uiuo.ark:/13960/t4zg7bd7z,"De Merle, William Henry,",Glenlonely,1837,m,,15.91504260890953
uc2.ark:/13960/t1pg1k841,"Oliphant,",Harry Muir,1853,f,,15.913747488611724
uiuo.ark:/13960/t74t78d6g,"Walford, Lucy Bethia,",The baby's grandmother,1884,f,mixed,15.91061768553548
mdp.39015015490280,"Comfort, Alex,",The philosophers / | $c: Alex Comfort.,1989,m,mixed,15.90882795325697
uiuo.ark:/13960/t4zg77s84,"Reynolds, Baillie,",The Ides of March,1892,f,,15.896987520864794
uc1.$b120273,"Ballantyne, David,","And the glory, | $c: by David Ballantyne.",1963,m,,15.896285567938955
uc2.ark:/13960/t45q4tq9w,"Ransome, Arthur,",The soldier and death,1920,m,high_male,15.895724050230488
mdp.39015038538826,"Hope, Christopher.",Darkest England / | $c: Christopher Hope.,1996,m,mixed,15.892566252135564
uc1.32106018072196,"Lloyd, Josie",We are family / | $c: Josie Lloyd & Emlyn Rees,2004,f,,15.89198161238868
dul1.ark:/13960/t4pk1061h,,The three chances,1858,u,,15.881742104941663
mdp.39015073486618,"Henty, G. A.",The dash for Khartoum,1892,m,high_male,15.881028410025468
njp.32101075727980,,"Early English poetry, ballads and popular literature of the middle ages",1840,u,high_male,15.88091431717362
uiuo.ark:/13960/t02z1vj99,"Savage, M. W.",My uncle the curate,1849,m,mixed,15.88083024980546
uiuo.ark:/13960/t9m334q7g,"Corkran, John Frazer,","East and West, or, Once upon a time",1861,m,,15.878056525881233
mdp.39015010826231,"Kavan, Anna,",My soul in China : | a novella and stories / | $c: Anna Kavan [i.e. H. W. Edmonds] ; edited and with an introduction by Rhys Davies.,1975,f,high_male,15.876543993903407
nyp.33433075909915,"Borrow, George Henry,",Wild Wales,1862,m,high_male,15.867079210726146
mdp.39015070528404,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,,15.866683591129163
mdp.39015028872946,"Rose, Dilys,",Red tides / | $c: Dilys Rose.,1993,u,,15.86322375958403
coo.31924013236355,"Waugh, Alec,","The loom of youth, | $c: by Alec Waugh; with a preface by Thomas Seccombe.",1929,m,high_male,15.863063988578594
uiuo.ark:/13960/t3qv44b0d,"Mallock, W. H.",A romance of the nineteenth century,1881,m,mixed,15.855957435563152
uiuo.ark:/13960/t23b6pc82,"Sheppard, Elizabeth Sara,",Rumour,1858,f,high_female,15.85183815273246
njp.32101068175049,"Tindal, Henrietta Euphemia,",The heirs of Blackridge Manor,1856,f,mixed,15.849430411094602
mdp.39015005915288,"Akare, Thomas,",The slums / | $c: Thomas Akare.,1981,m,,15.848440147756229
mdp.39015059415680,"James, G. P. R.",The convict;,1847,m,,15.846744374405748
mdp.39015060383638,"Atkinson, Kate.",Case histories / | $c: Kate Atkinson.,2004,f,high_female,15.844688693563722
uc2.ark:/13960/t05x27j4d,"Watson, Henry Breneton Marriott,",The heart of Miranda,1898,m,,15.841241953369144
uiuo.ark:/13960/t3hx1vq2p,"Marshall, W.,",Strange Chapman,1882,u,mixed,15.836908635434362
inu.30000110591652,"Ashley, Trisha.",A winter's tale / | $c: Trisha Ashley.,2008,f,mixed,15.829046299960426
mdp.49015002277755,"Sheppard-Jones, Elisabeth.",Stories of Wales / | $c: told for children by Elisabeth Sheppard-Jones ; with illustrations by Paul Hogarth.,1976,f,,15.8280719649672
mdp.39015016424528,"Hickling, R. H.",Festival of hungry ghosts.,1957,u,mixed,15.817910870234856
nyp.33433006720860,"Le Blond, Elizabeth Alice Frances Hawkins-Whitshed.",The story of an Alpine winter,1907,f,,15.814527224708618
uc2.ark:/13960/t6vx0864f,"Glossop, Bertram Robert Mitford.",Sporting trips of a subaltern,1906,m,high_male,15.814368072228532
mdp.39015013119188,,"No man's land : | an anthology of modern Danish women's literature / | $c: editor, Annegret Heitmann.",1987,u,high_female,15.811943287830074
uiuo.ark:/13960/t9x06bv3q,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,15.811214103602982
wu.89005036330,"Gould, Nathaniel,",The dapple grey,1908,m,,15.809235228245834
mdp.39015018903545,"Rose, Dilys,",Our lady of the Pickpockets / | $c: Dilys Rose.,1989,u,high_female,15.807777426493836
inu.30000113547149,"Blandy, Mary.",Razor edge: | the story of a youth club.,1967,f,mixed,15.80720078792816
mdp.39015030760410,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,15.805855461530978
uc1.$b721006,"Pryce-Jones, Alan,",People in the south | $c: [by] Alan Pryce-Jones.,1932,m,high_female,15.804702506868969
uc1.b3326030,"Sinclair, Francis.",Under western skies: life pictures from memory,1911,m,high_male,15.802781289506951
umn.31951002049311b,"Scott-Moncrieff, George,",Death's bright shadow.,1948,m,high_male,15.802614805996566
uc2.ark:/13960/t9g44mc4t,"Graham, Stephen,",The quest of the face,1918,m,high_female,15.790554090543036
njp.32101065836601,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,15.788642703015627
mdp.39015033449722,"Saint-Phalle, Thérèse de,",Le Tournesol; | $c: translated by Gilles Cremonesi.,1972,u,high_female,15.78407386946571
mdp.39015008984356,"Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik,","The history of Hayy ibn Yaqzan / | $c: by Abu Bakr ibn Tufail ; translated from the Arabic by Simon Ockley ; revised, with an introduction by A.S. Fulton.",1929,u,high_male,15.780693448757834
inu.30000035034689,"Marcus, David.",Modern Irish stories.,1972,m,high_female,15.777555035824331
uiuo.ark:/13960/t20c5m662,"Trollope, Frances Eleanor,",Among aliens,1890,f,,15.777136675081138
uc2.ark:/13960/t1wd3rv0q,"Robertson, Andrew.",The kidnapped squatter and other australian tales,1891,m,high_male,15.767218519314842
bc.ark:/13960/t5k93pm4z,"Nankivell, Joice M.",Ireland in travail,1922,u,high_female,15.766298410982351
mdp.39015065767934,"Eliot, George,",The works of George Eliot,1878,f,,15.76292559899117
uc2.ark:/13960/t8rb6z708,"Caffyn, Kathleen Mannington Hunt.","""Whoso breaketh an hedge,""",1909,f,high_female,15.762135052838977
njp.32101065848234,"Murray, Eustace Clare Grenville,",The member for Paris,1871,m,,15.755971513203503
uc2.ark:/13960/t3rv0jp0n,"Hall, S. C.,",The buccaneer,1832,f,,15.74947829853136
uiuo.ark:/13960/t72v2t052,"Armstrong, F. C.",The pirates of  The Foam,1863,m,,15.74775594477787
inu.39000005534958,"Sheffield, John.",The original Robin Hood : | a translation of the early tales / | $c: John Sheffield ; illustrated by John Clark.,1982,m,high_male,15.740594994490792
uc2.ark:/13960/t7gq70z8c,"Duckworth, Francis Robinson Gladstone.",From a pedagogue's sketch-book,1912,m,high_male,15.721073225265512
nyp.33433081852711,"James, Henry,",The portrait of a lady,1882,m,mixed,15.719562996148706
mdp.39015000636517,"Leach, Christopher,",The pheasant-shoot / | $c: by Christopher Leach.,1975,m,mixed,15.718776793369535
uiuo.ark:/13960/t5q81m97p,"Old Sailor,","Topsail-sheet blocks, or, The naval foundling",1838,m,,15.71873935710356
mdp.39015000607740,"Quentin, Patrick.","The ordeal of Mrs. Snow, and other stories.",1961,m,,15.717891583531348
nyp.33433074840475,"Dawson, Warrington,",The scourge,1908,u,,15.717046592311457
mdp.39015059389596,"Barrett, Eaton Stannard,",The heroine,1813,m,mixed,15.712976299594082
uiuo.ark:/13960/t6xw4sj8v,"Fenn, George Manville,",King of the castle,1892,m,mixed,15.712016200834483
mdp.39015062006625,"Sherwood, Mary Martha,",The Fairchild family,1902,f,high_female,15.711963451555786
mdp.39015050563579,"Anderson, Vernon F.",Sudden glory / | $c: Vernon F. Anderson.,1987,m,,15.707587550166108
nyp.33433074902606,"MacWalter, J. G.",Tales of Ireland and the Irish,1854,u,,15.706806282722512
njp.32101007065988,"Brunton, Mary,",Discipline;,1814,f,,15.705243980965244
nyp.33433082320015,"Mitton, G. E.",A bachelor girl in Burma;,1907,f,high_male,15.70210856886496
mdp.39015031918884,"Poli͡akov, A. (Aleksandr),","With a Soviet unit through the Nazi lines | $c: [by] A. Polyakov. Published by authority of Soviet war news, issued by the Press department of the Soviet embassy in London.",1941,u,,15.697765684684214
mdp.39015049991212,,Something wicked : | Scottish crime fiction / | $c: edited by Susie Maguire and Amanda Hargreaves.,1999,u,,15.687169321601232
mdp.39015074279566,"Roberts, Bethan,",The pools / | $c: Bethan Roberts.,2007,u,mixed,15.679422997233702
mdp.39015005611697,"Sterne, Laurence,",The works of Laurence Sterne,1803,m,,15.673708225213772
mdp.39015030026820,"Kielland, Alexander Lange,",Garman & Worse,1885,m,,15.670472352809494
mdp.39015021856607,"Aidoo, Ama Ata,",Changes : | a love story / | $c: Ama Ata Aidoo.,1991,f,high_female,15.670408570288906
mdp.39015073480025,"Henty, G. A.",Through the fray,1886,m,,15.668511277767095
njp.32101064787276,"Bayley, Stanhope.",A singer of dreams;,1911,u,high_female,15.66293366747592
nyp.33433074878988,"Lucas, William,","The duellists, or, Men of honour",1805,m,high_male,15.661707126076742
mdp.39015014510633,"Mansfield, Katherine,",Something childish and other stories / | $c: by Katherine Mansfield.,1929,f,,15.655911529867211
mdp.39015010682113,"Fuller, John,",The adventures of Speedfall / | $c: John Fuller.,1985,m,high_male,15.645779550966129
njp.32101067582179,"Owen, John,",The cotton broker,1921,m,,15.64556356240279
