htid,author,title,year,authgender,period,diff
nyp.33433074931845,"Cruikshank, Robert,",Cruikshank at home,1845,m,1800-1850,-0.037871509018670535
hvd.32044086780350,"Knowles, James Sheridan,","The Magdalen, and other tales",1832,m,1800-1850,-0.03756625871342012
njp.32101013133515,"Roche, Regina Maria,",The monastery of St. Columb;,1813,f,1800-1850,-0.03756625871342012
njp.32101068588803,"Swanston, Paul.",Memoirs of Serjeant Paul Swanston;,1850,m,1800-1850,-0.03743087476454099
mdp.39015014857802,"Swift, Jonathan,","The novels of Swift, Bage, and Cumberland",1824,m,1800-1850,-0.03620552667902699
njp.32101038084743,"Maturin, Charles Robert,",The wild Irish boy,1808,m,1800-1850,-0.03618198407333151
dul1.ark:/13960/t3pv70m81,"Argus, Arabella.",Ostentation and liberality,1821,f,1800-1850,-0.03495301829530173
uiuo.ark:/13960/t63496n5k,"Moore, George,",Grasville Abbey,1801,m,1800-1850,-0.03470911585627712
uiuo.ark:/13960/t0bv7w31r,"Green, Sarah,",Who is the bridegroom?,1822,f,1800-1850,-0.03453962433085356
njp.32101067646032,"Hofland,",William and his Uncle Ben,1829,f,1800-1850,-0.03441499820921845
uiuo.ark:/13960/t8z89jk5h,"Cockton, Henry,",Stanley Thorn,1841,m,1800-1850,-0.03359800474516628
njp.32101068169141,"Fullerton, Georgiana,",Ellen Middleton,1844,f,1800-1850,-0.033598004745166166
uiuo.ark:/13960/t55d95m3v,"Damer, Anne Seymour Conway,",Belmour,1801,f,1800-1850,-0.03310197299913431
njp.32101064906942,"Roche, Regina Maria,",Bridal of Dunamore;,1823,f,1800-1850,-0.03305863041938406
uiuo.ark:/13960/t8cg0bv2j,"Parker, Emma.",Aretas,1823,f,1800-1850,-0.03276881734881454
hvd.hxgeza,"Byron, Medora Gordon.",Celia in search of a husband,1809,f,1800-1850,-0.030847729717663364
hvd.hwadaj,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.0306012320388499
njp.32101067179364,"Trollope, Frances Milton,","The Laurringtons, or, Superior people",1844,f,1800-1850,-0.03042340157056289
nyp.33433074913298,"Hervey, Elizabeth,",The Mourtray family,1800,f,1800-1850,-0.03003021677370854
uc1.b4593641,"Calabrella, E. C. de",Evenings at Haddon Hall,1846,f,1800-1850,-0.02954876600204992
mdp.39015003931147,"Godwin, William,",Fleetwood,1832,m,1800-1850,-0.02951924243855575
njp.32101063579062,,The lairds of Fife,1828,u,1800-1850,-0.029324500471661796
njp.32101068971132,"Kelty, Mary Ann,",The favourite of nature;,1821,f,1800-1850,-0.029324500471661796
hvd.hn2hcd,Lady.,"Rainsford Villa, or, Juvenile independence",1823,m,1800-1850,-0.029324500471661796
nyp.33433075723571,"Ross,","The balance of comfort; or, The old maid and married woman",1817,f,1800-1850,-0.029324500471661796
njp.32101067173250,"Scott, Walter,",Tales and romances,1833,m,1800-1850,-0.02876708687077001
uiuo.ark:/13960/t05x2z418,"Roche, Regina Maria,",Contrast,1828,f,1800-1850,-0.028547499694661083
njp.32101067179273,"Trollope, Frances Milton,",The attractive man,1846,f,1800-1850,-0.02854749969466097
uiuo.ark:/13960/t4qj7s022,"Damer, Anne Seymour Conway,",Belmour,1801,f,1800-1850,-0.027942648790408975
uc2.ark:/13960/t5s75cw95,"Normanby, Constantine Henry Phipps,",The contrast,1832,m,1800-1850,-0.027687839260532532
mdp.39015059415698,"James, G. P. R.",The convict;,1847,m,1800-1850,-0.027687839260532532
nyp.33433075768253,"Wilkins, George,",The convert,1826,m,1800-1850,-0.02731781150845114
nyp.33433074880380,"Marryat, Frederick,",The privateer's-man one hundred years ago,1846,m,1800-1850,-0.02731781150845114
uc2.ark:/13960/t2r49k60p,"Morgan,",O'Donnel,1814,f,1800-1850,-0.027165256207154376
uiuo.ark:/13960/t3st87x1j,"Warner,",Herbert-Lodge,1808,f,1800-1850,-0.026527297674458827
uiuo.ark:/13960/t5q81m97p,"Old Sailor,","Topsail-sheet blocks, or, The naval foundling",1838,m,1800-1850,-0.026388505169254284
uiuo.ark:/13960/t2n593h7q,"Moore, Oliver.",The staff officer,1831,m,1800-1850,-0.026288063224698233
uiuo.ark:/13960/t86h58z2r,"De Merle, William Henry,",Glenlonely,1837,m,1800-1850,-0.025661496808658146
hvd.hwadak,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.025661496808658146
uiuo.ark:/13960/t0gt5vw09,"Blessington, Marguerite,",Meredith,1843,f,1800-1850,-0.025443060810405704
uiuo.ark:/13960/t5r790q9k,"Wallace, Ellen.","Mr. Warrenne, the medical practitioner",1848,f,1800-1850,-0.024019460683863292
uiuo.ark:/13960/t2n593s79,"O'Keeffe, Adelaide,",Dudley,1819,f,1800-1850,-0.023794083176538527
njp.32101065864496,"Marsh-Caldwell, Anne,","Mount Sorel, or, The heiress of the De Veres",1845,f,1800-1850,-0.023591103433917127
uiuo.ark:/13960/t2n58z16x,,Happiness;,1821,u,1800-1850,-0.02349699464415589
mdp.39015050917817,"Galt, John,",Lawrie Todd;,1830,m,1800-1850,-0.023349892555306395
mdp.39015059376247,,The New British novelist;,1830,u,1800-1850,-0.023349892555306173
hvd.32044086776028,"Cumberland, Richard,",Henry,1825,m,1800-1850,-0.023087494234655614
mdp.39015078572610,"Campe, Joachim Heinrich,",The new Robinson Crusoe;,1811,m,1800-1850,-0.022067606422314867
mdp.39015006997806,"Sewell, Elizabeth Missing,",Gertrude,1846,f,1800-1850,-0.021970097768421848
uiuo.ark:/13960/t20c59g5f,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,1800-1850,-0.02190209831241763
uiuo.ark:/13960/t36119k7x,"Carne, John,",Stratton hill,1829,m,1800-1850,-0.02190209831241763
uc2.ark:/13960/t7tm73t7d,"Howitt, William,","The year-book of the country; or, The field, the forest, and the fireside",1850,m,1800-1850,-0.021883028899755352
hvd.hwadc3,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.021838069627566736
hvd.hxkel8,"Brunton, Mary,",Self-control,1811,f,1800-1850,-0.021332492479653964
uc1.b3578384,"Ferrier, Susan,",The inheritance,1824,f,1800-1850,-0.021332492479653964
uiuo.ark:/13960/t08w3xn6z,"Lytton, Edward Bulwer Lytton,",Ernest Maltravers,1837,m,1800-1850,-0.021179704091571327
uiuo.ark:/13960/t85h8313w,"Barrett, Eaton Stannard,",The metropolis,1819,m,1800-1850,-0.02105320187778259
njp.32101063693426,"Neale, W. Johnson",Gentleman Jack,1837,m,1800-1850,-0.02077749192465328
hvd.32044019310028,,"La coquetterie, or, Sketches of society in France and Belgium",1832,f,1800-1850,-0.02077749192465317
uc2.ark:/13960/t9n29v933,"Mitford, Mary Russell,",Belford Regis;,1835,f,1800-1850,-0.02054804203077376
uiuo.ark:/13960/t6155666f,"Meeke, Mary,","What shall be, shall be",1823,f,1800-1850,-0.02016037939418347
njp.32101068163797,,Lavinia Fitz-Aubyn,1816,u,1800-1850,-0.019709115856277215
uiuo.ark:/13960/t7xk8z63q,"Senior, Henry.",Charles Vernon;,1849,m,1800-1850,-0.018809835280737652
mdp.39015006945052,"Martineau, Harriet,",Illustrations of political economy,1832,f,1800-1850,-0.018670334692842294
uc2.ark:/13960/t0ns0nd2t,"Blessington, Marguerite,",Country quarters,1850,f,1800-1850,-0.018272334247081856
njp.32101030764698,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,1800-1850,-0.018249971887405625
uiuo.ark:/13960/t4xh05574,"Acton, Eugenia de,",The microcosm,1801,f,1800-1850,-0.01804244918961051
uc2.ark:/13960/t0ft8g505,"Torr, John Berry.",The uncle's legacy,1849,m,1800-1850,-0.0175904717884805
uiuo.ark:/13960/t5z614h53,"Gunning,",The exile of Erin,1808,f,1800-1850,-0.016802139112091163
uiuo.ark:/13960/t78s5bv2b,"Roche, John Hamilton.",A Suffolk tale;,1810,m,1800-1850,-0.016802139112091163
uiuo.ark:/13960/t45q5hf4j,,"Husband hunting, or, The mother and daughters",1825,u,1800-1850,-0.016436864547376695
nyp.33433074868997,,Hyde Nugent,1827,u,1800-1850,-0.016137687284848767
njp.32101066121326,"Campbell, Harriette,",The only daughter,1839,f,1800-1850,-0.016137687284848656
nyp.33433075756704,"Sinclair, Catherine,","Modern accomplishments ; or, The march of intellect",1836,f,1800-1850,-0.016137687284848656
uc1.b4104878,"Aguilar, Grace,",Home influence;,1847,f,1800-1850,-0.01592123706839843
hvd.hn2gic,"Sandham, Elizabeth.",The adopted daughter,1815,f,1800-1850,-0.01567685779176098
mdp.39015047645919,"Surr, T. S.",A winter in London;,1806,m,1800-1850,-0.015267491490794871
uc1.b4101357,"Gore,",Self,1845,f,1800-1850,-0.015244830141991628
uiuo.ark:/13960/t3vt26w30,"North, William,","The impostor, or, Born without a conscience",1847,m,1800-1850,-0.015079486226647454
mdp.39015073748405,,The British essayists;,1823,m,1800-1850,-0.014901423548585147
nyp.33433075768246,"Wilkins, George,",The two rectors,1825,m,1800-1850,-0.014709115856277544
njp.32101064710609,"Picken, Andrew,",The sectarian; or The church and the meeting-house,1829,m,1800-1850,-0.014572129554907276
uiuo.ark:/13960/t19k4zz2b,,"De Montfort, or, The old English nobleman",1842,u,1800-1850,-0.01440608555324685
nyp.33433074941646,"Chamier, Frederick,",Ben Brace,1840,m,1800-1850,-0.01401990909424855
uiuo.ark:/13960/t6c25jv27,"Wallace, Ellen.",Constance D'Oyley,1844,f,1800-1850,-0.013939885087046466
uiuo.ark:/13960/t31268203,"Frere, B.","Rank and fashion!, or, The mazes of life",1821,m,1800-1850,-0.013939885087046466
inu.30000047566116,"Kentish,",The maid of the village,1835,f,1800-1850,-0.013836632634800838
uc1.b3327591,"Porter, Anna Maria,",Honor O'Hara,1826,f,1800-1850,-0.013130168487856198
uiuo.ark:/13960/t6zw24n6x,"Austen, Jane,",Northanger Abbey,1818,f,1800-1850,-0.013130168487856198
mdp.39015065763099,"Smith, Horace,",The Tor hill,1826,m,1800-1850,-0.013130168487856198
uiuo.ark:/13960/t0dv1w173,"Crumpe,","Geraldine of Desmond, or, Ireland in the reign of Elizabeth",1829,f,1800-1850,-0.013130168487856198
hvd.hwadbd,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.012764671411832795
uiuo.ark:/13960/t3rv0x09k,"Davenport, Selina,",The hypocrite;,1814,f,1800-1850,-0.012525207810300198
mdp.39015063976396,"Wilson, John,",The foresters,1825,m,1800-1850,-0.01198184312900441
uc2.ark:/13960/t1gh9hf3g,"Maxwell, W. H.","The bivouac; or, Stories of the Peninsular War",1837,m,1800-1850,-0.011896615856277215
njp.32101067299923,"Grey,",The gambler's wife,1844,f,1800-1850,-0.011797723451213882
uiuo.ark:/13960/t6b28ds6f,"Acton, Eugenia de,",The microcosm,1801,f,1800-1850,-0.011681592920497419
nyp.33433076087901,"Irving, Washington,",Tales of a traveller,1824,m,1800-1850,-0.011573021181720988
mdp.39015005622868,"Lauder, Thomas Dick,",Legendary tales of the Highlands,1841,m,1800-1850,-0.010906298954868832
mdp.39015064544847,"Hofland,",Tales of the Priory,1820,f,1800-1850,-0.01090629895486872
inu.30000083748834,"Blessington, Marguerite,","Marmaduke Herbert; or, The fatal error",1847,f,1800-1850,-0.010562774392862684
njp.32101068164183,,"The Night watch, or, Tales of the sea",1828,u,1800-1850,-0.009573980721142017
uc1.b3322534,"Gore,",Peers and parvenus,1846,f,1800-1850,-0.00916694718157851
uiuo.ark:/13960/t40s0dc4n,"Scott, Walter,",St Ronan's well,1824,m,1800-1850,-0.008345479492640973
uiuo.ark:/13960/t6g16c309,,Excitement,1849,u,1800-1850,-0.0072091158562772595
njp.32101064791104,"Stepney, Catherine Pollock Manners,",The new road to ruin,1833,f,1800-1850,-0.006778081373518541
hvd.hn1qjz,"Maurice, Frederick Denison,",Eustace Conway,1834,m,1800-1850,-0.006291036760232016
mdp.39015047612844,"Ward, R. Plumer",De Vere;,1827,m,1800-1850,-0.004878607381700872
hvd.hn2ghz,"Mackenzie, William,",The rector and his pupils,1810,m,1800-1850,-0.004709115856277313
uiuo.ark:/13960/t2b85z60c,"Austen, Jane,",Northanger Abbey,1818,f,1800-1850,-0.004709115856277202
uiuo.ark:/13960/t3cz3sz2v,"Palmer, Alicia Tindal,",The sons of Altringham;,1811,f,1800-1850,-0.004709115856277202
uiuo.ark:/13960/t5j96tf7n,"Walker,","Cousin George, and other tales",1845,f,1800-1850,-0.004421346072104537
mdp.39015039248037,"Mackenzie, Henry,",The works of Henry Mackenzie,1815,m,1800-1850,-0.004358238663294767
uc2.ark:/13960/t3tt4jv8j,"Grant, James,",The Scottish cavalier;,1850,m,1800-1850,-0.004136725283886644
hvd.32044086801990,,The English nights' entertainment,1826,u,1800-1850,-0.004016475163636457
njp.32101067173177,"Scott, Walter,",Tales and romances,1833,m,1800-1850,-0.0037905354804942393
nyp.33433076091549,"Edgeworth, Maria,",Tales and novels,1848,f,1800-1850,-0.0037452604345904472
uiuo.ark:/13960/t2k65383v,"Rennie,.",Saint Patrick,1819,m,1800-1850,-0.0031996818940130956
uiuo.ark:/13960/t75t49798,"Wallace, Ellen.","Mr. Warrenne, the medical practitioner",1848,f,1800-1850,-0.0031996818940130956
njp.32101067178572,"Trollope, Frances Milton,",Tremordyn cliff,1835,f,1800-1850,-0.002373349432919558
mdp.39015016440920,"Haliburton, Thomas Chandler,","The attaché, or, Sam Slick in England",1844,m,1800-1850,-0.0013970139454491104
uiuo.ark:/13960/t0ms43j07,"Fraser, James Baillie,",The highland smugglers,1832,m,1800-1850,-0.001030954936736883
uc1.b3314596,"Maxwell, W. H.",O'Hara;,1825,m,1800-1850,-0.0009591158562772817
uva.x000457847,"Brontë, Charlotte,",Jane Eyre,1850,f,1800-1850,-0.0008734994179211419
uiuo.ark:/13960/t8cg07c02,"Mackenzie, R. Shelton",Mornings at Matlock,1850,m,1800-1850,-0.0008734994179209199
hvd.hwadv9,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.0007922019096897603
hvd.hxcqxf,,The hundred merry tales,1831,u,1800-1850,-0.0006413192461076633
mdp.39015063758299,"Mason, Catherine George (Ward)",The cottage on the cliff,1823,f,1800-1850,-0.0002646714118328397
nyp.33433067367551,"Richardson, Samuel,",The history of Clarissa Harlowe,1811,m,1800-1850,-0.00015935282310186594
uiuo.ark:/13960/t1tf0f532,"St. Leger, Barry,",Mr. Blount's mss.;,1826,m,1800-1850,-8.101668272342266e-05
nyp.33433074951942,"Dallas, Robert Charles,",Aubrey,1804,m,1800-1850,2.7726248985837643e-05
hvd.32044011625829,"Trollope, Frances Milton,","Life and adventures of Michael Armstrong, the factory boy",1840,f,1800-1850,2.7726248985837643e-05
njp.32101065841809,"Brooke, Frances,",Manners,1817,f,1800-1850,0.0004521744663035232
njp.32101067627628,"Appleton,",Edgar,1816,f,1800-1850,0.001860530713369446
nyp.33433074868146,"Hofland,",Self-denial,1835,f,1800-1850,0.001997470970070081
mdp.39015059389588,"Barrett, Eaton Stannard,",The heroine,1813,m,1800-1850,0.0023497076731344713
mdp.39015064003026,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,1800-1850,0.0026338793128048987
uc1.b3327071,"Massie, W.",Sydenham;,1830,u,1800-1850,0.0028318677502802148
uiuo.ark:/13960/t5v701778,"Pardoe,",The Mardens ; and The Daventrys,1835,f,1800-1850,0.0031782080873847818
uc1.b3314600,"Marryat, Frederick,","Japhet, in search of a father",1836,m,1800-1850,0.003439032291871036
njp.32101063605610,"Chamier, Frederick,",The perils of beauty,1843,m,1800-1850,0.0035667462126882654
mdp.39015016440912,"Haliburton, Thomas Chandler,","The attaché, or, Sam Slick in England",1844,m,1800-1850,0.003692710627741125
uc1.b3321966,"Cobbold, Richard,",Mary Anne Wellington,1846,m,1800-1850,0.0039395327923713586
uiuo.ark:/13960/t6tx3q24v,"Fraser, James Baillie,",The highland smugglers,1832,m,1800-1850,0.004100407953246621
dul1.ark:/13960/t0tq6sw6t,"Bayfield, E. G.,",A winter in Bath,1807,f,1800-1850,0.004413691161266553
nyp.33433074955455,,The Metropolis,1822,u,1800-1850,0.004775420226197036
uiuo.ark:/13960/t44q88r9x,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,1800-1850,0.00506046939717919
nyp.33433074878988,"Lucas, William,","The duellists, or, Men of honour",1805,m,1800-1850,0.005290884143722807
njp.32101066121987,"Grey,",Alice Seymour,1831,f,1800-1850,0.005290884143722807
njp.32101066122548,"Grey, Elizabeth Caroline.",The duke,1839,f,1800-1850,0.006084534937373487
uiuo.ark:/13960/t7vm4j977,,The adventurers,1825,u,1800-1850,0.00645367484139725
njp.32101064791096,"Stepney, Catherine Pollock Manners,",The new road to ruin,1833,f,1800-1850,0.006976277402149678
uiuo.ark:/13960/t6nz8qp53,"Acton, Eugenia de,",The microcosm,1801,f,1800-1850,0.0070765984294370865
uiuo.ark:/13960/t55d9gm9g,"Walker,","Cousin George, and other tales",1845,f,1800-1850,0.0074647971872010555
uiuo.ark:/13960/t0pr8fm7f,"Trollope, Frances Milton,",Young love;,1844,f,1800-1850,0.0074647971872010555
uc1.b3339466,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,1800-1850,0.007833257025078755
wu.89004098703,"Thackeray, William Makepeace,",The Irish sketch-book,1845,m,1800-1850,0.007922463091091236
nyp.33433074870555,"Hockley, W. B.",The widow of Calcutta;,1841,f,1800-1850,0.008068661921500575
njp.32101041607241,"Brown, Thomas,","Brighton; or, The Steyne",1818,m,1800-1850,0.008352108633518762
uiuo.ark:/13960/t1pg29b6z,"Robertson,","Florence, or, The aspirant",1829,f,1800-1850,0.008624217477056217
uc1.b3326174,"Godwin, Henry,","Stonehenge, or, The Romans in Britain",1842,m,1800-1850,0.008812010904286183
hvd.32044022677207,"Maberly,",Emily,1840,f,1800-1850,0.00888565538555297
hvd.32044090334376,"Cumberland, Richard,",Henry,1825,m,1800-1850,0.009137037989876529
hvd.hn2gie,"Mackenzie, William,","The academy; or, A picture of youth",1808,m,1800-1850,0.00913703798987664
uiuo.ark:/13960/t1cj8xf9c,"Ward, Catherine G.,","The fisher's daughter, or, The wanderings of Wolf and the fortunes of Alfred",1824,f,1800-1850,0.009836338689177104
hvd.32044010418184,"Morgan,",O'Donnell,1835,f,1800-1850,0.010510664363503008
njp.32101068167178,"Dallas, Robert Charles,",Percival,1801,m,1800-1850,0.010696289549128268
uiuo.ark:/13960/t3st84p8j,"Acton, Eugenia de,",The microcosm,1801,f,1800-1850,0.011028589061755634
mdp.39015031453437,"Scott, Walter,",Waverley novels,1829,m,1800-1850,0.011388445119332458
njp.32101067627636,"Appleton,",Edgar,1816,f,1800-1850,0.011794949184373293
dul1.ark:/13960/t9j398q69,"Bury, Charlotte Campbell,",The manœuvring mother,1842,f,1800-1850,0.012007302054170554
hvd.hwjw3i,"Edgeworth, Maria,",Moral tales,1821,f,1800-1850,0.012698291551130114
njp.32101064790106,"Porter, Jane,",Sir Edward Seward's narrative of his shipwreck,1831,f,1800-1850,0.012749447679634485
mdp.39015059408131,"James, G. P. R.",The King's Highway,1840,m,1800-1850,0.012825130719065214
njp.32101067172989,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,1800-1850,0.013437848999952706
uiuo.ark:/13960/t45q58q09,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,1800-1850,0.01356426543868694
uiuo.ark:/13960/t7kp8nj6v,"Sutherland, Alexander,",Macrimmon,1823,m,1800-1850,0.013624217477056
hvd.hwadvi,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,0.01382746950957614
njp.32101064790130,"St. John, Andrew.",Tales of former times,1808,m,1800-1850,0.01427705925893008
hvd.hn5cy3,"Hofland,",Theodore,1838,f,1800-1850,0.014381793234631957
uiuo.ark:/13960/t4jm2zc1t,"Burdett, C. D.,",At home,1828,f,1800-1850,0.015223544076382822
uc1.b3325386,"Pardoe,",Speculation,1834,f,1800-1850,0.015290884143722816
hvd.hxcsht,"Colman, George,",The circle of anecdote and wit,1826,m,1800-1850,0.015470524862285728
mdp.39015059415656,"James, G. P. R.","Darnley; or, the field of the cloth of gold",1830,m,1800-1850,0.01552254437538303
njp.32101067640910,,Things by their right names;,1814,u,1800-1850,0.01616044936111405
uiuo.ark:/13960/t9765vr32,"Gore,",The birthright and other tales,1844,f,1800-1850,0.016475094670038493
hvd.hwkbwa,"Chaucer, Geoffrey,",Tales from Chaucer,1833,m,1800-1850,0.01666654551938407
uc1.b3324316,"Hall, S. C.,",Uncle Horace,1837,f,1800-1850,0.017327921180759986
uiuo.ark:/13960/t3rv15x13,"Mackenzie, Mary Jane.",Geraldine,1821,f,1800-1850,0.017453046305885067
nyp.33433074955448,,The Metropolis,1822,u,1800-1850,0.01762854648138512
njp.32101064790866,"Smythies, Gordon,","Cousin Geoffrey, the old bachelor",1840,f,1800-1850,0.017628546481385232
uiuo.ark:/13960/t1bk20m2t,"Scott, Walter,",Chronicles of the Canongate,1828,m,1800-1850,0.018607467058295413
njp.32101068169448,"Fullerton, Georgiana,",Grantley Manor,1847,f,1800-1850,0.018657220777386074
uc2.ark:/13960/t6n01191n,"Hurstone, J. P.","Royal intrigues, or, Secret memoirs of four princesses",1808,u,1800-1850,0.01875242260526122
uc1.b3581533,"Ward, Catherine G.,","The fisher's daughter, or, The wanderings of Wolf and the fortunes of Alfred",1824,f,1800-1850,0.018842286012881626
uiuo.ark:/13960/t2x35d69n,"Rennie,.",Saint Patrick,1819,m,1800-1850,0.019083987591998586
hvd.hn21hn,"Porter, Jane,",Thaddeus of Warsaw,1805,f,1800-1850,0.019083987591998586
inu.32000005270808,,"The Abduction, or, The adventures of Major Sarney",1825,u,1800-1850,0.019156430362210153
uiuo.ark:/13960/t2b85x75t,"Robinson, Emma,","Whitefriars, or, The days of Charles the Second",1844,f,1800-1850,0.01931624072058513
uiuo.ark:/13960/t5v69r81k,"Chorley, Henry Fothergill,",Sketches of a sea port town,1834,m,1800-1850,0.019626548479387163
hvd.32044086799046,"Normanby, Constantine Henry Phipps,",Matilda,1825,m,1800-1850,0.019720414345065107
uc2.ark:/13960/t3mw29z63,"Hutton, Catherine,",Oakwood Hall,1819,f,1800-1850,0.020095353417465933
njp.32101065836619,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,1800-1850,0.020469455572294182
hvd.32044087023867,"Voltaire,",Lord Chesterfield's ears,1826,m,1800-1850,0.021957550810389304
uiuo.ark:/13960/t9b57754t,,Tales of a lay-brother,1844,u,1800-1850,0.021957550810389304
uiuo.ark:/13960/t9183xf2f,"Roberts,",Duty,1814,f,1800-1850,0.021957550810389415
uc2.ark:/13960/t5n874m25,,The History of little King Pippin,1810,m,1800-1850,0.021957550810389415
uc1.b3327583,"[Pisani, Marianna",Vandeleur;,1836,f,1800-1850,0.021957550810389415
uiuo.ark:/13960/t3805gj3d,"Gore,",The diary of a désennuyée,1836,f,1800-1850,0.021957550810389415
uc2.ark:/13960/t4fn16442,"M., I. E.",The confessions of an Etonian,1846,f,1800-1850,0.021957550810389415
hvd.hn5cdq,,More tales for idle hours,1831,u,1800-1850,0.021957550810389526
uiuo.ark:/13960/t8mc9mw3b,"Helme, Elizabeth,",St. Margaret's cave,1801,f,1800-1850,0.021957550810389526
uiuo.ark:/13960/t08w42g96,"Pigott, Harriet,","The pride of ancestry: or, Who is she?",1804,f,1800-1850,0.021957550810389526
uiuo.ark:/13960/t92811k3h,"Hatton, Ann Julia (Kemble)","Cambrian pictures, or, Every one has errors",1810,f,1800-1850,0.021957550810389526
hvd.hn2gig,"Sandham, Elizabeth.",The adventures of poor puss,1809,f,1800-1850,0.021957550810389526
uiuo.ark:/13960/t8z89tt9w,"Pickering, Ellen,",Who shall be heir?,1840,f,1800-1850,0.021957550810389526
uiuo.ark:/13960/t02z1jh4q,,Constancy and contrition,1844,u,1800-1850,0.021957550810389526
mdp.39015063526787,"Agg, John,",Eighteen hundred and fifteen;,1816,m,1800-1850,0.021957550810389526
uiuo.ark:/13960/t6543891b,,"Melcombe Lodge; or, traits of family pride!",1819,u,1800-1850,0.021957550810389526
inu.32000004512416,"Gore,","Greville, or, A Season in Paris",1841,f,1800-1850,0.023076119043051624
uiuo.ark:/13960/t88g9646w,"O'Keeffe, Adelaide,",Dudley,1819,f,1800-1850,0.023472702325540995
uiuo.ark:/13960/t6c25fn5r,,Memoirs of a man of fashion,1821,u,1800-1850,0.02386231271515149
mdp.39015007028312,L. E. L.,Romance and reality,1831,f,1800-1850,0.02400254058544049
uiuo.ark:/13960/t0jt08z0w,"Roche, Regina Maria,",The tradition of the castle;,1824,f,1800-1850,0.02493374128657999
uiuo.ark:/13960/t1pg26245,"Lauder, Thomas Dick,",Lochandhu,1825,m,1800-1850,0.025341645565042592
njp.32101067172997,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,1800-1850,0.025503650101169617
hvd.hwadvd,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,0.025503650101169617
uiuo.ark:/13960/t02z1r626,"Kett, Henry,",Emily,1809,m,1800-1850,0.02578896843491063
uiuo.ark:/13960/t58d0m350,"Burdett, C. D.,",At home,1828,f,1800-1850,0.026072777147837956
uc2.ark:/13960/t7tm7431h,"Gore,",The story of a royal favourite,1845,f,1800-1850,0.026098337559871565
mdp.39015065739057,"Smith, Horace,",Brambletye house;,1826,m,1800-1850,0.026176960093089896
nyp.33433074929930,"Blessington, Marguerite,",The honey-moon,1837,f,1800-1850,0.026462055314893984
inu.30000011910175,"Cockton, Henry,",The sisters;,1844,m,1800-1850,0.026932675188498845
njp.32101065864504,"Marsh-Caldwell, Anne,","Mount Sorel, or, The heiress of the De Veres",1845,f,1800-1850,0.02908767558757308
njp.32101068163805,,Lavinia Fitz-Aubyn,1816,u,1800-1850,0.02998967932444563
uiuo.ark:/13960/t2f76q341,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,1800-1850,0.02998967932444574
njp.32101035036035,"Blessington, Marguerite,",Two friends,1835,f,1800-1850,0.030548616102485715
mdp.39015047645893,"Surr, T. S.",A winter in London;,1806,m,1800-1850,0.03068355430079084
uc1.b3321860,"Disraeli, Benjamin,",Vivian Grey,1827,m,1800-1850,0.030787572885444536
nyp.33433074929922,"Blessington, Marguerite,",The honey-moon,1837,f,1800-1850,0.030966559819398443
njp.32101064906959,"Roche, Regina Maria,",Bridal of Dunamore;,1823,f,1800-1850,0.031347222171891787
njp.32101063606550,"Crawfurd, Archibald.",Tales of my grandmother,1825,m,1800-1850,0.03176147237901694
uiuo.ark:/13960/t6n01hq1t,"Fraser, James Baillie,",The highland smugglers,1832,m,1800-1850,0.03176147237901694
uiuo.ark:/13960/t5x642g45,"North, William,","The impostor, or, Born without a conscience",1847,m,1800-1850,0.03176147237901694
uiuo.ark:/13960/t77s8848t,,The Navy  at home.,1831,u,1800-1850,0.03198261346703113
nyp.33433074817622,"Irving, Washington,","The sketch book of Geoffrey Crayon, gent",1821,m,1800-1850,0.03205856091139947
nyp.33433075798169,,The memoirs of Charles Westcote,1807,u,1800-1850,0.03209696779391291
mdp.39015047612828,"Ward, R. Plumer",De Vere;,1827,m,1800-1850,0.032213961066799746
uiuo.ark:/13960/t8x92g77j,"Banim, Michael,",The mayor of Wind-Gap ; and Canvassing,1835,m,1800-1850,0.032213961066799746
uc2.ark:/13960/t2v40k69j,"Brown, Charles Brockden,",Arthur Mervyn,1821,m,1800-1850,0.03325698583863801
uc1.b3327570,"Picken, Andrew,",The deer-stalkers of Glenskiach,1840,m,1800-1850,0.03345180368395262
njp.32101067708105,"Bennett, William,",The king of the Peak,1823,m,1800-1850,0.03365345724313795
uiuo.ark:/13960/t2q538762,"Wallace, Ellen.",Margaret Capel,1846,f,1800-1850,0.03386231271515139
